Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Lenses / Mirrors?,Single-Axis Tracking?,Dual-Axis Tracking?,Fixed Tilt?,Parabolic Trough?,Linear Fresnel?,Power Tower?,Dish Engine?,Other Solar Technology?,DC Net Capacity (MW),Crystalline Silicon?,Thin-Film (CdTe)?,Thin-Film (A-Si)?,Thin-Film (CIGS)?,Thin-Film (Other)?,Other Materials?
56999,Western Massachusetts Electric Company,58568,Cottage Street Solar Facility,MA,Hampden,PV-3,OP,Solar Photovoltaic,PV,Electric Utility,1,3.2,3.2,3.2,5,2014,,,,Y,,,,,,3.9,Y,,,,,
34012,FPL Energy MH50 LP,58569,Paradise Solar Energy Center,NJ,Gloucester,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,3,2011,,,,Y,,,,,,5.5,Y,,,,,
49893,Invenergy Services LLC,58572,Lakeland Solar Energy LLC,GA,Lanier,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.9,0.9,0.9,12,2013,,,,Y,,,,,,1,Y,,,,,
49893,Invenergy Services LLC,58572,Lakeland Solar Energy LLC,GA,Lanier,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.9,0.9,0.9,12,2013,,,,Y,,,,,,1,Y,,,,,
58465,"Green States Energy, Inc.",58576,GSE NM1,NM,Chaves,NMP1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.3,1.7,1.3,5,2011,,,,Y,,,,,,2.9,Y,,,,,
58537,Fresh Air Energy IV LLC,58578,Sonora 1,CA,Tuolumne,SON1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2013,,Y,,,,,,,,1.9,Y,,,,,
58540,California PV Energy LLC,58581,Oltmans SCE at Champagne,CA,San Bernardino,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,12,2013,,,,Y,,,,,,1.4,Y,,,,,
58540,California PV Energy LLC,58582,Oltmans SCE at Jurupa,CA,San Bernardino,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2013,,,,Y,,,,,,2,Y,,,,,
58541,"Forbes Street Solar, LLC",58583,Forbes Street Solar,RI,Providence,FSS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,3.0,3.0,12,2013,,,,Y,,,,,,3.7,Y,,,,,
58542,Trustees of Princeton University,58584,Princeton University Cogeneration,NJ,Mercer,PV1,OP,Solar Photovoltaic,PV,Commercial CHP,5,4.5,4.5,4.5,10,2012,,Y,,,,,,,,5.3,Y,,,,,
58544,Sierra Nevada Brewing Co,58585,Sierra Nevada Brewing Co,CA,Butte,SOLR,OP,Solar Photovoltaic,PV,Industrial Non-CHP,6,1.7,1.4,0.9,9,2007,,Y,,Y,,,,,,2,Y,,,,,
57313,SolarCity Corporation,58586,Town of East Bridgewater,MA,Plymouth,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,6,2013,,Y,,,,,,,,2.4,Y,,,,,
57081,"WGL Energy Systems, Inc",58588,Sue Cleveland High School,NM,Sandoval,SCHS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,11,2013,,,,Y,,,,,,1.2,Y,,,,,
57081,"WGL Energy Systems, Inc",58589,Rio Rancho High School,NM,Sandoval,RRHS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,11,2013,,,,Y,,,,,,1.2,Y,,,,,
58546,Cascade Solar LLC,58590,Cascade Solar,CA,San Bernardino,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,18.5,18.5,18.5,1,2014,,Y,,,,,,,,24.1,Y,,,,,
17650,Southern Power Co,58592,Solar Gen 2,CA,Imperial,ALHM,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,51.7,54.4,54.4,11,2014,,,,Y,,,,,,64.7,Y,Y,,,,
17650,Southern Power Co,58592,Solar Gen 2,CA,Imperial,ARK,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,51.7,54.4,54.4,11,2014,,,,Y,,,,,,64.7,Y,Y,,,,
17650,Southern Power Co,58592,Solar Gen 2,CA,Imperial,SONR,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,51.7,54.4,54.4,11,2014,,,,Y,,,,,,64.7,Y,Y,,,,
59155,"First Wind O&M, LLC",58598,Beryl Solar Plant,UT,Iron,BSP1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,3.0,3.0,8,2015,,,,Y,,,,,,3.4,Y,,,,,
59155,"First Wind O&M, LLC",58599,Cedar Valley Solar Plant,UT,Iron,CVSP1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,3.0,3.0,12,2015,,,,Y,,,,,,3.4,Y,,,,,
59155,"First Wind O&M, LLC",58600,Buckhorn Solar Plant,UT,Iron,BSP1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,3.0,3.0,12,2015,,,,Y,,,,,,3.4,Y,,,,,
59155,"First Wind O&M, LLC",58601,Milford Flat Solar Plant,UT,Beaver,MFSP1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,3.0,3.0,7,2015,,,,Y,,,,,,3.4,Y,,,,,
59155,"First Wind O&M, LLC",58602,Laho Solar Plant,UT,Beaver,LSP1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,3.0,3.0,7,2015,,,,Y,,,,,,3.4,Y,,,,,
59155,"First Wind O&M, LLC",58603,Greenville Solar Plant,UT,Beaver,GVSP1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.2,2.2,2.2,10,2015,,,,Y,,,,,,2.5,Y,,,,,
59155,"First Wind O&M, LLC",58604,Granite Peak Solar Plant,UT,Beaver,GPSP1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,3.0,3.0,8,2015,,,,Y,,,,,,3.4,Y,,,,,
58661,"Sustainable Power Group, LLC",58609,Industry Solar Power Generation Station 1 LLC,CA,San Bernardino,ISP1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2013,,Y,,,,,,,,1.9,Y,,,,,
58661,"Sustainable Power Group, LLC",58610,Navajo Solar Power Generation Station 1 LLC,CA,San Bernardino,NSP1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2013,,Y,,,,,,,,1.9,Y,,,,,
58661,"Sustainable Power Group, LLC",58611,Powhatan Solar Power Generation Station 1 LLC,CA,San Bernardino,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2013,,Y,,,,,,,,1.9,Y,,,,,
58661,"Sustainable Power Group, LLC",58612,Otoe Solar Power Generation Station 1 LL,CA,San Bernardino,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2013,,,,Y,,,,,,1.9,Y,,,,,
58567,"Blue Renewable Energy IMS, LLC",58615,Indianapolis Motor Speedway Solar PV,IN,Marion,IMS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,9.0,9.0,9.0,7,2014,,,,Y,,,,,,11.2,Y,,,,,
58568,"Westlands Solar Farms, LLC",58616,Westlands Solar PV Farm,CA,Fresno,WSF1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,18.0,18.0,18.0,2,2014,,Y,,,,,,,,23,Y,,,,,
58570,CF Gainesville Owner One LLC,58618,Butler Plaza,FL,Alachua,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.2,1.2,1.2,12,2010,,,,Y,,,,,,1.6,Y,,,,,
58575,"Sol Orchard Imperial 1, LLC",58621,Sol Orchard El Centro PV,CA,Imperial,ECPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,10,2013,,Y,,,,,,,,25.2,Y,,,,,
58576,"Holstein Holdings, LLC",58623,Holstein Plant,NC,Scotland,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,12,2015,,,,Y,,,,,,25.7,,Y,,,,
58578,PPS Berkshire Solar LLC,58624,Berkshire 1,MA,Berkshire,BER1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.8,1.8,1.8,12,2011,,Y,,Y,,,,,,2,Y,,,,,
58661,"Sustainable Power Group, LLC",58626,Western Antelope Blue Sky Ranch A,CA,Los Angeles,WABSA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,11,2014,,Y,,,,,,,,23.9,Y,,,,,
58580,Simon Solar Farm LLC,58628,Simon Solar Farm LLC,GA,Walton,SRSSF,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,30.0,30.0,30.0,11,2013,,,,Y,,,,,,38.6,Y,,,,,
57313,SolarCity Corporation,58631,Queen Anne's County,MD,Queen Annes,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,12,2013,,Y,,,,,,,,2.4,Y,,,,,
57313,SolarCity Corporation,58632,Actus Lend Lease DMAFB,AZ,Pima,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,3.0,3.0,12,2009,,Y,,,,,,,,1.1,Y,,,,,
57313,SolarCity Corporation,58633,Monterey Regional Water Pollution Contro,CA,Monterey,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,12,2010,,Y,,,,,,,,1.1,Y,,,,,
57313,SolarCity Corporation,58634,Lancaster Baptist Church,CA,Los Angeles,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,12,2011,,Y,,,,,,,,1.1,Y,,,,,
57313,SolarCity Corporation,58636,Sacramento Fairbain Water Treatment Plan,CA,Sacramento,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,2,2013,,Y,,,,,,,,1.1,Y,,,,,
10071,Kauai Island Utility Cooperative,58639,KRS I Anahola Solar,HI,Kauai,ANAPV,OP,Solar Photovoltaic,PV,Electric Utility,1,12.0,12.0,12.0,8,2015,,,,Y,,,,,,12,Y,,,,,
10071,Kauai Island Utility Cooperative,58640,KRS II Koloa Solar,HI,Kauai,KOLPV,OP,Solar Photovoltaic,PV,Electric Utility,1,12.0,12.0,12.0,8,2014,,,,Y,,,,,,12,Y,,,,,
58593,Sequoia PV 1 LLC,58642,Tulare 1 and 2,CA,Tulare,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,1,2014,,,,Y,,,,,,1.8,Y,,,,,
58593,Sequoia PV 1 LLC,58642,Tulare 1 and 2,CA,Tulare,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,1,2014,,,,Y,,,,,,1.8,Y,,,,,
58594,Rockford Solar Partners,58643,Rockford Solar Farm,IL,Winnebago,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.6,2.6,2.6,10,2012,,,,Y,,,,,,3.1,Y,,,,,
59363,"Silver State Solar Power South, LLC",58644,Silver State Solar Power South,NV,Clark,BLK1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,26.4,26.4,26.4,11,2015,,Y,,,,,,,,34.8,,Y,,,,
59363,"Silver State Solar Power South, LLC",58644,Silver State Solar Power South,NV,Clark,BLK2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,27.9,27.9,27.9,12,2015,,Y,,,,,,,,35,,Y,,,,
59363,"Silver State Solar Power South, LLC",58644,Silver State Solar Power South,NV,Clark,BLK3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,37.2,37.2,37.2,12,2015,,Y,,,,,,,,49.2,,Y,,,,
17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,STL,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,75.9,75.9,75.9,12,2015,,,,Y,,,,,,87.7,,Y,,,,
17650,Southern Power Co,58646,Stateline Solar,CA,San Bernardino,STL2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,34.1,34.1,34.1,12,2015,,,,Y,,,,,,40.5,,Y,,,,
57365,Consolidated Edison Solutions Inc,58647,Port Richmond WWT Solar,NY,Richmond,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,7,2015,,,,Y,,,,,,1.9,Y,,,,,
58477,"O2energies, Inc.",58649,Montgomery Solar LLC,NC,Montgomery,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,12,2015,,,,Y,,,,,,25,Y,,,,,
58598,"Mass Solar, LLC",58650,North Brookfield,MA,Worcester,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,3.0,3.0,6,2014,,,,Y,,,,,,3.6,Y,,,,,
58596,Hanwha Q CELLS USA,58651,Kalaeloa Renewable Energy Park,HI,Honolulu,KREP,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,1,2014,,,,Y,,,,,,6.1,Y,,,,,
58590,SEDC Jersey Gardens Owner LLC,58653,Jersey Gardens Phase 1,NJ,Union,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.7,1.7,1.7,12,2011,,,,Y,,,,,,2,Y,,,,,
58591,CF Jersey Gardens Owner Two LLC,58654,Jersey Gardens Phase 2,NJ,Union,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.3,2.3,2.3,2,2012,,,,Y,,,,,,2.8,Y,,,,,
58602,Utah Red Hills Renewable Energy Park LLC,58660,Utah Red Hills Renewable Energy Park,UT,Iron,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,80.0,80.0,80.0,12,2015,,Y,,,,,,,,104.8,Y,,,,,
58610,"Celina Solar Project #1, LLC",58665,"Celina Solar Project #1, LLC",OH,Mercer,CSP1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.0,4.0,4.0,12,2012,,,,Y,,,,,,5,Y,,,,,
58661,"Sustainable Power Group, LLC",58667,Biscoe Solar LLC,NC,Montgomery,BISCO,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,9,2014,,Y,,,,,,,,6.6,Y,,,,,
