Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Lenses / Mirrors?,Single-Axis Tracking?,Dual-Axis Tracking?,Fixed Tilt?,Parabolic Trough?,Linear Fresnel?,Power Tower?,Dish Engine?,Other Solar Technology?,Net Capacity Under STC (MW),Crystalline Silicon?,Thin-Film (CdTe)?,Thin-Film (A-Si)?,Thin-Film (CIGS)?,Thin-Film (Other)?,Other Materials?
17609,Southern California Edison Co,57441,Solar Photovoltaic Project #42,CA,TULARE,S42B,OP,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57441,Solar Photovoltaic Project #42,CA,TULARE,S42C,OP,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57441,Solar Photovoltaic Project #42,CA,TULARE,S42D,OP,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57441,Solar Photovoltaic Project #42,CA,TULARE,S42E,OP,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57441,Solar Photovoltaic Project #42,CA,TULARE,S42F,OP,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57441,Solar Photovoltaic Project #42,CA,TULARE,S42G,OP,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57441,Solar Photovoltaic Project #42,CA,TULARE,S42H,OP,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57441,Solar Photovoltaic Project #42,CA,TULARE,S42I,OP,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,0.7,Y,,,,,
17609,Southern California Edison Co,57441,Solar Photovoltaic Project #42,CA,TULARE,S42J,OP,PV,Electric Utility,1,0.5,0.5,0.5,11,2012,,,,Y,,,,,,0.7,Y,,,,,
19391,UGI Development Co,57216,Crayola Solar Project,PA,Northampton,1,OP,PV,IPP Non-CHP,2,1.0,1.0,1.0,5,2010,,,,Y,,,,,,1.1,Y,,,,,
19391,UGI Development Co,57216,Crayola Solar Project,PA,Northampton,2,OP,PV,IPP Non-CHP,2,1.0,1.0,1.0,4,2011,,,,Y,,,,,,1.1,Y,,,,,
19391,UGI Development Co,57216,Crayola Solar Project,PA,Northampton,3,OP,PV,IPP Non-CHP,2,0.8,0.8,0.8,1,2012,,,,Y,,,,,,0.9,Y,,,,,
19728,"UNS Electric, Inc",57556,La Senita,AZ,Mohave,1,OP,PV,Electric Utility,1,1.0,1.0,1.0,11,2011,,,,Y,,,,,,1.2,Y,,,,,
24211,Tucson Electric Power Co,8223,Springerville,AZ,Apache,SGSS,OP,PV,Electric Utility,1,3.7,3.7,3.7,5,2001,,,,Y,,,,,,4.6,Y,Y,,,,
24211,Tucson Electric Power Co,8223,Springerville,AZ,Apache,SGSS1,OP,PV,Electric Utility,1,1.4,1.4,1.4,12,2010,,,,Y,,,,,,1.8,Y,,,,,
24211,Tucson Electric Power Co,57392,UASTP I,AZ,Pima,UATP1,OP,PV,Electric Utility,1,1.2,1.2,1.0,12,2010,,,,Y,,,,,,1.6,Y,,,,,
24211,Tucson Electric Power Co,57717,UASTP II,AZ,Pima,UATP2,OP,PV,Electric Utility,1,2.8,2.8,2.3,1,2012,,,,Y,,,,,,5,Y,,,,,Y
24211,Tucson Electric Power Co,58171,Prairie Fire,AZ,Pima,GEN1,OP,PV,Electric Utility,1,5.0,5.0,5.0,12,2012,,,,Y,,,,,,5,Y,,,,,
34012,FPL Energy MH50 LP,58569,Paradise Solar Energy Center,NJ,Gloucester,1,OP,PV,IPP Non-CHP,2,5.0,5.0,5.0,3,2011,,,,Y,,,,,,5.5,Y,,,,,
40577,"American Mun Power-Ohio, Inc",58082,AMP Napoleon Solar Facility,OH,Henry,NSF1,OP,PV,Electric Utility,1,3.5,3.5,3.5,9,2012,,,,Y,,,,,,4.2,Y,,,,,
49893,Invenergy Services LLC,57912,Grand Ridge Solar Farm,IL,LaSalle,1,OP,PV,IPP Non-CHP,2,20.0,20.0,20.0,7,2012,,,,Y,,,,,,22.8,,,,Y,,
49893,Invenergy Services LLC,58572,Lakeland Solar Energy LLC,GA,Lanier,1,OP,PV,IPP Non-CHP,2,0.9,0.9,0.9,12,2013,,,,Y,,,,,,1,Y,,,,,
49893,Invenergy Services LLC,58572,Lakeland Solar Energy LLC,GA,Lanier,2,OP,PV,IPP Non-CHP,2,0.9,0.9,0.9,12,2013,,,,Y,,,,,,1,Y,,,,,
49932,"Enel North America, Inc.",58824,Sheldon Solar,VT,Franklin,I402,OP,PV,IPP Non-CHP,2,2.3,2.3,2.3,9,2013,,,,Y,,,,,,2.5,Y,,,,,
50131,Enel Stillwater LLC,50765,Stillwater Facility,NV,Churchill,1,OP,PV,IPP Non-CHP,2,22.0,21.8,21.8,4,2012,,,,Y,,,,,,26.2,Y,,,,,
54902,SunE Alamosa1 LLC,56481,SunE Alamosa,CO,Alamosa,1,OP,PV,IPP Non-CHP,2,1.0,1.0,1.0,12,2007,,Y,,,,,,,,1,Y,,,,,
54902,SunE Alamosa1 LLC,56481,SunE Alamosa,CO,Alamosa,2,OP,PV,IPP Non-CHP,2,7.2,6.7,6.7,12,2007,,Y,,,,,,,,7.2,Y,,,,,
55710,Barrick Goldstrike Mines Inc,56500,Western 102 Power Plant,NV,Storey,PV1,OP,PV,Industrial Non-CHP,6,1.0,1.0,1.0,12,2007,,,,Y,,,,,,1.3,Y,,,,,
55711,FPL Energy Operating Services Inc - SEGS,10439,SEGS III,CA,San Bernardino,GEN1,OP,ST,IPP Non-CHP,2,34.2,36.0,34.0,12,1986,Y,Y,,,Y,,,,, ,,,,,,
55711,FPL Energy Operating Services Inc - SEGS,10440,SEGS IV,CA,San Bernardino,GEN1,OP,ST,IPP Non-CHP,2,34.2,36.0,34.0,12,1986,Y,Y,,,Y,,,,, ,,,,,,
55711,FPL Energy Operating Services Inc - SEGS,10441,SEGS V,CA,San Bernardino,GEN1,OP,ST,IPP Non-CHP,2,34.2,36.0,34.0,10,1987,Y,Y,,,Y,,,,, ,,,,,,
55711,FPL Energy Operating Services Inc - SEGS,10442,SEGS VI,CA,San Bernardino,GEN1,OP,ST,IPP Non-CHP,2,35.0,36.0,35.0,12,1988,Y,Y,,,Y,,,,, ,,,,,,
55711,FPL Energy Operating Services Inc - SEGS,10443,SEGS VII,CA,San Bernardino,GEN1,OP,ST,IPP Non-CHP,2,35.0,36.0,35.0,12,1988,Y,Y,,,Y,,,,, ,,,,,,
55711,FPL Energy Operating Services Inc - SEGS,10444,SEGS VIII,CA,San Bernardino,GEN1,OP,ST,IPP Non-CHP,2,92.0,88.0,64.0,12,1989,Y,Y,,,Y,,,,, ,,,,,,
55711,FPL Energy Operating Services Inc - SEGS,10446,SEGS IX,CA,San Bernardino,GEN1,OP,ST,IPP Non-CHP,2,92.0,88.0,64.0,9,1990,Y,Y,,,Y,,,,, ,,,,,,
55723,PPL Renewable Energy LLC,56883,Pennsauken Solar,NJ,Camden,GEN 1,OP,PV,IPP Non-CHP,2,0.2,0.2,0.2,6,2006,,,,Y,,,,,,0.3,Y,,,,,
55723,PPL Renewable Energy LLC,56883,Pennsauken Solar,NJ,Camden,GEN 2,OP,PV,IPP Non-CHP,2,0.2,0.2,0.2,6,2006,,,,Y,,,,,,0.3,Y,,,,,
55723,PPL Renewable Energy LLC,56883,Pennsauken Solar,NJ,Camden,GEN 3,OP,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2007,,,,Y,,,,,,1,Y,,,,,
55723,PPL Renewable Energy LLC,56883,Pennsauken Solar,NJ,Camden,GEN 4,OP,PV,IPP Non-CHP,2,0.2,0.2,0.2,12,2007,,,,Y,,,,,,0.3,Y,,,,,
55723,PPL Renewable Energy LLC,56883,Pennsauken Solar,NJ,Camden,GEN 5,OP,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2007,,,,Y,,,,,,0.2,Y,,,,,
55723,PPL Renewable Energy LLC,56883,Pennsauken Solar,NJ,Camden,GEN 6,OP,PV,IPP Non-CHP,2,0.2,0.2,0.2,12,2007,,,,Y,,,,,,0.3,Y,,,,,
55723,PPL Renewable Energy LLC,56883,Pennsauken Solar,NJ,Camden,GEN 7,OP,PV,IPP Non-CHP,2,0.2,0.2,0.2,12,2007,,,,Y,,,,,,0.3,Y,,,,,
55723,PPL Renewable Energy LLC,56883,Pennsauken Solar,NJ,Camden,GEN 8,OP,PV,IPP Non-CHP,2,0.2,0.2,0.2,12,2007,,,,Y,,,,,,0.3,Y,,,,,
55723,PPL Renewable Energy LLC,56883,Pennsauken Solar,NJ,Camden,GEN 9,OP,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2007,,,,Y,,,,,,0.3,Y,,,,,
55723,PPL Renewable Energy LLC,56888,Warren County Solar,NJ,Warren,GEN 1,OP,PV,IPP Non-CHP,2,0.5,0.5,0.5,6,2012,,Y,,,,,,,,0.5,Y,,,,,
55723,PPL Renewable Energy LLC,56888,Warren County Solar,NJ,Warren,GEN 2,OP,PV,IPP Non-CHP,2,0.5,0.5,0.5,6,2012,,Y,,,,,,,,0.5,Y,,,,,
55723,PPL Renewable Energy LLC,56888,Warren County Solar,NJ,Warren,GEN 3,OP,PV,IPP Non-CHP,2,0.5,0.5,0.5,6,2012,,Y,,,,,,,,0.5,Y,,,,,
55723,PPL Renewable Energy LLC,56888,Warren County Solar,NJ,Warren,GEN 4,OP,PV,IPP Non-CHP,2,0.5,0.5,0.5,6,2012,,Y,,,,,,,,0.5,Y,,,,,
55723,PPL Renewable Energy LLC,56889,PPL Renewable Energy Merck Solar,NJ,Union,GEN 1,OP,PV,IPP Non-CHP,2,1.7,1.7,1.7,5,2009,,Y,,,,,,,,1.7,Y,,,,,
55744,Acciona Solar Power,56405,Nevada Solar One,NV,Clark,ONE,OP,ST,IPP Non-CHP,2,75.7,68.5,40.0,6,2007,,N,,,Y,,,,, ,,,,,,
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,0001,OP,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,Y,,,,,,,,1.2,Y,,,,,
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,0002,OP,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,Y,,,,,,,,1.2,Y,,,,,
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,0003,OP,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,Y,,,,,,,,1.2,Y,,,,,
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,0004,OP,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,Y,,,,,,,,1.2,Y,,,,,
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,0005,OP,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,Y,,,,,,,,1.2,Y,,,,,
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,0006,OP,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,Y,,,,,,,,1.2,Y,,,,,
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,0007,OP,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,Y,,,,,,,,1.2,Y,,,,,
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,0008,OP,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,Y,,,,,,,,1.2,Y,,,,,
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,0009,OP,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,Y,,,,,,,,1.2,Y,,,,,
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,0010,OP,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,Y,,,,,,,,1.2,Y,,,,,
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,0011,OP,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,Y,,,,,,,,1.2,Y,,,,,
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,0012,OP,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,Y,,,,,,,,1.2,Y,,,,,
55961,CalRenew-1 LLC,56768,CalRenew-1,CA,Fresno,CR1,OP,PV,IPP Non-CHP,2,5.0,5.0,5.0,4,2010,,,,Y,,,,,,6.3,Y,,,,,
56023,Arizona Solar One LLC,56812,Solana Generating Station,AZ,Maricopa,GEN 1,OP,CP,IPP Non-CHP,2,140.0,147.7,140.0,10,2013,,,,,Y,,,,, ,,,,,,
56023,Arizona Solar One LLC,56812,Solana Generating Station,AZ,Maricopa,GEN2,OP,CP,IPP Non-CHP,2,140.0,147.7,140.0,10,2013,,,,,Y,,,,, ,,,,,,
56026,MMA DAS Power,56815,Denver Int Airport,CO,DENVER,1,OP,PV,IPP Non-CHP,2,1.9,1.9,1.8,9,2008,,Y,,,,,,,,2,Y,,,,,
56027,MMA LA Power LP,56814,ELACC Photovoltaic Power Facility,CA,LOS ANGELES,PV1,OP,PV,IPP Non-CHP,2,0.5,0.4,0.3,5,2008,,,,Y,,,,,,0.6,Y,,,,,
56027,MMA LA Power LP,56814,ELACC Photovoltaic Power Facility,CA,LOS ANGELES,PV2,OP,PV,IPP Non-CHP,2,0.5,0.4,0.3,5,2008,,,,Y,,,,,,0.6,Y,,,,,
56028,MMA Fresno Power LP,56813,CSU Fresno Solar Project,CA,FRESNO,1,OP,PV,IPP Non-CHP,2,0.5,0.5,0.5,12,2007,,,,Y,,,,,,0.6,Y,,,,,
56028,MMA Fresno Power LP,56813,CSU Fresno Solar Project,CA,FRESNO,2,OP,PV,IPP Non-CHP,2,0.5,0.5,0.5,12,2007,,,,Y,,,,,,0.6,Y,,,,,
56105,MMA WBF Power LP,56862,Bolthouse S&P and Rowen Farms Solar,CA,LOS ANGELES,1,OP,PV,IPP Non-CHP,2,0.3,0.3,0.3,11,2008,,Y,,,,,,,,0.6,Y,,,,,
56105,MMA WBF Power LP,56862,Bolthouse S&P and Rowen Farms Solar,CA,LOS ANGELES,2,OP,PV,IPP Non-CHP,2,0.3,0.3,0.3,11,2008,,Y,,,,,,,,0.4,Y,,,,,
56105,MMA WBF Power LP,56862,Bolthouse S&P and Rowen Farms Solar,CA,LOS ANGELES,3,OP,PV,IPP Non-CHP,2,0.3,0.3,0.3,11,2008,,Y,,,,,,,,0.4,Y,,,,,
56105,MMA WBF Power LP,56862,Bolthouse S&P and Rowen Farms Solar,CA,LOS ANGELES,4,OP,PV,IPP Non-CHP,2,0.3,0.3,0.3,11,2008,,Y,,,,,,,,0.4,Y,,,,,
56113,MMA GDC Power LP,56909,Gap Pacific Distribution Center,CA,FRESNO,1,OP,PV,Commercial Non-CHP,4,0.3,0.3,0.3,10,2008,,Y,,,,,,,,0.4,Y,,,,,
56113,MMA GDC Power LP,56909,Gap Pacific Distribution Center,CA,FRESNO,2,OP,PV,Commercial Non-CHP,4,0.3,0.3,0.3,10,2008,,Y,,,,,,,,0.3,Y,,,,,
56113,MMA GDC Power LP,56909,Gap Pacific Distribution Center,CA,FRESNO,3,OP,PV,Commercial Non-CHP,4,0.3,0.3,0.3,10,2008,,Y,,,,,,,,0.3,Y,,,,,
56113,MMA GDC Power LP,56909,Gap Pacific Distribution Center,CA,FRESNO,4,OP,PV,Commercial Non-CHP,4,0.3,0.3,0.3,10,2008,,Y,,,,,,,,0.3,Y,,,,,
56128,SAS Institute Inc,56915,SAS Solar Farm,NC,Wake,1,OP,PV,IPP Non-CHP,2,0.5,0.5,0.5,12,2008,,Y,,,,,,,,0.5,Y,,,,,
56128,SAS Institute Inc,56915,SAS Solar Farm,NC,Wake,2,OP,PV,IPP Non-CHP,2,0.5,0.5,0.5,12,2008,,Y,,,,,,,,0.5,Y,,,,,
56128,SAS Institute Inc,56915,SAS Solar Farm,NC,Wake,3,OP,PV,IPP Non-CHP,2,0.5,0.6,0.6,8,2010,,Y,,,,,,,,0.5,Y,,,,,
56128,SAS Institute Inc,56915,SAS Solar Farm,NC,Wake,4,OP,PV,IPP Non-CHP,2,0.5,0.6,0.6,8,2010,,Y,,,,,,,,0.5,Y,,,,,
56167,"Imperial Valley Solar, LLC",56917,"Imperial Valley Solar, LLC",CA,IMPERIAL,1,OP,PV,IPP Non-CHP,2,101.0,101.0,101.0,11,2013,,Y,,,,,,,,129.3,,Y,,,,
56167,"Imperial Valley Solar, LLC",56917,"Imperial Valley Solar, LLC",CA,IMPERIAL,1A,OP,PV,IPP Non-CHP,2,64.6,64.6,64.6,12,2013,,Y,,,,,,,,82.7,,Y,,,,
56183,SunE NC Progress 1 LLC,56938,SunEdison LV Sutton Plant Site,NC,NEW HANOVER,NCP1,OP,PV,IPP Non-CHP,2,1.2,1.2,1.2,12,2008,,Y,,,,,,,,1.2,Y,,N,,N,
56203,Solar Star NAFB LLC,56568,Nellis Air Force Base Solar Array,NV,CLARK,NS1,OP,PV,Commercial Non-CHP,4,4.9,4.9,4.9,10,2007,,Y,,,,,,,,5,Y,,,,,
56203,Solar Star NAFB LLC,56568,Nellis Air Force Base Solar Array,NV,CLARK,NS2,OP,PV,Commercial Non-CHP,4,5.2,5.2,5.2,11,2007,,Y,,,,,,,,5,Y,,,,,
56203,Solar Star NAFB LLC,56568,Nellis Air Force Base Solar Array,NV,CLARK,NS3,OP,PV,Commercial Non-CHP,4,3.9,3.9,3.9,12,2007,,Y,,,,,,,,4,Y,,,,,
56207,Ausra CA I LLC,56943,Ausra Kimberlina Solar Generation,CA,Kern,1,OP,ST,IPP Non-CHP,2,5.0,3.5,3.5,5,2009,Y,Y,,,,Y,,,, ,,,,,,
56237,QVC Inc,56966,QVC Inc,NC,Edgecombe,1,OP,PV,IPP Non-CHP,2,1.0,1.1,1.1,12,2008,,,,,,,,,Y,1,Y,,,,,
56284,MF Mesa Lane LLC,56993,MF Mesa Lane LLC,PA,Bucks,MESA,OP,PV,IPP Non-CHP,2,3.0,1.5,1.1,11,2008,,,,Y,,,,,,3,Y,,,,,
56294,SunE WG113 Moreno Valley LLC,57004,SunEdison Walgreens Moreno Valley,CA,RIVERSIDE,1,OP,PV,IPP Non-CHP,2,1.0,0.9,0.9,9,2007,,Y,,,,,,,,1.2,Y,,,,,
56296,SunE WG45 Woodland LLC,57006,Walgreens Woodland Distribution Center,CA,YOLO,1,OP,PV,IPP Non-CHP,2,1.0,0.9,0.9,8,2007,,Y,,,,,,,,1.2,Y,,,,,
56297,SunE CPA CDC2 LLC,57007,SunEdison Ironwood State Prison,CA,Riverside,1,OP,PV,IPP Non-CHP,2,1.0,0.9,0.9,5,2008,,Y,,,,,,,,1.2,Y,,,,,
56300,SunE KHL55 San Bernardino LLC,57009,Kohls San Bernardino Solar Facility,CA,SAN BERNARDINO,1,OP,PV,IPP Non-CHP,2,1.0,0.9,0.9,11,2007,,Y,,,,,,,,1.2,Y,,,,,
56302,SunE CPA CDC1 LLC,57011,Chuckawalla Valley State Prison,CA,Riverside,1,OP,PV,IPP Non-CHP,2,1.0,0.9,0.9,6,2006,,,,Y,,,,,,1.2,Y,,,,,
56431,SunE U6 Holdings LLC,56922,WWRF Solar Plant,CO,Garfield,EAST,OP,PV,IPP Non-CHP,2,0.5,0.4,0.4,2,2009,,Y,N,,,,,,,0.6,Y,,,,,
56431,SunE U6 Holdings LLC,56922,WWRF Solar Plant,CO,Garfield,WEST,OP,PV,IPP Non-CHP,2,1.2,0.9,0.9,2,2009,,Y,,,,,,,,1.1,Y,,,,,
56431,SunE U6 Holdings LLC,57005,Mariani Packing Vacaville Solar,CA,SOLANO,1,OP,PV,IPP Non-CHP,2,1.0,0.9,0.9,11,2008,,Y,,,,,,,,1.1,Y,,,,,
56431,SunE U6 Holdings LLC,57008,SunEdison Procter & Gamble Oxnard,CA,Ventura,1,OP,PV,IPP Non-CHP,2,1.0,0.8,0.8,10,2009,,,,Y,,,,,,1.1,,Y,,,,
56434,SunE M5 Holdings LLC,57010,SunEdison Anheuser Busch Fairfield,CA,Solano,1,OP,PV,IPP Non-CHP,2,1.0,0.9,0.9,12,2008,,Y,,,,,,,,1.1,Y,,,,,
56434,SunE M5 Holdings LLC,57012,SunEdison Walmart Apple Valley DC,CA,SAN BERNARDINO,1,OP,PV,IPP Non-CHP,2,1.0,0.9,0.9,3,2009,,Y,,,,,,,,1.1,Y,,,,,
56493,RV CSU Power LLC,57141,RV CSU Power LLC,CO,LARIMER,CSU1,OP,PV,Commercial Non-CHP,4,1.9,1.9,1.9,12,2009,,Y,,,,,,,,2,Y,,,,,
56563,Solar Star North Carolina I LLC,57200,Shelby Solar Energy Generation Facility,NC,Cleveland,1,OP,PV,IPP Non-CHP,2,1.0,1.0,1.0,5,2010,,Y,,,,,,,,1,Y,,,,,
56565,TX Solar I LLC,57197,Blue Wing Solar Energy Generation,TX,Bexar,1,OP,PV,IPP Non-CHP,2,13.9,13.5,13.5,11,2010,,,,Y,,,,,,16.7,,Y,,,,
56575,Sunray Operating Services LLC,10437,SEGS I,CA,San Bernardino,GEN1,OP,ST,IPP Non-CHP,2,13.8,13.8,13.8,12,1984,,,,,Y,,,,, ,,,,,,
56575,Sunray Operating Services LLC,10438,SEGS II,CA,San Bernardino,GEN1,OP,ST,IPP Non-CHP,2,30.0,30.0,30.0,12,1985,,,,,Y,,,,, ,,,,,,
56582,Jacksonville Solar LLC,57202,Jacksonville Solar,FL,Duval,1,OP,PV,IPP Non-CHP,2,15.0,12.5,12.5,4,2010,,,,Y,,,,,,15,,Y,,,,
56583,Wyandot Solar LLC,57203,Wyandot Solar Farm,OH,WYANDOT,1,OP,PV,IPP Non-CHP,2,10.0,10.0,10.0,4,2010,,,,Y,,,,,,12,,Y,,,,
56584,PSEG Solar Hackettstown LLC,57204,PSEG Hackettstown,NJ,Warren,1,OP,PV,IPP Non-CHP,2,2.2,2.2,2.2,9,2009,,,,Y,,,,,,2.2,,Y,,,,
56610,Calpine Vineland Solar LLC,57081,Calpine Vineland Solar LLC,NJ,Cumberland,CVS1,OP,PV,IPP Non-CHP,2,2.3,2.3,2.3,8,2009,,,,Y,,,,,,2.4,Y,,,,,
56610,Calpine Vineland Solar LLC,57081,Calpine Vineland Solar LLC,NJ,Cumberland,CVS2,OP,PV,IPP Non-CHP,2,1.8,1.8,1.8,12,2009,,,,Y,,,,,,1.9,Y,,,,,
56615,First Solar Energy LLC,56939,NRG Solar Blythe LLC,CA,Riverside,1,OP,PV,IPP Non-CHP,2,21.0,21.0,21.0,12,2009,,,,Y,,,,,,26.4,,Y,,,,
56615,First Solar Energy LLC,57243,Cimarron Solar Facility,NM,COLFAX,CIM1,OP,PV,IPP Non-CHP,2,30.6,30.6,30.6,12,2010,,,,Y,,,,,,37.4,,Y,,,,
56615,First Solar Energy LLC,57295,Alpine Solar,CA,Los Angeles,1,OP,PV,IPP Non-CHP,2,66.0,66.0,66.0,2,2013,,,,Y,,,,,,86.4,,Y,,,,
56615,First Solar Energy LLC,57338,Roadrunner Solar,NM,Dona Ana,1,OP,PV,IPP Non-CHP,2,20.2,20.0,20.0,8,2011,,Y,,,,,,,,23.8,,Y,,,,
56615,First Solar Energy LLC,57373,Agua Caliente Solar Project,AZ,Yuma,AGU1,OP,PV,IPP Non-CHP,2,90.7,82.5,82.5,5,2012,,,,Y,,,,,,116.3,,Y,,,,
56615,First Solar Energy LLC,57373,Agua Caliente Solar Project,AZ,Yuma,AGU2,OP,PV,IPP Non-CHP,2,136.0,136.0,136.0,12,2012,,,,Y,,,,,,141.6,,Y,,,,
56615,First Solar Energy LLC,57442,Silver State Solar Power North,NV,Clark,56188,OP,PV,IPP Non-CHP,2,52.0,50.0,50.0,5,2012,,,,Y,,,,,,63.5,,Y,,,,
56615,First Solar Energy LLC,57567,Albuquerque Solar Energy Center,NM,Bernalillo,ASEC1,OP,PV,Electric Utility,1,2.0,2.0,2.0,4,2011,,,,Y,,,,,,2.4,,Y,,,,
56615,First Solar Energy LLC,57571,Los Lunas Solar Energy Center,NM,Valencia,LLSEC,OP,PV,Electric Utility,1,5.0,5.0,5.0,6,2011,,,,Y,,,,,,6.4,,Y,,,,
56615,First Solar Energy LLC,57571,Los Lunas Solar Energy Center,NM,Valencia,LMS2,OP,PV,Electric Utility,1,2.0,2.0,2.0,10,2013,,,,Y,,,,,,2.5,,Y,,,,
56615,First Solar Energy LLC,57575,Deming Solar Energy Center,NM,Luna,DSEC,OP,PV,Electric Utility,1,5.0,5.0,5.0,8,2011,,,,Y,,,,,,6.2,,Y,,,,
56615,First Solar Energy LLC,57575,Deming Solar Energy Center,NM,Luna,HON2,OP,PV,Electric Utility,1,4.0,4.0,4.0,11,2013,,,,Y,,,,,,5,,Y,,,,
56615,First Solar Energy LLC,57576,Las Vegas Solar Energy Center,NM,San Miguel,LVSEC,OP,PV,Electric Utility,1,5.0,5.0,5.0,11,2011,,,,Y,,,,,,6.4,,Y,,,,
56615,First Solar Energy LLC,57577,Alamogordo Solar Energy Center,NM,Otero,AGSEC,OP,PV,Electric Utility,1,5.0,5.0,5.0,10,2011,,,,Y,,,,,,6.4,,Y,,,,
56615,First Solar Energy LLC,57657,Avra Valley Solar,AZ,Pima,1,OP,PV,IPP Non-CHP,2,26.5,25.0,25.0,1,2013,,Y,,,,,,,,26.5,,Y,,,,
56615,First Solar Energy LLC,57695,Topaz Solar Farm,CA,San Luis Obispo,TPZ1,OP,PV,IPP Non-CHP,2,129.8,129.8,129.8,4,2013,,,,Y,,,,,,48.5,,Y,,,,
56615,First Solar Energy LLC,57695,Topaz Solar Farm,CA,San Luis Obispo,TPZ2,OP,PV,IPP Non-CHP,2,151.2,151.2,151.2,6,2013,,,,Y,,,,,,133.6,,Y,,,,
56615,First Solar Energy LLC,57993,"Desert Sunlight 300, LLC",CA,Riverside,DSL1,OP,PV,IPP Non-CHP,2,40.3,40.3,40.3,11,2013,,,,Y,,,,,,44.9,,Y,,,,
56615,First Solar Energy LLC,57993,"Desert Sunlight 300, LLC",CA,Riverside,DSL10,OP,PV,IPP Non-CHP,2,30.2,30.2,30.2,11,2013,,,,Y,,,,,,37.9,,Y,,,,
56615,First Solar Energy LLC,57993,"Desert Sunlight 300, LLC",CA,Riverside,DSL11,OP,PV,IPP Non-CHP,2,20.2,20.2,20.2,11,2013,,,,Y,,,,,,25.3,,Y,,,,
56615,First Solar Energy LLC,57993,"Desert Sunlight 300, LLC",CA,Riverside,DSL2,OP,PV,IPP Non-CHP,2,40.3,40.3,40.3,11,2013,,,,Y,,,,,,54.4,,Y,,,,
56615,First Solar Energy LLC,57993,"Desert Sunlight 300, LLC",CA,Riverside,DSL3,OP,PV,IPP Non-CHP,2,40.3,40.3,40.3,11,2013,,,,Y,,,,,,52,,Y,,,,
56615,First Solar Energy LLC,57993,"Desert Sunlight 300, LLC",CA,Riverside,DSL4,OP,PV,IPP Non-CHP,2,30.2,30.2,30.2,11,2013,,,,Y,,,,,,39,,Y,,,,
