Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Lenses / Mirrors?,Single-Axis Tracking?,Dual-Axis Tracking?,Fixed Tilt?,Parabolic Trough?,Linear Fresnel?,Power Tower?,Dish Engine?,Other Solar Technology?,Net Capacity Under STC (MW),Crystalline Silicon?,Thin-Film (CdTe)?,Thin-Film (A-Si)?,Thin-Film (CIGS)?,Thin-Film (Other)?,Other Materials?
56615,First Solar Energy LLC,58408,Maryland Solar,MD,Washington,MSH1,OP,PV,IPP Non-CHP,2,27.0,20.0,20.0,9,2013,,,,Y,,,,,,29.1,,Y,,,,
56615,First Solar Energy LLC,58467,Campo Verde Solar,CA,Imperial,CVS1,OP,PV,IPP Non-CHP,2,147.4,139.0,139.0,10,2013,,,,Y,,,,,,201.1,,Y,,,,
56615,First Solar Energy LLC,58520,Otero Solar,NM,Otero,OTE1,OP,PV,Electric Utility,1,7.5,7.5,7.5,12,2013,,,,Y,,,,,,9.6,,Y,,,,
56615,First Solar Energy LLC,58521,Manzano Solar,NM,Valencia,MAN1,OP,PV,Electric Utility,1,8.0,8.0,8.0,10,2013,,,,Y,,,,,,10.1,,Y,,,,
56615,First Solar Energy LLC,58542,"Desert Sunlight 250, LLC",CA,Riverside,DSL12,OP,PV,IPP Non-CHP,2,39.1,39.1,39.1,12,2013,,,,Y,,,,,,50,,Y,,,,
56615,First Solar Energy LLC,58542,"Desert Sunlight 250, LLC",CA,Riverside,DSL16,OP,PV,IPP Non-CHP,2,22.7,22.7,22.7,11,2013,,,,Y,,,,,,28,,Y,,,,
56615,First Solar Energy LLC,58542,"Desert Sunlight 250, LLC",CA,Riverside,DSL17,OP,PV,IPP Non-CHP,2,29.0,29.0,29.0,11,2013,,,,Y,,,,,,36,,Y,,,,
56615,First Solar Energy LLC,58542,"Desert Sunlight 250, LLC",CA,Riverside,DSL20,OP,PV,IPP Non-CHP,2,25.2,25.2,25.2,11,2013,,,,Y,,,,,,37,,Y,,,,
56618,Victor Valley Community College District,57254,Victor Valley CC CPV Solar,CA,SAN BERNARDINO,1PV,OP,PV,Commercial Non-CHP,4,1.0,1.0,1.0,6,2010,,,Y,,,,,,,1,Y,,,,,
56645,Aqua America Inc,57280,Aqua Ingrams Mill,PA,Chester,1,OP,PV,IPP Non-CHP,2,1.0,0.4,0.3,12,2009,,,,Y,,,,,,1.2,Y,,,,,
56645,Aqua America Inc,58535,Pickering Solar,PA,Chester,1,OP,PV,IPP Non-CHP,2,1.5,1.4,1.0,1,2012,,,,Y,,,,,,1.8,Y,,,,,
56663,Mayberry Solar LLC,57321,Mayberry Solar LLC,NC,SURRY,1PV,OP,PV,IPP Non-CHP,2,1.2,1.2,1.2,10,2011,,,,Y,,,,,,1.4,Y,,,,,
56673,White Oak Solar Energy LLC,57337,Dover Sun Park,DE,Kent,1,OP,PV,IPP Non-CHP,2,10.0,10.0,10.0,7,2011,,,,Y,,,,,,11.3,Y,,,,,
56679,Sierra SunTower LLC,57323,Sierra SunTower Solar Gen Station,CA,LOS ANGELES,UNIT1,OP,ST,IPP Non-CHP,2,7.5,3.2,2.0,7,2009,,,Y,,,,Y,,, ,,,,,,
56681,Kent County Levy Court Dept of Pub Work,57330,Kent County Wastewater Treatment Solar,DE,Kent,1,OP,PV,IPP Non-CHP,2,1.2,1.2,1.2,3,2011,,,,Y,,,,,,1.2,Y,,,,,
56696,Alamosa Operating Services LLC,57368,Cogentrix of Alamosa,CO,Alamosa,1,OP,PV,IPP Non-CHP,2,30.0,30.0,30.0,4,2012,Y,,Y,,,N,,,,36.7,Y,,,,,
56700,Avenal Solar Holdings LLC,57359,Avenal Park,CA,KINGS,1,OP,PV,IPP Non-CHP,2,6.0,6.0,6.0,8,2011,,,,Y,,,,,,7,Y,,Y,,,
56700,Avenal Solar Holdings LLC,57360,Sun City Project LLC,CA,KINGS,1,OP,PV,IPP Non-CHP,2,20.0,20.0,20.0,8,2011,,,,Y,,,,,,25,Y,,Y,,,
56700,Avenal Solar Holdings LLC,57361,Sand Drag LLC,CA,KINGS,1,OP,PV,IPP Non-CHP,2,19.0,19.0,19.0,8,2011,,,,Y,,,,,,24,Y,,Y,N,,
56701,The Hankin Group,57362,Morgantown Solar Park,PA,BERKS,1,OP,PV,IPP Non-CHP,2,2.0,1.6,1.4,11,2011,,,,Y,,,,,,2,Y,,,,,
56705,Pocono International Raceway Inc,57367,Pocono Solar Project,PA,Monroe,POCON,OP,PV,IPP Non-CHP,2,3.0,3.0,3.0,8,2010,,N,,Y,,,,,,3,,Y,,,,
56706,Chevron Technology Ventures,57369,Questa Solar Facility,NM,Taos,QST,OP,PV,IPP Non-CHP,2,1.0,1.0,1.0,1,2011,,,Y,,,N,,,,1,Y,,,,,
56720,Greater Sandhill I LLC,57377,Greater Sandhill I,CO,Alamosa,GS-P1,OP,PV,IPP Non-CHP,2,10.0,10.0,10.0,9,2010,,Y,,,,,,,,10.5,Y,,,,,
56720,Greater Sandhill I LLC,57377,Greater Sandhill I,CO,Alamosa,GS-P2,OP,PV,IPP Non-CHP,2,9.0,9.0,9.0,12,2010,,Y,,,,,,,,9.5,Y,,,,,
56723,Genesis Solar LLC,57394,Genesis Solar Energy Project,CA,Riverside,GEN02,OP,ST,IPP Non-CHP,2,125.0,125.0,125.0,11,2013,Y,Y,,,Y,,,,, ,,,,,,
56728,Dow Jones & Co,57397,Dow Jones South Brunswick Solar,NJ,Middlesex,PV01,OP,PV,IPP Non-CHP,2,2.5,2.5,2.0,12,2010,,,,Y,,,,,,2.5,Y,,,,,
56728,Dow Jones & Co,57397,Dow Jones South Brunswick Solar,NJ,Middlesex,PV02,OP,PV,IPP Non-CHP,2,1.6,1.6,1.6,3,2011,,,,Y,,,,,,1.6,Y,,,,,
56732,GlaxoSmithKline Consumer Healthcare L P,57390,GSK York RDC Solar Facility,PA,YORK,1,OP,PV,IPP Non-CHP,2,2.6,1.5,1.0,12,2010,,,,Y,,,,,,3,Y,,,,,
56741,Knouse Food Cooperative Inc,57412,Knouse Solar Project 1,PA,Cumberland,1,OP,PV,Industrial Non-CHP,6,3.0,0.4,0.2,12,2010,,,,Y,,,,,,3.2,Y,,,,,
56751,Yolo County of,57422,Yolo County Solar Project,CA,Yolo,1,OP,PV,Commercial Non-CHP,4,1.0,1.0,1.0,12,2010,,,Y,,,,,,,1.1,Y,,,,,
56751,Yolo County of,58204,Grassland 3 Solar Project,CA,Yolo,INV3,OP,PV,IPP Non-CHP,2,2.5,2.5,1.5,7,2013,,,Y,,,,,,,1.3,Y,,,,,
56751,Yolo County of,58217,Grassland 4 Solar Project,CA,Yolo,INV4,OP,PV,IPP Non-CHP,2,2.5,2.5,1.5,7,2013,,,Y,,,,,,,1.3,Y,,,,,
56758,Solar Star North Carolina II LLC,57435,Solar Star North Carolina II LLC,NC,Hertford,1,OP,PV,IPP Non-CHP,2,1.3,1.0,1.0,12,2011,,Y,,,,,,,,1.5,Y,,,,,
56758,Solar Star North Carolina II LLC,57435,Solar Star North Carolina II LLC,NC,Hertford,2,OP,PV,IPP Non-CHP,2,1.3,1.0,1.0,12,2011,,Y,,,,,,,,1.5,Y,,,,,
56758,Solar Star North Carolina II LLC,57435,Solar Star North Carolina II LLC,NC,Hertford,3,OP,PV,IPP Non-CHP,2,1.3,1.0,1.0,12,2011,,Y,,,,,,,,1.5,Y,,,,,
56758,Solar Star North Carolina II LLC,57435,Solar Star North Carolina II LLC,NC,Hertford,4,OP,PV,IPP Non-CHP,2,1.3,1.0,1.0,12,2011,,Y,,,,,,,,1.5,Y,,,,,
56758,Solar Star North Carolina II LLC,57435,Solar Star North Carolina II LLC,NC,Hertford,5,OP,PV,IPP Non-CHP,2,1.3,1.0,1.0,12,2011,,Y,,,,,,,,1.5,Y,,,,,
56761,6th St Solar Park of Gainesville FL,57438,6th St Solar Park of Gainesville FL,FL,Alachua,1,OP,PV,IPP Non-CHP,2,1.6,1.6,1.6,7,2011,,,,Y,,,,,,2,Y,,,,,
56762,"High Plains Ranch II, LLC",57439,California Valley Solar Ranch,CA,SAN LUIS OBISPO,HPR2,OP,PV,IPP Non-CHP,2,32.3,32.3,32.3,10,2013,,,Y,,,,,,,39,Y,,,,,
56762,"High Plains Ranch II, LLC",57439,California Valley Solar Ranch,CA,SAN LUIS OBISPO,HPR2A,OP,PV,IPP Non-CHP,2,21.0,21.0,21.0,9,2012,,,Y,,,,,,,26.3,Y,,,,,
56762,"High Plains Ranch II, LLC",57439,California Valley Solar Ranch,CA,SAN LUIS OBISPO,HPR2B,OP,PV,IPP Non-CHP,2,86.5,86.5,86.5,1,2013,,,Y,,,,,,,113.3,Y,,,,,
56762,"High Plains Ranch II, LLC",57439,California Valley Solar Ranch,CA,SAN LUIS OBISPO,HPR2C,OP,PV,IPP Non-CHP,2,70.0,70.0,70.0,10,2013,,,Y,,,,,,,86.4,Y,,,,,
56762,"High Plains Ranch II, LLC",57439,California Valley Solar Ranch,CA,SAN LUIS OBISPO,HPR2D,OP,PV,IPP Non-CHP,2,40.0,40.0,40.0,1,2013,,,Y,,,,,,,47.9,Y,,,,,
56769,Consolidated Edison Development Inc.,57256,PA Solar Park,PA,Carbon,1,OP,PV,IPP Non-CHP,2,10.1,10.0,10.0,10,2012,,N,,Y,,,,,,11.5,Y,,,,,
56769,Consolidated Edison Development Inc.,57448,Pilesgrove,NJ,Salem,PILE,OP,PV,IPP Non-CHP,2,18.0,17.7,17.7,8,2011,,,,Y,,,,,,20,Y,,,,,
56769,Consolidated Edison Development Inc.,57471,Murray Hill Solar,NJ,Union,MHNJ,OP,PV,IPP Non-CHP,2,1.0,1.0,1.0,5,2011,,Y,,,,,,,,1,Y,,,,,
56769,Consolidated Edison Development Inc.,57473,Dartmouth Solar,MA,Bristol,DSMA,OP,PV,IPP Non-CHP,2,1.6,1.6,1.6,3,2011,,,,Y,,,,,,2,Y,,,,,
56769,Consolidated Edison Development Inc.,57485,Flemington Solar,NJ,Hunterdon,FSNJ,OP,PV,IPP Non-CHP,2,8.0,7.9,7.9,12,2011,,,,Y,,,,,,10,Y,,,,,
56769,Consolidated Edison Development Inc.,57486,Frenchtown I Solar,NJ,Hunterdon,F1NJ,OP,PV,IPP Non-CHP,2,3.0,3.0,3.0,1,2012,,,,Y,,,,,,3.5,Y,,,,,
56769,Consolidated Edison Development Inc.,57487,Frenchtown II Solar,NJ,Hunterdon,F2NJ,OP,PV,IPP Non-CHP,2,3.0,3.0,3.0,12,2011,,,,Y,,,,,,3.5,Y,,,,,
56769,Consolidated Edison Development Inc.,57488,Lebanon Solar,NJ,Hunterdon,LSNJ,OP,PV,IPP Non-CHP,2,2.0,2.0,2.0,12,2011,,,,Y,,,,,,2.5,Y,,,,,
56769,Consolidated Edison Development Inc.,57838,Dartmouth II Solar,MA,Bristol,D2MA,OP,PV,IPP Non-CHP,2,2.0,2.0,2.0,6,2012,,,,Y,,,,,,2.5,Y,,,,,
56769,Consolidated Edison Development Inc.,57934,Douglas Solar,MA,Worcester,DOMA,OP,PV,IPP Non-CHP,2,2.0,2.0,2.0,12,2012,,,,Y,,,,,,2.5,Y,,,,,
56769,Consolidated Edison Development Inc.,57989,Groveland Solar,MA,Essex,GSMA,OP,PV,IPP Non-CHP,2,3.2,3.2,3.2,12,2012,,,,Y,,,,,,3.5,Y,,,,,
56769,Consolidated Edison Development Inc.,57990,Shrewsbury Solar,MA,Worcester,SSMA,OP,PV,IPP Non-CHP,2,2.5,2.5,2.5,10,2012,,,,Y,,,,,,3.5,Y,,,,,
56769,Consolidated Edison Development Inc.,58002,Alpaugh North,CA,Tulare,SPS,OP,PV,IPP Non-CHP,2,20.0,20.0,20.0,12,2012,,Y,,,,,,,,26,Y,,,,,
56769,Consolidated Edison Development Inc.,58003,Alpaugh 50,CA,Tulare,SPS50,OP,PV,IPP Non-CHP,2,50.0,50.0,50.0,12,2012,,Y,,,,,,,,66,Y,,,,,
56769,Consolidated Edison Development Inc.,58214,West Greenwich Solar,RI,Kent,WGRI,OP,PV,IPP Non-CHP,2,1.9,1.9,1.9,5,2013,,,,Y,,,,,,2,Y,,,,,
56769,Consolidated Edison Development Inc.,58373,White River Solar,CA,Tulare,WRCA,OP,PV,IPP Non-CHP,2,20.0,20.0,20.0,7,2013,,Y,,,,,,,,26,Y,,,,,
56769,Consolidated Edison Development Inc.,58374,Corcoran Solar,CA,Kings,CSCA,OP,PV,IPP Non-CHP,2,20.0,20.0,20.0,8,2013,,Y,,,,,,,,26,Y,,,,,
56769,Consolidated Edison Development Inc.,58385,Northbridge Solar,MA,Worcester,NSMA,OP,PV,IPP Non-CHP,2,1.9,1.9,1.9,8,2013,,,,Y,,,,,,2.5,Y,,,,,
56769,Consolidated Edison Development Inc.,58561,Merrimac Solar,MA,Essex,MSMA,OP,PV,IPP Non-CHP,2,1.5,1.5,1.5,12,2013,,,,Y,,,,,,2,Y,,,,,
56769,Consolidated Edison Development Inc.,58564,Frenchtown III Solar,NJ,Hunterdon,F3NJ,OP,PV,IPP Non-CHP,2,7.9,7.9,7.9,12,2013,,,,Y,,,,,,11.5,Y,,,,,
56777,Avidan Energy Solutions,57458,145 Talmadge Solar,NJ,Middlesex,1,OP,PV,IPP Non-CHP,2,3.8,3.8,3.8,4,2011,,,,Y,,,,,,4.3,Y,,,,,
56779,"Martins Creek Solar NC, LLC",57461,"Martins Creek Solar NC, LLC",NC,Cherokee,1,OP,PV,IPP Non-CHP,2,1.0,0.9,0.9,3,2011,,,,Y,,,,,,1,Y,,,,,
56780,Enfinity BNB Napoleon Solar LLC,57462,Napoleon Solar I,OH,Henry,1,OP,PV,IPP Non-CHP,2,8.0,8.0,8.0,12,2011,,Y,,,,,,,,9.8,Y,,,,,
56783,Romark Logistics of PA Inc.,57465,Romark PA Solar,PA,Luzerne,1,OP,PV,IPP Non-CHP,2,1.8,1.8,1.8,11,2011,,,,Y,,,,,,2,Y,,,,,
56795,Chittenden County Solar Partners LLC,57481,Chittenden County Solar Partners,VT,Chittenden,01,OP,PV,IPP Non-CHP,2,2.2,2.2,2.2,5,2011,,,Y,,,,,,,2.2,Y,,,,,
56798,Taylorsville Solar LLC,57402,Taylorsville Solar LLC,NC,Alexander,TAY1,OP,PV,IPP Non-CHP,2,1.2,1.0,1.0,10,2010,,Y,,,,,,,,1.2,Y,,,,,
56816,Masser Farms Realty Ltd,57494,Masser Farms Realty Solar,PA,Schuylkill,MFRS,OP,PV,IPP Non-CHP,2,1.0,1.0,0.7,5,2011,,,,Y,,,,,,1.2,Y,,,,,
56819,CSOLAR IV South LLC,57490,Imperial Solar Energy Center South,CA,Imperial,56819,OP,PV,IPP Non-CHP,2,128.9,130.0,130.0,11,2013,,,,Y,,,,,,172.3,,Y,,,,
56827,FRV SI Transport Solar LP,57506,FRV SI Transport Solar LP,CA,Sacramento,SEIM,OP,PV,IPP Non-CHP,2,1.0,1.0,1.0,8,2010,,,,Y,,,,,,1.2,Y,,,,,
56828,RV CSU Power II LLC,57507,RV CSU Power II LLC,CO,Larimer,CSUII,OP,PV,Commercial Non-CHP,4,3.0,3.0,3.0,12,2010,,,,Y,,,,,,3.3,Y,,,,,
56830,Carson Solar 1 LLC,57509,Carson Solar I,CO,El Paso,1,OP,PV,IPP Non-CHP,2,2.0,1.5,1.4,12,2007,,,,Y,,,,,,2,Y,,,,,
56856,Trexlertown Solar Array North and South,57519,Trexlertown Solar Array North and South,PA,Lehigh,GEN1,OP,PV,Industrial Non-CHP,6,1.9,1.9,1.4,6,2011,,,,Y,,,,,,2,,,Y,,,
56857,SunE M5C Holdings LLC,57524,Roger Road WWTP,AZ,Pima,1,OP,PV,IPP Non-CHP,2,1.1,0.9,0.9,8,2010,,Y,,,,,,,,1.1,Y,,,,,
56863,Kapaa Solar LLC,57525,Kapaa Photovoltaic Project,HI,Kauai,KSPV,OP,PV,IPP Non-CHP,2,1.0,1.0,1.0,12,2010,,,,Y,,,,,,1.2,Y,,,,,
56892,Solar Star Colorado II LLC,57554,AFA Solar Farm,CO,El Paso,AFA1,OP,PV,IPP Non-CHP,2,5.5,5.5,5.5,3,2011,,Y,,,,,,,,6,Y,,,,,
56902,"RE SFCity1, LP",57559,Sunset Reservoir North Basin,CA,San Francisco,1,OP,PV,IPP Non-CHP,2,4.5,4.5,4.5,9,2010,,,,Y,,,,,,5,Y,,,,,
56904,"RP-Orlando, LLC",57565,"RP-Orlando, LLC",FL,Orange,1,OP,PV,IPP Non-CHP,2,5.1,5.1,5.1,12,2011,,Y,,,,,,,,5.9,Y,,,,,
56915,"Solar Star New Jersey IV, LLC",57574,ETS Ewing Solar Facility,NJ,Mercer,ETS1,OP,PV,IPP Non-CHP,2,1.3,1.3,1.3,6,2010,,,,Y,,,,,,1.4,Y,,,,,
56918,University of California San Diego,57856,Univ of California San Diego Solar,CA,San Diego,SGU1,OP,PV,Commercial Non-CHP,4,1.2,1.2,1.2,12,2008,Y,,,,,,,,,1.2,Y,,,,,
56924,Long Island Solar Farm LLC,57589,Long Island Solar Farm LLC,NY,SUFFOLK,9WUBN,OP,PV,IPP Non-CHP,2,31.5,31.5,31.5,12,2011,,,,Y,,,,,,37.7,Y,,,,,
56926,"Hatch Solar Energy Center I, LLC",57591,"Hatch Solar Energy Center I, LLC",NM,Dona Ana,1,OP,PV,IPP Non-CHP,2,5.0,5.0,5.0,6,2011,Y,,Y,,,N,,,,4.7,Y,,,,,N
56971,"500 Virginia Solar, LP",57640,500 Virginia Solar,PA,Montgomery,1,OP,PV,IPP Non-CHP,2,1.0,1.0,1.0,7,2011,N,,,Y,,,,,,1,Y,,,,,
56974,"Denver Airport Solar, LLC",57645,City & County of Denver at Denver Int'l,CO,Denver,PV1,OP,PV,IPP Non-CHP,2,3.4,3.4,3.4,6,2011,,,,Y,,,,,,4.5,Y,,,,,
56975,"Constellation Solar Maryland, LLC",57646,McCormick & Co. Inc. at Belcamp,MD,Harford,PV1,OP,PV,IPP Non-CHP,2,1.4,1.4,1.4,12,2010,,,,Y,,,,,,1.8,Y,,,,,
56976,"Constellation Solar New Jersey II, LLC",57647,"Toys R Us- DE, Inc. at Mt. Olive, NJ",NJ,Morris,PV1,OP,PV,IPP Non-CHP,2,2.4,2.4,2.4,12,2011,,,,Y,,,,,,5.4,,,Y,,,
56976,"Constellation Solar New Jersey II, LLC",57723,"Johnson Matthey, Inc. Solar",NJ,Gloucester,PV1,OP,PV,IPP Non-CHP,2,4.0,4.0,4.0,3,2011,,Y,,,,,,,,5.2,Y,,,,,
56982,Kern Community College District,57655,Bakersfield College Solar 01,CA,Kern,BC01,OP,PV,Commercial Non-CHP,4,1.1,1.1,1.1,11,2010,,Y,,,,,,,,1,Y,,,,,
56984,"Temescal Canyon RV, LLC",57656,"Temescal Canyon RV, LLC",CA,Riverside,1,OP,PV,IPP Non-CHP,2,1.5,1.5,1.5,5,2011,,,,Y,,,,,,1.5,Y,,,,,
56990,NJR Clean Energy Ventures Corporation,57660,Vineland Mays Landing Solar,NJ,Cumberland,VNLND,OP,PV,IPP Non-CHP,2,4.3,5.7,2.8,10,2011,,Y,,N,,,,,,4.3,Y,,,,,
56990,NJR Clean Energy Ventures Corporation,57661,Manalapan Village Solar,NJ,Monmouth,MANVL,OP,PV,IPP Non-CHP,2,3.5,4.6,2.3,12,2011,,,,Y,,,,,,3.5,Y,,,,,
56990,NJR Clean Energy Ventures Corporation,57662,McGraw Hill Solar,NJ,Mercer,MCGRH,OP,PV,IPP Non-CHP,2,12.0,12.0,12.0,12,2011,,,,Y,,,,,,12.6,Y,,,,,
56990,NJR Clean Energy Ventures Corporation,58030,Reeves Station Rd East,NJ,Burlington,REEVE,OP,PV,IPP Non-CHP,2,5.5,5.5,5.5,10,2012,,,,Y,,,,,,5.5,Y,,,,,
56990,NJR Clean Energy Ventures Corporation,58123,Wakefern Food Corp,NJ,Middlesex,1,OP,PV,IPP Non-CHP,2,2.0,2.0,2.0,12,2012,,,,Y,,,,,,2,Y,,,,,
56990,NJR Clean Energy Ventures Corporation,59277,Medford WWTP,NJ,Burlington,MED1,OP,PV,IPP Non-CHP,2,1.3,1.3,1.3,8,2013,,,,Y,,,,,,1.5,Y,,,,,
56990,NJR Clean Energy Ventures Corporation,59278,Reeves South,NJ,Burlington,REEV1,OP,PV,IPP Non-CHP,2,1.0,1.0,1.0,12,2013,,,,Y,,,,,,1.4,Y,,,,,
56993,SBS Energy Partners LLC,57667,Seabrook Solar Plant,NJ,Cumberland,SBS1,OP,PV,IPP Non-CHP,2,3.2,3.2,3.2,3,2011,,,,Y,,,,,,3.2,Y,,,,,
56994,Carlisle Area School District,57668,CASD Solar,PA,Cumberland,CASDE,OP,PV,Commercial Non-CHP,4,0.9,0.9,0.9,10,2010,,,Y,Y,,,,,,0.9,Y,,,,,
56994,Carlisle Area School District,57668,CASD Solar,PA,Cumberland,CASDW,OP,PV,Commercial Non-CHP,4,0.4,0.4,0.4,10,2010,,,Y,Y,,,,,,0.4,Y,,,,,
56995,"Sacramento PV Energy, LLC",57669,SMUD at Grundman,CA,Sacramento,PV1,OP,PV,IPP Non-CHP,2,17.0,17.0,17.0,12,2011,,,,Y,,,,,,21.9,,Y,,,,
56995,"Sacramento PV Energy, LLC",57670,SMUD at Van Conett,CA,Sacramento,PV1,OP,PV,IPP Non-CHP,2,2.9,2.9,2.9,12,2011,,,,Y,,,,,,3.7,,Y,,,,
56995,"Sacramento PV Energy, LLC",57671,SMUD at Fleshman,CA,Sacramento,PV1,OP,PV,IPP Non-CHP,2,2.9,2.9,2.9,12,2011,,,,Y,,,,,,3.7,,Y,,,,
56995,"Sacramento PV Energy, LLC",57753,SMUD at Lawrence,CA,Sacramento,PV1,OP,PV,IPP Non-CHP,2,1.0,1.0,1.0,12,2011,,,,Y,,,,,,1.2,,Y,,,,
56997,Marina Energy LLC,57863,McKee City Solar Phase 2,NJ,Atlantic,UNIT1,OP,PV,Electric Utility,1,2.6,2.6,2.6,12,2011,,,,Y,,,,,,2.6,Y,,,,,
56997,Marina Energy LLC,57864,Stockton Athletic Center,NJ,Atlantic,2LOT7,OP,PV,Commercial Non-CHP,4,0.5,0.5,0.5,10,2009,,,,Y,,,,,,0.5,Y,,,,,
56997,Marina Energy LLC,57864,Stockton Athletic Center,NJ,Atlantic,LOT7,OP,PV,Commercial Non-CHP,4,0.2,0.2,0.2,4,2009,,,,Y,,,,,,0.2,Y,,,,,
56997,Marina Energy LLC,57864,Stockton Athletic Center,NJ,Atlantic,LOT7B,OP,PV,Commercial Non-CHP,4,0.2,0.2,0.2,4,2009,,,,Y,,,,,,0.2,Y,,,,,
56997,Marina Energy LLC,57864,Stockton Athletic Center,NJ,Atlantic,SAC,OP,PV,Commercial Non-CHP,4,0.3,0.3,0.3,2,2009,,,,Y,,,,,,0.3,Y,,,,,
56997,Marina Energy LLC,57868,L'Oreal Piscataway,NJ,Middlesex,UNIT1,OP,PV,Industrial Non-CHP,6,1.0,1.0,1.0,12,2011,,,,Y,,,,,,1,Y,,,,,
56997,Marina Energy LLC,57869,Heller Industrial Parks,NJ,Middlesex,UNIT1,OP,PV,IPP Non-CHP,2,2.7,2.7,2.7,12,2011,,,,Y,,,,,,2.7,Y,,,,,
56998,"Macys Corporate Services, Inc",57673,Macys Goodyear,AZ,Maricopa,1,OP,PV,IPP Non-CHP,2,3.5,3.5,3.5,12,2010,,,,Y,,,,,,3.5,Y,,,,,
56999,Western Massachusetts Electric Company,57674,Indian Orchard PV Facility,MA,Hampden,1,OP,PV,Electric Utility,1,2.3,2.3,2.3,12,2011,,,,Y,,,,,,2.3,Y,,,,,
56999,Western Massachusetts Electric Company,57676,Silver Lake Solar Photovoltaic Facility,MA,Berkshire,1,OP,PV,Electric Utility,1,1.8,1.8,1.8,12,2010,,,,Y,,,,,,1.8,Y,,,,,
57001,"Murphy Farm Power, LLC",57677,"Murphy Farm Power, LLC",NC,Cherokee,1,OP,PV,IPP Non-CHP,2,1.0,0.9,0.9,5,2011,,,,Y,,,,,,1,Y,,,,,
57004,Arlington Valley Solar Energy II LLC,57680,Arlington Valley Solar Energy II,AZ,Maricopa,AVSE1,OP,PV,IPP Non-CHP,2,19.0,18.5,18.5,4,2013,,Y,,Y,,,,,,26.1,Y,,,,,
57004,Arlington Valley Solar Energy II LLC,57680,Arlington Valley Solar Energy II,AZ,Maricopa,AVSE2,OP,PV,IPP Non-CHP,2,28.0,27.3,27.3,4,2013,,Y,,Y,,,,,,38.5,Y,,,,,
57004,Arlington Valley Solar Energy II LLC,57680,Arlington Valley Solar Energy II,AZ,Maricopa,AVSE3,OP,PV,IPP Non-CHP,2,28.0,27.3,27.3,5,2013,,Y,,Y,,,,,,38.4,Y,,,,,
57004,Arlington Valley Solar Energy II LLC,57680,Arlington Valley Solar Energy II,AZ,Maricopa,AVSE4,OP,PV,IPP Non-CHP,2,26.0,25.0,25.0,8,2013,,Y,,Y,,,,,,33.5,Y,,,,,
57004,Arlington Valley Solar Energy II LLC,57680,Arlington Valley Solar Energy II,AZ,Maricopa,AVSE5,OP,PV,IPP Non-CHP,2,28.0,27.3,27.3,8,2013,,Y,,Y,,,,,,38.4,Y,,,,,
57005,"SunE NLB-2, LLC",57681,City of Boulder WWTP,CO,Boulder,1,OP,PV,IPP Non-CHP,2,1.0,0.9,0.9,6,2010,,,,Y,,,,,,1,Y,,,,,
57006,"SunE GIL1, LLC",57682,City of Madera WWTP,CA,Madera,1,OP,PV,IPP Non-CHP,2,1.2,1.0,1.0,9,2009,,,Y,,,,,,,1.2,Y,,,,,
57007,"SunE WF3-ST Holdings, LLC",57683,"Staples La Mirada, CA",CA,Los Angeles,1,OP,PV,IPP Non-CHP,2,1.1,0.9,0.9,3,2009,,,,Y,,,,,,1.1,Y,,,,,
57011,"CS Murphy Point, LLC",57687,"CS Murphy Point, LLC",NC,Cherokee,1,OP,PV,IPP Non-CHP,2,1.0,0.9,0.9,8,2011,,,,Y,,,,,,1,Y,,,,,
57017,DOE National Renewable Energy Laboratory,57692,DOE Golden NWTC Load Side,CO,Jefferson,SEPV,OP,PV,Commercial Non-CHP,4,1.0,1.1,1.1,10,2009,,,,Y,,,,,,1.1,Y,,,,,
57017,DOE National Renewable Energy Laboratory,57694,DOE Golden NREL Main Campus,CO,Jefferson,MESA,OP,PV,Commercial Non-CHP,4,0.7,0.7,0.7,12,2008,,Y,,,,,,,,0.7,Y,,,,,
57017,DOE National Renewable Energy Laboratory,57694,DOE Golden NREL Main Campus,CO,Jefferson,PARKG,OP,PV,Commercial Non-CHP,4,1.2,1.2,1.2,3,2013,,Y,,,,,,,,1.2,Y,,,,,
57017,DOE National Renewable Energy Laboratory,57694,DOE Golden NREL Main Campus,CO,Jefferson,PARKL,OP,PV,Commercial Non-CHP,4,0.5,0.5,0.5,9,2011,,Y,,,,,,,,0.5,Y,,,,,
57017,DOE National Renewable Energy Laboratory,57694,DOE Golden NREL Main Campus,CO,Jefferson,RSF1,OP,PV,Commercial Non-CHP,4,0.5,0.5,0.5,12,2010,,Y,,,,,,,,0.4,Y,,,,,
57017,DOE National Renewable Energy Laboratory,57694,DOE Golden NREL Main Campus,CO,Jefferson,RSF2,OP,PV,Commercial Non-CHP,4,0.4,0.4,0.4,2,2012,,Y,,,,,,,,0.4,Y,,,,,
57017,DOE National Renewable Energy Laboratory,57694,DOE Golden NREL Main Campus,CO,Jefferson,STF,OP,PV,Commercial Non-CHP,4,0.1,0.1,0.1,6,2009,,Y,,,,,,,,0.1,Y,,,,,
