Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Status,Synchronized to Transmission Grid,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,Associated with Combined Heat and Power System,Sector Name,Sector,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Solid Fuel Gasification System?,Carbon Capture Technology?,"Turbines, Inverters, or Hydrokinetic Buoys",Time from Cold Shutdown to Full Load,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Planned Net Summer Capacity Uprate (MW),Planned Net Winter Capacity Uprate (MW),Planned Uprate Month,Planned Uprate Year,Planned Net Summer Capacity Derate (MW),Planned Net Winter Capacity Derate (MW),Planned Derate Month,Planned Derate Year,Planned New Prime Mover,Planned Energy Source 1,Planned New Nameplate Capacity (MW),Planned Repower Month,Planned Repower Year,Other Planned Modifications?,Other Modifications Month,Other Modifications Year,Cofire Fuels?,Switch Between Oil and Natural Gas?
195,Alabama Power Co,15.0,Lay Dam,AL,Chilton,3,Conventional Hydroelectric,HY,,S,X,X,,,29.5,0.9,29.8,30,29,N, , ,OP,X,12.0,1967.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,
195,Alabama Power Co,15.0,Lay Dam,AL,Chilton,4,Conventional Hydroelectric,HY,,S,X,X,,,29.5,0.9,29.8,30,29,N, , ,OP,X,10.0,1967.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,
195,Alabama Power Co,15.0,Lay Dam,AL,Chilton,5,Conventional Hydroelectric,HY,,S,X,X,,,29.5,0.9,29.8,30,29,N, , ,OP,X,5.0,1967.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,
195,Alabama Power Co,15.0,Lay Dam,AL,Chilton,6,Conventional Hydroelectric,HY,,S,X,X,,,29.5,0.9,29.8,30,29,N, , ,OP,X,2.0,1967.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,
195,Alabama Power Co,16.0,Martin Dam,AL,Elmore,1,Conventional Hydroelectric,HY,,S,X,X,,,50.2,0.95,46.5,40.8,40.8,N, , ,OP,X,1.0,1927.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,
195,Alabama Power Co,16.0,Martin Dam,AL,Elmore,2,Conventional Hydroelectric,HY,,S,X,X,,,50.2,0.95,46.5,40.8,40.8,N, , ,OP,X,1.0,1927.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,
195,Alabama Power Co,16.0,Martin Dam,AL,Elmore,3,Conventional Hydroelectric,HY,,S,X,X,,,50.2,0.95,46.5,40.8,40.8,N, , ,OP,X,1.0,1927.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,
195,Alabama Power Co,16.0,Martin Dam,AL,Elmore,4,Conventional Hydroelectric,HY,,S,X,X,,,60.0,0.95,46.5,40.8,40.8,N, , ,OP,X,7.0,1952.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,
195,Alabama Power Co,17.0,Mitchell Dam,AL,Coosa,4,Conventional Hydroelectric,HY,,S,X,X,,,20.0,0.8,19.5,19.5,19.5,N, , ,OP,X,11.0,1949.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,
195,Alabama Power Co,17.0,Mitchell Dam,AL,Coosa,5,Conventional Hydroelectric,HY,,S,X,X,,,50.0,0.8,48.8,49.2,48.8,N, , ,OP,X,4.0,1985.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,
195,Alabama Power Co,17.0,Mitchell Dam,AL,Coosa,6,Conventional Hydroelectric,HY,,S,X,X,,,50.0,0.8,48.8,49.2,48.8,N, , ,OP,X,4.0,1985.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,
195,Alabama Power Co,17.0,Mitchell Dam,AL,Coosa,7,Conventional Hydroelectric,HY,,S,X,X,,,50.0,0.8,48.8,49.2,48.8,N, , ,OP,X,4.0,1985.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,
195,Alabama Power Co,18.0,Lewis Smith Dam,AL,Walker,1,Conventional Hydroelectric,HY,,S,X,X,,,90.5,0.9,90,83,83,N, , ,OP,X,9.0,1961.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,
195,Alabama Power Co,18.0,Lewis Smith Dam,AL,Walker,2,Conventional Hydroelectric,HY,,S,X,X,,,90.5,0.9,90,83,83,N, , ,OP,X,7.0,1962.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,
195,Alabama Power Co,19.0,Thurlow Dam,AL,Elmore,1,Conventional Hydroelectric,HY,,S,X,X,,,40.5,0.95,34,34,34,N, , ,OP,X,1.0,1931.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,
195,Alabama Power Co,19.0,Thurlow Dam,AL,Elmore,2,Conventional Hydroelectric,HY,,S,X,X,,,40.5,0.95,34,34,34,N, , ,OP,X,1.0,1931.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,
195,Alabama Power Co,19.0,Thurlow Dam,AL,Elmore,3,Conventional Hydroelectric,HY,,S,X,X,,,10.0,0.8,10,10,10,N, , ,OP,X,1.0,1931.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,
195,Alabama Power Co,20.0,Weiss Dam,AL,Cherokee,1,Conventional Hydroelectric,HY,,S,X,X,,,29.2,0.9,24.7,22.3,22.3,N, , ,OP,X,7.0,1962.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,
195,Alabama Power Co,20.0,Weiss Dam,AL,Cherokee,2,Conventional Hydroelectric,HY,,S,X,X,,,29.2,0.9,24.7,22.3,22.3,N, , ,OP,X,6.0,1961.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,
195,Alabama Power Co,20.0,Weiss Dam,AL,Cherokee,3,Conventional Hydroelectric,HY,,S,X,X,,,29.2,0.9,24.7,22.3,22.3,N, , ,OP,X,6.0,1961.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,
195,Alabama Power Co,21.0,Yates Dam,AL,Elmore,1,Conventional Hydroelectric,HY,,S,X,X,,,25.5,0.901,23.5,24,23.5,N, , ,OP,X,7.0,1928.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,
195,Alabama Power Co,21.0,Yates Dam,AL,Elmore,2,Conventional Hydroelectric,HY,,S,X,X,,,25.0,0.901,23.5,24,23.5,N, , ,OP,X,7.0,1928.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,
195,Alabama Power Co,26.0,E C Gaston,AL,Shelby,1,Conventional Steam Coal,ST,,J,X,X,,,272.0,0.85,254,254,70,N, , ,OP,X,5.0,1960.0, , ,N,Electric Utility,1.0,X,BIT,DFO,NG,,,,DFO,,,,N,, ,OVER,,Y,,,Y,,, , , , , , , , ,,, , , ,, , ,,N
