Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Energy Source 1,Energy Source 2,Cofire Fuels?,Cofire Energy Source 1,Cofire Energy Source 2,Cofire Energy Source 3,Cofire Energy Source 4,Cofire Energy Source 5,Cofire Energy Source 6,Switch Between Oil and Natural Gas?,Switch When Operating?,Net Summer Capacity with Natural Gas (MW),Net Winter Capacity with Natural Gas (MW),Net Summer Capacity with Oil (MW),Net Winter Capacity with Oil (MW),Time to Switch From Gas to Oil,Time to Switch From Oil to Gas,Factors that Limit Switching?,Storage Limits?,Air Permit Limits?,Other Limits?
1148,City of Baldwin City- (KS),1262,Baldwin City Plant No 1,KS,Douglas,4,OP,IC,Electric Utility,1,2.0,1.6,1.6,DFO,NG,N,,,,,,,Y,, , , , ,1H,,,,,
1148,City of Baldwin City- (KS),1262,Baldwin City Plant No 1,KS,Douglas,5,OP,IC,Electric Utility,1,1.1,0.9,0.9,DFO,NG,N,,,,,,,Y,, , , , ,1H,,,,,
1148,City of Baldwin City- (KS),1262,Baldwin City Plant No 1,KS,Douglas,6,OP,IC,Electric Utility,1,1.1,0.9,0.9,DFO,NG,N,,,,,,,Y,, , , , ,1H,,,,,
1148,City of Baldwin City- (KS),8020,Baldwin City Plant No 2,KS,Douglas,7,OP,IC,Electric Utility,1,3.2,3,3,DFO,NG,N,,,,,,,Y,, , , , ,1H,1H,N,,,
1148,City of Baldwin City- (KS),8020,Baldwin City Plant No 2,KS,Douglas,8,OP,IC,Electric Utility,1,3.2,3,3,DFO,NG,N,,,,,,,Y,, , , , ,1H,1H,N,,,
1182,BASF Corporation,10319,Geismar,LA,Ascension,GEN2,OP,GT,Industrial CHP,7,41.2,39.2,43.2,NG,OG,Y,NG,OG,,,,,N,, , , , ,,,,,,
1194,Baptist Memorial Hospital,10008,Baptist Medical Center,FL,DUVAL,TG-2,OS,GT,Commercial CHP,5,2.5,2.2,2.5,NG,DFO,N,,,,,,,Y,Y,2.3,2.5,2.1,2.3,1H,1H,Y,Y,Y,
1194,Baptist Memorial Hospital,10008,Baptist Medical Center,FL,DUVAL,TG-3,OP,GT,Commercial CHP,5,3.0,2.7,3,NG,DFO,N,,,,,,,Y,Y,2.7,3,2.5,2.7,1H,1H,Y,Y,Y,
1194,Baptist Memorial Hospital,10008,Baptist Medical Center,FL,DUVAL,TG-4,OP,GT,Commercial CHP,5,3.5,3.2,3.5,NG,DFO,N,,,,,,,Y,Y,3.3,3.4,3.1,3.3,1H,1H,Y,Y,Y,
1276,"Barrow Utils & Elec Coop, Inc",7173,Barrow,AK,North Slope,12,OP,GT,Electric Utility,1,5.0,5,5,NG,DFO,N,,,,,,,Y,Y,5,5.7,5,5.7,1H,1H,Y,Y,Y,
1276,"Barrow Utils & Elec Coop, Inc",7173,Barrow,AK,North Slope,6,OP,GT,Electric Utility,1,2.5,2.5,2.5,NG,DFO,N,,,,,,,Y,Y,2.5,3,2.5,3,1H,1H,Y,Y,Y,
1276,"Barrow Utils & Elec Coop, Inc",7173,Barrow,AK,North Slope,7,OP,GT,Electric Utility,1,2.5,2.5,2.5,NG,DFO,N,,,,,,,Y,Y,2.5,3,2.5,3,1H,1H,Y,Y,Y,
1276,"Barrow Utils & Elec Coop, Inc",7173,Barrow,AK,North Slope,8,OP,GT,Electric Utility,1,2.5,2.5,2.5,NG,DFO,N,,,,,,,Y,Y,2.5,3,2.5,3,1H,1H,Y,Y,Y,
1366,City of Bay City - (MI),7398,Water Street Station,MI,Bay,GEN1,OP,IC,Electric Utility,1,5.7,5.5,5.5,NG,DFO,Y,NG,DFO,,,,,Y,Y,5.5,5.5,5.5,5.5,1H,1H,Y,Y,Y,
1366,City of Bay City - (MI),7398,Water Street Station,MI,Bay,GEN2,OP,IC,Electric Utility,1,6.9,6.5,6.5,NG,DFO,Y,NG,DFO,,,,,Y,Y,6.5,6.5,6.5,6.5,1H,1H,Y,Y,Y,
1366,City of Bay City - (MI),7399,Henry Station,MI,Bay,GEN3,OP,IC,Electric Utility,1,7.7,7.5,7.5,NG,DFO,N,NG,DFO,,,,,Y,Y,7.5,7.5,7.5,7.5,1H,1H,Y,Y,Y,
1366,City of Bay City - (MI),7399,Henry Station,MI,Bay,GEN4,OP,IC,Electric Utility,1,7.7,7.5,7.5,NG,DFO,N,NG,DFO,,,,,Y,Y,7.5,7.5,7.5,7.5,1H,,Y,Y,Y,
1512,City of Belleville - (KS),1263,Belleville,KS,Republic,4,OP,IC,Electric Utility,1,1.0,1,1,DFO,NG,Y,DFO,NG,,,,,Y,Y,1, ,1, ,1H,,N,,,
1512,City of Belleville - (KS),1263,Belleville,KS,Republic,5,OP,IC,Electric Utility,1,1.7,1.7,1.7,DFO,NG,Y,DFO,NG,,,,,Y,Y,1.7, ,1.7, ,1H,,N,,,
1512,City of Belleville - (KS),1263,Belleville,KS,Republic,6,OP,IC,Electric Utility,1,3.7,3.7,3.7,DFO,NG,Y,DFO,NG,,,,,Y,Y,3.7, ,3.7, ,1H,1H,N,,,
1512,City of Belleville - (KS),1263,Belleville,KS,Republic,7,OP,IC,Electric Utility,1,5.1,5.1,5.1,DFO,NG,Y,DFO,NG,,,,,Y,Y,5.1, ,5.1, ,1H,1H,N,,,
1525,City of Beloit - (KS),1264,Beloit,KS,Mitchell,1,OP,IC,Electric Utility,1,1.5,1.1,1.1,DFO,NG,Y,DFO,NG,,,,,Y,,1.1,1.1,1.1,1.1,1H,1H,N,,,
1525,City of Beloit - (KS),1264,Beloit,KS,Mitchell,2,OP,IC,Electric Utility,1,1.5,1.1,1.1,DFO,NG,Y,DFO,NG,,,,,Y,,1.1,1.1,1.1,1,1H,1H,N,,,
1525,City of Beloit - (KS),1264,Beloit,KS,Mitchell,3,OP,IC,Electric Utility,1,2.0,2,2,DFO,NG,Y,DFO,NG,,,,,Y,,2,2,2,2,1H,1H,N,,,
1525,City of Beloit - (KS),1264,Beloit,KS,Mitchell,4,OP,IC,Electric Utility,1,3.5,3,3,DFO,NG,Y,NG,DFO,,,,,Y,,3,3,3,3,1H,1H,N,,,
1525,City of Beloit - (KS),1264,Beloit,KS,Mitchell,5,OP,IC,Electric Utility,1,0.7,0.6,0.6,DFO,NG,Y,NG,DFO,,,,,Y,,650,650,650,650,1H,1H,N,,,
1525,City of Beloit - (KS),1264,Beloit,KS,Mitchell,6,OP,IC,Electric Utility,1,4.1,3.5,3.5,DFO,NG,Y,NG,DFO,,,,,Y,,3.6,3.6,3.6,3.6,1H,1H,N,,,
1525,City of Beloit - (KS),1264,Beloit,KS,Mitchell,7,OP,IC,Electric Utility,1,6.0,5.5,5.5,DFO,NG,Y,NG,DFO,,,,,Y,,5.6,5.6,5.6,5.6,1H,1H,,,,
1692,Big Rivers Electric Corp,1382,HMP&L Station Two Henderson,KY,Henderson,1,OP,ST,Electric Utility,1,200.0,153,153,BIT,DFO,Y,BIT,PC,DFO,,,,N,N, , , , ,,,,,,
1692,Big Rivers Electric Corp,1382,HMP&L Station Two Henderson,KY,Henderson,2,OP,ST,Electric Utility,1,205.0,159,159,BIT,DFO,Y,BIT,PC,DFO,,,,N,N, , , , ,,,,,,
1692,Big Rivers Electric Corp,1383,Robert A Reid,KY,Webster,1,OP,ST,Electric Utility,1,96.0,65,65,BIT,NG,Y,BIT,NG,DFO,,,,N,N, , , , ,,,,,,
1692,Big Rivers Electric Corp,1383,Robert A Reid,KY,Webster,GEN2,SB,GT,Electric Utility,1,98.8,58,65,DFO,NG,N,,,,,,,Y,Y,65,65,65,65,6H,,Y,Y,,Y
1692,Big Rivers Electric Corp,6639,R D Green,KY,Webster,1,OP,ST,Electric Utility,1,293.0,231,231,BIT,PC,Y,BIT,PC,DFO,,,,N,N, , , , ,,,,,,
1692,Big Rivers Electric Corp,6639,R D Green,KY,Webster,2,OP,ST,Electric Utility,1,293.0,223,223,BIT,PC,Y,BIT,PC,DFO,,,,N,N, , , , ,,,,,,
1692,Big Rivers Electric Corp,6823,D B Wilson,KY,Ohio,1,OP,ST,Electric Utility,1,509.4,417,417,BIT,PC,Y,BIT,PC,,,,,N,, , , , ,,,,,,
1746,Black River Generation LLC,10464,Black River Generation,NY,Jefferson,GEN1,OP,ST,Electric Utility,1,55.5,55,56,WDS,TDF,Y,WDS,DFO,TDF,,,,Y,N, , , , ,,,N,,,
1883,Blue Earth Light & Water,1967,Blue Earth,MN,Faribault,IC1,OP,IC,Electric Utility,1,1.5,1.5,1.5,DFO,NG,Y,DFO,NG,,,,,,, , , , ,,,,,,
1924,Boise Packaging & Newsprint LLC,10488,DeRidder Mill,LA,Beauregard,TG,OP,ST,Industrial CHP,7,61.5,61.5,61.5,BLQ,WDS,Y,BLQ,NG,WDS,TDF,,,N,, , , , ,,,,,,
1947,Bob Jones University,10280,Bob Jones University Cogen Plant,SC,GREENVILLE,ENG2,SB,IC,Commercial CHP,5,1.1,1.1,1.1,NG,DFO,Y,DFO,NG,,,,,Y,Y,1.1,1.1,1.1,1.1,1H,1H,Y,Y,Y,
1947,Bob Jones University,10280,Bob Jones University Cogen Plant,SC,GREENVILLE,ENG3,SB,IC,Commercial CHP,5,1.1,1.1,1.1,NG,DFO,Y,DFO,NG,,,,,Y,Y,1.1,1.1,1.1,1.1,1H,1H,Y,Y,Y,
1947,Bob Jones University,10280,Bob Jones University Cogen Plant,SC,GREENVILLE,ENG4,SB,IC,Commercial CHP,5,1.1,1.1,1.1,NG,DFO,Y,DFO,NG,,,,,Y,Y,1.1,1.1,1.1,1.1,1H,1H,Y,Y,Y,
1950,ReEnergy Stratton LLC,50650,ReEnergy Stratton LLC,ME,Franklin,UNI1,OP,ST,IPP Non-CHP,2,45.7,45,44.3,WDS,DFO,Y,WDS,DFO,,,,,,, , , , ,,,,,,
1951,White Pine Electric Power LLC,10148,White Pine Electric Power,MI,Ontonagon,GEN1,OP,ST,IPP Non-CHP,2,20.0,18,18,BIT,NG,Y,BIT,NG,,,,,N,, , , , ,,,,,,
1951,White Pine Electric Power LLC,10148,White Pine Electric Power,MI,Ontonagon,GEN2,OP,ST,IPP Non-CHP,2,20.0,18,18,BIT,NG,Y,BIT,NG,,,,,N,, , , , ,,,,,,
1951,White Pine Electric Power LLC,10148,White Pine Electric Power,MI,Ontonagon,GEN3,OS,ST,IPP Non-CHP,2,20.0,18,18,BIT,NG,Y,BIT,NG,,,,,N,, , , , ,,,,,,
1991,Boise White Paper LLC,10486,Boise Cascade International Falls,MN,Koochiching,GEN1,OP,ST,Industrial CHP,7,4.0,4,4,BLQ,WDS,Y,BLQ,WDS,NG,,,,N,, , , , ,,,,,,
1991,Boise White Paper LLC,10486,Boise Cascade International Falls,MN,Koochiching,GEN2,OP,ST,Industrial CHP,7,4.0,4,4,BLQ,WDS,Y,BLQ,WDS,NG,,,,N,, , , , ,,,,,,
1991,Boise White Paper LLC,10486,Boise Cascade International Falls,MN,Koochiching,GEN3,OP,ST,Industrial CHP,7,7.5,7.5,7.5,BLQ,WDS,Y,BLQ,WDS,NG,,,,N,, , , , ,,,,,,
1991,Boise White Paper LLC,10486,Boise Cascade International Falls,MN,Koochiching,GEN4,OP,ST,Industrial CHP,7,7.5,7.5,7.5,BLQ,WDS,Y,BLQ,WDS,NG,,,,N,, , , , ,,,,,,
1991,Boise White Paper LLC,10486,Boise Cascade International Falls,MN,Koochiching,GEN5,OP,ST,Industrial CHP,7,6.2,6.2,6.2,WDS,NG,Y,WDS,NG,,,,,N,, , , , ,,,,,,
2010,City of Bountiful,3665,Bountiful City,UT,Davis,IC8,OP,IC,Electric Utility,1,7.0,7,7,NG,DFO,Y,NG,DFO,,,,,Y,Y,7, ,6, ,1H,1H,Y,Y,Y,
2144,Town of Braintree - (MA),1660,Potter Station 2,MA,Norfolk,CC2,OP,CT,Electric Utility,1,76.0,62.6,77.6,NG,DFO,Y,NG,DFO,,,,,Y,Y,62.6,77.6,62.6,77.6,6H,6H,Y,,Y,
2144,Town of Braintree - (MA),1660,Potter Station 2,MA,Norfolk,WAT1,OP,GT,Electric Utility,1,58.0,52.6,57.4,NG,DFO,Y,NG,DFO,,,,,Y,Y,58,58,58,58,1H,1H,N,,,
2144,Town of Braintree - (MA),1660,Potter Station 2,MA,Norfolk,WAT2,OP,GT,Electric Utility,1,58.0,52.6,57.4,NG,DFO,Y,NG,DFO,,,,,Y,Y,58,58,58,58,1H,1H,N,,,
2172,Brazos Electric Power Coop Inc,3627,North Texas,TX,Parker,1,OS,ST,Electric Utility,1,16.5,16.5,16.5,NG,DFO,Y,NG,DFO,,,,,Y,Y,16.5, ,16.5, ,6H,6H,N,,,
2172,Brazos Electric Power Coop Inc,3627,North Texas,TX,Parker,2,OS,ST,Electric Utility,1,16.5,16.5,16.5,NG,DFO,Y,NG,DFO,,,,,Y,Y,16.5, ,16.5, ,6H,6H,N,,,
2172,Brazos Electric Power Coop Inc,3628,R W Miller,TX,Palo Pinto,2,OP,ST,Electric Utility,1,100.0,100,100,NG,DFO,Y,NG,DFO,,,,,Y,Y,100,120,80,120,6H,6H,Y,,Y,
2172,Brazos Electric Power Coop Inc,3628,R W Miller,TX,Palo Pinto,3,OP,ST,Electric Utility,1,200.0,200,200,NG,DFO,Y,NG,DFO,,,,,Y,Y,200,208,180,208,6H,6H,Y,,Y,
2172,Brazos Electric Power Coop Inc,3628,R W Miller,TX,Palo Pinto,4,OP,GT,Electric Utility,1,118.8,104,104,NG,DFO,,,,,,,,Y,, , , , ,6H,6H,,,Y,
2172,Brazos Electric Power Coop Inc,3628,R W Miller,TX,Palo Pinto,5,OP,GT,Electric Utility,1,118.8,104,104,NG,DFO,,,,,,,,Y,, , , , ,6H,6H,,,Y,
2172,Brazos Electric Power Coop Inc,54817,Johnson County,TX,Johnson,GT-1,OP,CT,Electric Utility,1,178.2,163,174,NG,DFO,N,,,,,,,Y,Y,163,177,152,177,6H,6H,Y,,Y,
2188,City of Breese - (IL),934,Breese,IL,Clinton,2,SB,IC,Electric Utility,1,3.0,3,3,DFO,NG,Y,DFO,NG,,,,,N,, , , , ,,,,,,
2188,City of Breese - (IL),934,Breese,IL,Clinton,IC3,SB,IC,Electric Utility,1,3.0,3,3,DFO,NG,Y,DFO,NG,,,,,N,, , , , ,,,,,,
2265,Bristol-Myers Squibb Co,54829,Bristol Myers Squibb New Brunswick,NJ,Middlesex,GEN1,OP,GT,Industrial CHP,7,9.5,8.8,10.5,NG,DFO,N,,,,,,,Y,N,8.8,10.5,8.8,10.5,1H,1H,Y,Y,Y,
2265,Bristol-Myers Squibb Co,54829,Bristol Myers Squibb New Brunswick,NJ,Middlesex,GEN2,SB,ST,Industrial CHP,7,1.0,0.6,1,NG,DFO,N,,,,,,,Y,N,0.6,1,0.6,1,1H,1H,Y,Y,Y,
2265,Bristol-Myers Squibb Co,58947,Bristol Myers Squibb Lawrenceville,NJ,Mercer,TG101,OP,GT,IPP Non-CHP,2,4.4,4,4.4,NG,DFO,N,,,,,,,Y,Y,4,4.4,3.8,4,1H,1H,Y,Y,Y,
2277,City of Broken Bow - (NE),2221,Broken Bow,NE,Custer,2,OP,IC,Electric Utility,1,3.5,3.5,3.5,NG,DFO,,,,,,,,Y,,3.5,3.5,3.5,3.5,1H,1H,N,,,
2277,City of Broken Bow - (NE),2221,Broken Bow,NE,Custer,4,OP,IC,Electric Utility,1,0.8,0.7,0.7,NG,DFO,,,,,,,,Y,,0.7,0.7,0.7,0.7,1H,1H,N,,,
2277,City of Broken Bow - (NE),2221,Broken Bow,NE,Custer,5,OP,IC,Electric Utility,1,1.0,1,1,NG,DFO,,,,,,,,Y,,1,1,1,1,1H,1H,N,,,
2277,City of Broken Bow - (NE),2221,Broken Bow,NE,Custer,6,OP,IC,Electric Utility,1,2.1,2,2,NG,DFO,,,,,,,,Y,N,2,2,1.8,1.8,1H,1H,N,,,
2313,Brooklyn Navy Yard Cogen PLP,54914,Brooklyn Navy Yard Cogeneration,NY,Kings,01,OP,CT,IPP CHP,3,121.0,90,110,NG,DFO,N,,,,,,,Y,Y,85, ,95, ,1H,1H,Y,,Y,
2313,Brooklyn Navy Yard Cogen PLP,54914,Brooklyn Navy Yard Cogeneration,NY,Kings,02,OP,CT,IPP CHP,3,121.0,90,110,NG,DFO,N,,,,,,,Y,Y,85, ,95, ,1H,1H,Y,,Y,
2338,Calpine Central LP,56104,Mankato Energy Center,MN,Blue Earth,CTG2,OP,CT,IPP Non-CHP,2,210.0,160,200,NG,DFO,Y,NG,DFO,,,,,Y,Y,160,200,155,195,1H,1H,Y,Y,Y,
2439,City of Bryan - (OH),2903,Bryan (OH),OH,Williams,1,OP,GT,Electric Utility,1,15.8,12.5,19.5,NG,DFO,N,,,,,,,Y,Y,12.5, ,12.5, ,6H,1H,Y,Y,,
2439,City of Bryan - (OH),2903,Bryan (OH),OH,Williams,2,OP,GT,Electric Utility,1,16.0,12.5,19.5,NG,DFO,N,,,,,,,Y,Y,12.5, ,12.5, ,6H,1H,Y,Y,,
2439,City of Bryan - (OH),2903,Bryan (OH),OH,Williams,6,OP,GT,Electric Utility,1,5.0,4,6,NG,DFO,N,,,,,,,Y,Y,4, ,4, ,UNK,UNK,Y,Y,,Y
2468,Bucknell University,54333,Bucknell University,PA,Union,G001,OP,CT,Commercial CHP,5,4.7,4.3,5.5,NG,DFO,N,,,,,,,Y,Y,4.3,5.5,4.3,5.5,1H,1H,Y,,Y,
2468,Bucknell University,54333,Bucknell University,PA,Union,G502,OP,CA,Commercial CHP,5,1.2,0.5,1.2,NG,DFO,N,,,,,,,Y,Y,1.2,1.2,1.2,1.2,1H,1H,Y,,Y,
2507,City of Burbank Water and Power,7987,Lake One,CA,Los Angeles,L1,OP,GT,Electric Utility,1,60.5,48,48,NG,OBG,Y,NG,OBG,,,,,N,, , , , ,,,,,,
2507,City of Burbank Water and Power,56046,Magnolia Power Project,CA,Los Angeles,1,OP,CT,Electric Utility,1,198.9,161,165,NG,OBG,Y,NG,OBG,,,,,N,, , , , ,,,,,,
2507,City of Burbank Water and Power,56046,Magnolia Power Project,CA,Los Angeles,2,OP,CA,Electric Utility,1,188.7,140,140,NG,OBG,Y,NG,OBG,,,,,N,, , , , ,,,,,,
2522,Buckeye Florida Ltd Partners,50466,Buckeye Florida LP,FL,Taylor,GEN2,OP,ST,Industrial CHP,7,8.2,7.8,7.8,BLQ,WDS,Y,RFO,NG,WDS,BLQ,,,N,, , , , ,,,,,,
2522,Buckeye Florida Ltd Partners,50466,Buckeye Florida LP,FL,Taylor,GEN3,OP,ST,Industrial CHP,7,10.4,8.7,9.5,BLQ,WDS,Y,RFO,NG,WDS,BLQ,,,N,, , , , ,,,,,,
2522,Buckeye Florida Ltd Partners,50466,Buckeye Florida LP,FL,Taylor,GEN4,OP,ST,Industrial CHP,7,14.8,11.3,11.7,BLQ,WDS,Y,RFO,NG,WDS,BLQ,,,N,, , , , ,,,,,,
2522,Buckeye Florida Ltd Partners,50466,Buckeye Florida LP,FL,Taylor,GEN5,OP,ST,Industrial CHP,7,11.0,9,8.9,BLQ,WDS,Y,RFO,NG,WDS,BLQ,,,N,, , , , ,,,,,,
2522,Buckeye Florida Ltd Partners,50466,Buckeye Florida LP,FL,Taylor,GEN6,OP,ST,Industrial CHP,7,25.0,7.1,10.1,BLQ,WDS,Y,RFO,NG,WDS,BLQ,,,N,, , , , ,,,,,,
2547,City of Burlingame - (KS),1265,Burlingame,KS,Osage,1,OP,IC,Electric Utility,1,1.1,1,1.1,NG,DFO,Y,NG,DFO,,,,,N,N, , , , ,,,,,,
2547,City of Burlingame - (KS),1265,Burlingame,KS,Osage,3,OP,IC,Electric Utility,1,0.9,0.8,0.8,NG,DFO,Y,NG,DFO,,,,,N,N, , , , ,,,,,,
2547,City of Burlingame - (KS),1265,Burlingame,KS,Osage,4,OP,IC,Electric Utility,1,1.1,1,1.1,NG,DFO,Y,NG,DFO,,,,,N,N, , , , ,,,,,,
2547,City of Burlingame - (KS),1265,Burlingame,KS,Osage,5,OP,IC,Electric Utility,1,0.9,0.8,0.8,NG,DFO,Y,NG,DFO,,,,,N,N, , , , ,,,,,,
2548,City of Burlington Electric - (VT),589,J C McNeil,VT,Chittenden,1,OP,ST,Electric Utility,1,59.5,52,54,WDS,NG,Y,WDS,NG,DFO,,,,Y,Y,52,54,15,15,1H,1H,Y,,,Y
2551,City of Burlington - (KS),1266,Burlington (KS),KS,Coffey,4A,SB,IC,Electric Utility,1,2.3,2.3,2.3,NG,DFO,N,,,,,,,Y,, , , , ,1H,,Y,Y,,
2551,City of Burlington - (KS),1266,Burlington (KS),KS,Coffey,5,SB,IC,Electric Utility,1,1.0,1,1,NG,DFO,N,,,,,,,Y,Y,1,1,1,1,1H,,Y,Y,,
2551,City of Burlington - (KS),1266,Burlington (KS),KS,Coffey,IC6,SB,IC,Electric Utility,1,4.8,4.8,4.8,NG,DFO,N,,,,,,,Y,,4.8,4.8,4.8,4.8,1H,,Y,Y,,
2671,Baconton Power LLC,55304,Baconton Power Plant,GA,Mitchell,CT1,OP,GT,IPP Non-CHP,2,60.5,49,49,NG,DFO,N,,,,,,,Y,Y,49.25, ,48.5, ,1H,1H,Y,Y,,
2671,Baconton Power LLC,55304,Baconton Power Plant,GA,Mitchell,CT4,OP,GT,IPP Non-CHP,2,60.5,49,49,NG,DFO,N,,,,,,,Y,Y,49.25, ,48.5, ,1H,1H,Y,Y,,
2671,Baconton Power LLC,55304,Baconton Power Plant,GA,Mitchell,CT5,OP,GT,IPP Non-CHP,2,60.5,49,49,NG,DFO,N,,,,,,,Y,Y,49.25, ,48.5, ,1H,1H,Y,Y,,
2671,Baconton Power LLC,55304,Baconton Power Plant,GA,Mitchell,CT6,OP,GT,IPP Non-CHP,2,60.5,49,49,NG,DFO,N,,,,,,,Y,Y,49.25, ,48.5, ,1H,1H,Y,Y,,
2769,Cargill Inc,54965,Cargill Salt,MI,St Clair,ACTG,OP,ST,Industrial CHP,7,2.0,2,2,BIT,NG,Y,BIT,NG,,,,,,, , , , ,,,,,,
2872,Auburndale Peaker Energy Center LLC,55833,Auburndale Peaker Energy Center,FL,Polk,CTP,OP,GT,IPP Non-CHP,2,130.1,117,126,NG,DFO,N,,,,,,,Y,Y,117,126,115,124,1H,1H,Y,Y,Y,
3037,City of Carlyle - (IL),936,Carlyle,IL,CLINTON,1,SB,IC,Electric Utility,1,3.0,3,3,DFO,NG,Y,DFO,NG,,,,,Y,Y,3, ,3, ,1H,6H,Y,Y,,
3037,City of Carlyle - (IL),936,Carlyle,IL,CLINTON,7,SB,IC,Electric Utility,1,2.0,2,2,DFO,NG,Y,DFO,NG,,,,,Y,Y,2, ,2, ,1H,6H,Y,Y,,
3040,City of Carmi - (IL),937,Carmi,IL,White,10,OP,IC,Electric Utility,1,1.7,1.6,1.6,DFO,NG,Y,NG,DFO,,,,,Y,Y,1.64,1.64,1.64,1.64,1H,6H,Y,,,Y
3040,City of Carmi - (IL),937,Carmi,IL,White,11,OP,IC,Electric Utility,1,2.7,2.7,2.7,DFO,NG,Y,NG,DFO,,,,,Y,Y,2.67,2.67,2.67,2.67,1H,6H,Y,,,Y
3040,City of Carmi - (IL),937,Carmi,IL,White,12,OP,IC,Electric Utility,1,2.0,1.8,1.8,DFO,NG,Y,NG,DFO,,,,,Y,Y,1.84,1.84,1.84,1.84,1H,6H,Y,,,Y
3040,City of Carmi - (IL),937,Carmi,IL,White,13,OP,IC,Electric Utility,1,4.4,4.3,4.3,DFO,NG,Y,NG,DFO,,,,,Y,Y,4.4,4.4,4.4,4.4,1H,6H,Y,,,Y
3040,City of Carmi - (IL),937,Carmi,IL,White,8,OP,IC,Electric Utility,1,1.4,1.2,1.2,DFO,NG,Y,NG,DFO,,,,,Y,Y,1.18,1.18,1.18,1.18,1H,6H,Y,,,Y
3040,City of Carmi - (IL),937,Carmi,IL,White,9,OP,IC,Electric Utility,1,1.7,1.5,1.5,DFO,NG,Y,NG,DFO,,,,,Y,Y,1.46,1.46,1.46,1.46,1H,6H,Y,,,Y
3046,Duke Energy Progress - (NC),2706,Asheville,NC,Buncombe,GT1,OP,GT,Electric Utility,1,211.7,164,185,NG,DFO,Y,DFO,NG,,,,,Y,Y,164,185,164,185,1H,1H,Y,Y,Y,Y
3046,Duke Energy Progress - (NC),2706,Asheville,NC,Buncombe,GT2,OP,GT,Electric Utility,1,211.8,160,185,NG,DFO,Y,DFO,NG,,,,,Y,Y,160,185,160,185,1H,1H,Y,Y,Y,Y
3046,Duke Energy Progress - (NC),2713,L V Sutton Steam,NC,New Hanover,GTA,OP,GT,Electric Utility,1,37.5,24,31,DFO,,,,,,,,,Y,,24,31,24,31,6H,,Y,Y,Y,
3046,Duke Energy Progress - (NC),2713,L V Sutton Steam,NC,New Hanover,GTB,OP,GT,Electric Utility,1,37.5,26,31,DFO,,,,,,,,,Y,,26,31,26,31,6H,,Y,Y,Y,
3046,Duke Energy Progress - (NC),3250,Darlington County,SC,Darlington,1,OP,GT,Electric Utility,1,66.8,52,65,NG,DFO,N,,,,,,,Y,Y,52,65,52,65,1H,1H,Y,Y,Y,Y
3046,Duke Energy Progress - (NC),3250,Darlington County,SC,Darlington,12,OP,GT,Electric Utility,1,158.0,118,133,NG,DFO,N,,,,,,,Y,Y,118,133,118,133,1H,1H,Y,Y,Y,Y
3046,Duke Energy Progress - (NC),3250,Darlington County,SC,Darlington,13,OP,GT,Electric Utility,1,158.0,116,133,NG,DFO,N,,,,,,,Y,Y,116,133,116,133,1H,1H,Y,Y,Y,Y
3046,Duke Energy Progress - (NC),3250,Darlington County,SC,Darlington,3,OP,GT,Electric Utility,1,66.8,52,67,NG,DFO,N,,,,,,,Y,Y,52,67,52,67,1H,1H,Y,Y,Y,Y
3046,Duke Energy Progress - (NC),3250,Darlington County,SC,Darlington,5,OP,GT,Electric Utility,1,66.8,52,66,NG,DFO,N,,,,,,,Y,Y,52,66,52,66,1H,1H,Y,Y,Y,Y
3046,Duke Energy Progress - (NC),3250,Darlington County,SC,Darlington,7,OP,GT,Electric Utility,1,66.8,51,67,NG,DFO,N,,,,,,,Y,Y,51,67,51,67,1H,1H,Y,Y,Y,Y
3046,Duke Energy Progress - (NC),7538,Wayne County,NC,Wayne,1,OP,GT,Electric Utility,1,211.8,177,192,NG,DFO,N,,,,,,,Y,Y,177,192,177,192,1H,1H,Y,Y,Y,Y
3046,Duke Energy Progress - (NC),7538,Wayne County,NC,Wayne,2,OP,GT,Electric Utility,1,211.8,174,192,NG,DFO,N,,,,,,,Y,Y,174,192,174,192,1H,1H,Y,Y,Y,Y
3046,Duke Energy Progress - (NC),7538,Wayne County,NC,Wayne,3,OP,GT,Electric Utility,1,211.8,173,193,NG,DFO,N,,,,,,,Y,Y,173,193,173,193,1H,1H,Y,Y,Y,Y
3046,Duke Energy Progress - (NC),7538,Wayne County,NC,Wayne,4,OP,GT,Electric Utility,1,211.8,170,191,NG,DFO,N,,,,,,,Y,Y,170,191,170,191,1H,1H,Y,Y,Y,Y
3046,Duke Energy Progress - (NC),7538,Wayne County,NC,Wayne,5,OP,GT,Electric Utility,1,211.8,169,197,NG,DFO,N,,,,,,,Y,Y,169,197,169,197,1H,1H,Y,Y,Y,Y
3046,Duke Energy Progress - (NC),7805,Sherwood H Smith Jr Energy Complex,NC,Richmond,001,OP,GT,Electric Utility,1,211.8,157,183,NG,DFO,N,,,,,,,Y,Y,157,183,157,183,1H,1H,Y,Y,Y,
3046,Duke Energy Progress - (NC),7805,Sherwood H Smith Jr Energy Complex,NC,Richmond,002,OP,GT,Electric Utility,1,211.8,156,183,NG,DFO,N,,,,,,,Y,Y,156,183,156,183,1H,1H,Y,Y,Y,
