Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Energy Source 1,Energy Source 2,Multiple Fuels?,Cofire Fuels?,Cofire Energy Source 1,Cofire Energy Source 2,Cofire Energy Source 3,Cofire Energy Source 4,Cofire Energy Source 5,Cofire Energy Source 6,Switch Between Oil and Natural Gas?,Switch When Operating?,Net Summer Capacity with Natural Gas (MW),Net Winter Capacity with Natural Gas (MW),Net Summer Capacity with Oil (MW),Net Winter Capacity with Oil (MW),Time to Switch From Gas to Oil,Time to Switch From Oil to Gas,Factors that Limit Switching?,Storage Limits?,Air Permit Limits?,Other Limits?
195,Alabama Power Co,10,Greene County,AL,Greene,GT10,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,80.0,85,101,NG,DFO,Y,N,,,,,,,Y,Y,80,101,80,101,1H,1H,Y,,,Y
195,Alabama Power Co,10,Greene County,AL,Greene,GT2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,80.0,84,100,NG,DFO,Y,N,,,,,,,Y,Y,80,100,80,100,1H,1H,Y,,,Y
195,Alabama Power Co,10,Greene County,AL,Greene,GT3,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,80.0,82,98,NG,DFO,Y,N,,,,,,,Y,Y,80,98,80,98,1H,1H,Y,,,Y
195,Alabama Power Co,10,Greene County,AL,Greene,GT4,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,80.0,81,97,NG,DFO,Y,N,,,,,,,Y,Y,80,97,80,97,1H,1H,Y,,,Y
195,Alabama Power Co,10,Greene County,AL,Greene,GT5,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,80.0,82,98,NG,DFO,Y,N,,,,,,,Y,Y,80,98,80,98,1H,1H,Y,,,Y
195,Alabama Power Co,10,Greene County,AL,Greene,GT6,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,80.0,81,97,NG,DFO,Y,N,,,,,,,Y,Y,80,97,80,97,1H,1H,Y,,,Y
195,Alabama Power Co,10,Greene County,AL,Greene,GT7,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,80.0,80,96,NG,DFO,Y,N,,,,,,,Y,Y,80,96,80,96,1H,1H,Y,,,Y
195,Alabama Power Co,10,Greene County,AL,Greene,GT8,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,80.0,83,99,NG,DFO,Y,N,,,,,,,Y,Y,80,99,80,99,1H,1H,Y,,,Y
195,Alabama Power Co,10,Greene County,AL,Greene,GT9,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,80.0,82,98,NG,DFO,Y,N,,,,,,,Y,Y,80,98,80,98,1H,1H,Y,,,Y
29305,City of Madelia - (MN),30,Madelia,MN,Watonwan,1,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,3.1,3.1,3.1,NG,DFO,Y,Y,DFO,NG,,,,,Y,Y,3.1,3.1,3.1,3.1,1H,1H,Y,Y,,
29305,City of Madelia - (MN),30,Madelia,MN,Watonwan,2,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2.0,1.5,2,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,1.8,1.8,2,2,1H,1H,Y,Y,,
29305,City of Madelia - (MN),30,Madelia,MN,Watonwan,3,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.1,0.9,1,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,0.9,0.9,0.9,0.9,1H,1H,Y,Y,,
29305,City of Madelia - (MN),30,Madelia,MN,Watonwan,4,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,4.3,3.7,4,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,3.75,3.75,4.3,4.3,1H,1H,Y,Y,,
29305,City of Madelia - (MN),30,Madelia,MN,Watonwan,5,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.3,1.1,1.2,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,1.1,1.1,1.2,1.2,1H,1H,Y,,Y,
18642,Tennessee Valley Authority,47,Colbert,AL,Colbert,GT1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,59.5,45.4,60.8,NG,DFO,Y,N,,,,,,,Y,Y,48.8,60.8,47.5,59.1,1H,1H,Y,,Y,
18642,Tennessee Valley Authority,47,Colbert,AL,Colbert,GT2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,59.5,45.4,60.8,NG,DFO,Y,N,,,,,,,Y,Y,48.8,60.8,47.5,59.1,1H,1H,Y,,Y,
18642,Tennessee Valley Authority,47,Colbert,AL,Colbert,GT3,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,59.5,45.4,60.8,NG,DFO,Y,N,,,,,,,Y,Y,48.8,60.8,47.5,59.1,1H,1H,Y,,Y,
18642,Tennessee Valley Authority,47,Colbert,AL,Colbert,GT4,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,59.5,45.4,60.8,NG,DFO,Y,N,,,,,,,Y,Y,48.8,60.8,47.5,59.1,1H,1H,Y,,Y,
18642,Tennessee Valley Authority,47,Colbert,AL,Colbert,GT5,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,59.5,45.4,60.8,NG,DFO,Y,N,,,,,,,Y,Y,48.8,60.8,47.5,59.1,1H,1H,Y,,Y,
18642,Tennessee Valley Authority,47,Colbert,AL,Colbert,GT6,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,59.5,45.4,60.8,NG,DFO,Y,N,,,,,,,Y,Y,48.8,60.8,47.5,59.1,1H,1H,Y,,Y,
18642,Tennessee Valley Authority,47,Colbert,AL,Colbert,GT7,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,59.5,45.4,60.8,NG,DFO,Y,N,,,,,,,Y,Y,48.8,60.8,47.5,59.1,1H,1H,Y,,Y,
18642,Tennessee Valley Authority,47,Colbert,AL,Colbert,GT8,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,59.5,45.4,60.8,NG,DFO,Y,N,,,,,,,Y,Y,48.8,60.8,47.5,59.1,1H,1H,Y,,Y,
5580,"East Kentucky Power Coop, Inc",54,J K Smith,KY,Clark,GT1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,149.0,104,142,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,104,42,104,42,1H,1H,Y,Y,Y,
5580,"East Kentucky Power Coop, Inc",54,J K Smith,KY,Clark,GT2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,149.0,104,142,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,104,142,104,142,1H,1H,Y,Y,Y,
5580,"East Kentucky Power Coop, Inc",54,J K Smith,KY,Clark,GT3,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,149.0,104,142,NG,DFO,Y,Y,AB,DFO,,,,,Y,Y,104,142,104,142,1H,1H,Y,Y,Y,
5580,"East Kentucky Power Coop, Inc",54,J K Smith,KY,Clark,GT4,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,108.0,74,98,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,74,98,74,98,1H,1H,Y,Y,Y,
5580,"East Kentucky Power Coop, Inc",54,J K Smith,KY,Clark,GT5,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,108.0,74,98,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,74,98,74,98,1H,1H,Y,Y,Y,
5580,"East Kentucky Power Coop, Inc",54,J K Smith,KY,Clark,GT6,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,98.0,74,98,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,74,98,74,98,1H,1H,Y,Y,Y,
5580,"East Kentucky Power Coop, Inc",54,J K Smith,KY,Clark,GT7,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,98.0,74,98,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,74,98,74,98,1H,1H,Y,Y,Y,
599,Anchorage Municipal Light and Power,75,Anchorage 1,AK,Anchorage,4,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,27.0,31.1,33.2,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,31,33.6,31,33.6,1H,1H,Y,Y,,
15500,Puget Sound Energy Inc,99,Frederickson,WA,Pierce,1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,88.9,67,81.1,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,67,81.1,67,81.1,1H,1H,Y,Y,,
15500,Puget Sound Energy Inc,99,Frederickson,WA,Pierce,2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,88.9,67,81.1,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,67,81.1,67,81.1,1H,1H,Y,Y,,
803,Arizona Public Service Co,120,Yucca,AZ,Yuma,GT1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,23.6,18,22,NG,DFO,Y,N,,,,,,,Y,N,18,19,18,19,UNK,1H,N,,,
803,Arizona Public Service Co,120,Yucca,AZ,Yuma,GT2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,23.6,18,22,NG,DFO,Y,N,,,,,,,Y,N,18,19,18,19,UNK,1H,N,,,
803,Arizona Public Service Co,120,Yucca,AZ,Yuma,ST1,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,86.7,75,75,NG,RFO,Y,N,,,,,,,Y,N,75,75,75,75,UNK,UNK,Y,Y,,
24211,Tucson Electric Power Co,126,H Wilson Sundt Generating Station,AZ,Pima,4,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,173.3,156,156,NG,LFG,Y,Y,NG,LFG,,,,,N,, , , , ,,,,,,
24211,Tucson Electric Power Co,126,H Wilson Sundt Generating Station,AZ,Pima,GT1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,27.0,24,26.8,NG,DFO,Y,N,,,,,,,Y,Y,24,24,24,24,1H,1H,N,,,
24211,Tucson Electric Power Co,126,H Wilson Sundt Generating Station,AZ,Pima,GT2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,27.0,24,26.8,NG,DFO,Y,N,,,,,,,Y,Y,24,24,24,24,1H,1H,N,,,
16572,Salt River Project,141,Agua Fria,AZ,Maricopa,AF1,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,113.6,113,114,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,113,113,113,113,6H,6H,Y,,Y,
16572,Salt River Project,141,Agua Fria,AZ,Maricopa,AF2,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,113.6,113,114,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,113,113,113,113,6H,6H,Y,,Y,
16572,Salt River Project,141,Agua Fria,AZ,Maricopa,AF3,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,163.2,181,184,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,181,181,181,181,6H,6H,Y,,Y,
16572,Salt River Project,141,Agua Fria,AZ,Maricopa,AF4,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,80.5,73,87,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,73,87,73,87,1H,1H,Y,,Y,
16572,Salt River Project,141,Agua Fria,AZ,Maricopa,AF5,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,71.2,73,82,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,73,82,73,82,1H,1H,Y,,Y,
16572,Salt River Project,141,Agua Fria,AZ,Maricopa,AF6,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,71.2,73,82,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,73,82,73,82,1H,1H,Y,,Y,
16572,Salt River Project,147,Kyrene,AZ,Maricopa,KY1,OS,Natural Gas Steam Turbine,ST,Electric Utility,1,34.5,34,34,NG,DFO,Y,N,,,,,,,Y,Y,34,34,34,34,1H,1H,Y,Y,Y,Y
16572,Salt River Project,147,Kyrene,AZ,Maricopa,KY2,OS,Natural Gas Steam Turbine,ST,Electric Utility,1,73.5,72,72,NG,DFO,Y,N,,,,,,,Y,Y,72,72,72,72,1H,1H,Y,Y,Y,Y
16572,Salt River Project,147,Kyrene,AZ,Maricopa,KY4,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,53.1,59,62.5,NG,DFO,Y,N,,,,,,,Y,Y,59,63,59,63,1H,1H,Y,Y,Y,Y
16572,Salt River Project,147,Kyrene,AZ,Maricopa,KY5,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,60.3,53,62,NG,DFO,N,N,NG,DFO,,,,,Y,Y,53,62,53,62,1H,1H,Y,Y,Y,Y
16572,Salt River Project,147,Kyrene,AZ,Maricopa,KY6,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,60.3,53,62,NG,DFO,Y,N,NG,DFO,,,,,Y,Y,62,53,53,62,1H,1H,Y,Y,Y,Y
12745,Modesto Irrigation District,151,McClure,CA,Stanislaus,1,OP,Petroleum Liquids,GT,Electric Utility,1,71.2,56,61,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y,56,61,56,61,1H,1H,Y,Y,Y,Y
12745,Modesto Irrigation District,151,McClure,CA,Stanislaus,2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,71.2,56,61,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,56,61,56,61,1H,1H,Y,Y,Y,Y
796,Arizona Electric Pwr Coop Inc,160,Apache Station,AZ,Cochise,GT2,SB,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,20.4,18.5,20,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,18.5,20,16,18,1H,1H,N,,,
796,Arizona Electric Pwr Coop Inc,160,Apache Station,AZ,Cochise,GT4,SB,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,60.5,38,44,NG,DFO,Y,N,,,,,,,Y,Y,38,38,38,38,1H,1H,N,,,
807,Arkansas Electric Coop Corp,201,Thomas Fitzhugh,AR,Franklin,1,OP,Natural Gas Fired Combined Cycle,CA,Electric Utility,1,59.0,61,62,NG,DFO,Y,N,,,,,,,Y,Y,61,61,41,62,1H,1H,Y,Y,,
807,Arkansas Electric Coop Corp,201,Thomas Fitzhugh,AR,Franklin,2,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,126.0,101,110,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,101,101,101,110,1H,1H,Y,Y,,
807,Arkansas Electric Coop Corp,202,Carl Bailey,AR,Woodruff,1,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,120.0,122,122,NG,RFO,Y,Y,NG,RFO,,,,,Y,Y,122,122,110,110,1H,1H,Y,Y,,
807,Arkansas Electric Coop Corp,203,McClellan (AR),AR,Ouachita,1,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,136.0,134,134,NG,RFO,Y,N,NG,RFO,,,,,Y,Y,134,134,134,134,1H,1H,Y,Y,,
9617,JEA,207,St Johns River Power Park,FL,Duval,1,OP,Conventional Steam Coal,ST,Electric Utility,1,679.0,626,638,BIT,NG,Y,Y,BIT,PC,,,,,N,, , , , ,,,,,,
9617,JEA,207,St Johns River Power Park,FL,Duval,2,OP,Conventional Steam Coal,ST,Electric Utility,1,679.0,626,638,BIT,NG,Y,Y,BIT,PC,,,,,N,, , , , ,,,,,,
14328,Pacific Gas & Electric Co,246,Humboldt Bay,CA,Humboldt,IC1,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,16.7,16.3,16.3,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.3,16.3,16.3,16.3,1H,1H,Y,Y,Y,
14328,Pacific Gas & Electric Co,246,Humboldt Bay,CA,Humboldt,IC10,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,16.7,16.3,16.3,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.3,16.3,16.3,16.3,1H,1H,Y,Y,Y,
14328,Pacific Gas & Electric Co,246,Humboldt Bay,CA,Humboldt,IC2,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,16.7,16.3,16.3,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.3,16.3,16.3,16.3,1H,1H,Y,Y,Y,
14328,Pacific Gas & Electric Co,246,Humboldt Bay,CA,Humboldt,IC3,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,16.7,16.3,16.3,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.3,16.3,16.3,16.3,1H,1H,Y,Y,Y,
14328,Pacific Gas & Electric Co,246,Humboldt Bay,CA,Humboldt,IC4,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,16.7,16.3,16.3,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.3,16.3,16.3,16.3,1H,1H,Y,Y,Y,
14328,Pacific Gas & Electric Co,246,Humboldt Bay,CA,Humboldt,IC5,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,16.7,16.3,16.3,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.3,16.3,16.3,16.3,1H,1H,Y,Y,Y,
14328,Pacific Gas & Electric Co,246,Humboldt Bay,CA,Humboldt,IC6,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,16.7,16.3,16.3,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.3,16.3,16.3,16.3,1H,1H,Y,Y,Y,
14328,Pacific Gas & Electric Co,246,Humboldt Bay,CA,Humboldt,IC7,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,16.7,16.3,16.3,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.3,16.3,16.3,16.3,1H,1H,Y,Y,Y,
14328,Pacific Gas & Electric Co,246,Humboldt Bay,CA,Humboldt,IC8,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,16.7,16.3,16.3,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.3,16.3,16.3,16.3,1H,1H,Y,Y,Y,
14328,Pacific Gas & Electric Co,246,Humboldt Bay,CA,Humboldt,IC9,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,16.7,16.7,16.7,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.3,16.3,16.3,16.3,1H,1H,Y,Y,Y,
54888,NRG Texas Power LLC,298,Limestone,TX,Limestone,1,OP,Conventional Steam Coal,ST,IPP Non-CHP,2,893.0,831,831,SUB,LIG,Y,Y,LIG,SUB,NG,PC,,,N,, , , , ,,,,,,
54888,NRG Texas Power LLC,298,Limestone,TX,Limestone,2,OP,Conventional Steam Coal,ST,IPP Non-CHP,2,956.8,858,858,SUB,LIG,Y,Y,LIG,SUB,NG,PC,,,N,, , , , ,,,,,,
7294,City of Glendale - (CA),377,Grayson,CA,Los Angeles,3,OP,Landfill Gas,ST,Electric Utility,1,23.0,18,18,LFG,NG,Y,Y,NG,LFG,,,,,N,, , , , ,,,,,,
7294,City of Glendale - (CA),377,Grayson,CA,Los Angeles,4,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,50.0,40,40,NG,LFG,Y,Y,NG,LFG,,,,,N,, , , , ,,,,,,
7294,City of Glendale - (CA),377,Grayson,CA,Los Angeles,5,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,50.0,40,40,NG,LFG,Y,Y,NG,LFG,,,,,N,, , , , ,,,,,,
9216,Imperial Irrigation District,389,El Centro,CA,Imperial,2A,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,89.9,71,73,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,71,73,71,73,1H,1H,Y,,Y,
9216,Imperial Irrigation District,389,El Centro,CA,Imperial,4,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,81.6,70,72,NG,RFO,Y,Y,NG,RFO,,,,,Y,Y,70,72,70,72,6H,6H,Y,,Y,
11208,Los Angeles Department of Water & Power,399,Harbor,CA,Los Angeles,10A,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,85.3,72,73,NG,OBG,Y,Y,NG,OBG,,,,,Y,Y,72,73,72,73,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,399,Harbor,CA,Los Angeles,10B,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,85.3,72,73,NG,OBG,Y,Y,NG,OBG,,,,,Y,Y,72,73,72,73,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,399,Harbor,CA,Los Angeles,GT10,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,60.5,47.4,47.4,NG,OBG,Y,Y,NG,OBG,,,,,Y,Y,47.4,47.4,47.4,47.4,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,399,Harbor,CA,Los Angeles,GT11,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,60.5,47.4,47.4,NG,OBG,Y,Y,NG,OBG,,,,,Y,Y,47.4,47.4,47.4,47.4,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,399,Harbor,CA,Los Angeles,GT12,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,60.5,47.4,47.4,NG,OBG,Y,Y,NG,OBG,,,,,Y,Y,47.4,47.4,47.4,47.4,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,399,Harbor,CA,Los Angeles,GT13,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,60.5,47.4,47.4,NG,OBG,Y,Y,NG,OBG,,,,,Y,Y,47.4,47.4,47.4,47.4,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,399,Harbor,CA,Los Angeles,GT14,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,60.5,47.4,47.4,NG,OBG,Y,Y,NG,OBG,,,,,Y,Y,47.4,47.4,47.4,47.4,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,400,Haynes,CA,Los Angeles,1,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,230.0,222,222,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,400,Haynes,CA,Los Angeles,10,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,182.8,157.5,162.5,NG,OBG,Y,Y,NG,OBG,,,,,Y,Y,170,155,170,155,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,400,Haynes,CA,Los Angeles,11,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,108.2,96.3,100,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,400,Haynes,CA,Los Angeles,12,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,108.2,96.3,100,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,400,Haynes,CA,Los Angeles,13,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,108.2,96.3,100,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,400,Haynes,CA,Los Angeles,14,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,108.2,96.3,100,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,400,Haynes,CA,Los Angeles,15,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,108.2,96.3,100,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,400,Haynes,CA,Los Angeles,16,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,108.2,96.3,100,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,400,Haynes,CA,Los Angeles,2,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,230.0,222,222,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,400,Haynes,CA,Los Angeles,9,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,182.8,157.5,162.5,NG,OBG,Y,Y,NG,OBG,,,,,Y,Y,170,155,170,155,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,404,Scattergood,CA,Los Angeles,1,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,163.2,107,111.8,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,404,Scattergood,CA,Los Angeles,2,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,163.2,177,184,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,404,Scattergood,CA,Los Angeles,4,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,216.9,204,211.2,NG,OG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,404,Scattergood,CA,Los Angeles,6,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,106.9,102,102,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,404,Scattergood,CA,Los Angeles,7,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,106.9,102,102,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,408,Valley (CA),CA,Los Angeles,5,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,60.5,43,43,NG,DFO,Y,Y,NG,OBG,,,,,Y,Y,42,43,42,43,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,408,Valley (CA),CA,Los Angeles,6,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,182.8,156,162,NG,OBG,Y,Y,NG,OBG,,,,,Y,Y,154,155,152,155,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,408,Valley (CA),CA,Los Angeles,7,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,182.8,156,162,NG,OBG,Y,Y,NG,OBG,,,,,Y,Y,154,155,152,155,1H,1H,Y,Y,Y,
15466,Public Service Co of Colorado,464,Alamosa,CO,Alamosa,CT1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,26.6,13,17,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,13,17,11.5,11.5,1H,1H,Y,Y,Y,
15466,Public Service Co of Colorado,464,Alamosa,CO,Alamosa,CT2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,26.6,14,18,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,14,18,13.5,13.5,1H,1H,Y,Y,Y,
15466,Public Service Co of Colorado,469,Cherokee,CO,Adams,4,OP,Conventional Steam Coal,ST,Electric Utility,1,380.8,352,352,BIT,NG,Y,Y,BIT,NG,,,,,N,, , , , ,,,,,,
15466,Public Service Co of Colorado,471,Fruita,CO,Mesa,1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,26.6,14,18,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,14,18,13.5,13.5,1H,1H,Y,Y,Y,
15466,Public Service Co of Colorado,477,Valmont,CO,Boulder,5,OP,Conventional Steam Coal,ST,Electric Utility,1,191.7,184,184,BIT,NG,Y,Y,BIT,NG,,,,,N,, , , , ,,,,,,
3989,City of Colorado Springs - (CO),492,Martin Drake,CO,El Paso,6,OP,Conventional Steam Coal,ST,Electric Utility,1,75.0,77,77,SUB,NG,Y,Y,SUB,NG,,,,,N,, , , , ,,,,,,
