Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Energy Source 1,Energy Source 2,Multiple Fuels?,Cofire Fuels?,Cofire Energy Source 1,Cofire Energy Source 2,Cofire Energy Source 3,Cofire Energy Source 4,Cofire Energy Source 5,Cofire Energy Source 6,Switch Between Oil and Natural Gas?,Switch When Operating?,Net Summer Capacity with Natural Gas (MW),Net Winter Capacity with Natural Gas (MW),Net Summer Capacity with Oil (MW),Net Winter Capacity with Oil (MW),Time to Switch From Gas to Oil,Time to Switch From Oil to Gas,Factors that Limit Switching?,Storage Limits?,Air Permit Limits?,Other Limits?
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",NY,Monroe,22TG,OS,Conventional Steam Coal,ST,Industrial CHP,7,12.5,12.5,12.5,BIT,RFO,Y,Y,RFO,NG,,,,,N,, , , , ,,,,,,
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",NY,Monroe,41TG,OP,Conventional Steam Coal,ST,Industrial CHP,7,25.6,25.6,25.6,BIT,NG,Y,Y,RFO,NG,,,,,N,, , , , ,,,,,,
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",NY,Monroe,42TG,OP,Conventional Steam Coal,ST,Industrial CHP,7,25.6,25.6,25.6,BIT,NG,Y,Y,RFO,NG,,,,,N,, , , , ,,,,,,
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",NY,Monroe,43TG,OP,Conventional Steam Coal,ST,Industrial CHP,7,25.6,25.6,25.6,BIT,NG,Y,Y,RFO,NG,,,,,N,, , , , ,,,,,,
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",NY,Monroe,44TG,OP,Conventional Steam Coal,ST,Industrial CHP,7,25.6,25.6,25.6,BIT,DFO,Y,Y,DFO,BIT,,,,,N,, , , , ,,,,,,
7860,NRG Energy Center Dover LLC,10030,NRG Energy Center Dover,DE,Kent,KD-2,OP,Natural Gas Fired Combustion Turbine,GT,IPP CHP,3,50.0,44,50,NG,DFO,Y,N,,,,,,,Y,Y,44,49,44,49,1H,1H,Y,Y,Y,
54788,DG Fairhaven Power LLC,10052,Fairhaven Power,CA,Humboldt,GEN1,OP,Wood/Wood Waste Biomass,ST,IPP Non-CHP,2,18.8,16,16,WDS,NG,Y,Y,WDS,NG,,,,,N,, , , , ,,,,,,
55727,Orion Engineered Carbons,10072,Engineered Carbons Borger Cogen,TX,Hutchinson,GEN1,OP,Other Gases,ST,Industrial Non-CHP,6,20.0,18.8,18.8,OG,NG,Y,Y,NG,OG,,,,,N,, , , , ,,,,,,
59191,Humboldt Bay Harbor Rec & Con Dist,10074,Pulp Mill Power House,CA,Humboldt,GEN1,OS,Wood/Wood Waste Biomass,ST,Industrial CHP,7,20.0,20,20,BLQ,NG,Y,Y,BLQ,NG,,,,,N,, , , , ,,,,,,
11217,Los Angeles County Sanitation,10090,Commerce Refuse To Energy,CA,Los Angeles,GEN1,OP,Municipal Solid Waste,ST,IPP Non-CHP,2,12.0,10,10,MSW,NG,N,Y,MSW,NG,,,,,N,, , , , ,,,,,,
11217,Los Angeles County Sanitation,10091,Total Energy Facilities,CA,Los Angeles,G2,OP,Other Waste Biomass,CT,Commercial CHP,5,9.9,8,9,OBG,NG,Y,N,,,,,,,Y,, , , , ,,,,,,
11217,Los Angeles County Sanitation,10091,Total Energy Facilities,CA,Los Angeles,G3,OP,Other Waste Biomass,CT,Commercial CHP,5,9.9,8,9,OBG,NG,Y,N,,,,,,,Y,, , , , ,,,,,,
11217,Los Angeles County Sanitation,10091,Total Energy Facilities,CA,Los Angeles,GEN1,OP,Other Waste Biomass,CT,Commercial CHP,5,9.9,8,9,OBG,NG,Y,N,,,,,,,Y,, , , , ,,,,,,
50160,Pedricktown Cogeneration Company LP,10099,Pedricktown Cogeneration Company LP,NJ,Salem,GEN1,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,92.1,117.3,117.3,NG,DFO,Y,N,,,,,,,Y,Y,115.3,115.3,115.3,115.3,1H,1H,Y,Y,Y,
50160,Pedricktown Cogeneration Company LP,10099,Pedricktown Cogeneration Company LP,NJ,Salem,GEN2,OP,Natural Gas Fired Combined Cycle,CA,IPP Non-CHP,2,42.4, , ,NG,DFO,Y,N,,,,,,,Y,Y, , , , ,1H,1H,Y,Y,,
8486,PInova Inc,10120,PInova Inc,GA,Glynn,GEN5,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,7.1,7.1,7.1,WDS,NG,Y,Y,WDS,OBL,NG,,,,N,, , , , ,,,,,,
59069,CIP II/AR Bridgewater Holdings LLC,10122,CIP II/AR Bridgewater Holdings - NJCOE,NJ,Somerset,02,OP,Natural Gas Fired Combustion Turbine,GT,Commercial CHP,5,5.0,4.1,4.1,NG,DFO,Y,N,,,,,,,Y,Y,3.8,4.2,3.5,3.8,1H,1H,N,,,
60557,"PB Nutclif Master, LLC",10123,Hoffmann LaRoche,NJ,Essex,TG01,OA,Natural Gas Fired Combustion Turbine,GT,Industrial CHP,7,5.3,4.1,5.3,NG,DFO,Y,N,,,,,,,Y,Y,4.1,5.2,4,4.7,1H,1H,N,,,
60557,"PB Nutclif Master, LLC",10123,Hoffmann LaRoche,NJ,Essex,TG03,OA,Natural Gas Fired Combustion Turbine,GT,Industrial CHP,7,5.3,4.1,5.3,NG,DFO,Y,N,,,,,,,Y,Y,4.1,5.2,4,4.7,1H,1H,N,,,
9335,Indiana University of Penn,10129,Indiana University of Pennsylvania,PA,Indiana,GEN1,OP,Natural Gas Internal Combustion Engine,IC,Commercial CHP,5,6.1,6,6,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,6,6,6,6,1H,1H,Y,,Y,
9335,Indiana University of Penn,10129,Indiana University of Pennsylvania,PA,Indiana,GEN2,OP,Natural Gas Internal Combustion Engine,IC,Commercial CHP,5,6.1,6,6,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,6,6,6,6,1H,1H,Y,,Y,
9335,Indiana University of Penn,10129,Indiana University of Pennsylvania,PA,Indiana,GEN3,OP,Natural Gas Internal Combustion Engine,IC,Commercial CHP,5,6.1,6,6,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,6,6,6,6,1H,1H,Y,,Y,
9335,Indiana University of Penn,10129,Indiana University of Pennsylvania,PA,Indiana,GEN4,OP,Natural Gas Internal Combustion Engine,IC,Commercial CHP,5,6.1,6,6,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,6,6,6,6,1H,1H,Y,,Y,
563,American Bituminous Power LP,10151,Grant Town Power Plant,WV,Marion,GEN1,OP,Conventional Steam Coal,ST,IPP Non-CHP,2,95.7,80,80,WC,NG,Y,Y,WC,NG,,,,,N,, , , , ,,,,,,
19068,"Colorado Energy Nations Company, LLC",10180,Metro Wastewater Reclamation District,CO,Denver,5,OP,Other Waste Biomass,GT,IPP CHP,3,3.5,2.5,3.1,OBG,NG,Y,Y,OBG,NG,,,,,N,, , , , ,,,,,,
19068,"Colorado Energy Nations Company, LLC",10180,Metro Wastewater Reclamation District,CO,Denver,6,OP,Other Waste Biomass,GT,IPP CHP,3,3.5,2.5,3.1,OBG,NG,Y,Y,OBG,NG,,,,,N,, , , , ,,,,,,
12632,Minnesota Mining & Mfg Co,10184,Central Utility Plant,TX,Travis,EG1,OP,Natural Gas Fired Combined Cycle,CT,Commercial CHP,5,6.0,2.2,3.5,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,6,6,6,6,1H,1H,Y,,Y,
12632,Minnesota Mining & Mfg Co,10184,Central Utility Plant,TX,Travis,EG2,OP,Natural Gas Fired Combined Cycle,CT,Commercial CHP,5,6.0,2.8,2.5,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,6,6,6,6,1H,1H,Y,,Y,
12632,Minnesota Mining & Mfg Co,10184,Central Utility Plant,TX,Travis,TG1,OP,Natural Gas Fired Combined Cycle,CA,Commercial CHP,5,2.3,2.1,2.3,NG,DFO,Y,N,NG,DFO,,,,,Y,Y,2.3,2.3,2.3,2.3,1H,1H,Y,,Y,
11451,Madison Paper Industries Inc,10186,Anson Abenaki Hydros,ME,Somerset,STG1,SB,Natural Gas Steam Turbine,ST,Industrial CHP,7,3.0,2,2.5,NG,RFO,Y,N,,,,,,,Y,N,2,2,2,2,6H,6H,Y,Y,,
60741,Fortistar Castleton Power,10190,Castleton Energy Center,NY,Rensselaer,GEN1,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,47.0,70.2,79.2,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,44,51,43,49,1H,1H,Y,Y,Y,
3453,Island Energy Services,10194,Hawaii Cogen,HI,Honolulu,GEN1,OP,Other Gases,GT,Industrial CHP,7,3.0,3.2,3.2,OG,WO,Y,N,,,,,,,Y,Y,3.2,3.2,3.2,3.2,1H,1H,Y,,,Y
3453,Island Energy Services,10194,Hawaii Cogen,HI,Honolulu,GEN2,OP,Petroleum Liquids,GT,Industrial CHP,7,3.0,3.2,3.2,WO,OG,Y,N,,,,,,,Y,Y,3.2,3.2,3.2,3.2,1H,1H,Y,,,Y
3453,Island Energy Services,10194,Hawaii Cogen,HI,Honolulu,GEN3,OP,Other Gases,GT,Industrial CHP,7,3.0,3.2,3.2,OG,WO,Y,N,,,,,,,Y,Y,3.2,3.2,3.2,3.2,1H,1H,Y,,,Y
3453,Island Energy Services,10194,Hawaii Cogen,HI,Honolulu,GEN4,OP,Petroleum Liquids,GT,Industrial CHP,7,3.2,3.2,3.2,WO,OG,Y,N,,,,,,,Y,Y,3.2,3.2,3.2,3.2,1H,1H,Y,,,Y
9436,Mosaic Phosphates Co.,10198,Mosaic Phosphates Uncle Sam,LA,St James,GEN2,OP,All Other,ST,Industrial CHP,7,11.0,11,11,WH,NG,Y,Y,OTH,NG,,,,,N,, , , , ,,,,,,
9436,Mosaic Phosphates Co.,10198,Mosaic Phosphates Uncle Sam,LA,St James,GEN3,OP,All Other,ST,Industrial CHP,7,15.0,15,15,WH,NG,Y,Y,OTH,NG,,,,,N,, , , , ,,,,,,
11161,Loma Linda University,10206,Loma Linda University Cogen,CA,San Bernardino,GEN1,OP,Natural Gas Fired Combustion Turbine,GT,Commercial CHP,5,5.2,4.8,4.8,NG,DFO,Y,N,,,,,,,Y,Y,4.8,4.8,4,4,1H,1H,Y,,Y,
11161,Loma Linda University,10206,Loma Linda University Cogen,CA,San Bernardino,GEN2,OP,Natural Gas Fired Combustion Turbine,GT,Commercial CHP,5,5.2,4.8,4.8,NG,DFO,Y,N,,,,,,,Y,Y,4.8,4.8,4,4,1H,1H,Y,,Y,
55867,Verso Escanaba LLC,10208,Escanaba Mill,MI,Delta,NO.7,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,38.6,32,32,BLQ,NG,Y,Y,NG,RFO,BIT,SLW,,,Y,Y,26,26,18,18,6H,1H,Y,,Y,
55867,Verso Escanaba LLC,10208,Escanaba Mill,MI,Delta,NO.8,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,29.8,23,23,BLQ,NG,Y,Y,BLQ,WDS,NG,RFO,,,Y,Y,7,7,8,8,6H,1H,Y,,Y,
55867,Verso Escanaba LLC,10208,Escanaba Mill,MI,Delta,NO9,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,54.0,45,45,BLQ,NG,Y,Y,BIT,WDS,NG,SLW,,,N,, , , , ,,,,,,
12311,Merck & Co Inc,10224,Merck Rahway Power Plant,NJ,Union,GEN8,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,5.0,4.8,4.8,NG,DFO,Y,Y,NG,DFO,,,,,Y,N,4.8,4.8,4.8,4.8,6H,24H,Y,,Y,
12311,Merck & Co Inc,10224,Merck Rahway Power Plant,NJ,Union,GEN9,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,10.8,10,10.2,NG,DFO,Y,Y,NG,DFO,,,,,Y,N,10,10,10,10,6H,24H,Y,,Y,
60660,Catalyst Paper - Biron Mill,10234,Biron Mill,WI,Wood,GEN5,OP,Conventional Steam Coal,ST,Industrial CHP,7,21.5,20,20,SUB,NG,N,Y,SUB,WDS,,,,,N,, , , , ,,,,,,
54880,P H Glatfelter Company,10244,P H Glatfelter Co -Chillicothe Facility,OH,Ross,T-10,OA,Wood/Wood Waste Biomass,ST,Industrial CHP,7,10.6,7.3,4.5,BLQ,BIT,Y,Y,WDS,TDF,,,,,N,, , , , ,,,,,,
54880,P H Glatfelter Company,10244,P H Glatfelter Co -Chillicothe Facility,OH,Ross,T-11,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,24.0,12.5,14.1,BLQ,BIT,Y,Y,WDS,TDF,,,,,N,, , , , ,,,,,,
54880,P H Glatfelter Company,10244,P H Glatfelter Co -Chillicothe Facility,OH,Ross,T-12,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,31.0,16.4,21.8,BLQ,BIT,Y,Y,WDS,TDF,,,,,N,, , , , ,,,,,,
54880,P H Glatfelter Company,10244,P H Glatfelter Co -Chillicothe Facility,OH,Ross,T-13,OP,Conventional Steam Coal,ST,Industrial CHP,7,27.2,12.6,13.7,BIT,BLQ,Y,Y,WDS,TDF,,,,,N,, , , , ,,,,,,
327,Air Liquide Large Industries U S LP,10298,Bayou Cogen Plant,TX,Harris,GEN4,OP,Natural Gas Fired Combustion Turbine,GT,Industrial CHP,7,79.6,65,85,NG,OG,N,Y,NG,OG,,,,,,, , , , ,,,,,,
3998,Desert View Power Inc,10300,Desert View Power,CA,Riverside,GEN1,OP,Wood/Wood Waste Biomass,ST,IPP Non-CHP,2,55.5,47,47,WDS,NG,Y,Y,WDS,PC,NG,TDF,,,N,, , , , ,,,,,,
21970,Northeast Energy Associates LP,10307,Bellingham Cogeneration Facility,MA,Norfolk,CT1,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,128.7,102,126,NG,DFO,Y,N,,,,,,,Y,Y,97,112,78,89.6,1H,1H,N,,,
21970,Northeast Energy Associates LP,10307,Bellingham Cogeneration Facility,MA,Norfolk,CT2,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,128.7,102,126,NG,DFO,Y,N,,,,,,,Y,Y,97,112,78,89.6,1H,1H,N,,,
1182,BASF Corporation,10319,Geismar,LA,Ascension,GEN2,OP,Natural Gas Fired Combustion Turbine,GT,Industrial CHP,7,41.2,39.2,43.2,NG,OG,Y,Y,NG,OG,,,,,N,, , , , ,,,,,,
12436,Michigan State University,10328,T B Simon Power Plant,MI,Ingham,GEN4,OP,Natural Gas Steam Turbine,ST,Commercial CHP,5,21.0,21,21,NG,BIT,Y,Y,BIT,NG,WDS,,,,N,, , , , ,,,,,,
49889,Mount Carmel Cogen Inc,10343,Foster Wheeler Mt Carmel Cogen,PA,Northumberland,TG1,OP,Conventional Steam Coal,ST,IPP CHP,3,47.3,43,40,WC,NG,Y,Y,WC,NG,PG,,,,N,, , , , ,,,,,,
8641,Hillman Power Co,10346,Hillman Power LLC,MI,Montmorency,GEN1,OP,Wood/Wood Waste Biomass,ST,IPP Non-CHP,2,20.0,17.7,18.1,WDS,TDF,Y,Y,WDS,TDF,NG,,,,N,, , , , ,,,,,,
55919,Georgia-Pacific Consr Prods LP-Green Bay,10360,Green Bay West Mill,WI,Brown,GEN6,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,18.7,18,18,NG,BIT,Y,Y,NG,BIT,PC,DFO,,,N,, , , , ,,,,,,
55919,Georgia-Pacific Consr Prods LP-Green Bay,10360,Green Bay West Mill,WI,Brown,GEN7,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,28.9,23,23,NG,BIT,Y,Y,NG,BIT,PC,DFO,,,N,, , , , ,,,,,,
55919,Georgia-Pacific Consr Prods LP-Green Bay,10360,Green Bay West Mill,WI,Brown,GEN9,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,43.2,38,38,NG,BIT,Y,Y,NG,BIT,PC,DFO,,,N,, , , , ,,,,,,
7127,Georgia-Pacific Consr Prods LP-Savannah,10361,Savannah River Mill,GA,Effingham,GEN1,SB,Natural Gas Fired Combustion Turbine,GT,Industrial CHP,7,25.2,21.4,24.7,NG,DFO,,N,,,,,,,Y,Y,18,18,18,18,6H,6H,Y,Y,,
7127,Georgia-Pacific Consr Prods LP-Savannah,10361,Savannah River Mill,GA,Effingham,GEN2,OA,Natural Gas Fired Combustion Turbine,GT,Industrial CHP,7,25.2,21.4,24.7,NG,DFO,,N,,,,,,,Y,Y,18,18,18,18,6H,6H,Y,Y,,
7127,Georgia-Pacific Consr Prods LP-Savannah,10361,Savannah River Mill,GA,Effingham,GEN3,OP,Petroleum Coke,ST,Industrial CHP,7,45.0,41.9,42.3,PC,BIT,,Y,PC,BIT,,,,,N,, , , , ,,,,,,
7127,Georgia-Pacific Consr Prods LP-Savannah,10361,Savannah River Mill,GA,Effingham,GEN4,OP,Petroleum Coke,ST,Industrial CHP,7,45.0,41.9,42.3,PC,BIT,Y,Y,PC,BIT,,,,,N,, , , , ,,,,,,
6589,Georgia-Pacific Consr Prods LP-Muskogee,10362,Muskogee Mill,OK,Muskogee,GEN1,OP,Conventional Steam Coal,ST,Industrial CHP,7,25.0,8.4,11.3,SUB,NG,Y,Y,SUB,NG,BIT,,,,N,, , , , ,,,,,,
6589,Georgia-Pacific Consr Prods LP-Muskogee,10362,Muskogee Mill,OK,Muskogee,GEN2,OP,Conventional Steam Coal,ST,Industrial CHP,7,44.5,26.3,16.2,SUB,NG,Y,Y,SUB,NG,BIT,,,,N,, , , , ,,,,,,
6589,Georgia-Pacific Consr Prods LP-Muskogee,10362,Muskogee Mill,OK,Muskogee,GEN3,OP,Conventional Steam Coal,ST,Industrial CHP,7,44.5,33.6,31.8,SUB,NG,Y,Y,SUB,NG,BIT,,,,N,, , , , ,,,,,,
58209,CPI USA NC Southport LLC,10378,CPI USA NC Southport,NC,Brunswick,GEN1,OP,Wood/Wood Waste Biomass,ST,IPP CHP,3,67.5,48,48,WDS,TDF,Y,Y,BIT,TDF,WDS,,,,N,, , , , ,,,,,,
58209,CPI USA NC Southport LLC,10378,CPI USA NC Southport,NC,Brunswick,GEN2,OP,Wood/Wood Waste Biomass,ST,IPP CHP,3,67.5,48,48,WDS,TDF,Y,Y,BIT,TDF,WDS,,,,N,, , , , ,,,,,,
58210,CPI USA NC Roxboro LLC,10379,CPI USA NC Roxboro,NC,Person,GEN1,OP,Wood/Wood Waste Biomass,ST,IPP Non-CHP,2,67.5,47,47,WDS,TDF,Y,Y,BIT,TDF,WDS,,,,N,, , , , ,,,,,,
59621,North Carolina Renewable Power,10380,Elizabethtown Power LLC,NC,Bladen,GEN1,OS,Conventional Steam Coal,ST,IPP CHP,3,34.7,32,32,BIT,TDF,Y,Y,BIT,TDF,,,,,N,, , , , ,,,,,,
59593,NC Renewable Power - Lumberton LLC,10382,Lumberton,NC,Robeson,GEN1,OP,Wood/Wood Waste Biomass,ST,IPP CHP,3,34.7,34.7,34.7,WDS,OBS,Y,Y,WDS,OBS,,,,,N,, , , , ,,,,,,
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,OH,Cuyahoga,GEN3,OA,Other Gases,ST,Industrial CHP,7,10.0,10,10,BFG,NG,Y,Y,BFG,NG,,,,,N,Y,10, ,10, ,,,,,,
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,OH,Cuyahoga,GEN5,OP,Other Gases,ST,Industrial CHP,7,10.0,10,10,BFG,NG,Y,Y,BFG,NG,,,,,N,Y,10, ,10, ,,,,,,
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,OH,Cuyahoga,GENA,OS,Other Gases,ST,Industrial CHP,7,15.0,15,15,BFG,NG,Y,Y,BFG,NG,,,,,N,Y,10, ,10, ,,,,,,
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,OH,Cuyahoga,GENB,OP,Other Gases,ST,Industrial CHP,7,10.0,10,10,BFG,NG,Y,Y,BFG,NG,,,,,N,Y,10,10,10,10,,,Y,Y,Y,Y
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,OH,Cuyahoga,GENC,OP,Other Gases,ST,Industrial CHP,7,23.0,23,23,BFG,NG,Y,Y,BFG,NG,,,,,N,Y,22,22,22,22,,,Y,Y,Y,Y
56600,Ascend Performance Materials LLC,10416,Pensacola Florida Plant,FL,Escambia,GEN1,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,5.0,5,5,NG,OG,Y,N,,,,,,,Y,Y,5,5,5,5,6H,6H,Y,Y,,
56600,Ascend Performance Materials LLC,10416,Pensacola Florida Plant,FL,Escambia,GEN2,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,5.0,5,5,NG,OG,Y,N,,,,,,,Y,Y,5,5,5,5,6H,6H,Y,Y,,
56600,Ascend Performance Materials LLC,10416,Pensacola Florida Plant,FL,Escambia,GEN3,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,6.0,6,6,NG,OG,Y,N,,,,,,,Y,Y,6,6,6,6,6H,6H,Y,Y,,
1746,Black River Generation LLC,10464,ReEnergy Black River,NY,Jefferson,GEN1,OP,Wood/Wood Waste Biomass,ST,IPP Non-CHP,2,55.5,55,56,WDS,TDF,Y,Y,WDS,DFO,TDF,,,,N,, , , , ,,,,,,
55965,Verso Corporation,10477,Wisconsin Rapids Pulp Mill,WI,Wood,GEN1,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,32.0,27.2,32,BLQ,SUB,Y,Y,SUB,WDS,,,,,,, , , , ,,,,,,
55965,Verso Corporation,10477,Wisconsin Rapids Pulp Mill,WI,Wood,GEN2,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,40.3,37.5,40.3,BLQ,SUB,Y,Y,SUB,WDS,,,,,,, , , , ,,,,,,
11216,Los Angeles County,10478,Pitchess Cogen Station,CA,Los Angeles,GEN1,OP,Natural Gas Fired Combined Cycle,CT,Commercial CHP,5,20.9,21.5,20.9,NG,DFO,Y,N,,,,,,,Y,Y,21.5,21.5,20,20,6H,6H,Y,,Y,
11216,Los Angeles County,10478,Pitchess Cogen Station,CA,Los Angeles,GEN2,OP,Natural Gas Fired Combined Cycle,CA,Commercial CHP,5,7.4,5.7,6,NG,DFO,Y,N,,,,,,,Y,N,5.7,5.72,5,5,6H,6H,Y,,Y,
1991,Boise White Paper LLC,10486,Boise Cascade International Falls,MN,Koochiching,GEN 6,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,52.3,40,40,BLQ,NG,Y,Y,BLQ,WDS,NG,SLW,,,N,, , , , ,,,,,,
1991,Boise White Paper LLC,10486,Boise Cascade International Falls,MN,Koochiching,GEN5,SB,Wood/Wood Waste Biomass,ST,Industrial CHP,7,6.2,6.2,6.2,BLQ,NG,Y,Y,WDS,NG,,,,,N,, , , , ,,,,,,
1924,Boise Packaging & Newsprint LLC,10488,DeRidder Mill,LA,Beauregard,TG,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,61.5,61.5,61.5,BLQ,WDS,Y,Y,BLQ,NG,WDS,TDF,,,N,, , , , ,,,,,,
60999,"Catalyst Paper Operations, Inc",10491,Mead Rumford Cogen,ME,Oxford,3STG,SB,Natural Gas Steam Turbine,ST,Industrial CHP,7,12.5,12.5,12.5,NG,RFO,Y,Y,RFO,NG,,,,,Y,Y,12.5,12.5,12.5,12.5,6H,6H,N,,,
60999,"Catalyst Paper Operations, Inc",10495,Rumford Cogeneration,ME,Oxford,GEN1,OP,Wood/Wood Waste Biomass,ST,IPP CHP,3,102.6,85,95,BLQ,TDF,Y,Y,BIT,TDF,WDS,,,,N,, , , , ,,,,,,
55850,Thermal Energy Development Part LP,10502,Thermal Energy Development Part LP,CA,San Joaquin,GEN1,OA,Wood/Wood Waste Biomass,ST,IPP Non-CHP,2,23.0,18.5,18.5,WDS,AB,Y,Y,WDS,AB,,,,,N,, , , , ,,,,,,
56174,Finch Paper LLC,10511,Finch Paper,NY,Warren,GEN6,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,29.0,23,27,WDL,NG,Y,N,,,,,,,Y,Y,14,18,8,12,6H,6H,Y,,Y,Y
60641,Veolia NA - Municipal & Commercial Business,10521,Lederle Laboratories,NY,Rockland,3A,OP,Natural Gas Fired Combined Cycle,CA,Industrial CHP,7,1.5,1.5,1.5,NG,DFO,Y,N,,,,,,,Y,Y,1.5,1.5,1.5,1.5,1H,1H,Y,,Y,
60641,Veolia NA - Municipal & Commercial Business,10521,Lederle Laboratories,NY,Rockland,GEN1,OP,Natural Gas Fired Combined Cycle,CT,Industrial CHP,7,8.3,8.3,8.3,NG,DFO,Y,N,,,,,,,Y,Y,8.3,8.3,8.3,8.3,1H,1H,Y,,Y,
60641,Veolia NA - Municipal & Commercial Business,10521,Lederle Laboratories,NY,Rockland,GEN2,OP,Natural Gas Fired Combined Cycle,CT,Industrial CHP,7,8.3,8.3,8.3,NG,DFO,Y,N,,,,,,,Y,Y,8.3,8.3,8.3,8.3,1H,1H,Y,,Y,
60641,Veolia NA - Municipal & Commercial Business,10521,Lederle Laboratories,NY,Rockland,GEN3,OP,Natural Gas Fired Combined Cycle,CA,Industrial CHP,7,2.2,2.2,2.2,NG,DFO,Y,N,,,,,,,Y,Y,3.1,3.1,3.1,3.1,1H,1H,Y,,Y,
60641,Veolia NA - Municipal & Commercial Business,10521,Lederle Laboratories,NY,Rockland,TG4,OP,Natural Gas Fired Combined Cycle,CA,Industrial CHP,7,3.1,1.4,1.4,NG,DFO,Y,N,,,,,,,Y,Y,2.2,2.2,2.2,2.2,1H,1H,Y,,Y,
3837,CMS Generation Operating Co II,10525,Craven County Wood Energy LP,NC,Craven,1UNI,OP,Wood/Wood Waste Biomass,ST,IPP Non-CHP,2,50.0,47,47,WDS,OBS,Y,Y,WDS,OBS,WO,,,,N,, , , , ,,,,,,
16732,San Jose State University Fclts Dev &Ops,10548,San Jose Cogeneration,CA,Santa Clara,GEN1,OP,Natural Gas Fired Combustion Turbine,GT,Commercial CHP,5,6.0,5.6,5.6,NG,DFO,Y,N,,,,,,,Y,Y,5.6,5.6,5,5,1H,1H,Y,Y,Y,Y
15726,Rayonier Advanced Materials,10560,Rayonier Advanced Materials - Jesup Plant,GA,Wayne,GEN2,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,5.0,4.7,4.7,BLQ,WDS,Y,Y,WDS,RFO,NG,BLQ,DFO,,Y,Y,4.65,4.65,4.65,4.65,6H,6H,N,,,
15726,Rayonier Advanced Materials,10560,Rayonier Advanced Materials - Jesup Plant,GA,Wayne,GEN3,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,7.5,7,7.1,BLQ,WDS,Y,Y,WDS,RFO,NG,BLQ,DFO,,Y,Y,6.98,6.98,6.98,6.98,6H,6H,N,,,
15726,Rayonier Advanced Materials,10560,Rayonier Advanced Materials - Jesup Plant,GA,Wayne,GEN4,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,7.5,7,7.1,BLQ,WDS,Y,Y,RFO,BLQ,NG,WDS,DFO,,Y,Y,6.98,6.98,6.98,6.98,6H,6H,N,,,
15726,Rayonier Advanced Materials,10560,Rayonier Advanced Materials - Jesup Plant,GA,Wayne,GEN5,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,30.0,27.9,28.2,BLQ,WDS,Y,Y,BLQ,RFO,NG,WDS,DFO,,Y,Y,4,4,27,27,6H,6H,N,,,
