Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Status,Synchronized to Transmission Grid,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,Associated with Combined Heat and Power System,Sector Name,Sector,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Solid Fuel Gasification System?,Carbon Capture Technology?,"Turbines, Inverters, or Hydrokinetic Buoys",Time from Cold Shutdown to Full Load,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Planned Net Summer Capacity Uprate (MW),Planned Net Winter Capacity Uprate (MW),Planned Uprate Month,Planned Uprate Year,Planned Net Summer Capacity Derate (MW),Planned Net Winter Capacity Derate (MW),Planned Derate Month,Planned Derate Year,Planned New Prime Mover,Planned Energy Source 1,Planned New Nameplate Capacity (MW),Planned Repower Month,Planned Repower Year,Other Planned Modifications?,Other Modifications Month,Other Modifications Year,Cofire Fuels?,Switch Between Oil and Natural Gas?,Year,Technology,Turbines or Hydrokinetic Buoys,Multiple Fuels?
13491,New York University,54808.0,New York University Central Plant,NY,New York,T1,CA,CC1,S,Y,X,,,2.4,1,1.8,1.8,0.3,N, , ,OP,X,1.0,1984.0, , ,Y,Commercial CHP,5.0,T,NG,,,,,,,,,,,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,N,2015,Natural Gas Fired Combined Cycle,,
1362,Bassett Healthcare,54863.0,Bassett Medical Center,NY,OTSEGO,0001,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.8,N, , ,SB,Y,7.0,1992.0, , ,N,Commercial Non-CHP,4.0,X,DFO,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2015,Petroleum Liquids,,
1362,Bassett Healthcare,54863.0,Bassett Medical Center,NY,OTSEGO,0002,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.8,N, , ,SB,Y,7.0,1992.0, , ,N,Commercial Non-CHP,4.0,X,DFO,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2015,Petroleum Liquids,,
1362,Bassett Healthcare,54863.0,Bassett Medical Center,NY,OTSEGO,0003,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.8,N, , ,SB,Y,7.0,1992.0, , ,N,Commercial Non-CHP,4.0,X,DFO,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2015,Petroleum Liquids,,
1362,Bassett Healthcare,54863.0,Bassett Medical Center,NY,OTSEGO,0004,IC,,S,X,X,,,1.6,1,1.6,1.6,1.6,N, , ,SB,Y,5.0,2004.0, , ,N,Commercial Non-CHP,4.0,X,DFO,,,,,,,,,,N,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2015,Petroleum Liquids,,
1362,Bassett Healthcare,54863.0,Bassett Medical Center,NY,OTSEGO,0005,IC,,S,X,X,,,1.6,1,1.6,1.6,1.6,N, , ,SB,Y,5.0,2006.0, , ,N,Commercial Non-CHP,4.0,X,DFO,,,,,,,,,,N,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2015,Petroleum Liquids,,
57280,Eagle Creek RE LLC,54865.0,Phoenix Hydro Project,NY,Oswego,1-02,HY,,S,X,X,,,1.6,0.9,1.2,1.2,0.3,N, , ,OP,X,1.0,1991.0, , ,N,IPP Non-CHP,2.0,X,WAT,,,,,,,,,,N,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2015,Conventional Hydroelectric,,
57280,Eagle Creek RE LLC,54865.0,Phoenix Hydro Project,NY,Oswego,2-01,HY,,S,X,X,,,1.6,0.9,1.2,1.2,0.3,N, , ,OP,X,1.0,1991.0, , ,N,IPP Non-CHP,2.0,X,WAT,,,,,,,,,,N,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2015,Conventional Hydroelectric,,
32080,Dunn Paper,54878.0,Dunn Paper,NY,St Lawrence,01,HY,,S,X,X,,,0.4,0.9,0.4,0.4,0.1,N, , ,OP,X,1.0,1959.0, , ,N,Industrial Non-CHP,6.0,X,WAT,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,N,2015,Conventional Hydroelectric,,
32080,Dunn Paper,54878.0,Dunn Paper,NY,St Lawrence,02,HY,,S,X,X,,,0.3,0.9,0.3,0.3,0.1,N, , ,OP,X,1.0,1959.0, , ,N,Industrial Non-CHP,6.0,X,WAT,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,N,2015,Conventional Hydroelectric,,
32080,Dunn Paper,54878.0,Dunn Paper,NY,St Lawrence,03,HY,,S,X,X,,,0.3,0.9,0.3,0.3,0.1,N, , ,OP,X,1.0,1959.0, , ,N,Industrial Non-CHP,6.0,X,WAT,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,N,2015,Conventional Hydroelectric,,
2313,Brooklyn Navy Yard Cogen PLP,54914.0,Brooklyn Navy Yard Cogeneration,NY,Kings,01,CT,CC1,J,X,N,,,121.0,1,90,110,90,N, , ,OP,X,3.0,1996.0, , ,Y,IPP CHP,3.0,T,NG,DFO,,,,,,,,,N,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,Y,2015,Natural Gas Fired Combined Cycle,,
2313,Brooklyn Navy Yard Cogen PLP,54914.0,Brooklyn Navy Yard Cogeneration,NY,Kings,02,CT,CC2,J,X,N,,,121.0,1,90,110,90,N, , ,OP,X,3.0,1996.0, , ,Y,IPP CHP,3.0,T,NG,DFO,,,,,,,,,N,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,Y,2015,Natural Gas Fired Combined Cycle,,
2313,Brooklyn Navy Yard Cogen PLP,54914.0,Brooklyn Navy Yard Cogeneration,NY,Kings,03,CA,CC1,J,N,X,,,40.0,1,35,38,35,N, , ,OP,X,6.0,1996.0, , ,Y,IPP CHP,3.0,T,NG,,,,,,,,,,,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2015,Natural Gas Fired Combined Cycle,,
2313,Brooklyn Navy Yard Cogen PLP,54914.0,Brooklyn Navy Yard Cogeneration,NY,Kings,04,CA,CC2,J,N,X,,,40.0,1,35,38,35,N, , ,OP,X,6.0,1996.0, , ,Y,IPP CHP,3.0,T,NG,,,,,,,,,,,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2015,Natural Gas Fired Combined Cycle,,
55754,Boralex Hydro Operations Inc,54953.0,Hudson Falls Hydroelectric Project,NY,Saratoga,GEN1,HY,,W,X,X,F,F,22.0,0.95,22,22,0.1,N, , ,OP,X,11.0,1995.0, , ,N,IPP Non-CHP,2.0,X,WAT,,,,,,,,,,N,N,0,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2015,Conventional Hydroelectric,,
55754,Boralex Hydro Operations Inc,54953.0,Hudson Falls Hydroelectric Project,NY,Saratoga,GEN2,HY,,W,X,X,F,F,22.0,0.95,22,22,0.1,N, , ,OP,X,11.0,1995.0, , ,N,IPP Non-CHP,2.0,X,WAT,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2015,Conventional Hydroelectric,,
57229,MM Albany Energy LLC,55155.0,MM Albany Energy,NY,Albany,UNT1,IC,,S,X,X,,,0.9,0.98,0.9,0.9,0.7,N, , ,OP,X,3.0,1998.0, , ,N,IPP Non-CHP,2.0,X,LFG,,,,,,,,,,N,, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2015,Landfill Gas,,
57229,MM Albany Energy LLC,55155.0,MM Albany Energy,NY,Albany,UNT2,IC,,S,X,X,,,0.9,0.98,0.9,0.9,0.7,N, , ,OP,X,3.0,1998.0, , ,N,IPP Non-CHP,2.0,X,LFG,,,,,,,,,,N,, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2015,Landfill Gas,,
57229,MM Albany Energy LLC,55155.0,MM Albany Energy,NY,Albany,UNT3,IC,,S,X,X,,,0.9,0.98,0.9,0.9,0.7,N, , ,OP,X,11.0,2008.0, , ,N,IPP Non-CHP,2.0,X,LFG,,,,,,,,,,,, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2015,Landfill Gas,,
57229,MM Albany Energy LLC,55155.0,MM Albany Energy,NY,Albany,UNT4,IC,,S,X,X,,,1.6,0.98,1.6,1.6,1.2,N, , ,OP,X,5.0,2012.0, , ,N,IPP Non-CHP,2.0,X,LFG,,,,,,,,,,,, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2015,Landfill Gas,,
57229,MM Albany Energy LLC,55155.0,MM Albany Energy,NY,Albany,UNT5,IC,,S,X,X,,,1.6,0.98,1.6,1.6,1.2,N, , ,OP,X,5.0,2012.0, , ,N,IPP Non-CHP,2.0,X,LFG,,,,,,,,,,,, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2015,Landfill Gas,,
13582,NRG Astoria Gas Turbine Operations Inc,55243.0,Astoria Gas Turbines,NY,Queens,10,GT,,S,X,X,,,23.8,0.85,17,23,17,N, , ,SB,Y,1.0,1971.0, , ,N,IPP Non-CHP,2.0,X,KER,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,N,2015,Petroleum Liquids,,
13582,NRG Astoria Gas Turbine Operations Inc,55243.0,Astoria Gas Turbines,NY,Queens,11,GT,,S,X,X,,,23.8,0.85,17.3,22.8,17.3,N, , ,SB,Y,1.0,1971.0, , ,N,IPP Non-CHP,2.0,X,KER,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,N,2015,Petroleum Liquids,,
13582,NRG Astoria Gas Turbine Operations Inc,55243.0,Astoria Gas Turbines,NY,Queens,12,GT,,S,X,X,,,23.8,0.85,17.6,23.1,17.6,N, , ,SB,Y,1.0,1971.0, , ,N,IPP Non-CHP,2.0,X,KER,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,N,2015,Petroleum Liquids,,
13582,NRG Astoria Gas Turbine Operations Inc,55243.0,Astoria Gas Turbines,NY,Queens,13,GT,,S,X,X,,,23.8,0.85,16.9,23,16.9,N, , ,SB,Y,1.0,1971.0, , ,N,IPP Non-CHP,2.0,X,KER,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,N,2015,Petroleum Liquids,,
13582,NRG Astoria Gas Turbine Operations Inc,55243.0,Astoria Gas Turbines,NY,Queens,2-1,GT,,S,X,X,,,41.9,0.9,36.2,44.3,18.6,N, , ,OP,X,1.0,1970.0, , ,N,IPP Non-CHP,2.0,X,NG,KER,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,Y,2015,Natural Gas Fired Combustion Turbine,,
13582,NRG Astoria Gas Turbine Operations Inc,55243.0,Astoria Gas Turbines,NY,Queens,2-2,GT,,S,X,X,,,41.9,0.9,33.6,43.7,18.6,N, , ,OP,X,1.0,1970.0, , ,N,IPP Non-CHP,2.0,X,NG,KER,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,Y,2015,Natural Gas Fired Combustion Turbine,,
13582,NRG Astoria Gas Turbine Operations Inc,55243.0,Astoria Gas Turbines,NY,Queens,2-3,GT,,S,X,X,,,41.9,0.9,34.4,44.5,18.6,N, , ,OP,X,1.0,1970.0, , ,N,IPP Non-CHP,2.0,X,NG,KER,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,Y,2015,Natural Gas Fired Combustion Turbine,,
13582,NRG Astoria Gas Turbine Operations Inc,55243.0,Astoria Gas Turbines,NY,Queens,2-4,GT,,S,X,X,,,41.9,0.9,34,44.9,18.6,N, , ,OP,X,1.0,1970.0, , ,N,IPP Non-CHP,2.0,X,NG,KER,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,Y,2015,Natural Gas Fired Combustion Turbine,,
13582,NRG Astoria Gas Turbine Operations Inc,55243.0,Astoria Gas Turbines,NY,Queens,3-1,GT,,S,X,X,,,41.9,0.9,32.8,42.3,18.6,N, , ,OP,X,1.0,1970.0, , ,N,IPP Non-CHP,2.0,X,NG,KER,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,Y,2015,Natural Gas Fired Combustion Turbine,,
13582,NRG Astoria Gas Turbine Operations Inc,55243.0,Astoria Gas Turbines,NY,Queens,3-2,GT,,S,X,X,,,41.9,0.9,35.5,43,18.6,N, , ,OP,X,1.0,1970.0, , ,N,IPP Non-CHP,2.0,X,NG,KER,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,Y,2015,Natural Gas Fired Combustion Turbine,,
13582,NRG Astoria Gas Turbine Operations Inc,55243.0,Astoria Gas Turbines,NY,Queens,3-3,GT,,S,X,X,,,41.9,0.9,33.6,43.8,18.6,N, , ,OP,X,1.0,1970.0, , ,N,IPP Non-CHP,2.0,X,NG,KER,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,Y,2015,Natural Gas Fired Combustion Turbine,,
13582,NRG Astoria Gas Turbine Operations Inc,55243.0,Astoria Gas Turbines,NY,Queens,3-4,GT,,S,X,X,,,41.9,0.9,35.5,44.7,18.6,N, , ,OP,X,1.0,1970.0, , ,N,IPP Non-CHP,2.0,X,NG,KER,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,Y,2015,Natural Gas Fired Combustion Turbine,,
13582,NRG Astoria Gas Turbine Operations Inc,55243.0,Astoria Gas Turbines,NY,Queens,4-1,GT,,S,X,X,,,41.9,0.9,34.4,43.7,18.6,N, , ,OP,X,1.0,1970.0, , ,N,IPP Non-CHP,2.0,X,NG,KER,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,Y,2015,Natural Gas Fired Combustion Turbine,,
13582,NRG Astoria Gas Turbine Operations Inc,55243.0,Astoria Gas Turbines,NY,Queens,4-2,GT,,S,X,X,,,41.9,0.9,33.6,42.5,18.6,N, , ,OP,X,1.0,1970.0, , ,N,IPP Non-CHP,2.0,X,NG,KER,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,Y,2015,Natural Gas Fired Combustion Turbine,,
13582,NRG Astoria Gas Turbine Operations Inc,55243.0,Astoria Gas Turbines,NY,Queens,4-3,GT,,S,X,X,,,41.9,0.9,33.5,43.1,18.6,N, , ,OP,X,1.0,1970.0, , ,N,IPP Non-CHP,2.0,X,NG,KER,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,Y,2015,Natural Gas Fired Combustion Turbine,,
13582,NRG Astoria Gas Turbine Operations Inc,55243.0,Astoria Gas Turbines,NY,Queens,4-4,GT,,S,X,X,,,41.9,0.9,32.6,43.5,18.6,N, , ,OP,X,1.0,1970.0, , ,N,IPP Non-CHP,2.0,X,NG,KER,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,Y,2015,Natural Gas Fired Combustion Turbine,,
13582,NRG Astoria Gas Turbine Operations Inc,55243.0,Astoria Gas Turbines,NY,Queens,5,GT,,S,X,X,,,16.3,0.85,12.9,14.6,12.9,N, , ,SB,Y,1.0,1970.0, , ,N,IPP Non-CHP,2.0,X,KER,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,N,2015,Petroleum Liquids,,
13582,NRG Astoria Gas Turbine Operations Inc,55243.0,Astoria Gas Turbines,NY,Queens,7,GT,,S,X,X,,,16.3,0.85,12.1,13.6,12.1,N, , ,SB,Y,1.0,1970.0, , ,N,IPP Non-CHP,2.0,X,KER,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,N,2015,Petroleum Liquids,,
13582,NRG Astoria Gas Turbine Operations Inc,55243.0,Astoria Gas Turbines,NY,Queens,8,GT,,S,X,X,,,16.3,0.85,11.9,15,11.9,N, , ,SB,Y,1.0,1970.0, , ,N,IPP Non-CHP,2.0,X,KER,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,N,2015,Petroleum Liquids,,
34688,CHI Energy Inc,55368.0,Wethersfield Wind Farm,NY,Wyoming,V47,WT,,S,X,X,,,6.6,1,6.6,6.6,0.1,N, , ,SB,Y,8.0,2000.0, , ,N,IPP Non-CHP,2.0,X,WND,,,,,,,,,,,,10,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2015,Onshore Wind Turbine,,
22979,Astoria Energy LLC,55375.0,Astoria Energy,NY,Queens,CT1,CT,CC1,S,X,N,323581,323581,170.0,0.85,156,170,100,N, , ,OP,X,5.0,2006.0, , ,N,IPP Non-CHP,2.0,X,NG,DFO,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,Y,2015,Natural Gas Fired Combined Cycle,,
22979,Astoria Energy LLC,55375.0,Astoria Energy,NY,Queens,CT2,CT,CC1,S,X,N,323582,323582,170.0,0.85,156,170,100,N, , ,OP,X,5.0,2006.0, , ,N,IPP Non-CHP,2.0,X,NG,DFO,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,Y,2015,Natural Gas Fired Combined Cycle,,
22979,Astoria Energy LLC,55375.0,Astoria Energy,NY,Queens,ST1,CA,CC1,S,Y,X,323582,323582,255.0,0.85,228,266,120,N, , ,OP,X,5.0,2006.0, , ,N,IPP Non-CHP,2.0,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,N,2015,Natural Gas Fired Combined Cycle,,
32173,New Athens Generating Company LLC,55405.0,Athens Generating Plant,NY,Greene,CT1,CT,3668,S,X,N,ATHENS-STG1,ATHENS-STG1,300.0,0.85,219.7,273.6,194,N, , ,OP,X,4.0,2004.0, , ,N,IPP Non-CHP,2.0,X,NG,DFO,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2015,Natural Gas Fired Combined Cycle,,
32173,New Athens Generating Company LLC,55405.0,Athens Generating Plant,NY,Greene,CT2,CT,3670,S,X,N,ATHENS-STG2,ATHENS-STG2,300.0,0.85,216.6,274.5,194,N, , ,OP,X,5.0,2004.0, , ,N,IPP Non-CHP,2.0,X,NG,DFO,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2015,Natural Gas Fired Combined Cycle,,
32173,New Athens Generating Company LLC,55405.0,Athens Generating Plant,NY,Greene,CT3,CT,3677,S,X,N,ATHENS-STG3,ATHENS-STG3,300.0,0.85,213.4,268.3,194,N, , ,OP,X,4.0,2003.0, , ,N,IPP Non-CHP,2.0,X,NG,DFO,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2015,Natural Gas Fired Combined Cycle,,
32173,New Athens Generating Company LLC,55405.0,Athens Generating Plant,NY,Greene,ST1,CA,3668,S,N,X,,,141.0,0.85,104.8,135.1,90,N, , ,OP,X,1.0,2004.0, , ,N,IPP Non-CHP,2.0,X,NG,,,,,,,,,,N,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2015,Natural Gas Fired Combined Cycle,,
32173,New Athens Generating Company LLC,55405.0,Athens Generating Plant,NY,Greene,ST2,CA,3670,S,N,X,,,141.0,0.85,107.2,134.3,90,N, , ,OP,X,1.0,2004.0, , ,N,IPP Non-CHP,2.0,X,NG,,,,,,,,,,N,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2015,Natural Gas Fired Combined Cycle,,
32173,New Athens Generating Company LLC,55405.0,Athens Generating Plant,NY,Greene,ST3,CA,3677,S,N,X,,,141.0,0.85,107.2,137.8,90,N, , ,OP,X,1.0,2004.0, , ,N,IPP Non-CHP,2.0,X,NG,,,,,,,,,,N,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,2015,Natural Gas Fired Combined Cycle,,
20323,Wellhead Services Inc,55600.0,Binghamton Cogen,NY,Broome,1,GT,,S,X,X,,,47.7,0.9,42,47,42,N, , ,OP,X,6.0,1992.0, , ,Y,IPP CHP,3.0,T,NG,DFO,KER,,,,,,,,N,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,,Y,2015,Natural Gas Fired Combustion Turbine,,
20238,Watchtower Bible & Tract Soc-NY,55619.0,Watchtower Educational Center,NY,PUTNAM,GEN1,IC,,S,X,X,,,0.7,0.8,0.7,0.7,0.2,N, , ,SB,Y,2.0,1996.0, , ,N,Commercial Non-CHP,4.0,X,NG,,,,,,,,,,N,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2015,Natural Gas Internal Combustion Engine,,
20238,Watchtower Bible & Tract Soc-NY,55619.0,Watchtower Educational Center,NY,PUTNAM,GEN2,IC,,S,X,X,,,0.7,0.8,0.7,0.7,0.2,N, , ,SB,Y,6.0,1993.0, , ,N,Commercial Non-CHP,4.0,X,DFO,NG,,,,,,,,,N,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2015,Petroleum Liquids,,
20238,Watchtower Bible & Tract Soc-NY,55619.0,Watchtower Educational Center,NY,PUTNAM,GEN3,IC,,S,X,X,,,0.7,0.8,0.7,0.7,0.2,N, , ,SB,Y,2.0,2000.0, , ,N,Commercial Non-CHP,4.0,X,NG,,,,,,,,,,N,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2015,Natural Gas Internal Combustion Engine,,
1268,Bayswater Peaking Facility LLC,55699.0,Bayswater Peaking Facility LLC,NY,Queens,1,GT,,S,X,X,,,60.5,1,53.9,56.1,26,N, , ,OP,X,6.0,2002.0, , ,N,IPP Non-CHP,2.0,X,NG,,,,,,,,,,N,,2,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2015,Natural Gas Fired Combustion Turbine,,
12758,Model City Energy LLC,55757.0,Model City Energy Facility,NY,Niagara,GEN1,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.6,N, , ,OP,X,6.0,2001.0, , ,N,IPP Non-CHP,2.0,X,LFG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2015,Landfill Gas,,
12758,Model City Energy LLC,55757.0,Model City Energy Facility,NY,Niagara,GEN2,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.6,N, , ,OP,X,6.0,2001.0, , ,N,IPP Non-CHP,2.0,X,LFG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2015,Landfill Gas,,
12758,Model City Energy LLC,55757.0,Model City Energy Facility,NY,Niagara,GEN3,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.6,N, , ,OP,X,6.0,2001.0, , ,N,IPP Non-CHP,2.0,X,LFG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2015,Landfill Gas,,
12758,Model City Energy LLC,55757.0,Model City Energy Facility,NY,Niagara,GEN4,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.6,N, , ,OP,X,6.0,2001.0, , ,N,IPP Non-CHP,2.0,X,LFG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2015,Landfill Gas,,
12758,Model City Energy LLC,55757.0,Model City Energy Facility,NY,Niagara,GEN5,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.6,N, , ,OP,X,6.0,2001.0, , ,N,IPP Non-CHP,2.0,X,LFG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2015,Landfill Gas,,
12758,Model City Energy LLC,55757.0,Model City Energy Facility,NY,Niagara,GEN6,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.6,N, , ,OP,X,6.0,2001.0, , ,N,IPP Non-CHP,2.0,X,LFG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2015,Landfill Gas,,
12758,Model City Energy LLC,55757.0,Model City Energy Facility,NY,Niagara,GEN7,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.6,N, , ,OP,X,6.0,2001.0, , ,N,IPP Non-CHP,2.0,X,LFG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2015,Landfill Gas,,
49880,EDP Renewables North America LLC,55769.0,Madison Windpower LLC,NY,Madison,MADW,WT,,S,X,X,,,11.5, ,11.5,11.5,0.1,N, , ,OP,X,10.0,2000.0, , ,N,IPP Non-CHP,2.0,X,WND,,,,,,,,,,,,7,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2015,Onshore Wind Turbine,,
56852,Edgewood Energy LLC,55786.0,Edgewood Energy LLC,NY,Suffolk,CT01,GT,,S,X,X,,,50.0,0.9,42.5,47,39.9,N, , ,OP,X,7.0,2002.0, , ,N,IPP Non-CHP,2.0,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,2015,Natural Gas Fired Combustion Turbine,,
56852,Edgewood Energy LLC,55786.0,Edgewood Energy LLC,NY,Suffolk,CT02,GT,,S,X,X,,,50.0,0.9,42.5,47,39.9,N, , ,OP,X,7.0,2002.0, , ,N,IPP Non-CHP,2.0,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,2015,Natural Gas Fired Combustion Turbine,,
56853,Shoreham Energy LLC,55787.0,Shoreham Energy LLC,NY,Suffolk,CT01,GT,,S,X,X,,,50.0,0.9,42.5,47,39.9,N, , ,OP,X,7.0,2002.0, , ,N,IPP Non-CHP,2.0,X,DFO,KER,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,2015,Petroleum Liquids,,
56853,Shoreham Energy LLC,55787.0,Shoreham Energy LLC,NY,Suffolk,CT02,GT,,S,X,X,,,50.0,0.9,42.5,47,39.9,N, , ,OP,X,7.0,2002.0, , ,N,IPP Non-CHP,2.0,X,DFO,KER,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,2015,Petroleum Liquids,,
34688,CHI Energy Inc,55790.0,Fenner Wind,NY,Madison,1,WT,,S,X,X,,,30.0,1,30,30,0.1,N, , ,OP,X,10.0,2001.0, , ,N,IPP Non-CHP,2.0,X,WND,,,,,,,,,,,,20,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2015,Onshore Wind Turbine,,
7308,Hawkeye Energy Greenport LLC,55969.0,Hawkeye Energy Greenport LLC,NY,SUFFOLK,U-01,GT,,S,X,X,,,54.0,0.9,52.7,56.8,20,N, , ,OP,X,7.0,2003.0,7,2018,N,IPP Non-CHP,2.0,X,KER,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,N,2015,Petroleum Liquids,,
