Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Status,Synchronized to Transmission Grid,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,Associated with Combined Heat and Power System,Sector Name,Sector,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Solid Fuel Gasification System?,Carbon Capture Technology?,"Turbines, Inverters, or Hydrokinetic Buoys",Time from Cold Shutdown to Full Load,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Planned Net Summer Capacity Uprate (MW),Planned Net Winter Capacity Uprate (MW),Planned Uprate Month,Planned Uprate Year,Planned Net Summer Capacity Derate (MW),Planned Net Winter Capacity Derate (MW),Planned Derate Month,Planned Derate Year,Planned New Prime Mover,Planned Energy Source 1,Planned New Nameplate Capacity (MW),Planned Repower Month,Planned Repower Year,Other Planned Modifications?,Other Modifications Month,Other Modifications Year,Cofire Fuels?,Switch Between Oil and Natural Gas?,Year,Technology,Turbines or Hydrokinetic Buoys,Multiple Fuels?
60676,New York Presbyterian Hospital,61026.0,New York Presbyterian Hospital-168th St,NY,New York,MHB5,IC,,S,X,X,,,1.5,0.8,1.5,1.5,0.2,N, , ,SB,N,1,2008, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,N,,,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
60669,Laertes Solar LLC,61030.0,Harford Solar Farm,NY,Tompkins,CMUSW,PV,,S,X,X,,,2.0, ,2,2, ,N, , ,OP,X,12,2016, , ,N,IPP Non-CHP,2,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Solar Photovoltaic, ,
60571,AEP Onsite Partners,61042.0,Canandaigua Westbrook Solar Array,NY,Ontario,PV1,PV,,S,X,X,,,2.0, ,1.6,1.6, ,N, , ,OP,X,3,2017, , ,N,IPP Non-CHP,2,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Solar Photovoltaic, ,
60571,AEP Onsite Partners,61043.0,Canandaigua Solar Array,NY,Ontario,PV1,PV,,S,X,X,,,2.0, ,2,2, ,N, , ,OP,X,12,2016, , ,N,IPP Non-CHP,2,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Solar Photovoltaic, ,
58756,Albany Engineering Corporation,61207.0,Green Island Hydroelectric Station,NY,Albany,UNIT1,HY,,W,X,X,,,1.5,1,1.5,1.5,0.5,N, , ,OP,X,11,1922, , ,N,IPP Non-CHP,2,X,WAT,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Conventional Hydroelectric, ,
58756,Albany Engineering Corporation,61207.0,Green Island Hydroelectric Station,NY,Albany,UNIT2,HY,,W,X,X,,,1.5,1,1.5,1.5,0.5,N, , ,OP,X,11,1922, , ,N,IPP Non-CHP,2,X,WAT,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Conventional Hydroelectric, ,
58756,Albany Engineering Corporation,61207.0,Green Island Hydroelectric Station,NY,Albany,UNIT3,HY,,W,X,X,,,1.5,1,1.5,1.5,0.5,N, , ,OP,X,11,1922, , ,N,IPP Non-CHP,2,X,WAT,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Conventional Hydroelectric, ,
58756,Albany Engineering Corporation,61207.0,Green Island Hydroelectric Station,NY,Albany,UNIT4,HY,,W,X,X,,,1.5,1,1.5,1.5,0.5,N, , ,OP,X,11,1922, , ,N,IPP Non-CHP,2,X,WAT,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Conventional Hydroelectric, ,
60833,"Finger Lakes Solar I, LLC",61210.0,Finger Lakes Solar I,NY,Ontario,FLS1,PV,,S,X,X,,,1.9, ,2,2, ,N, , ,OP,X,11,2016, , ,N,IPP Non-CHP,2,X,SUN,,,,,,,,,,N,N,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Solar Photovoltaic, ,
60883,NY - PRESBYTERIAN HOSPITAL-525 E 68TH ST,61238.0,NY - Presbyt. Hospital - 525 E 68TH St,NY,New York,ANX1,IC,,S,X,X,,,2.5,0.8,2.5,2.5,0.3,N, , ,SB,N,5,2016, , ,N,Commercial CHP,5,X,DFO,,,,,,,,,,,,,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
60883,NY - PRESBYTERIAN HOSPITAL-525 E 68TH ST,61238.0,NY - Presbyt. Hospital - 525 E 68TH St,NY,New York,ANX2,IC,,S,X,X,,,2.5,0.8,2.5,2.5,0.3,N, , ,SB,N,5,2016, , ,N,Commercial CHP,5,X,DFO,,,,,,,,,,,,,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
60883,NY - PRESBYTERIAN HOSPITAL-525 E 68TH ST,61238.0,NY - Presbyt. Hospital - 525 E 68TH St,NY,New York,CGTB,GT,,S,X,X,,,7.7,0.9,7.7,7.7,0.7,N, , ,OP,X,5,2009, , ,Y,Commercial CHP,5,T,NG,,,,,,,,,,,,,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Natural Gas Fired Combustion Turbine, ,N
60883,NY - PRESBYTERIAN HOSPITAL-525 E 68TH ST,61238.0,NY - Presbyt. Hospital - 525 E 68TH St,NY,New York,DHK1,IC,,S,X,X,,,1.5,0.8,1.5,1.5,0.1,N, , ,SB,N,11,2017, , ,N,Commercial CHP,5,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
60883,NY - PRESBYTERIAN HOSPITAL-525 E 68TH ST,61238.0,NY - Presbyt. Hospital - 525 E 68TH St,NY,New York,DHK2,IC,,S,X,X,,,1.5,0.8,1.5,1.5,0.1,N, , ,SB,N,11,2017, , ,N,Commercial CHP,5,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
60883,NY - PRESBYTERIAN HOSPITAL-525 E 68TH ST,61238.0,NY - Presbyt. Hospital - 525 E 68TH St,NY,New York,DHK3,IC,,S,X,X,,,1.5,0.8,1.5,1.5,0.1,N, , ,SB,N,11,2017, , ,N,Commercial CHP,5,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
60883,NY - PRESBYTERIAN HOSPITAL-525 E 68TH ST,61238.0,NY - Presbyt. Hospital - 525 E 68TH St,NY,New York,GRB1,IC,,S,X,X,,,1.4,0.8,1.4,1.4,0.1,N, , ,SB,N,4,1997, , ,N,Commercial CHP,5,X,DFO,,,,,,,,,,,,,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
60883,NY - PRESBYTERIAN HOSPITAL-525 E 68TH ST,61238.0,NY - Presbyt. Hospital - 525 E 68TH St,NY,New York,GRB2,IC,,S,X,X,,,1.4,0.8,1.4,1.4,0.1,N, , ,SB,N,4,1997, , ,N,Commercial CHP,5,X,DFO,,,,,,,,,,,,,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
60883,NY - PRESBYTERIAN HOSPITAL-525 E 68TH ST,61238.0,NY - Presbyt. Hospital - 525 E 68TH St,NY,New York,GRB3,IC,,S,X,X,,,1.4,0.8,1.4,1.4,0.1,N, , ,SB,N,4,1997, , ,N,Commercial CHP,5,X,DFO,,,,,,,,,,,,,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
60883,NY - PRESBYTERIAN HOSPITAL-525 E 68TH ST,61238.0,NY - Presbyt. Hospital - 525 E 68TH St,NY,New York,GRB4,IC,,S,X,X,,,1.5,0.8,1.5,1.5,0.1,N, , ,SB,N,12,2008, , ,N,Commercial CHP,5,X,DFO,,,,,,,,,,,,,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61012,AES Distributed Energy,61376.0,Cedar Creek PV,NY,Nassau,CEDR1,PV,,S,X,X,,,1.8, ,1.8,1.8, ,N, , ,OP,X,6,2017, , ,N,IPP Non-CHP,2,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Solar Photovoltaic, ,
61013,Northern Westchester Hospital,61378.0,Northern Westchester Hospital,NY,Westchester,1,IC,,S,X,X,,,1.0,0.8,1,1,0.3,N, , ,SB,N,12,2017, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,N,N,,10M,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,,2019,Petroleum Liquids, ,N
61013,Northern Westchester Hospital,61378.0,Northern Westchester Hospital,NY,Westchester,2,IC,,S,X,X,,,1.0,0.8,1,1,0.3,N, , ,SB,N,12,2017, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,N,N,,10M,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,,2019,Petroleum Liquids, ,N
61013,Northern Westchester Hospital,61378.0,Northern Westchester Hospital,NY,Westchester,3,IC,,S,X,X,,,1.0,0.8,1,1,0.3,N, , ,SB,N,12,2017, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,N,N,,10M,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,,2019,Petroleum Liquids, ,N
61013,Northern Westchester Hospital,61378.0,Northern Westchester Hospital,NY,Westchester,4,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.2,N, , ,SB,N,6,1971,5,2022,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2019,Petroleum Liquids, ,N
61013,Northern Westchester Hospital,61378.0,Northern Westchester Hospital,NY,Westchester,5,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.2,N, , ,SB,N,6,1971,5,2022,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2019,Petroleum Liquids, ,N
61013,Northern Westchester Hospital,61378.0,Northern Westchester Hospital,NY,Westchester,P,IC,,S,X,X,,,1.0,0.8,1,1,0.3,N, , ,SB,N,6,1971, , ,N,Commercial Non-CHP,4,X,NG,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,2019,Natural Gas Internal Combustion Engine, ,N
60571,AEP Onsite Partners,61389.0,Letchworth Solar Project,NY,Wyoming,PV1,PV,,S,X,X,,,1.2, ,1.2,1.2, ,N, , ,OP,X,6,2017, , ,N,IPP Non-CHP,2,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Solar Photovoltaic, ,
61049,NYC-HH Coney Island Hospital,61413.0,NYC-HH - CONEY ISLAND HOSPITAL,NY,Kings,GEN1,IC,,S,X,X,,,1.2,0.8,1.2,1.2,0.1,N, , ,SB,N,7,1993, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61049,NYC-HH Coney Island Hospital,61413.0,NYC-HH - CONEY ISLAND HOSPITAL,NY,Kings,GEN2,IC,,S,X,X,,,1.3,0.8,1.3,1.3,0.1,N, , ,SB,N,3,2005, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61049,NYC-HH Coney Island Hospital,61413.0,NYC-HH - CONEY ISLAND HOSPITAL,NY,Kings,GEN3,IC,,S,X,X,,,0.3,0.8,0.3,0.3,0.1,N, , ,SB,N,2,2014, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61050,The NY Times Production Facility,61414.0,NY Times Daily Production Facility,NY,Queens,GEN1,IC,,S,X,X,,,2.0,0.8,2,2,0.6,N, , ,OP,X,9,2005, , ,N,Industrial Non-CHP,6,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61050,The NY Times Production Facility,61414.0,NY Times Daily Production Facility,NY,Queens,GEN2,IC,,S,X,X,,,2.0,0.8,2,2,0.6,N, , ,OP,X,9,2005, , ,N,Industrial Non-CHP,6,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61050,The NY Times Production Facility,61414.0,NY Times Daily Production Facility,NY,Queens,GEN3,IC,,S,X,X,,,2.0,0.8,2,2,0.6,N, , ,OP,X,9,2005, , ,N,Industrial Non-CHP,6,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61050,The NY Times Production Facility,61414.0,NY Times Daily Production Facility,NY,Queens,GEN4,IC,,S,X,X,,,2.0,0.8,2,2,0.6,N, , ,OP,X,9,2005, , ,N,Industrial Non-CHP,6,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61050,The NY Times Production Facility,61414.0,NY Times Daily Production Facility,NY,Queens,GEN5,IC,,S,X,X,,,2.0,0.8,2,2,0.6,N, , ,OP,X,8,2008, , ,N,Industrial Non-CHP,6,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61050,The NY Times Production Facility,61414.0,NY Times Daily Production Facility,NY,Queens,GEN6,IC,,S,X,X,,,2.0,0.8,2,2,0.6,N, , ,OP,X,8,2008, , ,N,Industrial Non-CHP,6,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61053,Mount Sinai Hospital,61416.0,Mount Sinai Hospital,NY,New York,AP1,IC,,S,X,X,,,1.0,0.8,1,1,0.3,N, , ,SB,N,6,1970, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61053,Mount Sinai Hospital,61416.0,Mount Sinai Hospital,NY,New York,AP2,IC,,S,X,X,,,1.0,0.8,1,1,0.3,N, , ,SB,N,6,1970, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61053,Mount Sinai Hospital,61416.0,Mount Sinai Hospital,NY,New York,AP3,IC,,S,X,X,,,1.0,0.8,1,1,0.3,N, , ,SB,N,6,1970, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61053,Mount Sinai Hospital,61416.0,Mount Sinai Hospital,NY,New York,AP4,IC,,S,X,X,,,1.0,0.8,1,1,0.3,N, , ,SB,N,6,1970, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61053,Mount Sinai Hospital,61416.0,Mount Sinai Hospital,NY,New York,AP5,IC,,S,X,X,,,1.5,0.8,1.5,1.5,0.4,N, , ,SB,N,10,1997, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61053,Mount Sinai Hospital,61416.0,Mount Sinai Hospital,NY,New York,AP6,IC,,S,X,X,,,1.5,0.8,1.5,1.5,0.4,N, , ,SB,N,10,1997, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61053,Mount Sinai Hospital,61416.0,Mount Sinai Hospital,NY,New York,CAM12,IC,,S,X,X,,,0.4,0.8,0.4,0.4,0.1,N, , ,SB,N,6,2007, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61053,Mount Sinai Hospital,61416.0,Mount Sinai Hospital,NY,New York,EB10,IC,,S,X,X,,,1.5,0.8,1.5,1.5,0.4,N, , ,SB,N,6,1996, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61053,Mount Sinai Hospital,61416.0,Mount Sinai Hospital,NY,New York,EB11,IC,,S,X,X,,,1.5,0.8,1.5,1.5,0.4,N, , ,SB,N,6,1996, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61053,Mount Sinai Hospital,61416.0,Mount Sinai Hospital,NY,New York,FPA15,IC,,S,X,X,,,0.6,0.8,0.6,0.6,0.1,N, , ,SB,N,5,2014, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61053,Mount Sinai Hospital,61416.0,Mount Sinai Hospital,NY,New York,GP7,IC,,S,X,X,,,0.9,0.8,0.9,0.9,0.3,N, , ,SB,N,6,1988, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61053,Mount Sinai Hospital,61416.0,Mount Sinai Hospital,NY,New York,GP8,IC,,S,X,X,,,0.9,0.8,0.9,0.9,0.3,N, , ,SB,N,6,1998, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61053,Mount Sinai Hospital,61416.0,Mount Sinai Hospital,NY,New York,GP9,IC,,S,X,X,,,0.9,0.8,0.9,0.9,0.3,N, , ,SB,N,5,2011, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61053,Mount Sinai Hospital,61416.0,Mount Sinai Hospital,NY,New York,HES13,IC,,S,X,X,,,2.5,0.8,2.5,2.5,0.7,N, , ,SB,N,6,2012, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61053,Mount Sinai Hospital,61416.0,Mount Sinai Hospital,NY,New York,HES14,IC,,S,X,X,,,2.5,0.8,2.5,2.5,0.7,N, , ,SB,N,6,2012, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61012,AES Distributed Energy,61469.0,Lichtenthal,NY,Genesee,LIC01,PV,,S,X,X,,,2.0, ,2,2, ,N, , ,OP,X,7,2018, , ,N,IPP Non-CHP,2,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Solar Photovoltaic, ,
61012,AES Distributed Energy,61470.0,Call Farms 1,NY,Genesee,CFM11,PV,,S,X,X,,,2.0, ,2,2, ,N, , ,OP,X,7,2018, , ,N,IPP Non-CHP,2,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Solar Photovoltaic, ,
61012,AES Distributed Energy,61471.0,Call Farms 3,NY,Genesee,CFM31,PV,,S,X,X,,,2.0, ,2,2, ,N, , ,OP,X,7,2018, , ,N,IPP Non-CHP,2,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Solar Photovoltaic, ,
61093,"SL Babylon, LLC",61487.0,SL Babylon,NY,Suffolk,SLBAB,PV,,S,X,X,,,9.0, ,9,9, ,N, , ,OP,X,12,2017, , ,N,IPP Non-CHP,2,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Solar Photovoltaic, ,
61094,NYU LANGONE HEALTH,61488.0,NYU LANGONE HEALTH,NY,New York,ENB1,IC,,S,X,X,,,2.7,0.8,2.7,2.7,0.8,N, , ,SB,N,6,2016, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61094,NYU LANGONE HEALTH,61488.0,NYU LANGONE HEALTH,NY,New York,ENB2,IC,,S,X,X,,,2.7,0.8,2.7,2.7,0.8,N, , ,SB,N,6,2016, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61094,NYU LANGONE HEALTH,61488.0,NYU LANGONE HEALTH,NY,New York,ENB3,IC,,S,X,X,,,2.5,0.8,0.3,0.3,0.1,N, , ,SB,N,1,2015, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61094,NYU LANGONE HEALTH,61488.0,NYU LANGONE HEALTH,NY,New York,GT,GT,,S,X,X,,,7.5,0.9,7.5,7.5,4,N, , ,OP,X,6,2016, , ,N,Commercial Non-CHP,4,X,NG,,,,,,,,,,,,,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Natural Gas Fired Combustion Turbine, ,N
61094,NYU LANGONE HEALTH,61488.0,NYU LANGONE HEALTH,NY,New York,HCC1,IC,,S,X,X,,,1.0,0.9,1,1,0.3,N, , ,SB,N,1,2006, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61094,NYU LANGONE HEALTH,61488.0,NYU LANGONE HEALTH,NY,New York,SCI1,IC,,S,X,X,,,3.0,0.8,0.4,0.4,0.1,N, , ,SB,N,1,2015, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61094,NYU LANGONE HEALTH,61488.0,NYU LANGONE HEALTH,NY,New York,SCI2,IC,,S,X,X,,,3.0,0.8,0.4,0.4,0.1,N, , ,SB,N,1,2015, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61094,NYU LANGONE HEALTH,61488.0,NYU LANGONE HEALTH,NY,New York,SKB1,IC,,S,X,X,,,1.3,0.8,1.3,1.3,0.4,N, , ,SB,N,10,1992, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61094,NYU LANGONE HEALTH,61488.0,NYU LANGONE HEALTH,NY,New York,SMB1,IC,,S,X,X,,,1.4,0.8,1.4,1.4,0.4,N, , ,SB,N,9,2006, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61094,NYU LANGONE HEALTH,61488.0,NYU LANGONE HEALTH,NY,New York,SMB2,IC,,S,X,X,,,1.4,0.8,1.4,1.4,0.4,N, , ,SB,N,9,2006, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61012,AES Distributed Energy,61509.0,Monroe County Sites A & B,NY,Monroe,MONA,PV,,S,X,X,,,1.7, ,1.7,1.7, ,N, , ,OP,X,12,2017, , ,N,IPP Non-CHP,2,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Solar Photovoltaic, ,
61012,AES Distributed Energy,61509.0,Monroe County Sites A & B,NY,Monroe,MONB,PV,,S,X,X,,,1.7, ,1.7,1.7, ,N, , ,OP,X,12,2017, , ,N,IPP Non-CHP,2,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Solar Photovoltaic, ,
61012,AES Distributed Energy,61510.0,"Monroe County Sites C, D, & E",NY,Monroe,MONC,PV,,S,X,X,,,2.0, ,2,2, ,N, , ,OP,X,12,2017, , ,N,IPP Non-CHP,2,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Solar Photovoltaic, ,
61012,AES Distributed Energy,61510.0,"Monroe County Sites C, D, & E",NY,Monroe,MOND,PV,,S,X,X,,,2.0, ,2,2, ,N, , ,OP,X,12,2017, , ,N,IPP Non-CHP,2,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Solar Photovoltaic, ,
61012,AES Distributed Energy,61510.0,"Monroe County Sites C, D, & E",NY,Monroe,MONE,PV,,S,X,X,,,2.0, ,2,2, ,N, , ,OP,X,12,2017, , ,N,IPP Non-CHP,2,X,SUN,,,,,,,,,,,,,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Solar Photovoltaic, ,
61152,Good Samaritan Hospital,61551.0,Good Samaritan Hospital,NY,Rockland,EGEN1,IC,,S,X,X,,,1.0,0.8,1,1,0.3,N, , ,SB,N,1,1980, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,N,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61152,Good Samaritan Hospital,61551.0,Good Samaritan Hospital,NY,Rockland,EGEN2,IC,,S,X,X,,,0.7,0.8,0.7,0.7,0.2,N, , ,SB,N,1,2012, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,N,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
61152,Good Samaritan Hospital,61551.0,Good Samaritan Hospital,NY,Rockland,EGEN3,IC,,S,X,X,,,0.2,0.8,0.2,0.2,0.1,N, , ,SB,N,1,2012, , ,N,Commercial Non-CHP,4,X,NG,,,,,,,,,,N,,,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Natural Gas Internal Combustion Engine, ,N
61162,Woodhull Hospital,61567.0,Woodhull Hospital,NY,Kings,EGEN1,IC,,S,X,X,,,1.5,0.8,1.5,1.5,0.5,N, , ,SB,N,1,1972, , ,N,Commercial Non-CHP,4,X,DFO,,,,,,,,,,,,,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,2019,Petroleum Liquids, ,N
