Utility ID,Utility Name,Plant Code,Plant Name,Street Address,City,State,Zip,County,Latitude,Longitude,NERC Region,Balancing Authority Code,Balancing Authority Name,Name of Water Source,Primary Purpose (NAICS Code),Regulatory Status,Sector,Sector Name,Net Metering (for facilities with solar or wind generation),FERC Cogeneration Status,FERC Cogeneration Docket Number,FERC Small Power Producer Status,FERC Small Power Producer Docket Number,FERC Exempt Wholesale Generator Status,FERC Exempt Wholesale Generator Docket Number,Ash Impoundment?,Ash Impoundment Lined?,Ash Impoundment Status,Transmission or Distribution System Owner,Transmission or Distribution System Owner ID,Transmission or Distribution System Owner State,Grid Voltage (kV),Grid Voltage 2 (kV),Grid Voltage 3 (kV),Natural Gas Pipeline Name,Year,Energy Storage,Natural Gas LDC Name,Natural Gas Pipeline Name 1,Natural Gas Pipeline Name 2,Natural Gas Pipeline Name 3,Pipeline Notes,Natural Gas Storage,Liquefied Natural Gas Storage
25,Greenidge Generation Holdings LLC,2527,Greenidge Generation LLC,590 Plant Road,Dresden,NY,14441,Yates,42.6789,-76.9483,NPCC,NYIS,New York Independent System Operator,Seneca Lake,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-1773-000,Y,N,OP,New York State Elec & Gas Corp,13511,NY,115, , ,NYSEG - local distribution pipeline,2013,,,,,,,,
40,Hospira Inc,55788,Hospira Inc,2400 Walden Avenue,Buffalo,NY,14225,ERIE,42.9167,-78.7333,NPCC,NYIS,New York Independent System Operator,,326,NR,6,Industrial Non-CHP,,N,,N,,N,,N,,,New York State Elec & Gas Corp,13511,NY,12, , ,National Fuel,2013,,,,,,,,
326,Alice Falls Corp,54391,Alice Falls Hydro Project,Route 9,Keeseville,NY,12944,Clinton,44.519153,-73.464752,NPCC,NYIS,New York Independent System Operator,Ausable River,22,NR,2,IPP Non-CHP,,N,,Y,58-67-000,N,,,,,New York State Elec & Gas Corp,13511,NY,23, , ,,2013,,,,,,,,
463,Ameresco LFG I Inc,10549,Al Turi,91 Hartley Road,Goshen,NY,10924,Orange,41.4083,-74.3731,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,Y,87-63-000,N,,N,,,Orange & Rockland Utils Inc,14154,NY,12.5, , ,,2013,,,,,,,,
470,Covanta Energy of Niagara LP,50472,Covanta Niagara LP,100 Energy Blvd & 56th St,Niagara Falls,NY,14304,Niagara,43.0839,-79.0056,NPCC,NYIS,New York Independent System Operator,Niagara River & Municipality,22,NR,3,IPP CHP,,Y,"82-83-003, 82-83-002",N,,N,,N,,,National Grid,56404,NY,115, , ,National  Fuel Gas Distribution Network ,2013,,,,,,,,
473,Covanta Hempstead Company,10642,Covanta Hempstead,600 Merchants Concourse,Westbury,NY,11590,Nassau,40.7389,-73.5906,NPCC,NYIS,New York Independent System Operator,Wells And Municipal,22,NR,2,IPP Non-CHP,,N,,Y,86-124-000,N,,N,,,Long Island Power Authority,11171,NY,69, , ,,2013,,,,,,,,
1268,Bayswater Peaking Facility LLC,55699,Bayswater Peaking Facility LLC,14-25 Bay 24th Street,Far Rockaway,NY,11691,Queens,40.610654,-73.762218,NPCC,NYIS,New York Independent System Operator,Municipality,22,NR,2,IPP Non-CHP,,N,,N,,Y,02-61-000,N,,,Long Island Power Authority,11171,NY,69, , ,National Grid,2013,,,,,,,,
1362,Bassett Healthcare,54863,Bassett Medical Center,1 Atwell Road,Cooperstown,NY,13326,OTSEGO,42.6944,-74.9242,NPCC,NYIS,New York Independent System Operator,Municipality,622,NR,4,Commercial Non-CHP,,N,,N,,N,,,,,New York State Elec & Gas Corp,13511,NY,12.47, , ,,2013,,,,,,,,
1746,Black River Generation LLC,10464,Black River Generation,Euphrates RV Rd. & Oneida Ave.,Fort Drum,NY,13602,Jefferson,44.03647,-75.77204,NPCC,NYIS,New York Independent System Operator,Black River,22,RE,1,Electric Utility,,N,,Y,00-76-0000,Y,04-32-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
2313,Brooklyn Navy Yard Cogen PLP,54914,Brooklyn Navy Yard Cogeneration,"63 Flushing Ave., Building 41",Brooklyn,NY,11205,Kings,40.699357,-73.976392,NPCC,NYIS,New York Independent System Operator,East River,22,NR,3,IPP CHP,,Y,95-302-001,N,,N,,,,,Consolidated Edison Co-NY Inc,4226,NY,138, , ,National Grid delivers fuel to the Plant.  No pipelines are connected to the Plant.,2013,,,,,,,,
2598,Burrows Paper Corp,50652,Lyonsdale Associates,Lyonsdale Road,Lyons Falls,NY,13368,Lewis,43.618874,-75.30546,NPCC,NYIS,New York Independent System Operator,Moose River,22,NR,2,IPP Non-CHP,,N,,Y,85-48-000,N,,,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
3085,Carthage Energy LLC,10620,Carthage Energy LLC,701 West End Ave,Carthage,NY,13619,Jefferson,43.9842,-75.6225,NPCC,NYIS,New York Independent System Operator,Black River,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-87-000,,,,National Grid,56404,NY,115, , ,Iroquois,2013,,,,,,,,
3249,Central Hudson Gas & Elec Corp,579,Central Hudson High Falls,Route 213,High Falls,NY,12440,ULSTER,41.828814,-74.131877,NPCC,NYIS,New York Independent System Operator,Rondout Creek,22,RE,1,Electric Utility,,N,,N,,N,,,,,Central Hudson Gas & Elec Corp,3249,NY,69, , ,,2013,,,,,,,,
3249,Central Hudson Gas & Elec Corp,2481,Dashville,Route 213,Dashville,NY,12471,Ulster,41.8217,-74.0497,NPCC,NYIS,New York Independent System Operator,Walkill River,22,RE,1,Electric Utility,,N,,N,,N,,,,,Central Hudson Gas & Elec Corp,3249,NY,69, , ,,2013,,,,,,,,
3249,Central Hudson Gas & Elec Corp,2485,South Cairo,Route 32,Cairo,NY,12413,Greene,42.291275,-73.986452,NPCC,NYIS,New York Independent System Operator,,22,RE,1,Electric Utility,,N,,N,,N,,,,,Central Hudson Gas & Elec Corp,3249,NY,69, , ,,2013,,,,,,,,
3249,Central Hudson Gas & Elec Corp,2486,Sturgeon,Coutant Road,Tillson,NY,12486,Ulster,41.848191,-74.046678,NPCC,NYIS,New York Independent System Operator,Walkill River,22,RE,1,Electric Utility,,N,,N,,N,,,,,Central Hudson Gas & Elec Corp,3249,NY,69, , ,,2013,,,,,,,,
3249,Central Hudson Gas & Elec Corp,2487,West Coxsackie,Baily Street,Coxsackie,NY,12051,Greene,42.3435,-73.8353,NPCC,NYIS,New York Independent System Operator,,22,RE,1,Electric Utility,,N,,N,,N,,,,,Central Hudson Gas & Elec Corp,3249,NY,69, , ,Tennessee Gas Pipeline,2013,,,,,,,,
4180,Connecticut Mun Elec Engy Coop,57600,Fishers Island 1,1866 Central Ave,Fisher's Island,NY,6390,Suffolk,41.268611,-72.01,NPCC,ISNE,ISO New England Inc.,,22,RE,1,Electric Utility,,N,,N,,N,,N,,,Fishers Island Utility Co Inc,6369,NY,8.32, , ,,2013,,,,,,,,
4226,Consolidated Edison Co-NY Inc,2493,East River,801 East 14th Street,New York,NY,10009,New York,40.7281,-73.9742,NPCC,NYIS,New York Independent System Operator,East River,22,RE,1,Electric Utility,,N,,N,,N,,,,,Consolidated Edison Co-NY Inc,4226,NY,69, , ,"Transco,Spectra",2013,,,,,,,,
4226,Consolidated Edison Co-NY Inc,2496,Hudson Avenue,1-11 Hudson Avenue,New York,NY,11201,Kings,40.7052,-73.9807,NPCC,NYIS,New York Independent System Operator,East River,22,RE,1,Electric Utility,,N,,N,,N,,,,,Consolidated Edison Co-NY Inc,4226,NY,138, , ,,2013,,,,,,,,
4226,Consolidated Edison Co-NY Inc,2502,Waterside,700 First Avenue,New York,NY,10017,New York,40.753333,-73.975833,NPCC,NYIS,New York Independent System Operator,East River,22,RE,1,Electric Utility,,N,,N,,N,,,,,Consolidated Edison Co-NY Inc,4226,NY, , , ,,2013,,,,,,,,
4226,Consolidated Edison Co-NY Inc,2503,59th Street,850 12th Avenue,New York,NY,10019,New York,40.771285,-73.99115,NPCC,NYIS,New York Independent System Operator,Hudson River,22,RE,1,Electric Utility,,N,,N,,N,,,,,Consolidated Edison Co-NY Inc,4226,NY,13.8, , ,,2013,,,,,,,,
4226,Consolidated Edison Co-NY Inc,2504,74th Street,506 E 75th Street,New York,NY,10021,New York,40.768,-73.9515,NPCC,NYIS,New York Independent System Operator,East River,22,RE,1,Electric Utility,,N,,N,,N,,,,,Consolidated Edison Co-NY Inc,4226,NY,13.8, , ,,2013,,,,,,,,
4386,Cornell Hydro,10286,Cornell Hydro,Thurston Ave,Ithaca,NY,14853,Tompkins,42.451922,-76.485092,NPCC,NYIS,New York Independent System Operator,Fall Creek,611,NR,4,Commercial Non-CHP,,N,,N,,N,,N,,,New York State Elec & Gas Corp,13511,NY,2.4, , ,,2013,,,,,,,,
4484,Covanta Babylon Inc,50649,Covanta Babylon Inc,125 Gleam Street,West Babylon,NY,11704,Suffolk,40.7348,-73.3868,NPCC,NYIS,New York Independent System Operator,Wells,562213,NR,4,Commercial Non-CHP,,N,,Y,86-113-000,N,,N,,,PSEG Long Island,11171,NY,69, , ,,2013,,,,,,,,
4487,Covanta Onondega LP,50662,Onondaga County Resource Recovery,5801 Rock Cut Road,Jamesville,NY,13078,Onondaga,43.0047,-76.1149,NPCC,NYIS,New York Independent System Operator,Air Cooled Condenser,562212,NR,4,Commercial Non-CHP,,N,,Y,92-85-000,N,,N,,,National Grid,56404,NY,115, , ,National Grid,2013,,,,,,,,
4735,Dahowa Hydro,50280,Dahowa Hydro,Mill Road-Middle Falls,Greenwich,NY,12834,Washington,43.1033,-73.5369,NPCC,NYIS,New York Independent System Operator,Battenkill River,22,NR,2,IPP Non-CHP,,N,,Y,86-853-000,N,,N,N,,Niagara Mohawk Power Corp.,13573,NY,32, , ,,2013,,,,,,,,
5511,CCI Roseton LLC,8006,Roseton Generating Facility,992 River Road,Newsburgh,NY,12550,Orange,41.573783,-73.966269,NPCC,NYIS,New York Independent System Operator,Hudson River,22,NR,2,IPP Non-CHP,,N,,N,,N,,N,,,Central Hudson Gas & Elec Corp,3249,NY,345, , ,MPR line owed by Central Hudson Gas & Elect,2013,,,,,,,,
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC","1200 Ridgeway Ave, Suite 2121",Rochester,NY,14615,Monroe,43.1989,-77.6319,NPCC,NYIS,New York Independent System Operator,Lake Ontario,339,NR,7,Industrial CHP,,Y,84-467-000,N,,N,,N,,,Rochester Gas & Electric Corporation,16183,NY,34.5, , ,,2013,,,,,,,,
5811,Empire Hydro Partners,10817,Port Leyden Hydroelectric Project,E. Main St.,Port Leyden,NY,13433,Lewis,43.583611,-75.339167,NPCC,NYIS,New York Independent System Operator,Black River,22,NR,2,IPP Non-CHP,,N,,Y,84-19-000,N,,,,,Niagara Mohawk Power Corp.,13573,NY,23, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2540,Allens Falls,121 Covey Road,Parishville,NY,13672,St Lawrence,44.660338,-74.860265,NPCC,NYIS,New York Independent System Operator,St Regis,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2543,Beardslee,00 Saltsman Road,Little Falls,NY,13365,Herkimer,43.019113,-74.741349,NPCC,NYIS,New York Independent System Operator,East Canada Creek,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2544,Belfort,9533 Belfort Road,Croghan,NY,13327,Lewis,43.9275,-75.3331,NPCC,NYIS,New York Independent System Operator,Beaver,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,23, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2545,Bennetts Bridge,2628 County Road 22,Altmar,NY,13302,Oswego,43.5317,-75.9531,NPCC,NYIS,New York Independent System Operator,Salmon,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2546,Black River,27852 NYS 3,Black River,NY,13612,Jefferson,44.000122,-75.813151,NPCC,NYIS,New York Independent System Operator,Black,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,23, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2547,Blake,362 Blake Falls Dam Road,Parishville,NY,13672,St Lawrence,44.506474,-74.753442,NPCC,NYIS,New York Independent System Operator,Raquette,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2548,Browns Falls,263 Browns Falls Road,Oswegatchie,NY,13639,St Lawrence,44.211407,-75.059441,NPCC,NYIS,New York Independent System Operator,Oswegatchie,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2550,Chasm,163 County Route 25,Malone,NY,12953,Franklin,44.7533,-74.2169,NPCC,NYIS,New York Independent System Operator,Salmon (North),22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,34.5, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2551,Colton,6734 County Route 24,Pierrepont,NY,13625,St Lawrence,44.5839,-74.9583,NPCC,NYIS,New York Independent System Operator,Raquette,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2552,Deferiet,Anderson Avenue,Deferiet,NY,13628,Jefferson,44.0381,-75.6806,NPCC,NYIS,New York Independent System Operator,Black,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,23, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2555,Eagle,9296 Adsit Trail,Croghan,NY,13327,Lewis,43.909714,-75.200831,NPCC,NYIS,New York Independent System Operator,Beaver,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2556,Eel Weir,87 Lee Drive,Oswegatchie,NY,13670,St Lawrence,44.638365,-75.49052,NPCC,NYIS,New York Independent System Operator,Owegatchie,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,23, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2557,Effley,8410 Effley Falls Road,Croghan,NY,13327,Lewis,43.922831,-75.277923,NPCC,NYIS,New York Independent System Operator,Beaver,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,23, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2559,Elmer,8516 Effley Falls Road,Croghan,NY,13327,Lewis,43.927536,-75.288322,NPCC,NYIS,New York Independent System Operator,Beaver,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,23, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2560,Ephratah,4260 State Hwy. 10,Saint Johnsville,NY,13339,Fulton,43.0092,-74.5372,NPCC,NYIS,New York Independent System Operator,Caroga Creek,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,23, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2561,East Norfolk,5 Island Street,Norfolk,NY,13667,St Lawrence,44.7989,-74.9856,NPCC,NYIS,New York Independent System Operator,Raquette,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,23, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2562,Five Falls,1686 Raquette River Road,Colton,NY,13625,St Lawrence,44.527491,-74.849177,NPCC,NYIS,New York Independent System Operator,Raquette,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2563,Flat Rock,3147 State Highway 3,Fine,NY,13639,St Lawrence,44.2217,-75.0742,NPCC,NYIS,New York Independent System Operator,Oswegatchie,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2564,Franklin (NY),1563 County Route 48,Franklin,NY,12913,Franklin,44.4372,-73.9725,NPCC,NYIS,New York Independent System Operator,Saranac,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,46, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2566,Fulton Hydro,28 South 1st Street,Fulton,NY,13069,Oswego,43.32411,-76.418984,NPCC,NYIS,New York Independent System Operator,Oswego,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,34.5, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2568,Glenwood Hydro,400 Erin Road,Medina,NY,14103,Orleans,43.2358,-78.3906,NPCC,NYIS,New York Independent System Operator,Oak Orchard Creek,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,34.5, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2569,Granby,16 Foster Street,Fulton,NY,13069,Oswego,43.323441,-76.420841,NPCC,NYIS,New York Independent System Operator,Oswego,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,34.5, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2571,Hannawa,5849 State Route 56,Pierrepont,NY,13647,St Lawrence,44.6192,-74.9733,NPCC,NYIS,New York Independent System Operator,Raquette,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2572,Herrings,36152 NYS 3,Carthage,NY,13619,Jefferson,44.0217,-75.6511,NPCC,NYIS,New York Independent System Operator,Black,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,23, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2573,Heuvelton,85 Union Street,Village of Heuvelton,NY,13654,St Lawrence,44.6172,-75.4042,NPCC,NYIS,New York Independent System Operator,Oswegatchie,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,23, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2575,High Falls - Croghan NY,10116 High Falls Road,Croghan,NY,13327,Lewis,43.9247,-75.3731,NPCC,NYIS,New York Independent System Operator,Beaver,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,23, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2576,Higley,100 Pine Road,Colton,NY,13625,St Lawrence,44.5306,-74.9331,NPCC,NYIS,New York Independent System Operator,Raquette,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2578,Hydraulic Race,24 Market Street,Lockport,NY,14094,Niagara,43.170948,-78.691551,NPCC,NYIS,New York Independent System Operator,Barge Canal,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,12, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2579,Inghams,118 Power House Road,Little Falls,NY,13329,Fulton,43.061017,-74.764347,NPCC,NYIS,New York Independent System Operator,East Canada Creek,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,46, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2580,Johnsonville Dam,River Road,Johnsonville,NY,12094,Rensselaer,42.920374,-73.508886,NPCC,NYIS,New York Independent System Operator,Hoosie,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,34.5, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2581,Kamargo,100 Washington Street,Black River,NY,13612,Jefferson,44.0117,-75.7967,NPCC,NYIS,New York Independent System Operator,Black,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,23, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2582,Lighthouse Hill,2365 County Route 22,Altmar,NY,13302,Oswego,43.524103,-75.970318,NPCC,NYIS,New York Independent System Operator,Salmon,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2583,Macomb,371 Cady Road,Malone,NY,12953,Franklin,44.877326,-74.306288,NPCC,NYIS,New York Independent System Operator,Salmon (North),22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,34.5, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2586,Minetto,2796 State Route 48,Minetto,NY,13126,Oswego,43.4003,-76.4739,NPCC,NYIS,New York Independent System Operator,Oswego,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,34.5, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2588,Moshier,8691 Moshier Road,Lowville,NY,13327,Herkimer,43.8719,-75.1364,NPCC,NYIS,New York Independent System Operator,Beaver,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2590,Norfolk,100D Remington Avenue,Norfolk,NY,13667,St Lawrence,44.8053,-74.9975,NPCC,NYIS,New York Independent System Operator,Raquette,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2591,Norwood,12 Maple Street,Norwood,NY,13668,St Lawrence,44.7439,-75.0042,NPCC,NYIS,New York Independent System Operator,Raquette,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,23, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2595,Oswego Falls East,322 South 1st Street,Fulton,NY,13069,Oswego,43.3161,-76.4153,NPCC,NYIS,New York Independent System Operator,Oswego,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,34.5, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2596,Oswego Falls West,249 Riverside Avenue,Fulton,NY,13069,Oswego,43.3156,-76.4172,NPCC,NYIS,New York Independent System Operator,Oswego,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,34.5, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2597,Parishville,56 River House Drive,Parishville,NY,13672,St Lawrence,44.63,-74.8258,NPCC,NYIS,New York Independent System Operator,St Regis,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2598,Piercefield,15375 State Route 3,Piercefield,NY,12973,St Lawrence,44.233419,-74.566217,NPCC,NYIS,New York Independent System Operator,Raquette,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,46, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2599,Prospect,6283 Miitary Road,Prospect,NY,13435,Oneida,43.291861,-75.147734,NPCC,NYIS,New York Independent System Operator,West Canada Creek,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,46, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2600,Rainbow Falls Parishville,1362 Raquette River Road,Parishville,NY,13672,St Lawrence,44.5178,-74.8228,NPCC,NYIS,New York Independent System Operator,Raquette,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2601,Raymondville,8707 State Highway 56,Norfolk,NY,13667,St Lawrence,44.835,-74.9803,NPCC,NYIS,New York Independent System Operator,Raquette,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2604,South Edwards,127 Giles Road,Fine,NY,13639,St Lawrence,44.2678,-75.1961,NPCC,NYIS,New York Independent System Operator,Oswegatchie,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,34.5, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2605,School Street,6 School Street,Cohoes,NY,12047,Albany,42.78498,-73.707983,NPCC,NYIS,New York Independent System Operator,Mohawk,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,34.5, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2606,Schaghticoke,Chesnut Street,Schaghticoke,NY,12154,Rensselaer,42.8992,-73.5989,NPCC,NYIS,New York Independent System Operator,Hoosic,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,34.5, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2607,Schuylerville,10-1/2 Broad Street,Schuylerville,NY,12871,Saratoga,43.096823,-73.582107,NPCC,NYIS,New York Independent System Operator,Fish Creek,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,34.5, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2608,Sewalls,462 Pearl Street,Watertown,NY,13601,Jefferson,43.9775,-75.8942,NPCC,NYIS,New York Independent System Operator,Black,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,23, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2609,Sherman Island,803 Corinth Road,Queensbury,NY,12804,Saratoga,43.2797,-73.7094,NPCC,NYIS,New York Independent System Operator,Hudson,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2610,Soft Maple,9646 Adsit Trail,Croghan,NY,13327,Lewis,43.9206,-75.2433,NPCC,NYIS,New York Independent System Operator,Beaver,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2611,South Colton,2092 Raquette River Road,Colton,NY,13625,St Lawrence,44.5133,-74.8831,NPCC,NYIS,New York Independent System Operator,Raquette,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2612,Spier Falls,400 Spier Falls Road,Gansevoort,NY,12801,Saratoga,43.2339,-73.7556,NPCC,NYIS,New York Independent System Operator,Hudson,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
5914,Erie Boulevard Hydropower LP,2613,Stark,477 Stark Road,Colton,NY,13625,St Lawrence,44.4553,-74.7614,NPCC,NYIS,New York Independent System Operator,Raquette,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-156-000,N,,,National Grid,56404,NY,115, , ,,2013,,,,,,,,
