Utility ID,Utility Name,Plant Code,Plant Name,Street Address,City,State,Zip,County,Latitude,Longitude,NERC Region,Balancing Authority Code,Balancing Authority Name,Name of Water Source,Primary Purpose (NAICS Code),Regulatory Status,Sector,Sector Name,Net Metering (for facilities with solar or wind generation),FERC Cogeneration Status,FERC Cogeneration Docket Number,FERC Small Power Producer Status,FERC Small Power Producer Docket Number,FERC Exempt Wholesale Generator Status,FERC Exempt Wholesale Generator Docket Number,Ash Impoundment?,Ash Impoundment Lined?,Ash Impoundment Status,Transmission or Distribution System Owner,Transmission or Distribution System Owner ID,Transmission or Distribution System Owner State,Grid Voltage (kV),Grid Voltage 2 (kV),Grid Voltage 3 (kV),Natural Gas Pipeline Name,Year,Energy Storage,Natural Gas LDC Name,Natural Gas Pipeline Name 1,Natural Gas Pipeline Name 2,Natural Gas Pipeline Name 3,Pipeline Notes,Natural Gas Storage,Liquefied Natural Gas Storage
9097,Huntington Resource Recovery,50656,Huntington Resource Recovery Facility,99 Town Line Road,East Northport,NY,11731,Suffolk,40.8814,-73.2906,NPCC,NYIS,New York Independent System Operator,Suffolk County Water Authority,22,NR,2,IPP Non-CHP,,N,,Y,88-274-000,N,,N,X,,Long Island Power Authority,11171,NY,69, , ,,2017,N,,,,,,,
4487,Covanta Onondega LP,50662,Onondaga County Resource Recovery,5801 Rock Cut Road,Jamesville,NY,13078,Onondaga,43.0047,-76.1149,NPCC,NYIS,New York Independent System Operator,,562213,NR,4,Commercial Non-CHP,,N,,Y,92-85-000,N,,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2017,N,NIAGARA MOHAWK DBA NATIONAL GRID,,,,,N,N
18020,Starrett City Inc,50743,Starrett City Cogen Facility,165 Elmira Loop,Brooklyn,NY,11239,Kings,40.6492,-73.8792,NPCC,NYIS,New York Independent System Operator,NYC Dep,521,NR,5,Commercial CHP,,Y,85-654-000,N,,N,,N,X,,Consolidated Edison Co-NY Inc,4226,NY,4.16, , ,,2017,N,KEYSPAN ENERGY DBA NATIOAL GRID NY,,,,,N,X
14182,Sterling Power Partners LP,50744,Sterling Power Plant,110 East Seneca Street,Sherrill,NY,13461,Oneida,43.080338,-75.600963,NPCC,NYIS,New York Independent System Operator,Municipality,22,NR,2,IPP Non-CHP,,N,,N,,N,,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2017,N,Other - See pipeline notes.,,,,,N,X
57144,Northbrook Carthage LLC,50759,West End Dam Hydroelectric Project,695 West End Avenue,Carthage,NY,13619,Jefferson,43.98289,-75.620583,NPCC,NYIS,New York Independent System Operator,Hydroelectric-River,22,NR,2,IPP Non-CHP,,N,,Y,84-353-000,N,,N,X,,Niagara Mohawk Power Corp.,13573,NY,23, , ,,2017,N,,,,,,,
57184,Ampersand Mount Ida Hydro LLC,50768,Forestport,Canal Rd,Forestport,NY,13421,Oneida,43.442468,-75.215946,NPCC,NYIS,New York Independent System Operator,Black River,22,NR,2,IPP Non-CHP,,N,,Y,88-415-000,N,,,X,,Niagara Mohawk Power Corp.,13573,NY,46, , ,,2017,N,,,,,,,
20541,Wheelabrator Environmental Systems,50882,Wheelabrator Westchester,One Charles Point Ave.,Peekskill,NY,10566,Westchester,41.277129,-73.942344,NPCC,NYIS,New York Independent System Operator,Hudson River,22,NR,2,IPP Non-CHP,,N,,Y,82-75-000,N,,N,X,,Consolidated Edison Co-NY Inc,4226,NY,138, , ,,2017,N,CONSOLIDATED EDISON NEW YORK INC,,,,,N,X
14222,Oswego County,50907,Oswego County Energy Recovery,2801 State Route 481,Fulton,NY,13069,Oswego,43.348808,-76.425169,NPCC,NYIS,New York Independent System Operator,Oswego River,562212,NR,5,Commercial CHP,,N,,Y,97-130-000,N,,N,X,,Niagara Mohawk Power Corp.,13573,NY,34.5, , ,,2017,N,NIAGARA MOHAWK DBA NATIONAL GRID,,,,,N,X
24202,Carr Street Generating Sta LP,50978,Carr Street Generating Station,64 Carr Street,East Syracuse,NY,13057,Onondaga,43.06132,-76.08239,NPCC,NYIS,New York Independent System Operator,OCWA,22,NR,2,IPP Non-CHP,,N,,N,,Y,98-101,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2017,N,NIAGARA MOHAWK DBA NATIONAL GRID,,,,,N,X
5914,Erie Boulevard Hydropower LP,51033,West Delaware Tunnel Plant,1324 Rt.55A,Grahamsville,NY,12740,Sullivan,41.859601,-74.510259,NPCC,NYIS,New York Independent System Operator,NYC W. Delaware Tunnel Outlet,22,NR,2,IPP Non-CHP,,N,,Y,86-957-001,Y,99-156-000,N,X,,Central Hudson Gas & Elec Corp,3249,NY,69, , ,,2017,N,,,,,,N,N
10714,Little Falls Hydroelec Assoc,51034,Little Falls Hydro,499 S Ann Street,Little Falls,NY,13365,Herkimer,43.040335,-74.850621,NPCC,NYIS,New York Independent System Operator,"Mohawk River, Ny Barge Canal",22,NR,2,IPP Non-CHP,,N,,Y,83-18-002,N,,N,X,,Niagara Mohawk Power Corp.,13573,NY,46, , ,,2017,N,,,,,,X,X
8688,Hofstra University,51035,Hofstra University,1000 Fulton Ave.,Hempstead,NY,11549,Nassau,40.7139,-73.6003,NPCC,NYIS,New York Independent System Operator,Municipality,611,NR,5,Commercial CHP,,Y,99-93-000,N,,N,,N,X,,Long Island Power Authority,11171,NY,13.2, , ,,2017,N,KEYSPAN ENERGY DBA NATIOAL GRID NY,,,,,N,
56601,Covanta MacArthur Renewable Energy,51038,MacArthur Waste to Energy Facility,4001Veterans Memorial Hwy,Ronkonkoma,NY,11779,Suffolk,40.7869,-73.1064,NPCC,NYIS,New York Independent System Operator,Municipality,562213,NR,4,Commercial Non-CHP,,N,,Y,86-367-000,N,,N,X,,Long Island Power Authority,11171,NY,13.8, , ,,2017,N,,,,,,N,
19153,Nassau Energy Corp,52056,Nassau Energy Corp,185 Charles Lindbergh Blvd,Garden City,NY,11530,Nassau,40.7264,-73.5892,NPCC,NYIS,New York Independent System Operator,Municipality,22,NR,3,IPP CHP,,Y,88-535-000,N,,N,,N,X,,Long Island Power Authority,11171,NY,69, , ,,2017,N,Other - See pipeline notes.,,,,National Grid,N,X
60082,ECOsponsible LLC,52057,Herkimer,3142 St Rd 28 N,Herkimer,NY,13350,Herkimer,43.033577,-74.983391,NPCC,NYIS,New York Independent System Operator,West Canada Creek,22,NR,2,IPP Non-CHP,,N,,Y,88-413-000; '88-415-000,N,,,X,,Niagara Mohawk Power Corp.,13573,NY,46.3, , ,,2017,N,,,,,,N,
57184,Ampersand Mount Ida Hydro LLC,52058,Ogdensburg,19 Mill St,Ogdensburg,NY,13669,St Lawrence,44.704089,-75.487049,NPCC,NYIS,New York Independent System Operator,Oswehatchie River,22,NR,2,IPP Non-CHP,,N,,Y,88-500-000,N,,,X,,Niagara Mohawk Power Corp.,13573,NY,13.2, , ,,2017,N,,,,,,,
13484,New York Methodist Hospital,52091,New York Methodist Hospital,506 6th Street,Brooklyn,NY,11215,Kings,40.6679,-73.9787,NPCC,NYIS,New York Independent System Operator,Municipality,22,NR,2,IPP Non-CHP,,N,,N,,N,,N,X,,Consolidated Edison Co-NY Inc,4226,NY,480, , ,,2017,N,,,,,,N,X
24210,Riverbay Corp,52168,Riverbay,98 Co-op City Blvd.,New York,NY,10475,Bronx,40.869972,-73.824437,NPCC,NYIS,New York Independent System Operator,Municipality,814,NR,5,Commercial CHP,,N,,N,,N,,N,X,,Consolidated Edison Co-NY Inc,4226,NY,26.4, , ,,2017,N,CONSOLIDATED EDISON NEW YORK INC,,,,,N,X
6838,Rensselaer Generating LLC,54034,Rensselaer Cogen,39 Riverside Avenue,Rensselaer,NY,12144,Rensselaer,42.625325,-73.749955,NPCC,NYIS,New York Independent System Operator,Rensselaer Municipal Water,22,NR,2,IPP Non-CHP,,N,,N,,Y,05-22-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2017,N,NIAGARA MOHAWK DBA NATIONAL GRID,,,,,N,X
11127,Lockport Energy Associates LP,54041,Lockport Energy Associates LP,5087 Junction Road,Lockport,NY,14094,Niagara,43.161947,-78.744971,NPCC,NYIS,New York Independent System Operator,Municipality,22,NR,3,IPP CHP,,N,,N,,N,,N,X,,New York State Elec & Gas Corp,13511,NY,115, , ,,2017,N,,TENNESSEE GAS PIPELINE COMPANY,,,,N,N
9261,Indeck-Olean Ltd Partnership,54076,Indeck Olean Energy Center,140 Moore Ave.,Olean,NY,14760,Cattaraugus,42.085944,-78.45425,NPCC,NYIS,New York Independent System Operator,Wells,22,NR,3,IPP CHP,,N,,N,,Y,99-44-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2017,N,,NATIONAL FUEL GAS SUPPLY CORPORATION,,,,N,N
9350,IPC-Ticonderoga,54099,Ticonderoga Mill,568 Shore Airport Rd.,Ticonderoga,NY,12883,Essex,43.891437,-73.396998,NPCC,NYIS,New York Independent System Operator,Lake Champlain,322122,NR,7,Industrial CHP,,Y,91-97-000,N,,N,,,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2017,N,,,,,,X,X
10349,KIAC Partners,54114,Kennedy International Airport Cogen,"JFK Airport, Building 49",Jamaica,NY,11430,Queens,40.6417,-73.7778,NPCC,NYIS,New York Independent System Operator,Municipality,22,NR,3,IPP CHP,,Y,91-54-002,N,,N,,N,X,,Consolidated Edison Co-NY Inc,4226,NY,138, , ,,2017,N,Other - See pipeline notes.,,,,National Grid is the LDC.,N,N
50136,North American Energy Services,54131,Fortistar North Tonawanda,1070 Erie Ave,North Tonawanda,NY,14120,Niagara,43.0483,-78.8539,NPCC,NYIS,New York Independent System Operator,Municipality,22,NR,3,IPP CHP,,Y,89-111-01,N,,N,,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2017,N,,NATIONAL FUEL GAS SUPPLY CORPORATION,,,,N,X
13587,Nissequoque Cogen Partners,54149,Stony Brook Cogen Plant,Gymnasium Road,Stony Brook,NY,11794,Suffolk,40.916833,-73.129056,NPCC,NYIS,New York Independent System Operator,Municipality,22,NR,3,IPP CHP,,Y,91-38-001,N,,N,,N,X,,Long Island Power Authority,11171,NY,69, , ,,2017,N,KEYSPAN ENERGY DBA NATIOAL GRID NY,,,,,N,
326,"Alice Falls Hydro, LLC",54391,Alice Falls Hydro Project,Route 9,Keeseville,NY,12944,Clinton,44.519153,-73.464752,NPCC,NYIS,New York Independent System Operator,Ausable River,22,NR,2,IPP Non-CHP,,N,,Y,58-67-000,N,,N,X,,New York State Elec & Gas Corp,13511,NY,23, , ,,2017,N,,,,,,N,N
59834,"GR Catalyst One, LLC",54395,Stillwater Hydro Electric Project,104 Hudson Street,Stillwater,NY,12170,Saratoga,42.937465,-73.654393,NPCC,NYIS,New York Independent System Operator,Hudson,22,NR,2,IPP Non-CHP,,N,,Y,86-565-000,N,,N,X,,Niagara Mohawk Power Corp.,13573,NY,34.5, , ,,2017,N,,,,,,N,
57431,ReEnergy Biomass LLC,54526,ReEnergy Lyonsdale Biomass,3823 Marmon Road,Lyons Falls,NY,13368,Lewis,43.617965,-75.305443,NPCC,NYIS,New York Independent System Operator,Moose River,22,NR,3,IPP CHP,,Y,87-531-002,Y,"87-531-003, 87-531-010",N,,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2017,N,,,,,,X,X
17254,Sithe/Independence LLC,54547,Sithe Independence Station,76 Independence Way,Oswego,NY,13126,Oswego,43.495,-76.4511,NPCC,NYIS,New York Independent System Operator,Municipality,22,NR,3,IPP CHP,,N,,N,,Y,03-3-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,345, , ,,2017,N,NIAGARA MOHAWK DBA NATIONAL GRID,,,,,N,
59827,"Ampersand Long Falls Hydro, LLC",54548,Longfalls Facility,Lathrop Street,West Carthage,NY,13619,Jefferson,43.980806,-75.624677,NPCC,NYIS,New York Independent System Operator,Black River,22,NR,2,IPP Non-CHP,,N,,Y,90-108-000,N,,N,X,,Niagara Mohawk Power Corp.,13573,NY,23, , ,,2017,N,,,,,,,
7092,General Mills Inc,54564,General Mills Inc,54 South Michigan Ave.,Buffalo,NY,14203,Erie,42.870968,-78.875549,NPCC,NYIS,New York Independent System Operator,Municipality,311,NR,7,Industrial CHP,,Y,88-179-000,N,,N,,N,X,,Niagara Mohawk Power Corp.,13573,NY,34.5, , ,,2017,N,,EMPIRE PIPELINE INC,,,,N,N
54838,Windsor Machinery Co Inc,54573,Wappinger Falls Hydroelectric,Bldg.28 market street industri,Wappinger Falls,NY,12590,Dutchess,41.598395,-73.922036,NPCC,NYIS,New York Independent System Operator,Wappingers Lake,22,NR,2,IPP Non-CHP,,N,,Y,88-516-000,N,,,X,,Central Hudson Gas & Elec Corp,3249,NY,14, , ,,2017,N,,,,,,,
16729,Saranac Power Partners LP,54574,Saranac Facility,99 Weed Street,Plattsburgh,NY,12901,Clinton,44.7132,-73.4557,NPCC,NYIS,New York Independent System Operator,Air Cooled Condensor,22,NR,2,IPP Non-CHP,,N,,N,,Y,09-31-000,N,X,,New York State Elec & Gas Corp,13511,NY,115, , ,,2017,N,,NORTH COUNTRY PIPELINE,,,,N,X
24931,Palmer Hydroelectric,54580,Curtis Palmer Hydroelectric,15 Pine Street,Corinth,NY,12822,Saratoga,43.2469,-73.8281,NPCC,NYIS,New York Independent System Operator,Hudson River,22,NR,2,IPP Non-CHP,,N,,Y,81-54-000,N,,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2017,N,,,,,,X,
15253,Power City Partners LP,54592,Massena Energy Facility,Alcoa Power Canal Road,Massena,NY,13662,St Lawrence,44.9503,-74.8928,NPCC,NYIS,New York Independent System Operator,St. Lawarence River,22,NR,2,IPP Non-CHP,,N,,N,,Y,98-31-000,,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2017,N,ST LAWRENCE GAS COMPANY INC,IROQUOIS GAS TRANSMISSION SYS LP,TRANSCONTINENTAL GAS PIPELINE,,,N,X
16839,Seneca Power Partners LP,54593,Batavia Power Plant,163 Cedar St,Batavia,NY,14020,Genesee,42.9828,-78.1592,NPCC,NYIS,New York Independent System Operator,Wells,22,NR,2,IPP Non-CHP,,N,,N,,Y,98-34-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2017,N,Other - See pipeline notes.,DOMINION TRANSMISSION INCORPORATED,,,,N,N
57280,Eagle Creek RE LLC,54691,Lower Beaver Falls Project,9692 NYS Rt.126,Beaver Falls,NY,13620,Lewis,43.884444,-75.430556,NPCC,NYIS,New York Independent System Operator,Beaver River,22,NR,2,IPP Non-CHP,,N,,Y,ER10-3039,N,,N,X,,Niagara Mohawk Power Corp.,13573,NY,23, , ,,2017,N,,,,,,N,N
11329,NYU Langone Health,54769,NYU Luthern Medical Center,150 55th Street,New York City,NY,11220,Kings,40.6467,-74.0211,NPCC,NYIS,New York Independent System Operator,,622,NR,5,Commercial CHP,,Y,93-145-000,N,,N,,,X,,Consolidated Edison Co-NY Inc,4226,NY,0.48, , ,,2017,N,,Other - Please explain in pipeline notes below.,,,National Grid,N,X
55754,Boralex Hydro Operations Inc,54772,South Glens Falls Hydroelectric,39 River Street,South Glens Falls,NY,12803,Saratoga,43.304413,-73.63993,NPCC,NYIS,New York Independent System Operator,Hudson River,22,NR,2,IPP Non-CHP,,N,,Y,"93-65-000, 93-65-001, 93-65-003-93-65-007",N,,N,X,,Niagara Mohawk Power Corp.,13573,NY,34.5, , ,,2017,N,,,,,,X,X
17283,Seneca Energy II,54782,Seneca Energy,2121 Route 414,Seneca Falls,NY,13148,Seneca,42.9281,-76.8408,NPCC,NYIS,New York Independent System Operator,town water,22,NR,2,IPP Non-CHP,,N,,Y,05-163-001,N,,N,X,,New York State Elec & Gas Corp,13511,NY,34.5, , ,,2017,N,,,,,,N,X
13491,New York University,54808,New York University Central Plant,251 Mercer Street,New York,NY,10012,New York,40.7899,-73.9233,NPCC,NYIS,New York Independent System Operator,Municipality,611,NR,5,Commercial CHP,,Y,93-143-000,N,,N,,N,X,,Consolidated Edison Co-NY Inc,4226,NY,13.2, , ,,2017,N,CONSOLIDATED EDISON NEW YORK INC,,,,,N,X
1362,Bassett Healthcare,54863,Bassett Medical Center,1 Atwell Road,Cooperstown,NY,13326,Otsego,42.6944,-74.9242,NPCC,NYIS,New York Independent System Operator,Municipality,622,NR,4,Commercial Non-CHP,,N,,N,,N,,N,X,,New York State Elec & Gas Corp,13511,NY,12.47, , ,,2017,N,,,,,,N,X
57280,Eagle Creek RE LLC,54865,Phoenix Hydro Project,9450 River St,Phoenix,NY,13135,Oswego,43.227058,-76.302137,NPCC,NYIS,New York Independent System Operator,Oswego River,22,NR,2,IPP Non-CHP,,N,,Y,86-517-000,N,,N,X,,Niagara Mohawk Power Corp.,13573,NY,2.4, , ,,2017,N,,,,,,N,N
32080,Dunn Paper,54878,Dunn Paper,4921 Rt.58N,Gouverneur,NY,13642,St Lawrence,44.336358,-75.50274,NPCC,NYIS,New York Independent System Operator,Oswegatchie River,322122,NR,6,Industrial Non-CHP,,N,,Y,02-851-000,N,,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2017,N,,,,,,N,
2313,Brooklyn Navy Yard Cogen PLP,54914,Brooklyn Navy Yard Cogeneration,"63 Flushing Ave., Building 41",Brooklyn,NY,11205,Kings,40.699357,-73.976392,NPCC,NYIS,New York Independent System Operator,East River,22,NR,3,IPP CHP,,Y,95-302-001,N,,N,,N,X,,Consolidated Edison Co-NY Inc,4226,NY,138, , ,,2017,N,KEYSPAN ENERGY DBA NATIOAL GRID NY,,,,,N,X
55754,Boralex Hydro Operations Inc,54953,Hudson Falls Hydroelectric Project,47 Hudson Falls Road,South Glens Falls,NY,12803,Saratoga,43.2958,-73.5956,NPCC,NYIS,New York Independent System Operator,Hudson River,22,NR,2,IPP Non-CHP,,N,,Y,"92-171-000, 92-171-001.92-171-003-92-171-007",N,,N,X,,Niagara Mohawk Power Corp.,13573,NY,34.5, , ,,2017,N,,,,,,X,X
57229,MM Albany Energy LLC,55155,MM Albany Energy,5087 Junction Road,Albany,NY,14094,Albany,42.704391,-73.850866,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,Y,97-3-002,N,,,X,,Niagara Mohawk Power Corp.,13573,NY,34.5, , ,,2017,N,,,,,,,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,31-01 20th Avenue,Astoria,NY,11105,Queens,40.787,-73.9048,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,N,,Y,99-167-000,N,X,,Consolidated Edison Co-NY Inc,4226,NY,138, , ,,2017,N,Other - See pipeline notes.,,,,Consolidated Edison Co-NY Inc,N,N
34688,CHI Energy Inc,55368,Wethersfield Wind Farm,4179 Poplar Tree Road,Gainesville,NY,14066,Wyoming,42.678819,-78.243792,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,N,,Y,00-1928-00,,X,,Niagara Mohawk Power Corp.,13573,NY,34.5, , ,,2017,N,,,,,,,
22979,Astoria Energy LLC,55375,Astoria Energy,17-10 Steinway Street,New York,NY,11105,Queens,40.7825,-73.8964,NPCC,NYIS,New York Independent System Operator,N/A Air Cooled,22,NR,2,IPP Non-CHP,,N,,N,,Y,01-335-000,N,X,,Consolidated Edison Co-NY Inc,4226,NY,138, , ,,2017,N,CONSOLIDATED EDISON NEW YORK INC,,,,,N,N
32173,New Athens Generating Company LLC,55405,Athens Generating Plant,9300 U S Highway 9W,Athens,NY,12015,Greene,42.2728,-73.8492,NPCC,NYIS,New York Independent System Operator,Hudson River,22,NR,2,IPP Non-CHP,,N,,N,,N,,,X,,Niagara Mohawk Power Corp.,13573,NY,345, , ,,2017,N,,IROQUOIS GAS TRANSMISSION SYS LP,,,,N,X
61469,City of Binghamton,55600,Binghamton Cogen,22 Charles Street,Binghamton,NY,13905,Broome,42.107192,-75.927782,NPCC,NYIS,New York Independent System Operator,City Water,22,NR,3,IPP CHP,,N,,N,,N,,N,X,,New York State Elec & Gas Corp,13511,NY,115, , ,,2017,N,NEW YORK STATE ELEC AND GAS CORP,,,,,N,X
20238,Watchtower Bible & Tract Soc-NY,55619,Watchtower Educational Center,100 Watchtower Drive,Patterson,NY,12563,Putnam,41.498392,-73.57456,NPCC,NYIS,New York Independent System Operator,,813,NR,4,Commercial Non-CHP,,N,,N,,N,,,X,,New York State Elec & Gas Corp,13511,NY,13, , ,,2017,N,,COLUMBIA GAS TRANSMISSION CORP,,,,N,N
1268,Bayswater Peaking Facility LLC,55699,Bayswater Peaking Facility LLC,14-25 Bay 24th Street,Far Rockaway,NY,11691,Queens,40.610654,-73.762218,NPCC,NYIS,New York Independent System Operator,Municipality,22,NR,2,IPP Non-CHP,,N,,N,,Y,02-61-000,N,X,,Long Island Power Authority,11171,NY,69, , ,,2017,N,PUBLIC SERVICE ELECTRIC GAS CO,,,,,N,X
12758,Model City Energy LLC,55757,Model City Energy Facility,1447 Pletcher Road,Youngstown,NY,14174,Niagara,43.2094,-78.9836,NPCC,NYIS,New York Independent System Operator,Town water,22,NR,2,IPP Non-CHP,,N,,Y,01-122-000,N,,N,X,,Niagara Mohawk Power Corp.,13573,NY,34.5, , ,,2017,N,,,,,,N,X
49880,Madison Windpower LLC,55769,Madison Windpower LLC,Stone Road,Madison,NY,13402,Madison,42.894722,-75.451666,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,N,,Y,00-103-000;  05-232-000,,X,,New York State Elec & Gas Corp,13511,NY,115, , ,,2017,N,,,,,,,
56852,Edgewood Energy LLC,55786,Edgewood Energy LLC,West End Campus Road,Brentwood,NY,11717,Suffolk,40.7861,-73.2931,NPCC,NYIS,New York Independent System Operator,Municipality,22,NR,2,IPP Non-CHP,,N,,N,,Y,02-132-000,N,X,,Long Island Power Authority,11171,NY,69, , ,,2017,N,,TRANSCONTINENTAL GAS PIPELINE,,,,N,X
56853,Shoreham Energy LLC,55787,Shoreham Energy LLC,227 N. County Road,Shoreham,NY,11719,Suffolk,40.957053,-72.865877,NPCC,NYIS,New York Independent System Operator,Municipality,22,NR,2,IPP Non-CHP,,N,,N,,Y,02-133-000,N,X,,Long Island Power Authority,11171,NY,69, , ,,2017,N,,,,,,N,X
34688,CHI Energy Inc,55790,Fenner Wind,5508 Bellinger Rd.,Cazenovia,NY,13035,Madison,42.988989,-75.762536,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,N,,N,,,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,,2017,N,,,,,,,
7308,Hawkeye Energy Greenport LLC,55969,Hawkeye Energy Greenport LLC,1885 Moores Lane,Greenport,NY,11944,Suffolk,41.10603,-72.376155,NPCC,NYIS,New York Independent System Operator,Municipality,22,NR,2,IPP Non-CHP,,N,,N,,Y,03-24-000,N,X,,Long Island Power Authority,11171,NY,69, , ,,2017,N,,,,,,X,X
49845,"Equus Power I, L.P.,",56032,Equus Freeport Power,289 Buffalo Avenue,Village of Freeport,NY,11520,Nassau,40.6439,-73.5683,NPCC,NYIS,New York Independent System Operator,Municipality,22,NR,2,IPP Non-CHP,,N,,N,,N,,N,X,,Village of Freeport - (NY),6775,NY,69, , ,,2017,N,,TRANSCONTINENTAL GAS PIPELINE,,,,N,
49786,"Jamaica Bay Peaking Facility, LLC",56141,Jamaica Bay Peaking,14-25 Bay 24th St,Far Rockaway,NY,11691,Queens,40.6097,-73.7622,NPCC,NYIS,New York Independent System Operator,Municipality,22,NR,2,IPP Non-CHP,,N,,N,,Y,03-49-000,N,X,,Long Island Power Authority,11171,NY,69, , ,,2017,N,,,,,,,
49837,Pinelawn Power LLC,56188,Pinelawn Power LLC,380 Patton Ave,West Babylon,NY,11704,Suffolk,40.736611,-73.388424,NPCC,NYIS,New York Independent System Operator,suffolk county water authority,22,NR,2,IPP Non-CHP,,N,,N,,Y,04-88-000,N,X,,Long Island Power Authority,11171,NY,69, , ,,2017,N,,TRANSCONTINENTAL GAS PIPELINE,,,,N,
15296,New York Power Authority,56196,500MW CC,31-03 20th Ave,Astoria,NY,11105,Queens,40.7889,-73.9069,NPCC,NYIS,New York Independent System Operator,East River,22,RE,1,Electric Utility,,N,,N,,N,,N,X,,Consolidated Edison Co-NY Inc,4226,NY,138, , ,,2017,N,CONSOLIDATED EDISON NEW YORK INC,,,,,Y,N
49950,"Caithness Long Island, LLC",56234,Caithness Long Island Energy Center,50 Zorn Blvd.,Yaphank,NY,11980,Suffolk,40.8142,-72.9403,NPCC,NYIS,New York Independent System Operator,Suffolk County Water Authority,22,NR,2,IPP Non-CHP,,N,,N,,N,,,X,,Long Island Power Authority,11171,NY,138, , ,,2017,N,Other - See pipeline notes.,,,,,N,
17283,Seneca Energy II,56250,Ontario LFGTE,3555 Post Farm Road,Stanley,NY,14561,Ontario,42.8586,-77.0872,NPCC,NYIS,New York Independent System Operator,City Water,22,NR,2,IPP Non-CHP,,N,,Y,03-133-000,N,,N,X,,New York State Elec & Gas Corp,13511,NY,34.5, , ,,2017,N,,,,,,N,X
56480,Empire Generating Co LLC,56259,Empire Generating Co LLC,75 Riverside Ave,Rensselaer,NY,12144,Rensselaer,42.625239,-73.750021,NPCC,NYIS,New York Independent System Operator,Municipality,22,NR,3,IPP CHP,,N,,N,,Y,07-37-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,345, , ,,2017,N,,TENNESSEE GAS PIPELINE COMPANY,,,,N,X
54684,"Flat Rock Windpower, LLC",56290,Maple Ridge Wind Farm,6972 Eagle Factory Road,Lowville,NY,13367,Lewis,43.7853,-75.5753,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,N,,Y,03-101-000,N,X,,Niagara Mohawk Power Corp.,13573,NY,230, , ,,2017,N,,,,,,N,X
50158,Innovative Energy Systems Inc,56323,Modern Innovative Energy LLC,1449 Pletcher Road,Youngstown,NY,14174,Niagara,43.2094,-78.9836,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,Y,05-126-000,N,,N,X,,Niagara Mohawk Power Corp.,13573,NY,34.5, , ,,2017,N,,,,,,N,X
50158,Innovative Energy Systems Inc,56324,Colonie LFGTE Facility,1319 New Loudon,Cohoes,NY,12047,Albany,42.803325,-73.726741,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,Y,05-155-000,N,,N,X,,Niagara Mohawk Power Corp.,13573,NY,34.5, , ,,2017,N,,,,,,N,X
56545,Pattern Operators LP,56370,Ecogen Wind,3024 Emerson Road,Branchport,NY,14418,Steuben,42.586944,-77.3125,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,N,,N,,N,X,,New York State Elec & Gas Corp,13511,NY,230, , ,,2017,N,,,,,,X,X
15399,Avangrid Renewables LLC,56398,Jordanville Wind Farm,3 mi Point Pk &US Rte 20,Stark,NY,13407,Herkimer,43.5,-75,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,N,,N,,,X,,New York State Elec & Gas Corp,13511,NY,230, , ,,2017,,,,,,,,
54842,WM Renewable Energy LLC,56526,Chaffee Gas Recovery,10860 Olean Rd,Chaffee,NY,14030,Erie,42.5831,-78.4864,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,,N,,Y,07-175,N,,N,X,,New York State Elec & Gas Corp,13511,NY,35, , ,,2017,N,,,,,,X,X
