Utility ID,Utility Name,Plant Code,Plant Name,State,Boiler ID,Boiler Status,Type of Boiler,New Source Review,New Source Review Permit,New Source Review Month,New Source Review Year,Regulation Sulfur,Standard Sulfur Rate,Standard Sulfur Percent Scrubbed,Unit Sulfur,Period Sulfur,Compliance Year Sulfur,Sulfur Dioxide Control Existing Strategy 1,Sulfur Dioxide Control Existing Strategy 2,Sulfur Dioxide Control Existing Strategy 3,Sulfur Dioxide Control Proposed Strategy 1,Sulfur Dioxide Control Proposed Strategy 2,Sulfur Dioxide Control Proposed Strategy 3,Regulation Nitrogen,Standard Nitrogen Rate,Unit Nitrogen,Period Nitrogen,Compliance Year Nitrogen,Nitrogen Oxide Control Existing Strategy 1,Nitrogen Oxide Control Existing Strategy 2,Nitrogen Oxide Control Existing Strategy 3,Nitrogen Oxide Control Proposed Strategy 1,Nitrogen Oxide Control Proposed Strategy 2,Nitrogen Oxide Control Proposed Strategy 3,Regulation Particulate,Standard Particulate Rate,Unit Particulate,Period Particulate,Compliance Year Particulate,Regulation Mercury,Compliance Year Mercury,Mercury Control Existing Strategy 1,Mercury Control Existing Strategy 2,Mercury Control Existing Strategy 3,Mercury Control Proposed Strategy 1,Mercury Control Proposed Strategy 2,Mercury Control Proposed Strategy 3,Year,Steam Plant Type
5624,"RED-Rochester, LLC",10025.0,"RED-Rochester, LLC",NY,13,RE,N,,, , ,ST, , ,DP,YR,1988,,,,,,,ST, ,NP,DA,1995,,,,,,,ST,0.26,PB,OH,1995,, ,,,,,,,2015,1.0
5624,"RED-Rochester, LLC",10025.0,"RED-Rochester, LLC",NY,14,RE,N,,, , ,ST, , ,DP,YR,1988,,,,,,,ST, ,NP,DA,1995,,,,,,,ST,0.26,PB,OH,1995,, ,,,,,,,2015,1.0
5624,"RED-Rochester, LLC",10025.0,"RED-Rochester, LLC",NY,15,RE,N,,, , ,ST, , ,DP,YR,1988,,,,,,,ST, ,NP,DA,1995,,,,,,,ST,0.26,PB,OH,1972,, ,,,,,,,2015,1.0
5624,"RED-Rochester, LLC",10025.0,"RED-Rochester, LLC",NY,41,SB,N,N,, , ,FD,3.4, ,DP,YR,1988,SS,,,SS,,,FD,0.6,NP,DA,1995,FU,LA,,FU,LA,,ST,0.26,PB,OH,1972,,1972,,,,,,,2015,1.0
5624,"RED-Rochester, LLC",10025.0,"RED-Rochester, LLC",NY,42,OP,N,N,, , ,FD,3.4, ,DP,YR,1988,SS,,,SS,,,ST,0.6,NP,DA,1995,FU,LA,,FU,LA,,ST,0.26,PB,OH,1972,,1972,,,,,,,2015,1.0
5624,"RED-Rochester, LLC",10025.0,"RED-Rochester, LLC",NY,43,OP,N,N,, , ,FD,3.4, ,DP,YR,1988,SS,,,SS,,,ST,0.6,NP,DA,1995,FU,LA,,FU,LA,,ST,0.24,PB,OH,1972,,1972,,,,,,,2015,1.0
5624,"RED-Rochester, LLC",10025.0,"RED-Rochester, LLC",NY,44,OP,Da,N,, , ,FD,1.2, ,DP,NV,1987,NC,,,NC,,,ST,0.42,NP,DA,1995,FU,LA,,FU,LA,,FD,0.1,PB,NV,1987,,1987,,,,,,,2015,1.0
5624,"RED-Rochester, LLC",10025.0,"RED-Rochester, LLC",NY,PB1,OP,N,N,, , ,FD,1.65, ,DP,YR,1988,NC,,,NC,,,ST, ,NP,DA,1995,LA,,,LA,,,ST,0.2,PB,OH,1972,,1995,,,,,,,2015,1.0
5624,"RED-Rochester, LLC",10025.0,"RED-Rochester, LLC",NY,PB2,OP,N,N,, , ,FD,1.65, ,DP,YR,1988,NC,,,NC,,,ST, ,NP,DA,1995,LA,,,LA,,,ST,0.2,PB,OH,1972,,1995,,,,,,,2015,1.0
5624,"RED-Rochester, LLC",10025.0,"RED-Rochester, LLC",NY,PB3,OP,N,N,, , ,FD,1.65, ,DP,YR,1988,NC,,,NC,,,ST, ,NP,DA,1995,LA,,,LA,,,ST,0.2,PB,OH,1972,,1995,,,,,,,2015,1.0
5624,"RED-Rochester, LLC",10025.0,"RED-Rochester, LLC",NY,PB4,OP,N,N,, , ,FD,1.65, ,DP,YR,1988,NC,,,NC,,,ST, ,NP,DA,1995,LA,,,LA,,,ST,0.2,PB,OH,1972,,1995,,,,,,,2015,1.0
56479,PIC Group Inc,10190.0,Castleton Energy Center,NY,HRSG-1,OP,,,, , ,, , ,,, ,,,,,,,FD,25,NM,OH,1992,STM,,,,,,, ,,, ,,1992,,,,,,,2015,2.0
1746,Black River Generation LLC,10464.0,ReEnergy Black River,NY,E0001,OP,N,,, , ,, , ,,, ,,,,,,,FD,0.17,NH,DA,2013,NC,,,NC,,,, ,,, ,, ,,,,,,,2015,2.0
1746,Black River Generation LLC,10464.0,ReEnergy Black River,NY,E0002,OP,N,,, , ,, , ,,, ,,,,,,,FD,0.17,NH,DA,2013,NC,,,NC,,,, ,,, ,, ,,,,,,,2015,2.0
1746,Black River Generation LLC,10464.0,ReEnergy Black River,NY,E0003,OP,N,,, , ,, , ,,, ,,,,,,,FD,0.17,NH,DA,2013,NC,,,NC,,,, ,,, ,, ,,,,,,,2015,2.0
20541,Wheelabrator Environmental Systems,10503.0,Wheelabrator Hudson Falls,NY,SG201A,OP,Db,,, , ,ST, , ,,, ,,,,,,,FD,205,NM,DA,2000,MS,,,MS,,,ST,2500,UG,, ,ST,2000,ACI,EC,SD,ACI,EC,SD,2015,2.0
20541,Wheelabrator Environmental Systems,10503.0,Wheelabrator Hudson Falls,NY,SG201B,OP,Db,,, , ,ST, , ,,, ,,,,,,,FD,205,NM,DA,2000,MS,,,MS,,,FD,2500,UG,, ,ST,2000,ACI,EC,SD,ACI,EC,SD,2015,2.0
56174,Finch Paper LLC,10511.0,Finch Paper,NY,10,OP,N,,, , ,ST, , ,,, ,,,,,,,ST,464,NM,MO,1995,MS,,,NC,,,FD, ,,, ,,1987,,,,,,,2015,2.0
56174,Finch Paper LLC,10511.0,Finch Paper,NY,4,OP,N,,, , ,, , ,,, ,,,,,,,ST,0.45,NP,MO,1995,MS,,,LN,,,FD,0.1,PB,, ,, ,,,,,,,2015,2.0
56174,Finch Paper LLC,10511.0,Finch Paper,NY,5,OP,N,,, , ,, , ,,, ,,,,,,,ST,0.45,NP,MO,1995,MS,,,LN,,,FD,0.1,PB,, ,, ,,,,,,,2015,2.0
56174,Finch Paper LLC,10511.0,Finch Paper,NY,8,OP,N,,, , ,ST, , ,,, ,,,,,,,ST,464,NM,MO,1995,MS,,,NC,,,, ,,, ,, ,,,,,,,2015,2.0
56174,Finch Paper LLC,10511.0,Finch Paper,NY,9,OP,N,,, , ,, , ,,, ,,,,,,,ST,0.27,NP,MO,1995,NC,,,NC,,,FD,0.3,PB,, ,, ,,,,,,,2015,2.0
10849,Wyeth-Averst Lederle,10521.0,Lederle Laboratories,NY,BLR3,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2015,4.0
10849,Wyeth-Averst Lederle,10521.0,Lederle Laboratories,NY,BLR4,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2015,4.0
10849,Wyeth-Averst Lederle,10521.0,Lederle Laboratories,NY,BLR5,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2015,4.0
10849,Wyeth-Averst Lederle,10521.0,Lederle Laboratories,NY,WHSG1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2015,4.0
10849,Wyeth-Averst Lederle,10521.0,Lederle Laboratories,NY,WHSG2,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2015,4.0
58338,Lakeside Beaver Falls LLC,10617.0,CH Resources Beaver Falls,NY,HRSG50,OP,Db,,, , ,, , ,,, ,,,,,,,, ,,, ,SR,,,,,,, ,,, ,, ,,,,,,,2015,2.0
3085,Carthage Energy LLC,10620.0,Carthage Energy LLC,NY,HRSG,OP,,,, , ,, , ,,, ,,,,,,,ST,42,NM,OH,1991,STM,,,MS,,,, ,,, ,, ,,,,,,,2015,2.0
58337,Lakeside Syracuse LLC,10621.0,CH Resources Syracuse,NY,HRSG50,SB,Db,,, , ,, , ,,, ,,,,,,,, ,,, ,SR,,,,,,, ,,, ,, ,,,,,,,2015,2.0
473,Covanta Hempstead Company,10642.0,Covanta Hempstead,NY,1,OP,N,,, , ,, , ,,, ,,,,,,,ST,145.7,NH,OH,2004,SN,LA,,SN,LA,,, ,,, ,ST,2007,BR,SD,,BR,SD,,2015,2.0
473,Covanta Hempstead Company,10642.0,Covanta Hempstead,NY,2,OP,N,,, , ,, , ,,, ,,,,,,,ST,145.7,NH,OH,2004,SN,LA,,SN,LA,,, ,,, ,ST,2007,BR,SD,,BR,SD,,2015,2.0
473,Covanta Hempstead Company,10642.0,Covanta Hempstead,NY,3,OP,N,,, , ,, , ,,, ,,,,,,,ST,145.7,NH,OH,2004,SN,,,SN,,,, ,,, ,ST,2007,BR,SD,,BR,SD,,2015,2.0
16909,Selkirk Cogen Partners LP,10725.0,Selkirk Cogen,NY,HRSG1,OP,Db,N,, , ,ST,0.2,0,SU,NS,1992,NC,,,NC,,,ST,0.091,NP,NS,1992,NC,,,NC,,,ST,0.014,PB,NS,1992,, ,,,,,,,2015,1.0
16909,Selkirk Cogen Partners LP,10725.0,Selkirk Cogen,NY,HRSG2,OP,Db,N,, , ,ST,0.2,0,SU,NS,1994,NC,,,NC,,,ST,0.0181,NP,NS,1994,SR,,,NC,,,ST,0.014,PB,NS,1994,, ,,,,,,,2015,1.0
16909,Selkirk Cogen Partners LP,10725.0,Selkirk Cogen,NY,HRSG3,OP,Db,N,, , ,ST,0.2,0,SU,NS,1994,NC,,,NC,,,ST,0.0181,NP,NS,1994,SR,,,NC,,,ST,0.014,PB,NS,1994,, ,,,,,,,2015,1.0
40052,AG Energy LP,10803.0,Ogdensburg Power,NY,HRSG A,OS,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2015,2.0
55807,Niagara Generation LLC,50202.0,WPS Power Niagara,NY,1,OS,N,N,, , ,FD, , ,DP,MO, ,CF,,,CF,,,FD,0.02,NP,MO,2014,SN,,,SN,,,FD, ,PB,PS, ,FD,2015,BP,,,BP,,,2015,2.0
57433,ReEnergy Chateaugay LLC,50277.0,ReEnergy Chateaugay Power Station,NY,BLR1,OS,,,, , ,, , ,,, ,,,,,,,ST,506,NH,EH,1993,MS,,,MS,,,, ,,, ,, ,,,,,,,2015,2.0
24457,Calpine Eastern Corp,50292.0,Bethpage Power Plant,NY,HRSG1,OP,,,, , ,, , ,,, ,,,,,,,ST,42,NM,OH,1987,STM,,,STM,,,, ,,, ,, ,,,,,,,2015,2.0
24457,Calpine Eastern Corp,50292.0,Bethpage Power Plant,NY,HRSG2,OP,,,, , ,, , ,,, ,,,,,,,ST,42,NM,OH,1987,STM,,,STM,,,, ,,, ,, ,,,,,,,2015,2.0
24457,Calpine Eastern Corp,50292.0,Bethpage Power Plant,NY,HRSG3,OP,,,, , ,, , ,,, ,,,,,,,ST,2.5,NM,OH,2005,SR,,,SR,,,, ,,, ,, ,,,,,,,2015,2.0
9245,Indeck-Energy Serv Silver Spg,50449.0,Indeck Silver Springs Energy Center,NY,HRSG1,OP,N,,, , ,, , ,,, ,,,,,,,FD,32,NM,OH,1991,STM,,,,,,, ,,, ,FD,1991,,,,,,,2015,2.0
9244,Indeck-Oswego Ltd Partnership,50450.0,Indeck Oswego Energy Center,NY,HRSG1,OP,N,,, , ,, , ,,, ,,,,,,,ST,32,NM,DA,1990,STM,,,,,,, ,,, ,FD,1990,,,,,,,2015,2.0
9243,Indeck-Yerkes Ltd Partnership,50451.0,Indeck Yerkes Energy Center,NY,HRSG1,OP,N,,, , ,, , ,,, ,,,,,,,FD,42,NM,OH,1989,STM,,,,,,, ,,, ,FD,1989,,,,,,,2015,2.0
9263,Indeck-Corinth Ltd Partnership,50458.0,Indeck Corinth Energy Center,NY,HRSG1,OP,N,,, , ,, , ,,, ,,,,,,,ST,9,NM,OH,1995,LN,SR,H20,MS,,,, ,,, ,FD,1995,,,,,,,2015,2.0
470,Covanta Energy of Niagara LP,50472.0,Covanta Niagara LP,NY,BLR1,OP,N,,, , ,ST, , ,,, ,,,,,,,ST,0.08,NP,OH,1981,SN,,,SN,,,, ,,, ,ST,1981,,,,,,,2015,2.0
470,Covanta Energy of Niagara LP,50472.0,Covanta Niagara LP,NY,BLR2,OP,N,,, , ,, , ,,, ,,,,,,,ST,0.08,NP,OH,1981,SN,,,SN,,,ST, ,,, ,ST,1981,,,,,,,2015,2.0
470,Covanta Energy of Niagara LP,50472.0,Covanta Niagara LP,NY,BLR3,OP,N,,, , ,, , ,,, ,,,,,,,ST,0.08,NP,OH,1981,SN,,,SN,,,, ,,, ,ST,1996,ACI,BR,SD,ACI,BR,SD,2015,2.0
470,Covanta Energy of Niagara LP,50472.0,Covanta Niagara LP,NY,BLR4,OP,N,,, , ,, , ,,, ,,,,,,,ST,0.08,NP,OH,1981,SN,,,SN,,,ST, ,,, ,ST,1996,ACI,BR,SD,ACI,BR,SD,2015,2.0
4484,Covanta Babylon Inc,50649.0,Covanta Babylon Inc,NY,1,OP,N,,, , ,, , ,,, ,,,,,,,ST,150,NH,DA,1989,SN,,,SN,,,, ,,, ,ST,1989,ACI,,,ACI,,,2015,2.0
4484,Covanta Babylon Inc,50649.0,Covanta Babylon Inc,NY,2,OP,N,,, , ,, , ,,, ,,,,,,,ST,150,NM,DA,1989,SN,,,SN,,,, ,,, ,ST,1989,ACI,,,ACI,,,2015,2.0
9097,Huntington Resource Recovery,50656.0,Huntington Resource Recovery Facility,NY,UNIT1,OP,N,,, , ,, , ,,, ,,,,,,,ST,185,NM,TH,1991,SN,,,SN,,,, ,,, ,ST,1991,ACI,BP,,ACI,BP,,2015,2.0
9097,Huntington Resource Recovery,50656.0,Huntington Resource Recovery Facility,NY,UNIT2,OP,N,,, , ,, , ,,, ,,,,,,,ST,185,NM,TH,1991,SN,,,SN,,,, ,,, ,ST,1991,ACI,BP,,ACI,BP,,2015,2.0
9097,Huntington Resource Recovery,50656.0,Huntington Resource Recovery Facility,NY,UNIT3,OP,N,,, , ,, , ,,, ,,,,,,,ST,185,NM,TH,1991,SN,,,SN,,,, ,,, ,ST,1991,ACI,BP,,ACI,BP,,2015,2.0
4487,Covanta Onondega LP,50662.0,Onondaga County Resource Recovery,NY,UNIT1,OP,N,,, , ,ST, , ,,, ,,,,,,,ST,180,NM,DA,1995,NH3,SN,,NH3,SN,,, ,,, ,ST,1995,ACI,SD,BP,ACI,SD,BP,2015,2.0
4487,Covanta Onondega LP,50662.0,Onondaga County Resource Recovery,NY,UNIT2,OP,N,,, , ,, , ,,, ,,,,,,,ST,180,NM,DA,1995,NH3,SN,,NH3,SN,,, ,,, ,ST,1995,ACI,SD,BP,ACI,SD,BP,2015,2.0
4487,Covanta Onondega LP,50662.0,Onondaga County Resource Recovery,NY,UNIT3,OP,N,,, , ,, , ,,, ,,,,,,,ST,180,NM,DA,1995,NH3,SN,,NH3,SN,,, ,,, ,ST,1995,ACI,SD,BP,ACI,SD,BP,2015,2.0
18020,Starrett City Inc,50743.0,Starrett City Cogen Facility,NY,1,OP,N,,, , ,ST, , ,,, ,,,,,,,ST,0.3,NP,ND,2015,LA,,,MS,MS,MS,, ,,, ,, ,,,,,,,2015,2.0
18020,Starrett City Inc,50743.0,Starrett City Cogen Facility,NY,2,OP,N,,, , ,ST, , ,,, ,,,,,,,ST,0.3,NP,ND,2015,LA,,,MS,,,, ,,, ,, ,,,,,,,2015,2.0
18020,Starrett City Inc,50743.0,Starrett City Cogen Facility,NY,3,OP,N,,, , ,ST, , ,,, ,,,,,,,ST,0.3,NP,ND,2015,LA,,,MS,,,, ,,, ,, ,,,,,,,2015,2.0
18020,Starrett City Inc,50743.0,Starrett City Cogen Facility,NY,4,SB,N,,, , ,ST, , ,,, ,,,,,,,ST,0.3,NP,ND,2015,LA,,,MS,,,, ,,, ,, ,,,,,,,2015,2.0
14182,Sterling Power Partners LP,50744.0,Sterling Power Plant,NY,HRSG,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2015,4.0
20541,Wheelabrator Environmental Systems,50882.0,Wheelabrator Westchester,NY,1,OP,N,,, , ,, , ,,, ,,,,,,,ST,184,NM,DA,1999,SN,,,SN,,,FD, ,,, ,ST,1999,ACI,BS,SD,ACI,BS,SD,2015,2.0
20541,Wheelabrator Environmental Systems,50882.0,Wheelabrator Westchester,NY,2,OP,N,,, , ,, , ,,, ,,,,,,,ST,184,NM,DA,1999,SN,,,SN,,,, ,,, ,ST,1999,ACI,BS,SD,ACI,BS,SD,2015,2.0
20541,Wheelabrator Environmental Systems,50882.0,Wheelabrator Westchester,NY,3,OP,N,,, , ,, , ,,, ,,,,,,,ST,184,NM,DA,1999,SN,,,SN,,,, ,,, ,ST,1999,ACI,SD,BS,ACI,SD,BS,2015,2.0
24202,Carr Street Generating Sta LP,50978.0,Carr Street Generating Station,NY,HRSG1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2015,4.0
24202,Carr Street Generating Sta LP,50978.0,Carr Street Generating Station,NY,HRSG2,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2015,4.0
56601,Covanta MacArthur Renewable Energy,51038.0,MacArthur Waste to Energy Facility,NY,B1,OP,D,,, , ,, , ,,, ,,,,,,,ST,170,NM,DA,1990,OV,LA,OT,OV,LA,OT,, ,,, ,ST,1990,ACI,,,ACI,,,2015,2.0
56601,Covanta MacArthur Renewable Energy,51038.0,MacArthur Waste to Energy Facility,NY,B2,OP,,,, , ,ST, , ,,, ,,,,,,,ST,170,NM,DA,1990,OV,LA,,OV,LA,,, ,,, ,ST,1990,ACI,,,ACI,,,2015,2.0
19153,Nassau Energy Corp,52056.0,Nassau Energy Corp,NY,4,OP,,,, , ,, , ,,, ,,,,,,,ST,42,NM,OH,1995,STM,,,,,,, ,,, ,ST,2008,,,,,,,2015,2.0
24210,Riverbay Corp,52168.0,Riverbay,NY,U00003,OP,,,, , ,, , ,,, ,,,,,,,ST,0.1,NH,OH,2011,LN,,,NC,,,, ,,, ,,2011,,,,,,,2015,2.0
24210,Riverbay Corp,52168.0,Riverbay,NY,U00004,OP,,,, , ,, , ,,, ,,,,,,,ST,2.5,NM,TH,2011,SR,,,NC,,,, ,,, ,ST,2011,,,,,,,2015,2.0
24210,Riverbay Corp,52168.0,Riverbay,NY,U00006,OP,,,, , ,, , ,,, ,,,,,,,ST,2.5,NM,TH,2011,SR,,,NC,,,, ,,, ,ST,2011,,,,,,,2015,2.0
24210,Riverbay Corp,52168.0,Riverbay,NY,U00008,PL,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,LN,,,, ,,, ,, ,,,,,,,2015,2.0
6838,CCI Rensselaer LLC,54034.0,Rensselaer Cogen,NY,HRSG,OP,Db,N,, , ,ST,0.0015, ,SU,DT,1994,NC,SS,,,,,ST,9,NM,OH,1994,NC,SR,STM,NC,SR,STM,, ,,, ,ST,1994,,,,,,,2015,2.0
11127,Lockport Energy Associates LP,54041.0,Lockport Energy Associates LP,NY,4,OP,,,, , ,, , ,,, ,,,,,,,ST,0.14,NP,YR,1993,STM,,,MS,,,, ,,, ,FD, ,,,,,,,2015,2.0
9261,Indeck-Olean Ltd Partnership,54076.0,Indeck Olean Energy Center,NY,HRSG1,OP,N,,, , ,FD, , ,,, ,,,,,,,ST,9,NM,OH,1994,SR,STM,,SR,STM,,ST,0.004,PB,, ,,1994,,,,,,,2015,2.0
9350,IPC-Ticonderoga,54099.0,Ticonderoga Mill,NY,PB1,OP,,,, , ,, , ,,, ,,,,,,,ST, ,NP,DA,2015,LN,,,MS,,,, ,,, ,, ,,,,,,,2015,2.0
9350,IPC-Ticonderoga,54099.0,Ticonderoga Mill,NY,RB1,OP,N,,, , ,, , ,,, ,,,,,,,ST, ,,,1995,NP,,,MS,,,, ,,, ,, ,,,,,,,2015,2.0
10349,KIAC Partners,54114.0,Kennedy International Airport Cogen,NY,HRSG1,OP,N,,, , ,, , ,,, ,,,,,,,FD,9.01,NM,OH,1994,SR,,,SR,,,, ,,, ,, ,,,,,,,2015,2.0
10349,KIAC Partners,54114.0,Kennedy International Airport Cogen,NY,HRSG2,OP,N,,, , ,, , ,,, ,,,,,,,FD,9.01,NM,OH,1994,SR,,,SR,,,, ,,, ,, ,,,,,,,2015,2.0
50136,North American Energy Services,54131.0,Fortistar North Tonawanda,NY,HR123,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2015,4.0
57431,ReEnergy Biomass LLC,54526.0,ReEnergy Lyonsdale Biomass,NY,00001,OP,,,, , ,, , ,,, ,,,,,,,ST,0.2,NP,OH,1992,MS,,,MS,,,, ,,, ,,1992,,,,,,,2015,2.0
17254,Sithe/Independence LLC,54547.0,Sithe Independence Station,NY,HRSG 1,OP,Db,N,, , ,ST,0.0006,0,DP,YR,1995,WA,,,WA,,,ST,0.0128,NH,OH,1995,SR,,,NC,,,ST,0.0011,PH,OH,1995,, ,,,,,,,2015,1.0
17254,Sithe/Independence LLC,54547.0,Sithe Independence Station,NY,HRSG 2,OP,Db,N,, , ,ST,0.0006,0,DP,YR,1995,WA,,,WA,,,ST,0.0131,NH,OH,1995,SR,,,NC,,,ST,0.0011,PH,OH,1995,, ,,,,,,,2015,1.0
17254,Sithe/Independence LLC,54547.0,Sithe Independence Station,NY,HRSG 3,OP,Db,N,, , ,ST,0.0006,0,DP,YR,1995,WA,,,WA,,,ST,0.0126,NH,OH,1995,SR,,,NC,,,ST,0.0011,PH,OH,1995,, ,,,,,,,2015,1.0
17254,Sithe/Independence LLC,54547.0,Sithe Independence Station,NY,HRSG 4,OP,Db,N,, , ,ST,0.0006,0,DC,YR,1995,WA,,,WA,,,ST,0.0126,NH,OH,1995,SR,,,NC,,,ST,0.0011,PH,OH,1995,, ,,,,,,,2015,1.0
16729,Saranac Power Partners LP,54574.0,Saranac Facility,NY,HRSG1,OP,,,, , ,, , ,,, ,,,,,,,FD,0.08,NP,OH,1994,LN,NH3,SR,,,,, ,,, ,, ,,,,,,,2015,2.0
16729,Saranac Power Partners LP,54574.0,Saranac Facility,NY,HRSG2,OP,,,, , ,, , ,,, ,,,,,,,FD,0.08,NP,OH,1994,NH3,SR,LN,,,,, ,,, ,, ,,,,,,,2015,2.0
15253,Power City Partners LP,54592.0,Massena Energy Facility,NY,HRSG1,OP,Db,,, , ,, , ,,, ,,,,,,,ST,9,NM,OH,1992,SR,STM,,NC,,,, ,,, ,, ,,,,,,,2015,2.0
16839,Seneca Power Partners LP,54593.0,Batavia Power Plant,NY,HRSG,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2015,4.0
2313,Brooklyn Navy Yard Cogen PLP,54914.0,Brooklyn Navy Yard Cogeneration,NY,HRSG1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2015,4.0
2313,Brooklyn Navy Yard Cogen PLP,54914.0,Brooklyn Navy Yard Cogeneration,NY,HRSG2,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2015,4.0
22979,Astoria Energy LLC,55375.0,Astoria Energy,NY,HRSG1,OP,Db,Y,2-6301-00072/00014,12,2001,FD,0.0015,0,DP,PS,2006,NC,WA,,NC,WA,,FD,2,NM,TH,2006,NC,SR,H20,NC,SR,H20,FD,0.01,PB,PS,2006,ST,2006,,,,,,,2015,1.0
22979,Astoria Energy LLC,55375.0,Astoria Energy,NY,HRSG2,OP,Db,Y,2-6301-00072/00014,12,2001,FD,0.0015,0,DP,PS,2006,NC,,,NC,,,FD,2,NH,TH,2006,NC,SR,,NC,,,FD,0.01,PB,PS,2006,LO,2006,,,,,,,2015,1.0
32173,New Athens Generating Company LLC,55405.0,Athens Generating Plant,NY,HRSG01,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2015,3.0
32173,New Athens Generating Company LLC,55405.0,Athens Generating Plant,NY,HRSG02,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2015,3.0
32173,New Athens Generating Company LLC,55405.0,Athens Generating Plant,NY,HRSG03,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2015,3.0
49837,Pinelawn Power LLC,56188.0,Pinelawn Power LLC,NY,001,OP,Db,,, , ,FD, , ,,, ,,,,,,,FD,4.33,NH,NV,2005,SR,H20,NH3,MS,,,FD,0.1,PB,, ,, ,,,,,,,2015,2.0
15296,New York Power Authority,56196.0,500MW CC,NY,7A,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2015,3.0
15296,New York Power Authority,56196.0,500MW CC,NY,7B,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2015,3.0
49950,"Caithness Long Island, LLC",56234.0,Caithness Long Island Energy Center,NY,HRSG01,OP,Da,N,, , ,, , ,,, ,,,,,,,ST,2,NM,TH,2009,SR,,,SR,,,, ,,, ,, ,,,,,,,2015,1.0
56480,Empire Generating Co  LLC,56259.0,Empire Generating Co  LLC,NY,HRSG11,OP,N,Y,3814-00052/0003,7,2014,FD,0.06,0,DP,NV,2010,NC,,,NC,,,ST,2,NM,TH,2010,SR,NH3,LN,MS,,,ST,0.012,PB,PS,2010,, ,,,,,,,2015,1.0
56480,Empire Generating Co  LLC,56259.0,Empire Generating Co  LLC,NY,HRSG12,OP,N,Y,3814-00052/0003,7,2014,FD,0.06,0,DP,NV,2010,NC,,,NC,,,ST,2,NM,TH,2010,SR,NH3,LN,MS,,,ST,0.012,PB,PS,2010,, ,,,,,,,2015,1.0
56204,"Diamond Generating Corporation - Operations, LLC",56940.0,CPV Valley Energy Center,NY,HRSG1,CO,Db,N,, , ,ST, , ,,,2018,,,,WA,WA,WA,ST, ,,,2017,,,,SR,,,ST, ,,,2017,, ,,,,,,,2015,1.0
56204,"Diamond Generating Corporation - Operations, LLC",56940.0,CPV Valley Energy Center,NY,HRSG2,CO,Db,N,, , ,ST, , ,,,2016,,,,WA,WA,WA,ST, ,,,2017,,,,SR,,,ST, ,,,2017,ST, ,,,,,,,2015,1.0
56534,Cricket Valley Energy Center LLC,57185.0,Cricket Valley Energy,NY,U1HRSG,PL,N,N,, , ,FD, , ,DP,NV,2015,,,,SS,,,ST, ,NP,NV,2015,,,,SR,,,FD,0.007,PB,NV,2015,, ,,,,,,,2015,1.0
56534,Cricket Valley Energy Center LLC,57185.0,Cricket Valley Energy,NY,U2HRSG,PL,N,N,, , ,FD, , ,DP,NV,2015,,,,SS,,,ST, ,NP,NV,2015,,,,SR,,,FD,0.007,PB,NV,2015,, ,,,,,,,2015,1.0
56534,Cricket Valley Energy Center LLC,57185.0,Cricket Valley Energy,NY,U3HRSG,PL,N,N,, , ,FD, , ,DP,NV,2015,,,,SS,,,ST, ,NP,NV,2015,,,,SR,,,FD,0.007,PB,NV,2015,, ,,,,,,,2015,1.0
56991,Astoria Energy II LLC,57664.0,Astoria Energy II,NY,HRSG3,OP,Db,Y,2-6301-00072/00014,12,2001,ST,0.0015,0,DP,PS,2011,NC,,,NC,,,ST,2,NM,PS,2011,NC,SR,H20,NC,SR,H20,FD,0.01,PB,PS,2011,, ,,,,,,,2015,1.0
