Utility ID,Utility Name,Plant Code,Plant Name,State,Generator ID,Status,Owner Name,Owner Street Address,Owner City,Owner State,Owner Zip,Ownership ID,Percent Owned,Year
50136,North American Energy Services,54131,Fortistar North Tonawanda,NY,GEN1,OP,Fortistar LLC,5087 Junction Rd,Lockport,NY,14094,6571,1.0,2015
50136,North American Energy Services,54131,Fortistar North Tonawanda,NY,GEN2,OP,Fortistar LLC,5087 Junction Rd,Lockport,NY,14094,6571,1.0,2015
17254,Sithe/Independence LLC,54547,Sithe Independence Station,NY,1,OP,Dynegy Inc,Suite 58001000 Louisiana,Houston,TX,77002,5504,1.0,2015
17254,Sithe/Independence LLC,54547,Sithe Independence Station,NY,2,OP,Dynegy Inc,Suite 58001000 Louisiana,Houston,TX,77002,5504,1.0,2015
17254,Sithe/Independence LLC,54547,Sithe Independence Station,NY,3,OP,Dynegy Inc,Suite 58001000 Louisiana,Houston,TX,77002,5504,1.0,2015
17254,Sithe/Independence LLC,54547,Sithe Independence Station,NY,4,OP,Dynegy Inc,Suite 58001000 Louisiana,Houston,TX,77002,5504,1.0,2015
17254,Sithe/Independence LLC,54547,Sithe Independence Station,NY,5,OP,Dynegy Inc,Suite 58001000 Louisiana,Houston,TX,77002,5504,1.0,2015
17254,Sithe/Independence LLC,54547,Sithe Independence Station,NY,6,OP,Dynegy Inc,Suite 58001000 Louisiana,Houston,TX,77002,5504,1.0,2015
7092,General Mills Inc,54564,General Mills Inc,NY,GEN1,OP,General Mills Inc,54 South Michigan Avenue,Buffalo,NY,14203,7092,1.0,2015
55754,Boralex Hydro Operations Inc,54772,South Glens Falls Hydroelectric,NY,GEN1,OP,South Glens Falls LP,39 Hudson Falls Road,South Glens Falls,NY,12803,17679,1.0,2015
55754,Boralex Hydro Operations Inc,54772,South Glens Falls Hydroelectric,NY,GEN2,OP,South Glens Falls LP,39 Hudson Falls Road,South Glens Falls,NY,12803,17679,1.0,2015
2313,Brooklyn Navy Yard Cogen PLP,54914,Brooklyn Navy Yard Cogeneration,NY,01,OP,Energy Investors Fund II LP,,,,,34510,0.1934,2015
2313,Brooklyn Navy Yard Cogen PLP,54914,Brooklyn Navy Yard Cogeneration,NY,01,OP,Mission Energy of NY,,,,,34667,0.4033,2015
2313,Brooklyn Navy Yard Cogen PLP,54914,Brooklyn Navy Yard Cogeneration,NY,01,OP,B-41 Associates,,,,,34668,0.4033,2015
2313,Brooklyn Navy Yard Cogen PLP,54914,Brooklyn Navy Yard Cogeneration,NY,02,OP,Energy Investors Fund II LP,,,,,34510,0.1934,2015
2313,Brooklyn Navy Yard Cogen PLP,54914,Brooklyn Navy Yard Cogeneration,NY,02,OP,Mission Energy of NY,,,,,34667,0.4033,2015
2313,Brooklyn Navy Yard Cogen PLP,54914,Brooklyn Navy Yard Cogeneration,NY,02,OP,B-41 Associates,,,,,34668,0.4033,2015
2313,Brooklyn Navy Yard Cogen PLP,54914,Brooklyn Navy Yard Cogeneration,NY,03,OP,Energy Investors Fund II LP,,,,,34510,0.1934,2015
2313,Brooklyn Navy Yard Cogen PLP,54914,Brooklyn Navy Yard Cogeneration,NY,03,OP,Mission Energy of NY,,,,,34667,0.4033,2015
2313,Brooklyn Navy Yard Cogen PLP,54914,Brooklyn Navy Yard Cogeneration,NY,03,OP,B-41 Associates,,,,,34668,0.4033,2015
2313,Brooklyn Navy Yard Cogen PLP,54914,Brooklyn Navy Yard Cogeneration,NY,04,OP,Energy Investors Fund II LP,,,,,34510,0.1934,2015
2313,Brooklyn Navy Yard Cogen PLP,54914,Brooklyn Navy Yard Cogeneration,NY,04,OP,Mission Energy of NY,,,,,34667,0.4033,2015
2313,Brooklyn Navy Yard Cogen PLP,54914,Brooklyn Navy Yard Cogeneration,NY,04,OP,B-41 Associates,,,,,34668,0.4033,2015
55754,Boralex Hydro Operations Inc,54953,Hudson Falls Hydroelectric Project,NY,GEN1,OP,Northern Electric Power Co LP,39 Hudson Falls Road,South Glens Falls,NY,12803,13729,1.0,2015
55754,Boralex Hydro Operations Inc,54953,Hudson Falls Hydroelectric Project,NY,GEN2,OP,Northern Electric Power Co LP,39 Hudson Falls Road,South Glens Falls,NY,12803,13729,1.0,2015
49845,"Equus Power I, L.P.,",56032,Equus Freeport Power,NY,0001,OP,J Power USA Development Co Ltd,1900 East Golf Road,Schaumburg,IL,60173,56370,1.0,2015
49845,"Equus Power I, L.P.,",56032,Equus Freeport Power,NY,001,OP,J Power USA Development Co Ltd,1900 East Golf Road,Schaumburg,IL,60173,56370,1.0,2015
49837,Pinelawn Power LLC,56188,Pinelawn Power LLC,NY,CTG,OP,J Power USA Development Co Ltd,1900 East Golf Road,Schaumburg,IL,60173,56370,1.0,2015
49837,Pinelawn Power LLC,56188,Pinelawn Power LLC,NY,STG,OP,J Power USA Development Co Ltd,1900 East Golf Road,Schaumburg,IL,60173,56370,1.0,2015
54684,"Flat Rock Windpower, LLC",56290,Maple Ridge Wind Farm,NY,1,OP,Avangrid Renewables Inc,"1125 NW Couch , Ste. 700",Portland,OR,97209,15399,0.5,2015
54684,"Flat Rock Windpower, LLC",56290,Maple Ridge Wind Farm,NY,1,OP,EDP Renewables North America LLC,808 Travis Suite 700,Houston,TX,77002,49880,0.5,2015
54684,"Flat Rock Windpower, LLC",56290,Maple Ridge Wind Farm,NY,1A,OP,Avangrid Renewables Inc,"1125 NW Couch , Ste. 700",Portland,OR,97209,15399,0.5,2015
54684,"Flat Rock Windpower, LLC",56290,Maple Ridge Wind Farm,NY,1A,OP,EDP Renewables North America LLC,808 Travis Suite 700,Houston,TX,77002,49880,0.5,2015
54684,"Flat Rock Windpower, LLC",56290,Maple Ridge Wind Farm,NY,2,OP,Avangrid Renewables Inc,"1125 NW Couch , Ste. 700",Portland,OR,97209,15399,0.5,2015
54684,"Flat Rock Windpower, LLC",56290,Maple Ridge Wind Farm,NY,2,OP,EDP Renewables North America LLC,808 Travis Suite 700,Houston,TX,77002,49880,0.5,2015
54684,"Flat Rock Windpower, LLC",56290,Maple Ridge Wind Farm,NY,3,OP,Avangrid Renewables Inc,"1125 NW Couch , Ste. 700",Portland,OR,97209,15399,0.5,2015
54684,"Flat Rock Windpower, LLC",56290,Maple Ridge Wind Farm,NY,3,OP,EDP Renewables North America LLC,808 Travis Suite 700,Houston,TX,77002,49880,0.5,2015
56545,Pattern Operators LP,56370,Ecogen Wind,NY,1,IP,Ecogen Wind LLC,2 Harrison Street6th Floor,San Francisco,CA,94105,56047,0.51,2015
56545,Pattern Operators LP,56370,Ecogen Wind,NY,1,IP,Pattern Operators LP,1600 Smith Street,Houston,TX,77002,56545,0.49,2015
55868,Noble Wind Operations LLC,56618,Noble Clinton Windpark LLC,NY,1,OP,Noble Environmental Power,8Railroad Avenue,Essex,CT,6426,55869,1.0,2015
55868,Noble Wind Operations LLC,56619,Noble Ellenburg Windpark LLC,NY,1,OP,Noble Environmental Power,8Railroad Avenue,Essex,CT,6426,55869,1.0,2015
55868,Noble Wind Operations LLC,56620,Noble Bliss Windpark LLC,NY,1,OP,Noble Environmental Power,8Railroad Avenue,Essex,CT,6426,55869,1.0,2015
55868,Noble Wind Operations LLC,56901,Noble Altona Windpark LLC,NY,1,OP,Noble Environmental Power,8Railroad Avenue,Essex,CT,6426,55869,1.0,2015
55868,Noble Wind Operations LLC,56902,Noble Wethersfield Windpark LLC,NY,1,OP,Noble Environmental Power,8Railroad Avenue,Essex,CT,6426,55869,1.0,2015
55868,Noble Wind Operations LLC,56904,Noble Chateaugay Windpark LLC,NY,1,OP,Noble Environmental Power,8Railroad Avenue,Essex,CT,6426,55869,1.0,2015
50158,Innovative Energy Systems Inc,56986,Clinton LFGTE Facility,NY,GEN1,OP,Casella Waste Systems,,,,,34466,1.0,2015
50158,Innovative Energy Systems Inc,56986,Clinton LFGTE Facility,NY,GEN2,OP,Casella Waste Systems,,,,,34466,1.0,2015
50158,Innovative Energy Systems Inc,56986,Clinton LFGTE Facility,NY,GEN3,OP,Casella Waste Systems,,,,,34466,1.0,2015
50158,Innovative Energy Systems Inc,56986,Clinton LFGTE Facility,NY,GEN4,OP,Casella Waste Systems,,,,,34466,1.0,2015
50158,Innovative Energy Systems Inc,56987,Hyland LFGTE Facility,NY,GEN1,OP,Casella Waste Systems,,,,,34466,1.0,2015
50158,Innovative Energy Systems Inc,56987,Hyland LFGTE Facility,NY,GEN2,OP,Casella Waste Systems,,,,,34466,1.0,2015
50158,Innovative Energy Systems Inc,56987,Hyland LFGTE Facility,NY,GEN3,OP,Casella Waste Systems,,,,,34466,1.0,2015
50158,Innovative Energy Systems Inc,56987,Hyland LFGTE Facility,NY,GEN4,IP,Casella Waste Systems,,,,,34466,1.0,2015
56534,Cricket Valley Energy Center LLC,57185,Cricket Valley Energy,NY,U001,P,AP Cricket Valley Holdings I Inc,31 Milk St.,Boston,MA,2109,58242,0.4078,2015
56534,Cricket Valley Energy Center LLC,57185,Cricket Valley Energy,NY,U001,P,AP Cricket Valley Holdings II Inc,31 Milk St,Boston,MA,2109,58243,0.413,2015
56534,Cricket Valley Energy Center LLC,57185,Cricket Valley Energy,NY,U001,P,MC CVEC Project Holdings I LLC,375 Lexington Ave,New York,NY,10017,58244,0.1792,2015
56534,Cricket Valley Energy Center LLC,57185,Cricket Valley Energy,NY,U002,P,AP Cricket Valley Holdings I Inc,31 Milk St.,Boston,MA,2109,58242,0.4078,2015
56534,Cricket Valley Energy Center LLC,57185,Cricket Valley Energy,NY,U002,P,AP Cricket Valley Holdings II Inc,31 Milk St,Boston,MA,2109,58243,0.413,2015
56534,Cricket Valley Energy Center LLC,57185,Cricket Valley Energy,NY,U002,P,MC CVEC Project Holdings I LLC,375 Lexington Ave,New York,NY,10017,58244,0.1792,2015
56534,Cricket Valley Energy Center LLC,57185,Cricket Valley Energy,NY,U003,P,AP Cricket Valley Holdings I Inc,31 Milk St.,Boston,MA,2109,58242,0.4078,2015
56534,Cricket Valley Energy Center LLC,57185,Cricket Valley Energy,NY,U003,P,AP Cricket Valley Holdings II Inc,31 Milk St,Boston,MA,2109,58243,0.413,2015
56534,Cricket Valley Energy Center LLC,57185,Cricket Valley Energy,NY,U003,P,MC CVEC Project Holdings I LLC,375 Lexington Ave,New York,NY,10017,58244,0.1792,2015
50158,Innovative Energy Systems Inc,57186,Chautauqua LFGTE Facility,NY,GEN1,OP,Chautauqua County,3889 Towerville Road,Jamestown,NY,14701,56553,1.0,2015
50158,Innovative Energy Systems Inc,57186,Chautauqua LFGTE Facility,NY,GEN2,OP,Chautauqua County,3889 Towerville Road,Jamestown,NY,14701,56553,1.0,2015
50158,Innovative Energy Systems Inc,57186,Chautauqua LFGTE Facility,NY,GEN3,OP,Chautauqua County,3889 Towerville Road,Jamestown,NY,14701,56553,1.0,2015
50158,Innovative Energy Systems Inc,57186,Chautauqua LFGTE Facility,NY,GEN4,OP,Chautauqua County,3889 Towerville Road,Jamestown,NY,14701,56553,1.0,2015
50158,Innovative Energy Systems Inc,57186,Chautauqua LFGTE Facility,NY,GEN5,OP,Chautauqua County,3889 Towerville Road,Jamestown,NY,14701,56553,1.0,2015
50158,Innovative Energy Systems Inc,57186,Chautauqua LFGTE Facility,NY,GEN6,OP,Chautauqua County,3889 Towerville Road,Jamestown,NY,14701,56553,1.0,2015
56545,Pattern Operators LP,57193,Ripley Westfield Wind LLC,NY,WTG,IP,Ripley Westfield Wind LLC,"Pier 1, Bay 3",San Francisco,CA,94111,56557,1.0,2015
57031,Beacon Power LLC,57710,Stephentown Spindle,NY,SRS1,OP,"Rockland Power Partners, LLC",24 Waterway Avenue,The Woodlands,TX,77380,58305,1.0,2015
57106,"Peak Power 1, LLC",57789,Peak Power 1 Cogen,NY,GEN1,OP,"Peak Power 1, LLC",One Penn Plaza,New York,NY,10119,57106,1.0,2015
57106,"Peak Power 1, LLC",57789,Peak Power 1 Cogen,NY,GEN2,OP,"Peak Power 1, LLC",One Penn Plaza,New York,NY,10119,57106,1.0,2015
57106,"Peak Power 1, LLC",57789,Peak Power 1 Cogen,NY,GEN3,OP,"Peak Power 1, LLC",One Penn Plaza,New York,NY,10119,57106,1.0,2015
50158,Innovative Energy Systems Inc,58295,SREC Bath LFGTE,NY,GEN1,OP,,,,,,18102,1.0,2015
50158,Innovative Energy Systems Inc,58295,SREC Bath LFGTE,NY,GEN2,OP,,,,,,18102,1.0,2015
58383,CH4 Biogas LLC,58399,Synergy Biogas,NY,1,OP,Synergy Biogas LLC,319 First Street,Atlantic Beach,FL,32233,58386,1.0,2015
57313,SolarCity Corporation,59789,Millbrook School,NY,PV1,OP,"Three Rivers Solar I, LLC",3055 Clearview Way,San Mateo,CA,94402,59567,1.0,2015
60039,REC Solar,60004,Clarkstown Landfill Solar Facility,NY,INV#1,OP,Clarkstown Solar LLC,"2801 N. Thanksgiving Way, Suite 100",Lehi,UT,84043,60061,1.0,2015
60039,REC Solar,60004,Clarkstown Landfill Solar Facility,NY,INV#2,OP,Clarkstown Solar LLC,"2801 N. Thanksgiving Way, Suite 100",Lehi,UT,84043,60061,1.0,2015
57313,SolarCity Corporation,60097,Onondaga County - Metro Water Board,NY,PV1,TS,"Dom Solar Lessor I, LP",,San Mateo,CA,94402,59865,1.0,2015
57313,SolarCity Corporation,60098,Onondaga County - Oak Orchard WWTP,NY,PV1,TS,"Dom Solar Lessor I, LP",,San Mateo,CA,94402,59865,1.0,2015
57313,SolarCity Corporation,60114,Oneida County- DPW,NY,PV1,TS,"Dom Solar Lessor I, LP",,San Mateo,CA,94402,59865,1.0,2015
57313,SolarCity Corporation,60115,Town of Halfmoon,NY,PV1,TS,"Dom Solar Lessor I, LP",,San Mateo,CA,94402,59865,1.0,2015
57313,SolarCity Corporation,60229,Orange County Solar Farm (NY),NY,PV1,TS,"Three Rivers Solar I, LLC",3055 Clearview Way,San Mateo,CA,94402,59567,1.0,2015
57313,SolarCity Corporation,60232,Onondaga County- Jamesville,NY,PV1,TS,"Three Rivers Solar I, LLC",3055 Clearview Way,San Mateo,CA,94402,59567,1.0,2015
57313,SolarCity Corporation,60462,Onondaga County- Clearwater,NY,PV1,U,"Dom Solar Lessor I, LP",,San Mateo,CA,94402,59865,1.0,2015
57313,SolarCity Corporation,60463,Greene County Meter #1,NY,PV1,TS,"Dom Solar Lessor I, LP",,San Mateo,CA,94402,59865,1.0,2015
57313,SolarCity Corporation,60507,Broome County,NY,NORTH,V,"Dom Solar Lessor I, LP",,San Mateo,CA,94402,59865,1.0,2015
57313,SolarCity Corporation,60507,Broome County,NY,SOUTH,V,"Dom Solar Lessor I, LP",,San Mateo,CA,94402,59865,1.0,2015
58971,Danskammer Energy,2480,Danskammer Generating Station,NY,1,OP,Mercuria Energy America Inc,20E Green Way Plaza,Houston,TX,77046,60115,1.0,2016
58971,Danskammer Energy,2480,Danskammer Generating Station,NY,2,OP,Mercuria Energy America Inc,20E Green Way Plaza,Houston,TX,77046,60115,1.0,2016
58971,Danskammer Energy,2480,Danskammer Generating Station,NY,3,OP,Mercuria Energy America Inc,20E Green Way Plaza,Houston,TX,77046,60115,1.0,2016
58971,Danskammer Energy,2480,Danskammer Generating Station,NY,4,OP,Mercuria Energy America Inc,20E Green Way Plaza,Houston,TX,77046,60115,1.0,2016
58971,Danskammer Energy,2480,Danskammer Generating Station,NY,5,SB,Mercuria Energy America Inc,20E Green Way Plaza,Houston,TX,77046,60115,1.0,2016
58971,Danskammer Energy,2480,Danskammer Generating Station,NY,6,SB,Mercuria Energy America Inc,20E Green Way Plaza,Houston,TX,77046,60115,1.0,2016
15296,New York Power Authority,2483,Neversink,NY,H1,OP,City of New York,unkown,New York,NY,10036,55842,1.0,2016
13192,NRG Arthur Kill Operations Inc,2490,Arthur Kill Generating Station,NY,2,OP,Arthur Kill Power LLC,4401 Victory Blvd,Staten Island,NY,10314,22846,1.0,2016
13192,NRG Arthur Kill Operations Inc,2490,Arthur Kill Generating Station,NY,3,OP,Arthur Kill Power LLC,4401 Victory Blvd,Staten Island,NY,10314,22846,1.0,2016
13192,NRG Arthur Kill Operations Inc,2490,Arthur Kill Generating Station,NY,GT1,OP,Arthur Kill Power LLC,4401 Victory Blvd,Staten Island,NY,10314,22846,1.0,2016
13168,NRG Huntley Operations Inc,2549,C R Huntley Generating Station,NY,63,RE,Huntley Power LLC,3500 River Road,Tonawanda,NY,14150,54763,1.0,2016
13168,NRG Huntley Operations Inc,2549,C R Huntley Generating Station,NY,66,RE,Huntley Power LLC,3500 River Road,Tonawanda,NY,14150,54763,1.0,2016
13168,NRG Huntley Operations Inc,2549,C R Huntley Generating Station,NY,67,RE,Huntley Power LLC,3500 River Road,Tonawanda,NY,14150,54763,1.0,2016
13168,NRG Huntley Operations Inc,2549,C R Huntley Generating Station,NY,S68,RE,Huntley Power LLC,3500 River Road,Tonawanda,NY,14150,54763,1.0,2016
13579,Dunkirk Power LLC,2554,Dunkirk Generating Plant,NY,1,OS,"NRG Energy, Inc",804 Carnegie Center,Princenton,NJ,8540,13377,1.0,2016
13579,Dunkirk Power LLC,2554,Dunkirk Generating Plant,NY,2,OS,"NRG Energy, Inc",804 Carnegie Center,Princenton,NJ,8540,13377,1.0,2016
13579,Dunkirk Power LLC,2554,Dunkirk Generating Plant,NY,3,OS,"NRG Energy, Inc",804 Carnegie Center,Princenton,NJ,8540,13377,1.0,2016
13579,Dunkirk Power LLC,2554,Dunkirk Generating Plant,NY,ST4,OS,"NRG Energy, Inc",804 Carnegie Center,Princenton,NJ,8540,13377,1.0,2016
5914,Erie Boulevard Hydropower LP,2576,Higley,NY,2,RE,BRASCAN Power Corporation,480m Boul. de la CiteGatineau,Quebec,CN,J8T,50008,1.0,2016
5914,Erie Boulevard Hydropower LP,2576,Higley,NY,3,RE,BRASCAN Power Corporation,480m Boul. de la CiteGatineau,Quebec,CN,J8T,50008,1.0,2016
55951,Exelon Nuclear,2589,Nine Mile Point Nuclear Station,NY,1,OP,Exelon Nuclear,4300 Winfield Road,Warrenville,IL,60555,55951,0.5001,2016
55951,Exelon Nuclear,2589,Nine Mile Point Nuclear Station,NY,1,OP,Electricity de France,"5404 Wisconsin Avenue, Suite 400",Chevy Chase,MD,20815,60043,0.4999,2016
55951,Exelon Nuclear,2589,Nine Mile Point Nuclear Station,NY,2,OP,Long Island Power Authority,333 Earle Ovington Boulevard,Uniondale,NY,11553,11171,0.18,2016
55951,Exelon Nuclear,2589,Nine Mile Point Nuclear Station,NY,2,OP,Exelon Nuclear,4300 Winfield Road,Warrenville,IL,60555,55951,0.4101,2016
55951,Exelon Nuclear,2589,Nine Mile Point Nuclear Station,NY,2,OP,Electricity de France,"5404 Wisconsin Avenue, Suite 400",Chevy Chase,MD,20815,60043,0.4099,2016
15296,New York Power Authority,2627,Grahamsville,NY,GRHM,OP,City of New York,unkown,New York,NY,10036,55842,1.0,2016
55951,Exelon Nuclear,6122,R E Ginna Nuclear Power Plant,NY,1,OP,Exelon Nuclear,4300 Winfield Road,Warrenville,IL,60555,55951,0.5001,2016
55951,Exelon Nuclear,6122,R E Ginna Nuclear Power Plant,NY,1,OP,Electricity de France,"5404 Wisconsin Avenue, Suite 400",Chevy Chase,MD,20815,60043,0.4999,2016
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",NY,12TG,RE,Dean Baughman Industrial Services,5704 Industrial Road,Fort Wayne,IN,46825,56569,1.0,2016
60741,Fortistar Castleton Power,10190,Castleton Energy Center,NY,GEN2,OP,Castleton Energy Center,1902 River Rd,Castleton,NY,12033,56517,1.0,2016
11270,Lower Saranac Hydro Partner LP,10214,Lower Saranac Hydroelectric Facility,NY,GEN1,OP,Lower Saranac Corp,,,,,34553,0.01,2016
11270,Lower Saranac Hydro Partner LP,10214,Lower Saranac Hydroelectric Facility,NY,GEN1,OP,"Twin Saranac Holdings, LLC.",One Tech Drive,Andover,MA,1810,50060,0.99,2016
11270,Lower Saranac Hydro Partner LP,10214,Lower Saranac Hydroelectric Facility,NY,GEN2,OP,Lower Saranac Corp,,,,,34553,0.01,2016
11270,Lower Saranac Hydro Partner LP,10214,Lower Saranac Hydroelectric Facility,NY,GEN2,OP,"Twin Saranac Holdings, LLC.",One Tech Drive,Andover,MA,1810,50060,0.99,2016
11270,Lower Saranac Hydro Partner LP,10214,Lower Saranac Hydroelectric Facility,NY,GEN3,OP,"Enel North America, Inc.",One Tech Drive,Andover,MA,1810,49932,1.0,2016
55754,Boralex Hydro Operations Inc,10218,Warrensburg Hydroelectric,NY,HY1,OP,Warrensburg Hydro Power LP,39 Hudson Falls Road,South Glens Falls,NY,12803,20118,0.98,2016
55754,Boralex Hydro Operations Inc,10218,Warrensburg Hydroelectric,NY,HY1,OP,Warrensburg II Corporation,"c/o Boralex, Inc 772 Sherbrook ST, West Ste 200",Montreal,QC,H3A1G1,60665,0.02,2016
55754,Boralex Hydro Operations Inc,10219,Middle Falls Hydro,NY,HY1,OP,Middle Falls Ltd Partnership,39 Hudson Falls Road,South Glens Falls,NY,12803,12481,0.98,2016
55754,Boralex Hydro Operations Inc,10219,Middle Falls Hydro,NY,HY1,OP,"Boralex Middle Falls, LLC","c/o Boralex, Inc 772 Sherbrook ST, West Ste 200",Montreal,QC,H3A1G1,60680,0.02,2016
55754,Boralex Hydro Operations Inc,10219,Middle Falls Hydro,NY,HY2,OP,Middle Falls Ltd Partnership,39 Hudson Falls Road,South Glens Falls,NY,12803,12481,0.98,2016
55754,Boralex Hydro Operations Inc,10219,Middle Falls Hydro,NY,HY2,OP,"Boralex Middle Falls, LLC","c/o Boralex, Inc 772 Sherbrook ST, West Ste 200",Montreal,QC,H3A1G1,60680,0.02,2016
55754,Boralex Hydro Operations Inc,10220,Sissonville Hydro,NY,HY1,OP,Sissonville Ltd Partnership,39 Hudson Falls Road,South Glens Falls,NY,12803,17272,0.98,2016
55754,Boralex Hydro Operations Inc,10220,Sissonville Hydro,NY,HY1,OP,"Sissonville II, LLC","c/o Boralex, Inc 772 Sherbrook ST, West Ste 200",Montreal,QC,H3A1G1,60679,0.02,2016
55754,Boralex Hydro Operations Inc,10221,New York State Dam Hydro,NY,GEN1,OP,NYSD Ltd Partnership,39 Hudson Falls Road,South Glens Falls,NY,12803,44858,0.98,2016
55754,Boralex Hydro Operations Inc,10221,New York State Dam Hydro,NY,GEN1,OP,"State Dam II, LLC","c/o Boralex, Inc 772 Sherbrook ST, West Ste 200",Montreal,QC,H3A1G1,60666,0.02,2016
55754,Boralex Hydro Operations Inc,10221,New York State Dam Hydro,NY,GEN2,OP,NYSD Ltd Partnership,39 Hudson Falls Road,South Glens Falls,NY,12803,44858,0.98,2016
55754,Boralex Hydro Operations Inc,10221,New York State Dam Hydro,NY,GEN2,OP,"State Dam II, LLC","c/o Boralex, Inc 772 Sherbrook ST, West Ste 200",Montreal,QC,H3A1G1,60666,0.02,2016
55754,Boralex Hydro Operations Inc,10467,Fourth Branch Hydroelectric Facility,NY,1,OP,Adirondack Hydro-Fourth Branch LLC,39 Hudson Falls Road,South Glens Falls,NY,12803,59049,1.0,2016
34688,CHI Energy Inc,10687,Black River Hydro Associates,NY,DE1,OP,BT Capital,,,,,2455,0.015,2016
34688,CHI Energy Inc,10687,Black River Hydro Associates,NY,DE1,OP,CHI Energy Inc,680 Stamford Blvd 5th Floor,Stamford,CT,6901,38002,0.985,2016
34688,CHI Energy Inc,10687,Black River Hydro Associates,NY,PL1,OP,BT Capital,,,,,2455,0.015,2016
34688,CHI Energy Inc,10687,Black River Hydro Associates,NY,PL1,OP,CHI Energy Inc,680 Stamford Blvd 5th Floor,Stamford,CT,6901,38002,0.985,2016
34688,CHI Energy Inc,10687,Black River Hydro Associates,NY,RI1,OP,BT Capital,,,,,2455,0.015,2016
34688,CHI Energy Inc,10687,Black River Hydro Associates,NY,RI1,OP,CHI Energy Inc,680 Stamford Blvd 5th Floor,Stamford,CT,6901,38002,0.985,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN1,OP,Energy Investors Fund II LP,,,,,34510,0.002,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN1,OP,RCM Selkirk GP Inc,,,,,34603,0.175,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN1,OP,Atlantic Power Corporation,"3 Allied Drive, Suite 220",Dedham,MA,2026,50010,0.177,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN1,OP,"OGPA Selkirk, Inc","Osaka Gas Energy America Corp4-4-11 Awajimachi, Chuoku","Osaka, JP 541-0047",,541,54830,0.233,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN1,OP,Alterna Springerville  LLC,15 River Road,Wilton,CT,6897,56530,0.413,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN2,SB,Energy Investors Fund II LP,,,,,34510,0.002,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN2,SB,RCM Selkirk GP Inc,,,,,34603,0.175,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN2,SB,Atlantic Power Corporation,"3 Allied Drive, Suite 220",Dedham,MA,2026,50010,0.177,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN2,SB,"OGPA Selkirk, Inc","Osaka Gas Energy America Corp4-4-11 Awajimachi, Chuoku","Osaka, JP 541-0047",,541,54830,0.233,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN2,SB,Alterna Springerville  LLC,15 River Road,Wilton,CT,6897,56530,0.413,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN3,OP,Energy Investors Fund II LP,,,,,34510,0.002,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN3,OP,RCM Selkirk GP Inc,,,,,34603,0.175,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN3,OP,Atlantic Power Corporation,"3 Allied Drive, Suite 220",Dedham,MA,2026,50010,0.177,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN3,OP,"OGPA Selkirk, Inc","Osaka Gas Energy America Corp4-4-11 Awajimachi, Chuoku","Osaka, JP 541-0047",,541,54830,0.233,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN3,OP,Alterna Springerville  LLC,15 River Road,Wilton,CT,6897,56530,0.413,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN4,OP,Energy Investors Fund II LP,,,,,34510,0.002,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN4,OP,RCM Selkirk GP Inc,,,,,34603,0.175,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN4,OP,Atlantic Power Corporation,"3 Allied Drive, Suite 220",Dedham,MA,2026,50010,0.177,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN4,OP,"OGPA Selkirk, Inc","Osaka Gas Energy America Corp4-4-11 Awajimachi, Chuoku","Osaka, JP 541-0047",,541,54830,0.233,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN4,OP,Alterna Springerville  LLC,15 River Road,Wilton,CT,6897,56530,0.413,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN5,OP,Energy Investors Fund II LP,,,,,34510,0.002,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN5,OP,RCM Selkirk GP Inc,,,,,34603,0.175,2016
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,GEN5,OP,Atlantic Power Corporation,"3 Allied Drive, Suite 220",Dedham,MA,2026,50010,0.177,2016
