Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Energy Source 1,Energy Source 2,Cofire Fuels?,Cofire Energy Source 1,Cofire Energy Source 2,Cofire Energy Source 3,Cofire Energy Source 4,Cofire Energy Source 5,Cofire Energy Source 6,Switch Between Oil and Natural Gas?,Switch When Operating?,Net Summer Capacity with Natural Gas (MW),Net Winter Capacity with Natural Gas (MW),Net Summer Capacity with Oil (MW),Net Winter Capacity with Oil (MW),Time to Switch From Gas to Oil,Time to Switch From Oil to Gas,Factors that Limit Switching?,Storage Limits?,Air Permit Limits?,Other Limits?,Year,Technology,Multiple Fuels?,Operating Month,Operating Year
56505,National Grid Generation LLC,7869,Glenwood Landing,NY,Nassau,GT4,OP,GT,Electric Utility,1,53.0,42.6,47,NG,KER,N,,,,,,,Y,Y,42.6,47,42.6,47,1H,1H,Y,,Y,,2023,Natural Gas Fired Combustion Turbine,Y,6.0,2002.0
56505,National Grid Generation LLC,7869,Glenwood Landing,NY,Nassau,GT5,OP,GT,Electric Utility,1,53.0,42.5,47,NG,KER,N,,,,,,,Y,Y,42.5,47,42.5,47,1H,1H,Y,,Y,,2023,Natural Gas Fired Combustion Turbine,Y,6.0,2002.0
5511,CCI Roseton LLC,8006,Roseton Generating Facility,NY,Orange,1,OP,ST,IPP Non-CHP,2,621.0,614.8,594.2,NG,RFO,Y,RFO,NG,,,,,Y,Y,614.8,594.2,614.8,594.2,1H,1H,Y,,,Y,2023,Natural Gas Steam Turbine,Y,12.0,1974.0
5511,CCI Roseton LLC,8006,Roseton Generating Facility,NY,Orange,2,OP,ST,IPP Non-CHP,2,621.0,607.7,607.7,NG,RFO,Y,RFO,NG,,,,,Y,Y,607.7,607.7,607.7,607.7,1H,1H,Y,,,Y,2023,Natural Gas Steam Turbine,Y,9.0,1974.0
54863,U S Power Generating Company LLC,8906,Astoria Generating Station,NY,Queens,3,OP,ST,IPP Non-CHP,2,376.0,369.9,369.9,NG,RFO,Y,RFO,NG,,,,,Y,Y,370.2,373.2,370.2,373.2,6H,6H,Y,Y,Y,,2023,Natural Gas Steam Turbine,Y,9.0,1958.0
54863,U S Power Generating Company LLC,8906,Astoria Generating Station,NY,Queens,4,OS,ST,IPP Non-CHP,2,387.0,376.3,376.3,NG,RFO,Y,RFO,NG,,,,,Y,Y,372,372,361,361,6H,6H,Y,Y,Y,,2023,Natural Gas Steam Turbine,Y,12.0,1961.0
54863,U S Power Generating Company LLC,8906,Astoria Generating Station,NY,Queens,ST5,OP,ST,IPP Non-CHP,2,387.0,376.3,376.3,NG,RFO,Y,RFO,NG,,,,,Y,Y,376.9,384.2,376.9,384.2,6H,6H,Y,Y,Y,,2023,Natural Gas Steam Turbine,Y,5.0,1962.0
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",NY,Monroe,17TG,OP,ST,Industrial CHP,7,15.0,15,15,NG,RFO,Y,RFO,NG,,,,,N,, , , , ,,,,,,,2023,Natural Gas Steam Turbine,Y,12.0,1968.0
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",NY,Monroe,41TG,OP,ST,Industrial CHP,7,25.6,25.6,25.6,NG,DFO,Y,RFO,NG,,,,,N,, , , , ,,,,,,,2023,Natural Gas Steam Turbine,Y,5.0,1964.0
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",NY,Monroe,42TG,OP,ST,Industrial CHP,7,25.6,25.6,25.6,NG,DFO,Y,RFO,NG,,,,,N,, , , , ,,,,,,,2023,Natural Gas Steam Turbine,Y,8.0,1967.0
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",NY,Monroe,43TG,OP,ST,Industrial CHP,7,25.6,25.6,25.6,NG,DFO,Y,RFO,NG,,,,,N,, , , , ,,,,,,,2023,Natural Gas Steam Turbine,Y,4.0,1969.0
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",NY,Monroe,44TG,OP,ST,Industrial CHP,7,25.6,25.6,25.6,NG,DFO,Y,DFO,NG,,,,,N,, , , , ,,,,,,,2023,Natural Gas Steam Turbine,Y,8.0,1987.0
60741,Fortistar Castleton Power,10190,Castleton Energy Center,NY,Rensselaer,GEN1,OP,CT,IPP Non-CHP,2,47.0,67.7,76.6,NG,DFO,Y,NG,DFO,,,,,Y,Y,44,51,43,49,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,2.0,1992.0
1746,Black River Generation LLC,10464,ReEnergy Black River,NY,Jefferson,GEN1,OS,ST,IPP Non-CHP,2,55.5,55,56,WDS,TDF,Y,WDS,DFO,TDF,,,,N,, , , , ,,,,,,,2023,Wood/Wood Waste Biomass,Y,6.0,1989.0
60641,Veolia NA - Municipal & Commercial Business,10521,Lederle Laboratories,NY,Rockland,3A,OP,CA,Industrial CHP,7,1.5,1.5,1.5,NG,DFO,N,,,,,,,Y,Y,1.5,1.5,1.5,1.5,1H,1H,Y,,Y,,2023,Natural Gas Fired Combined Cycle,Y,12.0,1998.0
60641,Veolia NA - Municipal & Commercial Business,10521,Lederle Laboratories,NY,Rockland,GEN1,OP,CT,Industrial CHP,7,8.3,8.3,8.3,NG,DFO,N,,,,,,,Y,Y,8.3,8.3,8.3,8.3,1H,1H,Y,,Y,,2023,Natural Gas Fired Combined Cycle,Y,1.0,1991.0
60641,Veolia NA - Municipal & Commercial Business,10521,Lederle Laboratories,NY,Rockland,GEN2,OP,CT,Industrial CHP,7,8.3,8.3,8.3,NG,DFO,N,,,,,,,Y,Y,8.3,8.3,8.3,8.3,1H,1H,Y,,Y,,2023,Natural Gas Fired Combined Cycle,Y,1.0,1991.0
60641,Veolia NA - Municipal & Commercial Business,10521,Lederle Laboratories,NY,Rockland,GEN3,OP,CA,Industrial CHP,7,2.2,2.2,2.2,NG,DFO,N,,,,,,,Y,Y,2.2,2.2,2.2,2.2,1H,1H,Y,,Y,,2023,Natural Gas Fired Combined Cycle,Y,7.0,1990.0
60641,Veolia NA - Municipal & Commercial Business,10521,Lederle Laboratories,NY,Rockland,TG4,OP,CA,Industrial CHP,7,3.1,1.4,1.4,NG,DFO,N,,,,,,,Y,Y,1.4,1.4,1.4,1.4,1H,1H,Y,,Y,,2023,Natural Gas Fired Combined Cycle,Y,7.0,1997.0
58338,Lakeside Beaver Falls LLC,10617,CH Resources Beaver Falls,NY,Lewis,GEN1,OP,CT,IPP CHP,3,65.5,47.5,59.4,NG,DFO,N,,,,,,,Y,Y,47.5,59.4,45,50,UNK,UNK,N,,,,2023,Natural Gas Fired Combined Cycle,Y,4.0,1995.0
58338,Lakeside Beaver Falls LLC,10617,CH Resources Beaver Falls,NY,Lewis,GEN2,OP,CA,IPP CHP,3,42.3,30.6,31.8,NG,DFO,N,,,,,,,Y,Y,30.6,31.8,25,30,UNK,UNK,N,,,,2023,Natural Gas Fired Combined Cycle,Y,4.0,1995.0
3085,Carthage Energy LLC,10620,Carthage Energy LLC,NY,Jefferson,GEN1,OP,CT,IPP Non-CHP,2,40.9,40.1,45,NG,DFO,Y,NG,DFO,,,,,Y,Y,40.03,45,40.03,45,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,11.0,1991.0
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,Albany,GEN1,OP,CT,IPP CHP,3,95.2,76.9,105.5,NG,DFO,Y,NG,DFO,,,,,Y,N,76.9,105.5,76.9,105.5,OVER,OVER,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,4.0,1992.0
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,Albany,GEN3,OP,CT,IPP CHP,3,95.2,272.3,333.1,NG,DFO,Y,NG,DFO,,,,,N,, , , , ,,,,,,,2023,Natural Gas Fired Combined Cycle,Y,4.0,1994.0
16909,Selkirk Cogen Partners LP,10725,Selkirk Cogen,NY,Albany,GEN4,OP,CT,IPP CHP,3,95.2, , ,NG,DFO,Y,NG,DFO,,,,,N,, , , , ,,,,,,,2023,Natural Gas Fired Combined Cycle,Y,4.0,1994.0
21508,Cornell University,50368,Cornell University Central Heat,NY,Tompkins,CT1,OP,CT,Commercial CHP,5,15.0,12.3,14.5,NG,DFO,N,,,,,,,Y,Y,12.3,14.5,12.3,14.5,1H,1H,Y,,Y,,2023,Natural Gas Fired Combined Cycle,Y,12.0,2009.0
21508,Cornell University,50368,Cornell University Central Heat,NY,Tompkins,CT2,OP,CT,Commercial CHP,5,15.0,12.3,14.5,NG,DFO,N,,,,,,,Y,Y,12.3,14.5,12.3,14.5,1H,1H,Y,,Y,,2023,Natural Gas Fired Combined Cycle,Y,12.0,2009.0
9245,Indeck-Energy Serv Silver Spg,50449,Indeck Silver Springs Energy Center,NY,Wyoming,GEN1,OP,CT,IPP CHP,3,39.4,34.7,45.1,NG,DFO,Y,NG,DFO,,,,,Y,Y,34.7,45.1,34.7,45.1,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,5.0,1991.0
9245,Indeck-Energy Serv Silver Spg,50449,Indeck Silver Springs Energy Center,NY,Wyoming,GEN2,OP,CA,IPP CHP,3,17.2,17.2,17.2,NG,DFO,N,,,,,,,Y,Y,17.2,17.2,17.2,17.2,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,5.0,1991.0
9244,Indeck-Oswego Ltd Partnership,50450,Indeck Oswego Energy Center,NY,Oswego,GEN1,OP,CT,IPP CHP,3,41.2,51.8,60.6,NG,DFO,Y,NG,DFO,,,,,Y,Y,51.8,60.6,49.8,58.6,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,6.0,1990.0
9243,Indeck-Yerkes Ltd Partnership,50451,Indeck Yerkes Energy Center,NY,Erie,GEN1,OP,CT,IPP CHP,3,40.6,43.8,56.5,NG,DFO,Y,NG,DFO,,,,,Y,Y,43.8,56.5,41.8,54.5,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,12.0,1989.0
9263,Indeck-Corinth Ltd Partnership,50458,Indeck Corinth Energy Center,NY,Saratoga,GEN1,OP,CT,IPP CHP,3,92.0,74.8,91.2,NG,DFO,N,,,,,,,Y,Y,74.8,91.2,74.8,91.2,6H,6H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,2.0,1995.0
470,Covanta Energy of Niagara LP,50472,"Covanta Niagara I, LLC",NY,Niagara,GEN1,OP,ST,Commercial CHP,5,25.0,18,18,MSW,NG,Y,NG,MSW,WDS,OTH,,,N,, , , , ,,,,,,,2023,Municipal Solid Waste,Y,8.0,1980.0
470,Covanta Energy of Niagara LP,50472,"Covanta Niagara I, LLC",NY,Niagara,GEN2,OP,ST,Commercial CHP,5,25.0,18,18,MSW,NG,Y,NG,MSW,WDS,OTH,,,N,, , , , ,,,,,,,2023,Municipal Solid Waste,Y,8.0,1980.0
24202,Carr Street Generating Sta LP,50978,Carr Street Generating Station,NY,Onondaga,GEN1,OP,CT,IPP Non-CHP,2,48.8,35,40,NG,DFO,N,,,,,,,Y,Y,35,40,35,40,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,7.0,1993.0
24202,Carr Street Generating Sta LP,50978,Carr Street Generating Station,NY,Onondaga,GEN2,OP,CT,IPP Non-CHP,2,48.8,35,40,NG,DFO,N,,,,,,,Y,Y,35,40,35,40,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,7.0,1993.0
24210,Riverbay Corp,52168,Riverbay,NY,Bronx,GEN3,OP,CT,Commercial CHP,5,12.9,12.3,12.6,NG,DFO,N,,,,,,,Y,Y,12.3,12.6,12,12,6H,6H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,3.0,2011.0
24210,Riverbay Corp,52168,Riverbay,NY,Bronx,GEN4,OP,CT,Commercial CHP,5,12.9,12.3,12.6,NG,DFO,N,,,,,,,Y,Y,12.3,12.6,12,12,6H,6H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,3.0,2011.0
6838,Rensselaer Generating LLC,54034,Rensselaer Cogen,NY,Rensselaer,GEN1,OP,CT,IPP Non-CHP,2,49.2,47,57,NG,DFO,N,,,,,,,Y,Y,47,57,45,54,6H,6H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,4.0,1994.0
6838,Rensselaer Generating LLC,54034,Rensselaer Cogen,NY,Rensselaer,GEN2,OP,CA,IPP Non-CHP,2,39.0,32.4,27,NG,DFO,N,,,,,,,Y,Y,32.4,27,18,20,6H,6H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,4.0,1994.0
11127,Lockport Energy Associates LP,54041,Lockport Energy Associates LP,NY,Niagara,GEN1,OP,CT,IPP CHP,3,48.7,43.3,48.3,NG,DFO,Y,NG,DFO,,,,,Y,Y,42.6,50.8,43,49,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,7.0,1992.0
11127,Lockport Energy Associates LP,54041,Lockport Energy Associates LP,NY,Niagara,GEN2,OP,CT,IPP CHP,3,48.7,43.3,48.3,NG,DFO,Y,NG,DFO,,,,,Y,Y,41.6,50.8,43,49,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,7.0,1992.0
11127,Lockport Energy Associates LP,54041,Lockport Energy Associates LP,NY,Niagara,GEN3,OP,CT,IPP CHP,3,48.7,43.3,48.3,NG,DFO,Y,NG,DFO,,,,,Y,Y,41.6,50.8,43,49,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,7.0,1992.0
11127,Lockport Energy Associates LP,54041,Lockport Energy Associates LP,NY,Niagara,GEN4,OP,CA,IPP CHP,3,75.2,78,80,NG,DFO,Y,NG,DFO,,,,,Y,Y,78,78,78,78,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,9.0,1992.0
9261,Indeck-Olean Ltd Partnership,54076,Indeck Olean Energy Center,NY,Cattaraugus,GEN1,OP,CT,IPP CHP,3,46.0,34.1,43.2,NG,DFO,Y,NG,DFO,,,,,Y,Y,34.1,43.2,34.1,43.2,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,1.0,1994.0
9261,Indeck-Olean Ltd Partnership,54076,Indeck Olean Energy Center,NY,Cattaraugus,GEN2,OP,CA,IPP CHP,3,44.6,44.6,44.6,NG,DFO,N,,,,,,,Y,Y,44.6,44.6,44.6,44.6,24H,24H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,1.0,1994.0
10349,KIAC Partners,54114,Kennedy International Airport Cogen,NY,Queens,GEN1,OP,CT,IPP CHP,3,47.1,49,51.1,NG,DFO,N,,,,,,,Y,Y,48.99,51.12,48.99,51.12,1H,1H,N,,,,2023,Natural Gas Fired Combined Cycle,Y,12.0,1994.0
10349,KIAC Partners,54114,Kennedy International Airport Cogen,NY,Queens,GEN2,OP,CT,IPP CHP,3,47.1,51.7,50,NG,DFO,N,,,,,,,Y,Y,51.65,49.96,51.65,49.96,1H,1H,N,,,,2023,Natural Gas Fired Combined Cycle,Y,12.0,1994.0
10349,KIAC Partners,54114,Kennedy International Airport Cogen,NY,Queens,GEN3,OP,CA,IPP CHP,3,27.0,26,24.9,NG,DFO,N,,,,,,,Y,Y,26.02,24.88,26.02,24.88,1H,1H,N,,,,2023,Natural Gas Fired Combined Cycle,Y,1.0,1995.0
50136,North American Energy Services,54131,Fortistar North Tonawanda,NY,Niagara,GEN1,OP,CT,IPP CHP,3,48.7,37.4,44.7,NG,DFO,Y,NG,DFO,,,,,Y,Y,37.3,44.7,36.8,40.9,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,7.0,1993.0
13587,Nissequoque Cogen Partners,54149,Stony Brook Cogen Plant,NY,Suffolk,GEN1,OP,GT,IPP CHP,3,47.0,44.5,47.1,NG,DFO,N,,,,,,,Y,Y,42,44,42,44,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combustion Turbine,Y,4.0,1995.0
15253,Power City Partners LP,54592,Massena Energy Facility,NY,St Lawrence,GEN1,OP,CT,IPP Non-CHP,2,66.5,46,56,NG,DFO,N,,,,,,,Y,Y,46,56,46,56,1H,1H,Y,,Y,,2023,Natural Gas Fired Combined Cycle,Y,7.0,1992.0
13491,New York University,54808,New York University Central Plant,NY,New York,GT1,OP,CT,Commercial CHP,5,5.5,5.5,5.5,NG,DFO,Y,NG,DFO,,,,,Y,Y,5.5,5.5,5.5,5.5,1H,1H,Y,Y,,,2023,Natural Gas Fired Combined Cycle,Y,12.0,2010.0
13491,New York University,54808,New York University Central Plant,NY,New York,GT2,OP,CT,Commercial CHP,5,5.5,5.5,5.5,NG,DFO,Y,NG,DFO,,,,,Y,Y,5.5,5.5,5.5,5.5,1H,1H,Y,Y,,,2023,Natural Gas Fired Combined Cycle,Y,12.0,2010.0
2313,Brooklyn Navy Yard Cogen PLP,54914,Brooklyn Navy Yard Cogeneration,NY,Kings,01,OP,CT,IPP CHP,3,121.0,95,110,NG,DFO,N,,,,,,,Y,Y,95,110,95,110,1H,1H,Y,,Y,,2023,Natural Gas Fired Combined Cycle,Y,3.0,1996.0
2313,Brooklyn Navy Yard Cogen PLP,54914,Brooklyn Navy Yard Cogeneration,NY,Kings,02,OP,CT,IPP CHP,3,121.0,95,110,NG,DFO,N,,,,,,,Y,Y,98,113,98,113,1H,1H,Y,,Y,,2023,Natural Gas Fired Combined Cycle,Y,3.0,1996.0
22979,Astoria Energy LLC,55375,Astoria Energy,NY,Queens,CT1,OP,CT,IPP Non-CHP,2,170.0,165,189,NG,DFO,N,,,,,,,Y,N,165,189,165,189,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,5.0,2006.0
22979,Astoria Energy LLC,55375,Astoria Energy,NY,Queens,CT2,OP,CT,IPP Non-CHP,2,170.0,165,189,NG,DFO,N,,,,,,,Y,N,165,189,165,189,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,5.0,2006.0
49845,"Equus Power I, L.P.",56032,Equus Freeport Power,NY,Nassau,0001,OP,GT,IPP Non-CHP,2,60.0,45.9,47.1,NG,KER,N,,,,,,,Y,N,46.2,46.2,46.2,46.2,1H,1H,Y,,,Y,2023,Natural Gas Fired Combustion Turbine,Y,6.0,2004.0
49845,"Equus Power I, L.P.",56032,Equus Freeport Power,NY,Nassau,001,OP,GT,IPP Non-CHP,2,60.0,48.1,49.7,NG,KER,N,,,,,,,Y,N,48.1,49.7,48.1,49.7,1H,1H,Y,Y,,,2023,Natural Gas Fired Combustion Turbine,Y,6.0,2004.0
49786,"Jamaica Bay Peaking Facility, LLC",56141,Jamaica Bay Peaking,NY,Queens,2,OP,GT,IPP Non-CHP,2,60.5,55.8,60,NG,KER,N,,,,,,,Y,Y,52.8,60,52.8,60,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combustion Turbine,Y,7.0,2003.0
49837,Pinelawn Power LLC,56188,Pinelawn Power LLC,NY,Suffolk,CTG,OP,CT,IPP Non-CHP,2,50.0,47,47,NG,KER,N,,,,,,,Y,N,47,47,47,47,1H,1H,Y,Y,Y,Y,2023,Natural Gas Fired Combined Cycle,Y,7.0,2005.0
15296,New York Power Authority,56196,Zeltmann,NY,Queens,CT01,OP,CT,Electric Utility,1,170.0,238,270.2,NG,DFO,N,,,,,,,Y,N,238,270.2,238,270.2,6H,6H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,12.0,2005.0
15296,New York Power Authority,56196,Zeltmann,NY,Queens,CT02,OP,CT,Electric Utility,1,170.0,238,270.2,NG,DFO,N,,,,,,,Y,N,238,270.2,238,270.2,6H,6H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,12.0,2005.0
49950,"Caithness Long Island, LLC",56234,Caithness Long Island Energy Center,NY,Suffolk,CT01,OP,CT,IPP Non-CHP,2,196.2,187.7,216,NG,DFO,N,,,,,,,Y,Y,175,220,175,200,6H,6H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,8.0,2009.0
56480,Empire Generating Co LLC,56259,Empire Generating Co LLC,NY,Rensselaer,CT11,OP,CT,IPP CHP,3,179.0,155,190,NG,DFO,N,,,,,,,Y,Y,155,190,155,190,1H,1H,Y,,Y,Y,2023,Natural Gas Fired Combined Cycle,Y,9.0,2010.0
56480,Empire Generating Co LLC,56259,Empire Generating Co LLC,NY,Rensselaer,CT12,OP,CT,IPP CHP,3,179.0,155,190,NG,DFO,N,,,,,,,Y,Y,155,190,155,190,1H,1H,Y,,Y,Y,2023,Natural Gas Fired Combined Cycle,Y,9.0,2010.0
56204,"CPV Valley, LLC",56940,CPV Valley Energy Center,NY,Orange,CTG1,OP,CT,IPP Non-CHP,2,235.0,188.7,219,NG,DFO,N,,,,,,,Y,Y,188.69,218.97,180,190.4,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,5.0,2018.0
56204,"CPV Valley, LLC",56940,CPV Valley Energy Center,NY,Orange,CTG2,OP,CT,IPP Non-CHP,2,235.0,188.7,219,NG,DFO,N,,,,,,,Y,Y,188.69,218.97,180,192.4,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,5.0,2018.0
56204,"CPV Valley, LLC",56940,CPV Valley Energy Center,NY,Orange,STG,OP,CA,IPP Non-CHP,2,300.0,297,302.3,NG,DFO,N,,,,,,,Y,,297,302.3,179.13,183.66,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,5.0,2018.0
60545,"City of Auburn, New York",57636,Auburn LFG Energy Facility,NY,Cayuga,1,OS,IC,IPP Non-CHP,2,1.1,1.1,1.1,LFG,NG,Y,NG,LFG,,,,,N,, , , , ,,,,,,,2023,Landfill Gas,Y,1.0,2010.0
60545,"City of Auburn, New York",57636,Auburn LFG Energy Facility,NY,Cayuga,3,OS,IC,IPP Non-CHP,2,1.1,1.1,1.1,LFG,NG,Y,NG,LFG,,,,,N,, , , , ,,,,,,,2023,Landfill Gas,Y,1.0,2010.0
56991,Astoria Energy II LLC,57664,Astoria Energy II,NY,Queens,CT3,OP,CT,IPP Non-CHP,2,200.0,156,188,NG,DFO,N,,,,,,,Y,Y,156,188,156,188,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,7.0,2011.0
56991,Astoria Energy II LLC,57664,Astoria Energy II,NY,Queens,CT4,OP,CT,IPP Non-CHP,2,200.0,156,188,NG,DFO,N,,,,,,,Y,Y,156,188,156,188,1H,1H,Y,Y,Y,,2023,Natural Gas Fired Combined Cycle,Y,7.0,2011.0
58107,University of Rochester,58157,University of Rochester,NY,Monroe,HP,OP,ST,Commercial CHP,5,18.2,17,17,NG,DFO,N,,,,,,,Y,N,16,17,17,17,1H,6H,Y,Y,Y,,2023,Natural Gas Steam Turbine,Y,10.0,2005.0
58107,University of Rochester,58157,University of Rochester,NY,Monroe,LP,OP,ST,Commercial CHP,5,7.2,7.2,7.2,NG,DFO,N,,,,,,,Y,N,7,7,7,7,1H,6H,Y,Y,Y,,2023,Natural Gas Steam Turbine,Y,10.0,2005.0
58487,Montefiore Medical Center Moses Division,58507,Montefieor Medical Center Moses Division,NY,Bronx,ES006,OP,GT,Commercial CHP,5,5.3,4.8,4.8,NG,DFO,,,,,,,,Y,Y,3.5,3.5,3.5,3.5,6H,6H,N,,,,2023,Natural Gas Fired Combustion Turbine,Y,1.0,2002.0
58487,Montefiore Medical Center Moses Division,58507,Montefieor Medical Center Moses Division,NY,Bronx,ES007,OP,GT,Commercial CHP,5,3.5,3.5,3.5,NG,DFO,,,,,,,,Y,Y,3.5,3.5,3.5,3.5,6H,6H,N,,,,2023,Natural Gas Fired Combustion Turbine,Y,1.0,2002.0
58487,Montefiore Medical Center Moses Division,58507,Montefieor Medical Center Moses Division,NY,Bronx,S0001,OP,IC,Commercial CHP,5,1.6,1.2,1.2,NG,DFO,,,,,,,,Y,Y,1.2,1.2,1.2,1.2,6H,6H,N,,,,2023,Natural Gas Internal Combustion Engine,Y,1.0,1994.0
58487,Montefiore Medical Center Moses Division,58507,Montefieor Medical Center Moses Division,NY,Bronx,S0002,OP,IC,Commercial CHP,5,1.6,1.2,1.2,NG,DFO,,,,,,,,Y,Y,1.2,1.2,1.2,1.2,6H,6H,N,,,,2023,Natural Gas Internal Combustion Engine,Y,1.0,1994.0
58487,Montefiore Medical Center Moses Division,58507,Montefieor Medical Center Moses Division,NY,Bronx,S0003,OP,IC,Commercial CHP,5,1.6,1.2,1.2,NG,DFO,,,,,,,,Y,Y,1.2,1.2,1.2,1.2,6H,6H,N,,,,2023,Natural Gas Internal Combustion Engine,Y,1.0,1994.0
3249,Central Hudson Gas & Elec Corp,2487,Coxsackie,NY,Greene,GT1,OP,GT,Electric Utility,1,21.3,20.2,24.8,NG,KER,N,,,,,,,Y,Y,19.6,19.6,19.6,19.6,1H,1H,Y,,Y,,2024,Natural Gas Fired Combustion Turbine,Y,12.0,1969.0
4226,Consolidated Edison Co-NY Inc,2493,East River,NY,New York,1,OP,GT,Electric Utility,1,180.0,153.2,192.8,NG,KER,N,,,,,,,Y,N,153.2,192.8,153.2,192.8,UNK,UNK,Y,,Y,,2024,Natural Gas Fired Combustion Turbine,Y,4.0,2005.0
4226,Consolidated Edison Co-NY Inc,2493,East River,NY,New York,2,OP,GT,Electric Utility,1,180.0,154.5,197.3,NG,KER,N,,,,,,,Y,N,154.5,197.3,154.5,197.3,72H,UNK,Y,,Y,,2024,Natural Gas Fired Combustion Turbine,Y,4.0,2005.0
4226,Consolidated Edison Co-NY Inc,2493,East River,NY,New York,6,OP,ST,Electric Utility,1,156.2,141.5,139.9,NG,DFO,Y,NG,DFO,RFO,,,,Y,Y,141.5,139.9,141.5,139.9,6H,6H,Y,,,Y,2024,Natural Gas Steam Turbine,Y,11.0,1951.0
4226,Consolidated Edison Co-NY Inc,2493,East River,NY,New York,7,OP,ST,Electric Utility,1,200.0,181.5,185,NG,DFO,Y,NG,DFO,RFO,,,,Y,Y,181.5,185,181.5,185,6H,6H,Y,,,Y,2024,Natural Gas Steam Turbine,Y,6.0,1955.0
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT21,OP,GT,IPP Non-CHP,2,20.0,17.9,23.4,NG,DFO,Y,NG,DFO,,,,,Y,Y,17,21.6,17,21.6,1H,1H,Y,,Y,,2024,Natural Gas Fired Combustion Turbine,Y,6.0,1971.0
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT22,OP,GT,IPP Non-CHP,2,20.0,18.8,24.6,NG,DFO,Y,NG,DFO,,,,,Y,Y,15.2,21.5,15.2,21.5,1H,1H,Y,,Y,,2024,Natural Gas Fired Combustion Turbine,Y,6.0,1971.0
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT23,OP,GT,IPP Non-CHP,2,20.0,20.6,26.9,NG,DFO,Y,NG,DFO,,,,,Y,Y,19.1,22.6,19.1,22.6,1H,1H,Y,,Y,,2024,Natural Gas Fired Combustion Turbine,Y,6.0,1971.0
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT24,OP,GT,IPP Non-CHP,2,20.0,19.3,25.2,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.3,23.1,17.3,23.1,1H,1H,Y,,Y,,2024,Natural Gas Fired Combustion Turbine,Y,6.0,1971.0
