Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Energy Source 1,Energy Source 2,Cofire Fuels?,Cofire Energy Source 1,Cofire Energy Source 2,Cofire Energy Source 3,Cofire Energy Source 4,Cofire Energy Source 5,Cofire Energy Source 6,Switch Between Oil and Natural Gas?,Switch When Operating?,Net Summer Capacity with Natural Gas (MW),Net Winter Capacity with Natural Gas (MW),Net Summer Capacity with Oil (MW),Net Winter Capacity with Oil (MW),Time to Switch From Gas to Oil,Time to Switch From Oil to Gas,Factors that Limit Switching?,Storage Limits?,Air Permit Limits?,Other Limits?,Year,Technology,Multiple Fuels?,Operating Month,Operating Year
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT35,OP,GT,IPP Non-CHP,2,20.0,18.2,21.2,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.2,21.2,18.2,21.2,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT36,OP,GT,IPP Non-CHP,2,20.0,15.6,18.9,NG,DFO,Y,NG,DFO,,,,,Y,Y,15.6,18.9,15.6,18.9,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT37,OP,GT,IPP Non-CHP,2,20.0,18.2,20.1,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.2,20.1,18.2,20.1,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT38,OP,GT,IPP Non-CHP,2,20.0,17.9,22.4,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.9,22.4,17.9,22.4,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT11,OP,GT,IPP Non-CHP,2,22.0,19.1,21.9,NG,DFO,Y,NG,DFO,,,,,Y,Y,19.1,21.9,19.1,21.9,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT12,OP,GT,IPP Non-CHP,2,22.0,17.3,20.7,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.3,20.7,17.3,20.7,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT13,OP,GT,IPP Non-CHP,2,22.0,18.3,22.8,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.3,22.8,18.3,22.8,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT14,OP,GT,IPP Non-CHP,2,22.0,18.4,23.1,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.4,23.1,18.4,23.1,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT15,OP,GT,IPP Non-CHP,2,22.0,18.6,22.7,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.6,22.7,18.6,22.7,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT16,OP,GT,IPP Non-CHP,2,22.0,16.6,20,NG,DFO,Y,NG,DFO,,,,,Y,Y,16.6,20,16.6,20,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT17,OP,GT,IPP Non-CHP,2,22.0,16.6,20.4,NG,DFO,Y,NG,DFO,,,,,Y,Y,16.6,20.4,16.6,20.4,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT18,OP,GT,IPP Non-CHP,2,22.0,16.6,20.5,NG,DFO,Y,NG,DFO,,,,,Y,Y,16.6,20.5,16.6,20.5,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT21,OP,GT,IPP Non-CHP,2,22.0,18.8,22.6,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.8,22.6,18.8,22.6,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT22,OP,GT,IPP Non-CHP,2,22.0,17.3,21,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.3,21,17.3,21,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT23,OP,GT,IPP Non-CHP,2,22.0,18.4,22.4,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.4,22.4,18.4,22.4,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT24,OP,GT,IPP Non-CHP,2,22.0,17.3,21.4,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.3,21.4,17.3,21.4,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT25,OP,GT,IPP Non-CHP,2,22.0,18.2,22.2,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.2,22.2,18.2,22.2,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT26,OP,GT,IPP Non-CHP,2,22.0,15.9,19.5,NG,DFO,Y,NG,DFO,,,,,Y,Y,15.9,19.5,15.9,19.5,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT27,OP,GT,IPP Non-CHP,2,22.0,18.7,22.8,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.7,22.8,18.7,22.8,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT28,OP,GT,IPP Non-CHP,2,22.0,16.9,20.1,NG,DFO,Y,NG,DFO,,,,,Y,Y,16.9,20.1,16.9,20.1,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,8906,Astoria Generating Station,NY,Queens,3,OP,ST,IPP Non-CHP,2,376.0,374,376.3,NG,RFO,Y,RFO,NG,,,,,Y,Y,361,361,351,351,6H,6H,Y,Y,Y,,2014,Natural Gas Steam Turbine,,,
54863,U S Power Generating Company LLC,8906,Astoria Generating Station,NY,Queens,4,OS,ST,IPP Non-CHP,2,387.0,380,387,NG,RFO,Y,RFO,NG,,,,,Y,Y,372,372,361,361,6H,6H,Y,Y,Y,,2014,Natural Gas Steam Turbine,,,
54863,U S Power Generating Company LLC,8906,Astoria Generating Station,NY,Queens,ST5,OP,ST,IPP Non-CHP,2,387.0,380,382.2,NG,RFO,Y,RFO,NG,,,,,Y,Y,372,372,362,361,6H,6H,Y,Y,Y,,2014,Natural Gas Steam Turbine,,,
55807,Niagara Generation LLC,50202,WPS Power Niagara,NY,Niagara,GEN1,OA,ST,IPP Non-CHP,2,56.0,41.1,37.1,WDS,BIT,Y,BIT,WDS,,,,,N,, , , , ,,,,,,,2014,Wood/Wood Waste Biomass,,,
56142,"Alliance NYGT, LLC",2628,Hillburn,NY,Rockland,GEN1,OP,GT,IPP Non-CHP,2,46.5,33.1,43.8,NG,KER,N,,,,,,,Y,N,33.1,43,33.1,43,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
56142,"Alliance NYGT, LLC",2632,Shoemaker,NY,Orange,SHOE,OP,GT,IPP Non-CHP,2,41.9,33,40,NG,KER,N,,,,,,,Y,N,33,43,33,43,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
56174,Finch Paper LLC,10511,Finch Paper,NY,Warren,GEN6,OP,ST,Industrial CHP,7,29.0,23,27,WDL,NG,N,,,,,,,Y,Y,14,18,8,12,6H,6H,Y,,Y,Y,2014,Wood/Wood Waste Biomass,,,
56479,PIC Group Inc,10190,Castleton Energy Center,NY,Rensselaer,GEN1,OP,CT,IPP Non-CHP,2,47.0,43,47,NG,DFO,Y,NG,DFO,,,,,Y,Y,42,48,41,47,1H,1H,Y,Y,Y,,2014,Natural Gas Fired Combined Cycle,,,
56480,Empire Generating Co  LLC,56259,Empire Generating Co  LLC,NY,Rensselaer,CT11,OP,CT,IPP CHP,3,179.0,155,190,NG,DFO,N,,,,,,,Y,N,165,190,177,190,1H,1H,Y,,Y,Y,2014,Natural Gas Fired Combined Cycle,,,
56480,Empire Generating Co  LLC,56259,Empire Generating Co  LLC,NY,Rensselaer,CT12,OP,CT,IPP CHP,3,179.0,155,190,NG,DFO,N,,,,,,,Y,N,165,190,177,190,1H,1H,Y,,Y,Y,2014,Natural Gas Fired Combined Cycle,,,
56480,Empire Generating Co  LLC,56259,Empire Generating Co  LLC,NY,Rensselaer,ST13,OP,CA,IPP CHP,3,295.7,270,295.7,NG,DFO,N,,,,,,,Y,N,270,285,175,185,1H,1H,Y,,Y,Y,2014,Natural Gas Fired Combined Cycle,,,
56505,National Grid Generation LLC,2511,E F Barrett,NY,Nassau,10,OP,GT,Electric Utility,1,41.8,39.9,49.4,NG,DFO,N,,,,,,,Y,Y,39.5,49.3,39.5,49.3,1H,1H,N,,,,2014,Natural Gas Fired Combustion Turbine,,,
56505,National Grid Generation LLC,2511,E F Barrett,NY,Nassau,11,OP,GT,Electric Utility,1,41.8,39.8,49.5,NG,DFO,N,,,,,,,Y,Y,40,49.3,40,49.3,1H,1H,N,,,,2014,Natural Gas Fired Combustion Turbine,,,
56505,National Grid Generation LLC,2511,E F Barrett,NY,Nassau,12,OP,GT,Electric Utility,1,41.8,40.3,49.5,NG,DFO,N,,,,,,,Y,Y,40.2,48.8,40.2,48.8,1H,1H,N,,,,2014,Natural Gas Fired Combustion Turbine,,,
56505,National Grid Generation LLC,2511,E F Barrett,NY,Nassau,3,OP,GT,Electric Utility,1,18.0,17,19.2,NG,DFO,N,,,,,,,Y,Y,17.5,20.4,17.5,20.4,1H,1H,N,,,,2014,Natural Gas Fired Combustion Turbine,,,
56505,National Grid Generation LLC,2511,E F Barrett,NY,Nassau,4,OP,GT,Electric Utility,1,18.0,17.5,20.4,NG,DFO,N,,,,,,,Y,Y,17.7,20.5,17.7,20.5,1H,1H,N,,,,2014,Natural Gas Fired Combustion Turbine,,,
56505,National Grid Generation LLC,2511,E F Barrett,NY,Nassau,5,OP,GT,Electric Utility,1,18.0,17.3,19.9,NG,DFO,N,,,,,,,Y,Y,17,20,17,20,1H,1H,N,,,,2014,Natural Gas Fired Combustion Turbine,,,
56505,National Grid Generation LLC,2511,E F Barrett,NY,Nassau,6,OP,GT,Electric Utility,1,18.0,17.1,20.1,NG,DFO,N,,,,,,,Y,Y,16.7,20.2,16.7,20.2,1H,1H,N,,,,2014,Natural Gas Fired Combustion Turbine,,,
56505,National Grid Generation LLC,2511,E F Barrett,NY,Nassau,8,OP,GT,Electric Utility,1,18.0,17.2,20.4,NG,DFO,N,,,,,,,Y,Y,17,20,17,20,1H,1H,N,,,,2014,Natural Gas Fired Combustion Turbine,,,
56505,National Grid Generation LLC,2511,E F Barrett,NY,Nassau,9,OP,GT,Electric Utility,1,41.8,39.4,48.2,NG,DFO,N,,,,,,,Y,Y,39.8,49.2,39.8,49.2,1H,1H,N,,,,2014,Natural Gas Fired Combustion Turbine,,,
56505,National Grid Generation LLC,2511,E F Barrett,NY,Nassau,GT1,OP,GT,Electric Utility,1,18.0,16.3,19.3,NG,DFO,N,,,,,,,Y,Y,16.3,19.3,16.3,19.3,1H,1H,N,,,,2014,Natural Gas Fired Combustion Turbine,,,
56505,National Grid Generation LLC,2511,E F Barrett,NY,Nassau,GT2,OP,GT,Electric Utility,1,18.0,14.7,17.1,NG,DFO,N,,,,,,,Y,Y,14.9,17.5,14.9,17.5,1H,1H,N,,,,2014,Natural Gas Fired Combustion Turbine,,,
56505,National Grid Generation LLC,2511,E F Barrett,NY,Nassau,ST1,OP,ST,Electric Utility,1,188.0,195.2,194.2,NG,RFO,Y,NG,RFO,,,,,Y,Y,195.2,194.5,195.2,194.5,6H,6H,Y,Y,,,2014,Natural Gas Steam Turbine,,,
56505,National Grid Generation LLC,2511,E F Barrett,NY,Nassau,ST2,OP,ST,Electric Utility,1,188.0,196.2,196.2,NG,RFO,Y,NG,RFO,,,,,Y,Y,196.2,194.2,196.2,194.2,6H,6H,Y,Y,,,2014,Natural Gas Steam Turbine,,,
56505,National Grid Generation LLC,2516,Northport,NY,Suffolk,2,OP,ST,Electric Utility,1,387.0,396.5,398.7,NG,RFO,Y,NG,RFO,,,,,Y,Y,393.5,393.5,393.5,393.5,6H,6H,N,,,,2014,Natural Gas Steam Turbine,,,
56505,National Grid Generation LLC,2516,Northport,NY,Suffolk,3,OP,ST,Electric Utility,1,387.0,391.2,382.2,NG,RFO,Y,NG,RFO,,,,,Y,Y,396,397,396,397,6H,6H,N,,,,2014,Natural Gas Steam Turbine,,,
56505,National Grid Generation LLC,2516,Northport,NY,Suffolk,4,OP,ST,Electric Utility,1,387.0,391.2,393.2,NG,RFO,Y,NG,RFO,,,,,Y,Y,395.5,395,395.5,395,6H,6H,N,,,,2014,Natural Gas Steam Turbine,,,
56505,National Grid Generation LLC,2516,Northport,NY,Suffolk,ST1,OP,ST,Electric Utility,1,387.0,399.7,391.3,NG,RFO,Y,NG,RFO,,,,,Y,Y,397.7,387.7,397.7,387.7,6H,6H,N,,,,2014,Natural Gas Steam Turbine,,,
56505,National Grid Generation LLC,2517,Port Jefferson,NY,Suffolk,3,OP,ST,Electric Utility,1,188.0,196.7,195.3,NG,RFO,Y,NG,RFO,,,,,Y,Y,195,193.5,195,193.5,6H,6H,N,,,,2014,Natural Gas Steam Turbine,,,
56505,National Grid Generation LLC,2517,Port Jefferson,NY,Suffolk,4,OP,ST,Electric Utility,1,188.0,196.7,198,NG,RFO,Y,NG,RFO,,,,,Y,Y,197.7,194.5,197.7,194.5,6H,6H,N,,,,2014,Natural Gas Steam Turbine,,,
56505,National Grid Generation LLC,2517,Port Jefferson,NY,Suffolk,GT2,OP,GT,Electric Utility,1,53.0,41,45.9,NG,KER,N,,,,,,,Y,Y,43.3,48.1,43.3,48.1,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
56505,National Grid Generation LLC,2517,Port Jefferson,NY,Suffolk,GT3,OP,GT,Electric Utility,1,53.0,40.5,46.1,NG,KER,N,,,,,,,Y,Y,39.7,46,39.7,46,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
56505,National Grid Generation LLC,7869,Glenwood Landing,NY,Nassau,GT4,OP,GT,Electric Utility,1,53.0,39.7,46.4,NG,KER,N,,,,,,,Y,Y,40.6,46,40.6,46,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
56505,National Grid Generation LLC,7869,Glenwood Landing,NY,Nassau,GT5,OP,GT,Electric Utility,1,53.0,38.3,47.2,NG,KER,N,,,,,,,Y,Y,38.6,44.6,38.6,44.6,1H,1H,Y,,Y,,2014,Natural Gas Fired Combustion Turbine,,,
56965,"Auburn Energy, LLC",57636,Auburn LFG Energy Facility,NY,Cayuga,1,OP,IC,IPP Non-CHP,2,1.1,1.1,1.1,LFG,NG,Y,NG,LFG,,,,,N,, , , , ,,,,,,,2014,Landfill Gas,,,
56965,"Auburn Energy, LLC",57636,Auburn LFG Energy Facility,NY,Cayuga,3,OP,IC,IPP Non-CHP,2,1.1,1.1,1.1,LFG,NG,Y,NG,LFG,,,,,N,, , , , ,,,,,,,2014,Landfill Gas,,,
56991,Astoria Energy II LLC,57664,Astoria Energy II,NY,Queens,CT3,OP,CT,IPP Non-CHP,2,200.0,156,188,NG,DFO,N,,,,,,,Y,Y,156,188,156,188,1H,1H,Y,Y,Y,,2014,Natural Gas Fired Combined Cycle,,,
56991,Astoria Energy II LLC,57664,Astoria Energy II,NY,Queens,CT4,OP,CT,IPP Non-CHP,2,200.0,156,188,NG,DFO,N,,,,,,,Y,Y,156,188,156,188,1H,1H,Y,Y,Y,,2014,Natural Gas Fired Combined Cycle,,,
56991,Astoria Energy II LLC,57664,Astoria Energy II,NY,Queens,ST2,OP,CA,IPP Non-CHP,2,250.0,228,236,NG,DFO,N,,,,,,,Y,Y,228,236,228,236,1H,1H,Y,Y,Y,,2014,Natural Gas Fired Combined Cycle,,,
58107,University of Rochester,58157,University of Rochester,NY,Monroe,HP,OP,ST,Commercial CHP,5,18.2,17,17,NG,DFO,N,,,,,,,Y,N,16,17,17,17,1H,1H,Y,Y,Y,,2014,Natural Gas Steam Turbine,,,
58107,University of Rochester,58157,University of Rochester,NY,Monroe,LP,OP,ST,Commercial CHP,5,7.2,7.2,7.2,NG,DFO,N,,,,,,,Y,N,7,7,7,7,1H,1H,Y,Y,Y,,2014,Natural Gas Steam Turbine,,,
58337,Lakeside Syracuse LLC,10621,CH Resources Syracuse,NY,Onondaga,GEN1,SB,CT,IPP Non-CHP,2,65.5,54.1,60.8,NG,DFO,N,,,,,,,Y,Y,54.1,60.8,0,0,UNK,UNK,N,,,,2014,Natural Gas Fired Combined Cycle,,,
58337,Lakeside Syracuse LLC,10621,CH Resources Syracuse,NY,Onondaga,GEN2,SB,CA,IPP Non-CHP,2,37.2,31.8,37,NG,DFO,N,,,,,,,Y,Y,31.8,37,0,0,UNK,UNK,N,,,,2014,Natural Gas Fired Combined Cycle,,,
58338,Lakeside Beaver Falls LLC,10617,CH Resources Beaver Falls,NY,Lewis,GEN1,OP,CT,IPP CHP,3,65.5,50.8,56.3,NG,DFO,N,NG,DFO,,,,,Y,Y,50.8,56.3,45,50,UNK,UNK,N,,,,2014,Natural Gas Fired Combined Cycle,,,
58338,Lakeside Beaver Falls LLC,10617,CH Resources Beaver Falls,NY,Lewis,GEN2,OP,CA,IPP CHP,3,42.3,29.8,33,NG,DFO,N,NG,DFO,,,,,Y,Y,29.8,33,25,30,UNK,UNK,N,,,,2014,Natural Gas Fired Combined Cycle,,,
58487,Montefiore Medical Center Moses Division,58507,Montefieor Medical Center Moses Division,NY,Bronx,ES006,OP,GT,Commercial CHP,5,3.5,3.5,3.5,NG,DFO,,,,,,,,Y,Y,3.5,3.5,3.5,3.5,6H,6H,N,,,,2014,Natural Gas Fired Combustion Turbine,,,
58487,Montefiore Medical Center Moses Division,58507,Montefieor Medical Center Moses Division,NY,Bronx,S0001,OP,IC,Commercial CHP,5,1.6,1.2,1.2,NG,DFO,,,,,,,,Y,Y,1.2,1.2,1.2,1.2,6H,6H,N,,,,2014,Natural Gas Internal Combustion Engine,,,
58487,Montefiore Medical Center Moses Division,58507,Montefieor Medical Center Moses Division,NY,Bronx,S0002,OP,IC,Commercial CHP,5,1.6,1.2,1.2,NG,,,,,,,,,Y,Y,1.2,1.2,1.2,1.2,6H,6H,N,,,,2014,Natural Gas Internal Combustion Engine,,,
58487,Montefiore Medical Center Moses Division,58507,Montefieor Medical Center Moses Division,NY,Bronx,S0003,OP,IC,Commercial CHP,5,1.6,1.2,1.2,NG,DFO,,,,,,,,Y,Y,1.2,1.2,1.2,1.2,6H,6H,N,,,,2014,Natural Gas Internal Combustion Engine,,,
58971,Danskammer Energy,2480,Danskammer Generating Station,NY,Orange,1,OP,ST,IPP Non-CHP,2,72.0,60.7,65.7,RFO,NG,Y,RFO,NG,,,,,Y,Y,60.7,65.7,63.5,60,1H,1H,Y,Y,,,2014,Petroleum Liquids,,,
58971,Danskammer Energy,2480,Danskammer Generating Station,NY,Orange,2,OP,ST,IPP Non-CHP,2,73.5,59.5,64,RFO,NG,Y,RFO,NG,,,,,Y,Y,59,64,61.7,64,1H,1H,Y,Y,,,2014,Petroleum Liquids,,,
58971,Danskammer Energy,2480,Danskammer Generating Station,NY,Orange,1,OP,ST,IPP Non-CHP,2,72.0,60.7,65.7,NG,RFO,Y,RFO,NG,,,,,Y,Y,60.7,65.7,63.5,60,1H,1H,Y,Y,,,2015,Natural Gas Steam Turbine,,,
58971,Danskammer Energy,2480,Danskammer Generating Station,NY,Orange,2,OP,ST,IPP Non-CHP,2,73.5,59.5,64,NG,RFO,Y,RFO,NG,,,,,Y,Y,59,64,61.7,64,1H,1H,Y,Y,,,2015,Natural Gas Steam Turbine,,,
3249,Central Hudson Gas & Elec Corp,2487,West Coxsackie,NY,Greene,GT1,OP,GT,Electric Utility,1,21.6,21.3,21.3,KER,NG,N,,,,,,,Y,Y,19.6,19.6,19.6,19.6,1H,1H,Y,,Y,,2015,Petroleum Liquids,,,
4226,Consolidated Edison Co-NY Inc,2493,East River,NY,New York,1,OP,GT,Electric Utility,1,180.0,150.9,192.1,NG,RFO,N,,,,,,,Y,N,143.8,192.1,143.8,182.8,UNK,UNK,Y,,Y,,2015,Natural Gas Fired Combustion Turbine,,,
4226,Consolidated Edison Co-NY Inc,2493,East River,NY,New York,2,OP,GT,Electric Utility,1,180.0,151.8,182.8,NG,RFO,N,,,,,,,Y,N,148.3,182.8,148.3,182.8,UNK,UNK,Y,,Y,,2015,Natural Gas Fired Combustion Turbine,,,
4226,Consolidated Edison Co-NY Inc,2493,East River,NY,New York,6,OP,ST,Electric Utility,1,156.2,141.7,140.4,NG,RFO,N,,,,,,,Y,Y,132.2,140,130,140,6H,6H,Y,,,Y,2015,Natural Gas Steam Turbine,,,
4226,Consolidated Edison Co-NY Inc,2493,East River,NY,New York,7,OP,ST,Electric Utility,1,200.0,184.9,183.8,NG,DFO,N,,,,,,,Y,Y,176.7,185,170,185,6H,6H,Y,,,Y,2015,Natural Gas Steam Turbine,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT21,OP,GT,IPP Non-CHP,2,20.0,17.3,21.4,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.2,20.6,17.2,20.6,1H,1H,Y,,Y,,2015,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT22,OP,GT,IPP Non-CHP,2,20.0,18.3,22,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.7,21.8,17.7,21.8,1H,1H,Y,,Y,,2015,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT23,OP,GT,IPP Non-CHP,2,20.0,19.1,24.2,NG,DFO,Y,NG,DFO,,,,,Y,Y,19.2,23.3,19.2,23.3,1H,1H,Y,,Y,,2015,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT24,OP,GT,IPP Non-CHP,2,20.0,17.4,22.2,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.2,21,17.2,21,1H,1H,Y,,Y,,2015,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT25,OP,GT,IPP Non-CHP,2,20.0,17,21.4,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.4,21,17.4,21,1H,1H,Y,,Y,,2015,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT26,OP,GT,IPP Non-CHP,2,20.0,19.1,23.6,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.7,23,18.7,23,1H,1H,Y,,Y,,2015,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT27,OP,GT,IPP Non-CHP,2,20.0,18.5,23,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.1,22.7,18.1,22.7,1H,1H,Y,,Y,,2015,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT28,OP,GT,IPP Non-CHP,2,20.0,17,21.5,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.5,21.3,17.5,21.3,1H,1H,Y,,Y,,2015,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT31,OP,GT,IPP Non-CHP,2,20.0,16.9,22,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.3,20.1,17.3,20.1,1H,1H,Y,,Y,,2015,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT32,OP,GT,IPP Non-CHP,2,20.0,16.9,21.9,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.3,20.4,17.3,20.4,1H,1H,Y,,Y,,2015,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT33,OP,GT,IPP Non-CHP,2,20.0,18,23.9,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.4,23.5,18.4,23.5,1H,1H,Y,,Y,,2015,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT34,OP,GT,IPP Non-CHP,2,20.0,16.3,21.7,NG,DFO,Y,NG,DFO,,,,,Y,Y,16.5,21,16.5,21,1H,1H,Y,,Y,,2015,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT35,OP,GT,IPP Non-CHP,2,20.0,17.3,24,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.2,21.2,18.2,21.2,1H,1H,Y,,Y,,2015,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT36,OP,GT,IPP Non-CHP,2,20.0,15.4,20,NG,DFO,Y,NG,DFO,,,,,Y,Y,15.6,18.9,15.6,18.9,1H,1H,Y,,Y,,2015,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT37,OP,GT,IPP Non-CHP,2,20.0,18,24.2,NG,DFO,Y,NG,DFO,,,,,Y,Y,18.2,20.1,18.2,20.1,1H,1H,Y,,Y,,2015,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2494,Gowanus Gas Turbines Generating,NY,Kings,GT38,OP,GT,IPP Non-CHP,2,20.0,17.6,23.8,NG,DFO,Y,NG,DFO,,,,,Y,Y,17.9,22.4,17.9,22.4,1H,1H,Y,,Y,,2015,Natural Gas Fired Combustion Turbine,,,
54863,U S Power Generating Company LLC,2499,Narrows Gas Turbines Generating,NY,Kings,NT11,OP,GT,IPP Non-CHP,2,22.0,19.2,23.6,NG,DFO,Y,NG,DFO,,,,,Y,Y,19.1,21.9,19.1,21.9,1H,1H,Y,,Y,,2015,Natural Gas Fired Combustion Turbine,,,
