Utility ID,Utility Name,Street Address,City,State,Zip,Owner?,Operator?,Asset Manager?,Other Reltionships with Plants Reported on Form?,Entity Type,Year,Other Relationships with Plants Reported on Form?,Owner of Plants Reported on Form?,Operator of Plants Reported on Form?,Asset Manager of Plants Reported on Form?
25,Greenidge Generation Holdings LLC,PO Box 187590 Plant Rd,Dresden,NY,14441,Y,Y,Y,Y,Q,2013,,,,
40,Hospira Inc,2400 Walden Avenue,Buffalo,NY,14225,Y,Y,Y,Y,COM,2013,,,,
326,Alice Falls Corp,"3 E Comm Square, 3rd Floor",Albany,NY,12207,,,,,Q,2013,,,,
463,Ameresco LFG I Inc,91 Hartley Road,Goshen,NY,10924,Y,Y,Y,Y,Q,2013,,,,
470,Covanta Energy of Niagara LP,100 Energy Blvd @ 56th St,Niagara Falls,NY,14304,Y,Y,Y,Y,I,2013,,,,
473,Covanta Hempstead Company,600 Merchants Concourse,Westbury,NY,11590,Y,Y,Y,Y,Q,2013,,,,
1268,Bayswater Peaking Facility LLC,1425 Bay 24th Street,Far Rockaway,NY,11691,Y,Y,Y,Y,Q,2013,,,,
1362,Bassett Healthcare,1 Atwell Road,Cooperstown,NY,13326,Y,Y,Y,Y,COM,2013,,,,
1746,Black River Generation LLC,P O Box 849,Fort Drum,NY,13602,Y,Y,Y,Y,Q,2013,,,,
2313,Brooklyn Navy Yard Cogen PLP,80-02 Kew Gardens RoadSuite 20,Kew Gardens,NY,11415,Y,Y,Y,Y,Q,2013,,,,
2598,Burrows Paper Corp,PO Box 987 501 West Main St,Little Falls,NY,13365,Y,Y,Y,Y,Q,2013,,,,
2770,Terra-Gen Operating Co LLC,27th Floor565  5th Ave,New York,NY,10017,Y,Y,Y,Y,Q,2013,,,,
3085,Carthage Energy LLC,701 West End Ave,Carthage,NY,13619,Y,Y,Y,Y,Q,2013,,,,
3249,Central Hudson Gas & Elec Corp,284 South Avenue,Poughkeepsie,NY,12601,Y,Y,Y,Y,I,2013,,,,
4226,Consolidated Edison Co-NY Inc,"Four Irving Place, Room 523",New York,NY,10003,Y,Y,Y,Y,I,2013,,,,
4386,Cornell Hydro,135 Humphrey Service Building,Ithaca,NY,14853,Y,Y,Y,Y,Q,2013,,,,
4735,Dahowa Hydro,P O Box 189Mill Road Middle Fa,Greenwich,NY,12834,Y,Y,Y,Y,Q,2013,,,,
5277,"American Sugar Refining, Inc.",1 Federal Street,Yonkers,NY,10702,Y,Y,Y,Y,Q,2013,,,,
5511,CCI Roseton LLC,992 River Road,Newburgh,NY,12550,Y,Y,Y,Y,Q,2013,,,,
5624,"RED-Rochester, LLC",1669 Lake AvenueBuilding 26/1,Rochester,NY,14652,Y,Y,Y,Y,IND,2013,,,,
5943,Entergy Nuc Fitzpatrick LLC,440 Hamilton Avenue,White Plains,NY,10601,,,,,I,2013,,,,
5956,Entergy Nuclear Vermont Yankee,440 Hamilton Avenue,White Plains,NY,10601,,,,,I,2013,,,,
6027,Entergy Nuclear Indian Point 2,440 Hamilton Ave,White Plains,NY,10601,,,,,I,2013,,,,
6028,Entergy Nuclear Indian Point 3,440 Hamilton Avenue,White Plains,NY,10601,,,,,I,2013,,,,
6495,Fort Miller Associates,25 Canterbury Road,Clifton Park,NY,12065,,,,,Q,2013,,,,
6554,FortisUS Energy Corp,7659 Lyonsdale Rd,Lyons Falls,NY,13368,Y,Y,Y,Y,Q,2013,,,,
6775,Village of Freeport - (NY),46 North Ocean Ave,Freeport,NY,11520,Y,Y,Y,Y,M,2013,,,,
6838,CCI Rensselaer LLC,39 Riverside Ave,Rensselaer,NY,12144,Y,Y,Y,Y,Q,2013,,,,
7011,Gas Recovery Services-IL Inc,5087 Junction Road,Lockport,NY,14094,Y,Y,Y,Y,Q,2013,,,,
7092,General Mills Inc,54 South Michigan Avenue,Buffalo,NY,14203,,,,,IND,2013,,,,
7308,Hawkeye Energy Greenport LLC,100 Marcus Blvd,Hauppauge,NY,11788,,,,,Q,2013,,,,
7630,Village of Greenport - (NY),236 3rd Street,Greenport,NY,11944,,,,,M,2013,,,,
8688,Hofstra University,101 Hofstra University,Hempstead,NY,11549,Y,Y,Y,Y,Q,2013,,,,
8758,Honeywell Farm Inc,155-25 Styler Road,Jamaica,NY,11433,Y,Y,Y,Y,IND,2013,,,,
9312,IPC-Mansfield Mill,2 Manhattanville Road,Purchase,NY,10577,Y,Y,Y,Y,IND,2013,,,,
9350,IPC-Ticonderoga,568 Shore Airport Rd,Ticonderoga,NY,12883,,,,,,2013,,,,
9357,Hampshire Paper Co Inc,PO Box 3391827 County Route 22,Gouverneur,NY,13642,,,,,Q,2013,,,,
9382,International Paper Co-Vicksbg,2 Manhattanville Road,Purchase,NY,10577,Y,Y,Y,Y,IND,2013,,,,
9645,Jamestown Board of Public Util,PO Box 70092 Steele Street,Jamestown,NY,14702,Y,Y,Y,Y,M,2013,,,,
10337,KES Kingsburg LP,1732 West Genesee Street,Syracuse,NY,13204,Y,Y,Y,Y,Q,2013,,,,
10349,KIAC Partners,JFK AirportBuilding 49,Jamaica,NY,11430,Y,Y,Y,Y,Q,2013,,,,
10714,Little Falls Hydroelec Assoc,Burrows Paper CorpPO Box 987,Little Falls,NY,13365,,,,,Q,2013,,,,
10849,Wyeth-Averst Lederle,401 North Middletown Road,Pearl River,NY,10965,Y,Y,Y,Y,COM,2013,,,,
11127,Lockport Energy Associates LP,5087 Junction Rd,Lockport,NY,14094,,,,,Q,2013,,,,
11329,Lutheran Medical Center,150  55th. Street150 55th Stre,Brooklyn,NY,11220,,,,,,2013,,,,
11804,Massachusetts Electric Co,1 Metrotech Center,Brooklyn,NY,11201,,,,,,2013,,,,
12758,Model City Energy LLC,2999 Judge Road,Oakfield,NY,14125,Y,Y,Y,Y,Q,2013,,,,
12792,NRG New York LLC,140 Samondale Avenue,West haverstraw,NY,10993,Y,Y,Y,Y,Q,2013,,,,
12834,Dutchess County RRA,98 Sand Dock Road,Poughkeepsie,NY,12601,Y,Y,Y,Y,M,2013,,,,
13168,NRG Huntley Operations Inc,3500 River Rd,Tonawanda,NY,14150,Y,Y,Y,Y,C,2013,,,,
13192,NRG Arthur Kill Operations Inc,4401 Victory Blvd,Staten Island,NY,10314,,,,,Q,2013,,,,
13193,Naniwa Energy LLC,2000 Westchester Avenue,Purchase,NY,10577,Y,Y,Y,Y,COM,2013,,,,
13484,New York Methodist Hospital,506 Sixth Street506 Sixth Stre,Brooklyn,NY,11215,Y,Y,Y,Y,C,2013,,,,
13487,New York Zoological Society,The Bronx Zoo185th Street & So,Bronx,NY,10460,Y,Y,Y,Y,Q,2013,,,,
13491,New York University,Warren Weaver Hall251 Mercer S,New York,NY,10012,Y,Y,Y,Y,,2013,,,,
13511,New York State Elec & Gas Corp,P O Box 3287Corporate Acctg &,Ithaca,NY,14852,Y,Y,Y,Y,I,2013,,,,
13579,Dunkirk Power LLC,106 Point Drive North,Dunkirk,NY,14048,Y,Y,Y,Y,C,2013,,,,
13582,NRG Astoria Gas Turbine Operations Inc,31-01 20th Avenue,Astoria,NY,11105,Y,Y,Y,Y,Q,2013,,,,
13587,Nissequoque Cogen Partners,2099 SUNY,Stonybrook,NY,11794,,,,,Q,2013,,,,
13606,Nine Mile Point Nuclear Sta LLC,PO Box 63,Lycoming,NY,13095,Y,Y,Y,Y,Q,2013,,,,
13923,NRG Oswego Harbor Power Operations Inc,261 Washington Blvd.,Oswego,NY,13126,Y,Y,Y,Y,Q,2013,,,,
14182,Sterling Power Partners LP,110 East Seneca Street,Sherrill,NY,13461,,,,,Q,2013,,,,
14222,Oswego County,46 East Bridge Street,Oswego,NY,13126,Y,Y,Y,Y,M,2013,,,,
14240,Oswego City of,West First Oneida Streets,Oswego,NY,13126,Y,Y,Y,Y,M,2013,,,,
15114,"Pittsfield Generating Company,  LP",1732 West Genesee Street,Syracuse,NY,13204,,,,,Q,2013,,,,
15253,Power City Partners LP,P.O. Box 729,Massena,NY,13662,Y,Y,Y,Y,Q,2013,,,,
15296,New York Power Authority,123 Main Street,White Plains,NY,10601,Y,Y,Y,Y,S,2013,,,,
15430,Detroit Renewable Power,800 Westchester Avenue,Rye Brook,NY,10573,Y,Y,Y,Y,I,2013,,,,
16183,Rochester Gas & Electric Corp,89 East Avenue,Rochester,NY,14649,Y,Y,Y,Y,I,2013,,,,
16217,Village of Rockville Centre - (NY),P O  Box 950,Rockville Centre,NY,11571,,,,,M,2013,,,,
16729,Saranac Power Partners LP,PO Box 298599 Weed St Ext,Plattsburgh,NY,12901,Y,Y,Y,Y,Q,2013,,,,
16839,Seneca Power Partners LP,163 Cedar Street,Batavia,NY,14020,Y,Y,Y,Y,Q,2013,,,,
16909,Selkirk Cogen Partners LP,24 Power Park Drive,Selkirk,NY,12158,,,,,Q,2013,,,,
17283,Seneca Energy II,2999 Judge Road,Oakfield,NY,14125,Y,Y,Y,Y,Q,2013,,,,
17460,South Oak Hospital,400 Sunrise Highway,Amityville,NY,11701,Y,Y,Y,Y,COM,2013,,,,
17555,South Eastern Elec Devt Corp,2000 Westchester Avenue,Purchase,NY,10577,Y,Y,Y,Y,Q,2013,,,,
18020,Starrett City Inc,155 Elmira Loop,Brooklyn,NY,11239,,,,,COM,2013,,,,
18121,Stillwater Associates,25 Canterbury Road,Clifton Park,NY,12065,,,,,Q,2013,,,,
18436,Tannery Island Power Corp,33410 Lamb Road,Carthage,NY,13619,Y,Y,Y,Y,Q,2013,,,,
19153,Nassau Energy Corp,185 Charles Lindbergh Blvd,Garden City,NY,11530,,,,,Q,2013,,,,
19194,Syracuse Energy Corp,56 Industrial Drive,Syracuse,NY,13204,,,,,,2013,,,,
19774,Valley Falls Associates,25 Canterbury Road,Clifton Park,NY,12065,,,,,Q,2013,,,,
20148,Watervliet City of,2 15th Street City Hall,Watervliet,NY,12189,Y,Y,Y,Y,M,2013,,,,
20188,City of Watertown - (NY),245 Washington Street,Watertown,NY,13601,Y,Y,Y,Y,M,2013,,,,
20238,Watchtower Bible & Tract Soc-NY,Attn:Energy Desk/Eulah Coulter,Patterson,NY,12563,,,,,,2013,,,,
21508,Cornell University,135 Humphreys Service Building,Ithaca,NY,14853,,,,,M,2013,,,,
22125,"Cayuga Operating Company, LLC",228 Cayuga Drive,Lansing,NY,14882,,,,,Q,2013,,,,
22129,Somerset Operating Co LLC,7725 Lake Road,Barker,NY,14012,,,,,Q,2013,,,,
22269,Goal Line LP,1732 W. Genesee Street,Syracuse,NY,13204,,,,,Q,2013,,,,
22979,Astoria Energy LLC,17-10 Steinway Street,Astoria,NY,11105,,,,,Q,2013,,,,
24202,Carr Street Generating Sta LP,64 Carr Street,East Syracuse,NY,13057,,,,,Q,2013,,,,
24210,Riverbay Corp,2049 Bartow Avenue2049 Bartow,Bronx,NY,10475,Y,Y,Y,Y,C,2013,,,,
24931,Palmer Hydroelectric,15 Pine Street,Corinth,NY,12822,Y,Y,Y,Y,Q,2013,,,,
24979,Chasm Hydro Partnership,7063 State Route 374 PO Box 85,Chateaugay,NY,12920,Y,Y,Y,Y,Q,2013,,,,
26642,PE Bay Shore LLC,Attn    Tom Murphy1732 West Ge,Syracuse,NY,13204,Y,Y,Y,Y,Q,2013,,,,
29926,Entergy Nuclear Generation Co,440 Hamilton Avenue,White Plains,NY,10601,,,,,I,2013,,,,
32080,Cellu Tissue Corporation,4921 Route 58N,Gouverner,NY,13642,,,,,IND,2013,,,,
32173,New Athens Generating Company LLC,P O Box 349 9300 US  Highway 9,Athens,NY,12015,,,,,Q,2013,,,,
40052,AG Energy LP,21 Entrance AvenuePO Box 585,Ogdensburg,NY,13669,Y,Y,Y,Y,Q,2013,,,,
42659,Pennsylvania Renewable Resources,730 Fifth Avenue   Suite 1901,New York,NY,10019,,,,,Q,2013,,,,
49775,Middlesex Generating Company LLC,1732 W. Geneses Street,Syracuse,NY,13204,,,,,M,2013,,,,
49786,"Jamaica Bay Peaking Facility, LLC",14-25 Bay 24th Street,Far Rockaway,NY,11691,Y,Y,Y,Y,Q,2013,,,,
49950,"Caithness Long Island, LLC",c/o Caithness Corp.565 Fifth A,New York,NY,10017,,,,,Q,2013,,,,
50100,"R.E. Ginna Nuclear Power Plant, LLC",1503 Lake Road,Ontario,NY,14519,Y,Y,Y,Y,Q,2013,,,,
50136,North American Energy Services,1070 Erie Avenue,North Tonawanda,NY,14120,,,,,Q,2013,,,,
50158,Innovative Energy Systems Inc,2999 Judge Road,Oakfield,NY,14125,Y,Y,Y,Y,Q,2013,,,,
54684,"Flat Rock Windpower, LLC",6972 Eagle Factory Road,Lowville,NY,13367,Y,Y,Y,Y,Q,2013,,,,
54838,Windsor Machinery Co Inc,16 Orbit Lane,Hopewell Junction,NY,12533,Y,Y,Y,Y,Q,2013,,,,
54863,U S Power Generating Company LLC,400 Madison Avenue,New York,NY,10017,Y,Y,Y,Y,Q,2013,,,,
55754,Boralex Hydro Operations Inc,39 Hudson Falls Road,South Glens Falls,NY,12803,,,,,Q,2013,,,,
55807,Niagara Generation LLC,5300 Frontier Avenue,Niagara Falls,NY,14304,,,,,Q,2013,,,,
55952,Merced Power LLC,"546 Fifth Avenue, 14th Floor",New York,NY,10036,,,,,Q,2013,,,,
55953,Ampersand Chowchilla Biomass LLC,"546 Fifth Avenue, 14th floor",New York,NY,10036,Y,Y,Y,Y,Q,2013,,,,
56142,"Alliance NYGT, LLC",110 E Seneca Street,Sherrill,NY,13461,Y,Y,Y,Y,Q,2013,,,,
56174,Finch Paper LLC,1 Glen Street,Glens Falls,NY,12801,Y,Y,Y,Y,IND,2013,,,,
56192,Entergy Nuclear Palisades LLC,440 HAMILTON AVENUE,WHITE PLAINS,NY,10601,,,,,,2013,,,,
56372,Stillwater Hydro Associates LLC,813 Jefferson Hill Road,Nassau,NY,12123,,,,,Q,2013,,,,
56438,"Delaware County Electric Coop, Inc","39 Elm St.,",Delhi,NY,13753,Y,Y,Y,Y,C,2013,,,,
56480,Empire Generating Co  LLC,75 Riverside AvenuePO Box 350,Rensselaer,NY,12144,Y,Y,Y,Y,I,2013,,,,
56505,National Grid Generation LLC,175 East Old Country Rd.,Hicksville,NY,11801,,,,,,2013,,,,
56601,Covanta MacArthur Renewable Energy,4001 Veterans Memorial Hwy,Ronkonkoma,NY,11779,,,,,M,2013,,,,
56769,Consolidated Edison Development Inc.,100 Summit Lake Drive,Valhalla,NY,10595,,,,,M,2013,,,,
56789,TBE Montgomery LLC,336 Neelytown Road,Montgomery,NY,12549,Y,Y,Y,Y,Q,2013,,,,
56830,Carson Solar 1 LLC,1585 Broadway,New York,NY,10036,,,,,,2013,,,,
56865,Caithness Shepherds Flat LLC,565 Fifth Avenue,New York,NY,10017,,,,,Q,2013,,,,
56888,Brea Generation LLC,120 White Plains Rd.,Tarrytown,NY,10591,Y,Y,Y,Y,Q,2013,,,,
56889,Rhode Island LFG Genco,120 White Plains Rd,Tarrytown,NY,10591,Y,Y,Y,Y,Q,2013,,,,
56899,Wind Stream Operations LLC,1 River Road,Schenectady,NY,12345,Y,Y,Y,Y,Q,2013,,,,
56965,"Auburn Energy, LLC",225 Greenfield Parkway,Liverpool,NY,13088,Y,Y,Y,Y,Q,2013,,,,
56977,Zotos International,300 Forge Avenue,Geneva,NY,14456,Y,Y,Y,Y,IND,2013,,,,
56991,Astoria Energy II LLC,17-10 Steinway Street,Astoria,NY,1105,,,,,Q,2013,,,,
57069,Power County Wind Park North LLC,1166 Ave of the Americas,New York,NY,10036,Y,Y,Y,Y,Q,2013,,,,
57106,"Peak Power 1, LLC",One Penn Plaza,New York,NY,10119,Y,Y,Y,Y,C,2013,,,,
57109,St Joseph Energy Center LLC,11 Martine Avenue,White Plains,NY,10606,Y,Y,Y,Y,Q,2013,,,,
57120,OBP Cogen LLC,One Bryant Park,New York,NY,10036,Y,Y,Y,Y,COM,2013,,,,
57189,Hidden Hollow Energy LLC,5087 Junction Rd,Lockport,NY,14094,Y,Y,Y,Y,Q,2013,,,,
57193,K Road Moapa Solar LLC,295 Madison Avenue,New York,NY,10017,Y,Y,Y,Y,COM,2013,,,,
57195,Fort Worth Methane LLC,5087 Junction Rd,Lockport,NY,14094,Y,Y,Y,Y,Q,2013,,,,
57196,Trinity Oaks Energy LLC,5087 Junction Rd,Lockport,NY,14094,Y,Y,Y,Y,Q,2013,,,,
57197,Santa Cruz Energy LLC,5087 Junction Rd,Lockport,NY,14094,Y,Y,Y,Y,Q,2013,,,,
57198,Richmond LLC,5087 Junction Rd.,Lockport,NY,14094,Y,Y,Y,Y,Q,2013,,,,
57259,Richmond Energy LLC,5087 Junction Road,Lockport,NY,14094,Y,Y,Y,Y,Q,2013,,,,
57365,Consolidated Edison Solutions Inc,100 Summit Lake Drive,Valhalla,NY,10595,Y,Y,Y,Y,Q,2013,,,,
57384,Brea Power II,120 White Plains Rd,Tarrytown,NY,10591,Y,Y,Y,Y,Q,2013,,,,
57403,SunE CPS2 LLC,588 Broadway,New York,NY,10012,,,,,I,2013,,,,
57410,RET Modesto Solar LLC,295 Madison Avenue,New York,NY,10017,,,,,Q,2013,,,,
57419,SunE CPS1 LLC,588 Broadway,New York,NY,10012,,,,,I,2013,,,,
57431,ReEnergy Biomass LLC,3823 Marmon Road,Lyons Falls,NY,13368,Y,Y,Y,Y,Q,2013,,,,
57433,ReEnergy Chateaugay LLC,PO Box 247019 State Rt 374,Chateaugay,NY,12920,Y,Y,Y,Y,Q,2013,,,,
57465,"Keystone Solar, LLC","c/o DESRI II, LLC, 1136 Ave. o",New York,NY,10036,,,,,Q,2013,,,,
58107,University of Rochester,390 Elmwood Ave.,Rochester,NY,14627,Y,Y,Y,Y,COM,2013,,,,
58110,SUNY Old Westbury College,223 Store Hill Rd,Old Westbury,NY,11568,,,,,S,2013,,,,
58133,Mercy Medical Center,1000 North Village Avenue,Rockville Centre,NY,11571,Y,Y,Y,Y,COM,2013,,,,
58136,William Floyd School District,240 Mastic Beach Road,Mastic Beach,NY,11951,Y,Y,Y,Y,S,2013,,,,
58154,Hudson Valley Community College,80 Vandenburgh Avenue,Troy,NY,12180,,,,,S,2013,,,,
58174,Monroe Newpower Corporation,"50 West Main Street, City Plac",Rochester,NY,14614,,,,,P,2013,,,,
58189,"Oak Tree Farm Dairy, Inc.",544 Elwood Road,East Northport,NY,11731,Y,Y,Y,Y,IND,2013,,,,
58213,"New Britain Renewable Energy, LLC","c/o Libra Capital US Inc., 134",New York,NY,10016,Y,Y,Y,Y,Q,2013,,,,
58233,Kalaeloa Solar Two LLC,"c/o DESRI II, 1166 Ave. of the",New York,NY,10036,,,,,Q,2013,,,,
58258,SunRay Power LLC,"545 Madison Avenue, 14th floor",New York,NY,10022,,,,,Q,2013,,,,
58270,GE Wind Energy LLC,1 River Road,Schenectady,NY,12345,Y,Y,Y,Y,Q,2013,,,,
58337,Lakeside Syracuse LLC,9644 Main Street,Beaver Falls,NY,13305,Y,Y,Y,Y,Q,2013,,,,
58338,Lakeside Beaver Falls LLC,9644 Main Street,Beaver Falls,NY,13305,,,,,Q,2013,,,,
58381,Troutdale Energy Center LLC,11 Martine Ave,White Plains,NY,10606,Y,Y,Y,Y,Q,2013,,,,
58487,Montefiore Medical Center Moses Division,111 East 210 Street,Bronx,NY,10467,,,,,C,2013,,,,
58495,"Syncarpha Alethea I, LLC",645 Madison Ave,New York,NY,10022,Y,Y,Y,Y,Q,2013,,,,
58541,"Forbes Street Solar, LLC",1166 Avenue of the Americas,New York,NY,10036,,,,,Q,2013,,,,
58564,Paramount Group Inc,1633 Broadway,New York,NY,10019,Y,Y,Y,Y,COM,2013,,,,
58609,OwnEnergy Inc,45 Main Street,Brooklyn,NY,11201,Y,Y,Y,Y,Q,2013,,,,
58651,"Allegany Generating Station, LLC",11537 State Route 19A,Portageville,NY,14536,Y,Y,Y,Y,Q,2013,,,,
58682,WR-TGC Solar Generation IV LLC,750 Lexington Ave,New York,NY,10022,Y,Y,Y,Y,Q,2013,,,,
58753,Sunlight General Morris Solar LLC,28 West 44th Street,New York,NY,10036,Y,Y,Y,Y,Q,2013,,,,
58754,Sunlight General Mercer Solar LLC,28 West 44th Street,New York,NY,10036,Y,Y,Y,Y,Q,2013,,,,
58756,Albany Engineering Corporation,5 Washington Square,Albany,NY,12205,Y,Y,Y,Y,Q,2013,,,,
58769,Sunlight General Somerset Solar LLC,28 West 44th Street,New York,NY,10036,Y,Y,Y,Y,Q,2013,,,,
58775,Sol Orchard San Diego 22 LLC,125 West 55th Street,New York,NY,10019,Y,Y,Y,Y,Q,2013,,,,
58776,Sol Orchard San Diego 23 LLC,125 West 55th Street,New York,NY,10019,Y,Y,Y,Y,Q,2013,,,,
58786,Sol Orchard San Diego 20 LLC,125 West 55th Street,New York,NY,10019,,,,,Q,2013,,,,
58787,Sol Orchard San Diego 21 LLC,125 West 55th Street,New York,NY,10019,Y,Y,Y,Y,Q,2013,,,,
58802,"Walpole Solar 2, LLC",66 York Street 5th Floor,Jersey CIty,NY,7302,Y,Y,Y,Y,Q,2013,,,,
58826,"Thunder Spirit Wind, LLC",103 Front Street,Schenectady,NY,12305,Y,Y,Y,Y,Q,2013,,,,
58840,"Copenhagen Wind Farm, LLC",45 Main Street,Brooklyn,NY,11201,Y,Y,Y,Y,Q,2013,,,,
58864,Lake County Solar LLC,1166 Avenue of the Americas,New York,NY,10036,,,,,Q,2013,,,,
58971,Danskammer Energy,994 River Road,Newburgh,NY,12550,,,,,,2013,,,,
59100,"Sunlight General Solar Fund II, LLC","28 W 44th Street, Ste. 1011",New York,NY,10036,Y,Y,Y,Y,Q,2013,,,,
59131,Sumitomo Corporation of the Americas,300 Madison Ave,New York,NY,10017,Y,Y,Y,Y,COM,2013,,,,
59146,Red Horse 2,1166 Avenue of the Americas,New York,NY,10036,Y,Y,Y,Y,Q,2013,,,,
25,Greenidge Generation Holdings LLC,PO Box 187590 Plant Rd,Dresden,NY,14441,Y,Y,,,Q,2014,,,,
326,Alice Falls Corp,"3 E Comm Square, 3rd Floor",Albany,NY,12207,,,Y,,Q,2014,,,,
463,Ameresco LFG I Inc,91 Hartley Road,Goshen,NY,10924,Y,,,,Q,2014,,,,
470,Covanta Energy of Niagara LP,100 Energy Blvd @ 56th St,Niagara Falls,NY,14304,Y,Y,,,I,2014,,,,
473,Covanta Hempstead Company,600 Merchants Concourse,Westbury,NY,11590,Y,Y,,,Q,2014,,,,
1268,Bayswater Peaking Facility LLC,1425 Bay 24th Street,Far Rockaway,NY,11691,Y,Y,,,Q,2014,,,,
1362,Bassett Healthcare,1 Atwell Road,Cooperstown,NY,13326,Y,,,,COM,2014,,,,
1746,Black River Generation LLC,P O Box 849,Fort Drum,NY,13602,Y,,,,Q,2014,,,,
2313,Brooklyn Navy Yard Cogen PLP,63 Flushing Ave Unit 234,Brooklyn,NY,11205,Y,,Y,,Q,2014,,,,
2598,Burrows Paper Corp,PO Box 987 501 West Main St,Little Falls,NY,13365,Y,,,,Q,2014,,,,
2770,Terra-Gen Operating Co LLC,27th Floor565  5th Ave,New York,NY,10017,Y,Y,,,Q,2014,,,,
3085,Carthage Energy LLC,701 West End Ave,Carthage,NY,13619,Y,Y,,,Q,2014,,,,
3249,Central Hudson Gas & Elec Corp,284 South Avenue,Poughkeepsie,NY,12601,Y,,,,I,2014,,,,
4226,Consolidated Edison Co-NY Inc,"Four Irving Place, Room 523",New York,NY,10003,Y,,,,I,2014,,,,
4386,Cornell Hydro,135 Humphrey Service Building,Ithaca,NY,14853,Y,Y,,,Q,2014,,,,
4735,Dahowa Hydro,P O Box 189Mill Road Middle Fa,Greenwich,NY,12834,Y,,,,Q,2014,,,,
5277,"American Sugar Refining, Inc.",1 Federal Street,Yonkers,NY,10702,Y,Y,,,Q,2014,,,,
5511,CCI Roseton LLC,992 River Road,Newburgh,NY,12550,Y,,,,Q,2014,,,,
5624,"RED-Rochester, LLC",1669 Lake AvenueBuilding 26/1,Rochester,NY,14652,Y,,,,IND,2014,,,,
5943,Entergy Nuc Fitzpatrick LLC,440 Hamilton Avenue,White Plains,NY,10601,,,,,I,2014,Y,,,
5956,Entergy Nuclear Vermont Yankee,440 Hamilton Avenue,White Plains,NY,10601,,,,,I,2014,Y,,,
6027,Entergy Nuclear Indian Point 2,440 Hamilton Ave,White Plains,NY,10601,,,,,I,2014,Y,,,
6028,Entergy Nuclear Indian Point 3,440 Hamilton Avenue,White Plains,NY,10601,,,,,I,2014,Y,,,
6495,Fort Miller Associates,25 Canterbury Road,Clifton Park,NY,12065,,,Y,,Q,2014,,,,
6554,FortisUS Energy Corp,7659 Lyonsdale Rd,Lyons Falls,NY,13368,Y,,,,Q,2014,,,,
6775,Village of Freeport - (NY),46 North Ocean Ave,Freeport,NY,11520,Y,,,,M,2014,,,,
6838,CCI Rensselaer LLC,39 Riverside Ave,Rensselaer,NY,12144,Y,Y,,,Q,2014,,,,
7011,Gas Recovery Services-IL Inc,5087 Junction Road,Lockport,NY,14094,Y,,,,Q,2014,,,,
7092,General Mills Inc,54 South Michigan Avenue,Buffalo,NY,14203,,,,,IND,2014,Y,,,
7308,Hawkeye Energy Greenport LLC,100 Marcus Blvd,Hauppauge,NY,11788,,Y,,,Q,2014,,,,
7630,Village of Greenport - (NY),236 3rd Street,Greenport,NY,11944,,,Y,,M,2014,,,,
8688,Hofstra University,101 Hofstra University,Hempstead,NY,11549,Y,,,,Q,2014,,,,
8758,Honeywell Farm Inc,155-25 Styler Road,Jamaica,NY,11433,Y,,,,IND,2014,,,,
9312,IPC-Mansfield Mill,2 Manhattanville Road,Purchase,NY,10577,Y,Y,,,IND,2014,,,,
9350,IPC-Ticonderoga,568 Shore Airport Rd,Ticonderoga,NY,12883,Y,,,,IND,2014,,,,
9357,Hampshire Paper Co Inc,PO Box 3391827 County Route 22,Gouverneur,NY,13642,,Y,,,Q,2014,,,,
9382,International Paper Co-Vicksbg,2 Manhattanville Road,Purchase,NY,10577,Y,,,,IND,2014,,,,
9645,Jamestown Board of Public Util,PO Box 70092 Steele Street,Jamestown,NY,14702,Y,Y,,,M,2014,,,,
10337,KES Kingsburg LP,1732 West Genesee Street,Syracuse,NY,13204,Y,,,,Q,2014,,,,
10349,KIAC Partners,JFK AirportBuilding 49,Jamaica,NY,11430,Y,,,,Q,2014,,,,
10714,Little Falls Hydroelec Assoc,Burrows Paper CorpPO Box 987,Little Falls,NY,13365,,Y,,,Q,2014,,,,
10849,Wyeth-Averst Lederle,401 North Middletown Road,Pearl River,NY,10965,Y,Y,,,COM,2014,,,,
11127,Lockport Energy Associates LP,5087 Junction Rd,Lockport,NY,14094,,Y,,,Q,2014,,,,
11329,Lutheran Medical Center,150  55th. Street150 55th Stre,Brooklyn,NY,11220,Y,Y,,,COM,2014,,,,
11804,Massachusetts Electric Co,1 Metrotech Center,Brooklyn,NY,11201,Y,,,,I,2014,,,,
12758,Model City Energy LLC,2999 Judge Road,Oakfield,NY,14125,Y,Y,,,Q,2014,,,,
12792,NRG New York LLC,140 Samondale Avenue,West haverstraw,NY,10993,Y,Y,,,Q,2014,,,,
12834,Dutchess County RRA,96 Sand Dock Road,Poughkeepsie,NY,12601,Y,,,,M,2014,,,,
13168,NRG Huntley Operations Inc,3500 River Rd,Tonawanda,NY,14150,Y,,,,C,2014,,,,
13192,NRG Arthur Kill Operations Inc,4401 Victory Blvd,Staten Island,NY,10314,,,,,Q,2014,Y,,,
13193,Naniwa Energy LLC,2000 Westchester Avenue,Purchase,NY,10577,Y,,,,COM,2014,,,,
13484,New York Methodist Hospital,506 Sixth Street506 Sixth Stre,Brooklyn,NY,11215,Y,,,,C,2014,,,,
13487,New York Zoological Society,The Bronx Zoo185th Street & So,Bronx,NY,10460,Y,,,,Q,2014,,,,
13491,New York University,Warren Weaver Hall251 Mercer S,New York,NY,10012,Y,,,,Q,2014,,,,
