Utility ID,Utility Name,Plant Code,Plant Name,State,Boiler ID,Boiler Status,Type of Boiler,New Source Review,New Source Review Permit,New Source Review Month,New Source Review Year,Regulation Sulfur,Standard Sulfur Rate,Standard Sulfur Percent Scrubbed,Unit Sulfur,Period Sulfur,Compliance Year Sulfur,Sulfur Dioxide Control Existing Strategy 1,Sulfur Dioxide Control Existing Strategy 2,Sulfur Dioxide Control Existing Strategy 3,Sulfur Dioxide Control Proposed Strategy 1,Sulfur Dioxide Control Proposed Strategy 2,Sulfur Dioxide Control Proposed Strategy 3,Regulation Nitrogen,Standard Nitrogen Rate,Unit Nitrogen,Period Nitrogen,Compliance Year Nitrogen,Nitrogen Oxide Control Existing Strategy 1,Nitrogen Oxide Control Existing Strategy 2,Nitrogen Oxide Control Existing Strategy 3,Nitrogen Oxide Control Proposed Strategy 1,Nitrogen Oxide Control Proposed Strategy 2,Nitrogen Oxide Control Proposed Strategy 3,Regulation Particulate,Standard Particulate Rate,Unit Particulate,Period Particulate,Compliance Year Particulate,Regulation Mercury,Compliance Year Mercury,Mercury Control Existing Strategy 1,Mercury Control Existing Strategy 2,Mercury Control Existing Strategy 3,Mercury Control Proposed Strategy 1,Mercury Control Proposed Strategy 2,Mercury Control Proposed Strategy 3,Steam Plant Type
9417,Interstate Power and Light Co,1888.0,Fox Lake,MN,2,RE,N,N,, , ,ST, , ,DP,NS,1976,NC,,,SS,NC,,, ,,, ,,,,,,,ST,0.6,PB,PS,1977,, ,,,,,,,2.0
9417,Interstate Power and Light Co,1888.0,Fox Lake,MN,3,OP,N,N,, , ,ST, , ,DP,NS,1976,SS,,,NC,,,, ,,, ,,,,,,,ST,0.6,PB,PS,1977,, ,,,,,,,2.0
12647,"ALLETE, Inc.",1891.0,Syl Laskin,MN,1,OP,N,Y,13700013,11,2008,,0, ,,,1969,RP,,,RP,,,ST,0.2,NP,YR,2008,LN,OV,,NC,MS,,ST,0.6,PB,DT,1971,, ,,,,,,,1.0
12647,"ALLETE, Inc.",1891.0,Syl Laskin,MN,2,OP,N,Y,13700013,11,2008,,0, ,,,1969,RP,,,RP,,,ST,0.2,NP,YR,2008,LN,OV,,NC,MS,,ST,0.6,PB,DT,1971,, ,,,,,,,1.0
12647,"ALLETE, Inc.",1893.0,Clay Boswell,MN,1,OP,N,N,6100004, , ,FD,0.7, ,DP,MO,2014,NC,,,NC,,,FD,0.2,NP,MO,2014,LN,OV,SN,NC,,,FD,0.015,PB,PS,2014,FD,2015,BR,,,,,,1.0
12647,"ALLETE, Inc.",1893.0,Clay Boswell,MN,2,OP,N,N,6100004, , ,FD,0.7, ,DP,MO,2014,NC,,,NC,,,FD,0.2,NP,MO,2014,LN,OV,SN,NC,,,FD,0.015,PB,PS,2014,FD,2015,BR,,,,,,1.0
12647,"ALLETE, Inc.",1893.0,Clay Boswell,MN,3,OP,N,N,100004, , ,FD,0.03, ,DP,MO,2014,NC,,,NC,,,FD,0.06,NP,MO,2014,LN,OV,SR,NC,,,FD,0.014,PB,PS,2010,ST,2010,BP,ACI,,,,,1.0
12647,"ALLETE, Inc.",1893.0,Clay Boswell,MN,4,OP,D,N,6100004, , ,FD,0.03, ,DP,MO,2014,NC,,,NC,,,FD,0.12,NP,MO,2014,LN,SN,,NC,,,FD,0.015,PB,PS,2015,ST,2016,CD,ACI,BP,,,,1.0
12647,"ALLETE, Inc.",1897.0,M L Hibbard,MN,3,OP,D,,, , ,ST, , ,DP,OH,1988,,,,,,,ST,0.4,NP,MO,1988,OV,,,MS,,,ST,0.025,PB,DA,1988,, ,,,,,,,2.0
12647,"ALLETE, Inc.",1897.0,M L Hibbard,MN,4,OP,Db,,, , ,ST, , ,DP,OH,1988,,,,,,,ST,0.4,NP,MO,1988,OV,,,MS,,,ST,0.025,PB,DA,1988,, ,,,,,,,2.0
13781,Northern States Power Co - Minnesota,1904.0,Black Dog,MN,3,RE,N,N,, , ,ST,1.3, ,DP,OH,1976,WA,,,OT,,,FD, ,OT,YR,2000,OT,,,OT,,,ST,0.3,PB,PS,1976,, ,,,,,,,1.0
13781,Northern States Power Co - Minnesota,1904.0,Black Dog,MN,4,RE,N,N,, , ,ST,1.3, ,DP,OH,1976,WA,,,OT,,,FD, ,OT,YR,2000,OT,,,OT,,,ST,0.3,PB,PS,1976,, ,,,,,,,1.0
13781,Northern States Power Co - Minnesota,1904.0,Black Dog,MN,5,OP,Da,Y,03700003-011,4,2014,FD,0.2, ,DP,MO,2002,NC,,,NC,,,FD,4.5,NM,TH,2002,SR,,,NC,,,FD,29.4,PH,PS,2002,, ,,,,,,,1.0
13781,Northern States Power Co - Minnesota,1912.0,High Bridge,MN,5,RE,N,,, , ,ST, , ,DP,OH,1971,,,,,,,FD, ,NP,YR,1995,,,,,,,ST,0.4,PB,DT,1971,, ,,,,,,,1.0
13781,Northern States Power Co - Minnesota,1912.0,High Bridge,MN,6,RE,N,,, , ,ST, , ,DP,OH,1971,,,,,,,FD, ,NP,YR,1995,,,,,,,ST,0.4,PB,DT,1971,, ,,,,,,,1.0
13781,Northern States Power Co - Minnesota,1912.0,High Bridge,MN,9,OP,N,N,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,1.0
13781,Northern States Power Co - Minnesota,1915.0,Allen S King,MN,1,OP,N,N,, , ,FD,0.12, ,DP,MO,2008,IF,,,IF,,,FD,0.1,NP,MO,2008,OV,SR,,OV,SR,,FD,0.03,PB,PS,2008,ST,2008,ACI,,,ACI,,,1.0
13781,Northern States Power Co - Minnesota,1918.0,Minnesota Valley,MN,4,RE,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,4.0
13781,Northern States Power Co - Minnesota,1922.0,Monticello Nuclear Facility,MN,NSS1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,3.0
13781,Northern States Power Co - Minnesota,1925.0,Prairie Island,MN,NSS1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,3.0
13781,Northern States Power Co - Minnesota,1925.0,Prairie Island,MN,NSS2,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,3.0
13781,Northern States Power Co - Minnesota,1926.0,Red Wing,MN,1,OP,N,,, , ,ST, , ,,, ,,,,,,,,200,NM,DA, ,,,,,,,, ,,, ,, ,,,,,,,2.0
13781,Northern States Power Co - Minnesota,1926.0,Red Wing,MN,2,OP,N,,, , ,, , ,,, ,,,,,,,,200,NM,DA, ,,,,,,,, ,,, ,, ,,,,,,,2.0
13781,Northern States Power Co - Minnesota,1927.0,Riverside (MN),MN,6,RE,N,,, , ,ST, , ,,, ,,,,,,,FD, ,,, ,,,,,,,ST, ,,, ,, ,,,,,,,3.0
13781,Northern States Power Co - Minnesota,1927.0,Riverside (MN),MN,7,RE,N,,, , ,ST, , ,,, ,,,,,,,FD, ,,, ,,,,,,,ST, ,,, ,, ,,,,,,,3.0
13781,Northern States Power Co - Minnesota,1927.0,Riverside (MN),MN,7A,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,3.0
13781,Northern States Power Co - Minnesota,1927.0,Riverside (MN),MN,8,RE,N,,, , ,ST, , ,,, ,,,,,,,FD, ,,, ,,,,,,,ST, ,,, ,, ,,,,,,,3.0
13781,Northern States Power Co - Minnesota,1934.0,Wilmarth,MN,1,OP,N,,, , ,, , ,,, ,,,,,,,ST,200,NM,DA,2000,NC,,,NC,,,, ,,, ,, ,,,,,,,2.0
13781,Northern States Power Co - Minnesota,1934.0,Wilmarth,MN,2,OP,N,,, , ,, , ,,, ,,,,,,,ST,250,NM,DA,1985,NC,,,NC,,,, ,,, ,, ,,,,,,,2.0
14232,Otter Tail Power Co,1943.0,Hoot Lake,MN,1,RE,N,N,, , ,ST,0.72, ,DP,DA,1990,NC,,,NC,,,, ,,, ,,,,,,,ST,0.6,PB,PS,1979,, ,,,,,,,1.0
14232,Otter Tail Power Co,1943.0,Hoot Lake,MN,2,OP,N,N,, , ,ST,3, ,DP,OH,1990,NC,,,NC,,,FD,0.4,NP,YR,1997,LN,OV,,NC,,,FD,0.03,PB,MO,2015,FD,2015,ACI,,,ACI,,,1.0
14232,Otter Tail Power Co,1943.0,Hoot Lake,MN,3,OP,N,N,, , ,ST,3, ,DP,OH,1990,NC,,,NC,,,FD,0.46,NP,YR,2000,LN,OV,,NC,,,FD,0.03,PB,MO,2015,FD,2015,ACI,,,ACI,,,1.0
1009,City of Austin - (MN),1960.0,Austin Downtown,MN,1,RE,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,4.0
1009,City of Austin - (MN),1960.0,Austin Downtown,MN,3,RE,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,4.0
1009,City of Austin - (MN),1960.0,Austin Downtown,MN,4,RE,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,4.0
1009,City of Austin - (MN),1960.0,Austin Downtown,MN,5,RE,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,4.0
1009,City of Austin - (MN),1961.0,Austin Northeast,MN,NEPP,OP,,,, , ,, , ,,, ,,,,,,,ST,0.46,NP,YR,1971,LN,,,LN,,,, ,,, ,ST,1971,EK,,,,,,2.0
40580,Southern Minnesota Mun P Agny,1973.0,Fairmont (MN),MN,1,RE,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,4.0
40580,Southern Minnesota Mun P Agny,1973.0,Fairmont (MN),MN,2,RE,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,4.0
40580,Southern Minnesota Mun P Agny,1973.0,Fairmont (MN),MN,3,RE,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,4.0
40580,Southern Minnesota Mun P Agny,1973.0,Fairmont (MN),MN,4,RE,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,4.0
8543,Hibbing Public Utilities Comm,1979.0,Hibbing,MN,1,OP,N,,, , ,ST, , ,,, ,,,,,,,, ,,, ,,,,,,,ST,0.6,PB,, ,FD,2016,,,,,,,2.0
8543,Hibbing Public Utilities Comm,1979.0,Hibbing,MN,2,OP,N,,, , ,ST, , ,,, ,,,,,,,, ,,, ,,,,,,,ST,0.6,PB,, ,FD,2016,,,,,,,2.0
8543,Hibbing Public Utilities Comm,1979.0,Hibbing,MN,3,OP,N,,, , ,ST, , ,,, ,,,,,,,, ,,, ,,,,,,,ST,0.6,PB,, ,FD,2016,,,,,,,2.0
8543,Hibbing Public Utilities Comm,1979.0,Hibbing,MN,4,OP,N,,, , ,, , ,,, ,,,,,,,ST,0.15,NP,MO,2007,SN,,,NC,,,ST,0.025,PB,, ,FD,2016,,,,,,,2.0
9130,Hutchinson Utilities Comm,1980.0,Hutchinson Plant #1,MN,HRSG1,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,4.0
13488,New Ulm Public Utilities Comm,2001.0,New Ulm,MN,1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2.0
13488,New Ulm Public Utilities Comm,2001.0,New Ulm,MN,2,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2.0
13488,New Ulm Public Utilities Comm,2001.0,New Ulm,MN,4,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2.0
14246,City of Owatonna - (MN),2003.0,Owatonna,MN,5,RE,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,4.0
14246,City of Owatonna - (MN),2003.0,Owatonna,MN,6,RE,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,4.0
16181,Rochester Public Utilities,2008.0,Silver Lake,MN,1,RE,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2.0
16181,Rochester Public Utilities,2008.0,Silver Lake,MN,2,RE,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2.0
16181,Rochester Public Utilities,2008.0,Silver Lake,MN,3,RE,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2.0
16181,Rochester Public Utilities,2008.0,Silver Lake,MN,4,RE,N,,, , ,, , ,,, ,,,,,,,FD,0.46,NP,YR,2000,AA,SN,NH3,OT,,,, ,,, ,, ,,,,,,,2.0
19883,City of Virginia - (MN),2018.0,Virginia,MN,10,OP,N,,, , ,, , ,,, ,,,,,,,ST,0.1,NP,MO,1993,LN,,,LN,,,, ,,, ,,2018,,,,OT,,,2.0
19883,City of Virginia - (MN),2018.0,Virginia,MN,11,OP,,,, , ,, , ,,, ,,,,,,,ST,0.15,NP,MO,2006,SN,,,SN,,,ST,20,OP,, ,,2018,ND,,,OT,,,2.0
19883,City of Virginia - (MN),2018.0,Virginia,MN,7,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,OV,,,ST,20,OP,, ,,2018,ND,,,OT,,,2.0
19883,City of Virginia - (MN),2018.0,Virginia,MN,9,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,OV,,,OV,,,ST,20,OP,, ,,2018,ND,,,OT,,,2.0
20737,Willmar Municipal Utilities,2022.0,Willmar,MN,1,RE,D,,, , ,, , ,,, ,,,,,,,ST, ,,, ,,,,LN,,,, ,,, ,, ,,,,,,,2.0
20737,Willmar Municipal Utilities,2022.0,Willmar,MN,2,SB,N,,, , ,ST, , ,,, ,,,,,,,ST,0.1,NP,NV,1995,LN,,,LN,,,, ,,, ,, ,,,,,,,2.0
20737,Willmar Municipal Utilities,2022.0,Willmar,MN,3,OP,N,,, , ,, , ,,, ,,,,,,,ST,0.4,NP,NV,1995,LN,,,LN,,,, ,,, ,ST,2014,ND,,,ND,,,2.0
7570,Great River Energy,2039.0,Elk River,MN,1,OP,N,,, , ,ST, , ,,, ,,,,,,,ST,250,NM,DA,1990,NP,,,NP,,,, ,,, ,, ,,,,,,,2.0
7570,Great River Energy,2039.0,Elk River,MN,2,OP,N,,, , ,ST, , ,,, ,,,,,,,ST,250,NM,DA,1990,NP,,,NP,,,, ,,, ,, ,,,,,,,2.0
7570,Great River Energy,2039.0,Elk River,MN,3,OP,N,,, , ,ST, , ,,, ,,,,,,,ST,250,NM,DA,1990,NP,,,NP,,,, ,,, ,, ,,,,,,,2.0
12686,Mississippi Power Co,2046.0,Eaton,MS,1,RE,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,4.0
12686,Mississippi Power Co,2046.0,Eaton,MS,2,RE,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,4.0
12686,Mississippi Power Co,2046.0,Eaton,MS,3,RE,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,4.0
12686,Mississippi Power Co,2048.0,Sweatt,MS,1,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2.0
12686,Mississippi Power Co,2048.0,Sweatt,MS,2,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,2.0
12686,Mississippi Power Co,2049.0,Jack Watson,MS,1,RE,N,N,, , ,FD,4.8,0,DP,NS,1978,NC,,,NC,,,, ,,, ,,,,,,,ST,0.281,PB,NS,1978,, ,,,,,,,1.0
12686,Mississippi Power Co,2049.0,Jack Watson,MS,2,RE,N,N,, , ,FD,4.8,0,DP,NS,1978,NC,,,NC,,,, ,,, ,,,,,,,FD,0.281,PB,NS,1978,, ,,,,,,,1.0
12686,Mississippi Power Co,2049.0,Jack Watson,MS,3,OP,N,N,, , ,FD,4.8,0,DP,NS,1978,NC,,,NC,,,, ,,, ,,,,,,,FD,0.273,PB,NS,1978,, ,,,,,,,1.0
12686,Mississippi Power Co,2049.0,Jack Watson,MS,4,OP,N,N,, , ,FD,4.8,0,DP,NS,1978,NC,,,NC,,,FD,0.5,NP,YR,2000,LN,OV,,ND,,,FD,0.239,PB,NS,1978,, ,,,,,,,1.0
12686,Mississippi Power Co,2049.0,Jack Watson,MS,5,OP,N,N,, , ,FD,4.8,0,DP,NS,1978,NC,,,NC,,,FD,0.647,NP,YR,2000,LN,OV,,ND,,,ST,0.212,PB,NS,1978,, ,,,,,,,1.0
12685,Entergy Mississippi Inc,2050.0,Baxter Wilson,MS,1,OP,N,N,, , ,ST,4.8,0,DP,NV,1967,SS,WA,,SS,WA,,FD, ,OT,YR,1967,LN,,,LN,,,ST,0.214,PB,NV,1967,, ,,,,,,,1.0
12685,Entergy Mississippi Inc,2050.0,Baxter Wilson,MS,2,OP,N,N,, , ,ST,4.8,0,DP,NV,1971,SS,WA,,SS,WA,,FD, ,OT,YR,1971,LN,,,LN,,,ST,0.202,PB,NV,1971,, ,,,,,,,1.0
12685,Entergy Mississippi Inc,2051.0,Delta (MS),MS,1,RE,D,N,, , ,ST, , ,DP,NV,1972,,,,,,,, ,,, ,,,,,,,ST,0.27,PB,NV,1972,, ,,,,,,,4.0
12685,Entergy Mississippi Inc,2051.0,Delta (MS),MS,2,RE,D,N,, , ,ST, , ,DP,NV,1972,,,,,,,, ,,, ,,,,,,,ST,0.27,PB,NV,1972,, ,,,,,,,4.0
12685,Entergy Mississippi Inc,2052.0,Natchez,MS,1,RE,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,4.0
12685,Entergy Mississippi Inc,2053.0,Rex Brown,MS,1A,RE,N,N,, , ,ST, , ,DP,NV,1972,,,,,,,, ,,, ,,,,,,,ST,0.32,PB,NV,1972,, ,,,,,,,1.0
12685,Entergy Mississippi Inc,2053.0,Rex Brown,MS,1B,RE,N,N,, , ,ST, , ,DP,NV,1972,,,,,,,, ,,, ,,,,,,,ST,0.3,PB,NV,1972,, ,,,,,,,1.0
12685,Entergy Mississippi Inc,2053.0,Rex Brown,MS,3,OP,N,N,, , ,ST,4.8,0,DP,NV,1951,SS,WA,,SS,WA,,FD, ,OT,YR,1951,BO,,,BO,,,ST,0.29,PB,NV,1951,, ,,,,,,,1.0
12685,Entergy Mississippi Inc,2053.0,Rex Brown,MS,4,OP,N,N,, , ,ST,4.8,0,DP,NV,1959,SS,WA,,SS,WA,,FD, ,OT,YR,1959,BO,,,BO,,,ST,0.25,PB,NV,1959,, ,,,,,,,1.0
3702,Clarksdale Public Utilities,2059.0,L L Wilkins,MS,7,OP,,,, , ,ST, , ,,, ,,,,,,,, ,,, ,,,,,,,ST, ,,, ,, ,,,,,,,2.0
3702,Clarksdale Public Utilities,2059.0,L L Wilkins,MS,8,OP,,,, , ,ST, , ,,, ,,,,,,,ST,112,NH,NS,1993,MS,,,MS,,,, ,,, ,ST, ,,,,,,,2.0
3702,Clarksdale Public Utilities,2060.0,Third Street,MS,4,RE,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,4.0
7651,Greenwood Utilities Comm,2062.0,Henderson,MS,H1,OP,N,,, , ,, , ,,, ,,,,,,,ST,112,NH,YR,1961,NP,,,NP,,,ST, ,,, ,ST,1961,,,,,,,2.0
7651,Greenwood Utilities Comm,2062.0,Henderson,MS,H3,OP,N,,, , ,, , ,,, ,,,,,,,ST,112,NH,YR,1961,NP,,,NP,,,, ,,, ,ST,1961,,,,,,,2.0
7651,Greenwood Utilities Comm,2062.0,Henderson,MS,HRSG,OP,,,, , ,, , ,,, ,,,,,,,ST,112,NH,YR,1963,NP,,,NP,,,, ,,, ,ST,1963,,,,,,,2.0
7651,Greenwood Utilities Comm,2063.0,Wright,MS,W1,RE,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,4.0
7651,Greenwood Utilities Comm,2063.0,Wright,MS,W3,RE,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,4.0
21095,Public Serv Comm of Yazoo City,2067.0,Yazoo,MS,3,SB,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,4.0
21095,Public Serv Comm of Yazoo City,2067.0,Yazoo,MS,HRSG1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,,4.0
17568,South Mississippi El Pwr Assn,2070.0,Moselle,MS,1,RE,N,N,, , ,ST, , ,SB,OH,1974,SS,,,SS,,,, ,,, ,,,,,,,ST,0.28,PB,NV,1974,, ,,,,,,,1.0
17568,South Mississippi El Pwr Assn,2070.0,Moselle,MS,2,RE,N,N,, , ,ST, , ,DP,OH,1974,SS,,,SS,,,, ,,, ,,,,,,,ST,0.28,PB,NV,1974,, ,,,,,,,1.0
17568,South Mississippi El Pwr Assn,2070.0,Moselle,MS,3,OP,N,N,, , ,ST, , ,DC,OH,1974,SS,,,SS,,,, ,,, ,,,,,,,ST,0.28,PB,NV,1974,, ,,,,,,,1.0
17568,South Mississippi El Pwr Assn,2070.0,Moselle,MS,HRSG1,OP,N,Y,1360-00035,8,2010,, , ,,, ,,,,,,,ST,2,NM,NV,2011,LN,SR,,LN,SR,,ST,16.8,PH,OH,2012,, ,,,,,,,1.0
17568,South Mississippi El Pwr Assn,2070.0,Moselle,MS,HRSG2,OP,N,Y,1360-00035,8,2010,, , ,,, ,,,,,,,ST,2,NM,OH,2011,LN,SR,,LN,SR,,ST,16.8,PH,OH,2012,, ,,,,,,,1.0
5860,Empire District Electric Co,2076.0,Asbury,MO,1,OP,N,N,, , ,FD,0.2, ,DP,OT,2015,IF,OT,,NC,,,FD,0.35,NP,NV,1999,SR,OV,,SR,OV,,FD,0.03,PB,OT,2014,FD,2014,ACI,BP,,ACI,BP,,1.0
10000,Kansas City Power & Light Co,2079.0,Hawthorn,MO,5A,OP,Da,Y,888,8,1999,LO,0.12,0.01,DP,MO,2001,NC,,,NC,,,LO,0.08,NP,MO,2001,SR,,,NC,,,LO,0.018,PB,PS,2001,FD,2016,SD,,,ACI,,,1.0
10000,Kansas City Power & Light Co,2079.0,Hawthorn,MO,9,OP,Da,Y,883-A,2,2001,LO,150,0,DM,DT,2000,NC,,,NC,,,LO,4,NM,MO,2000,SR,,,NC,,,LO,22.6,PH,DT,2000,, ,,,,,,,1.0
10000,Kansas City Power & Light Co,2080.0,Montrose,MO,1,OP,N,N,, , ,ST,3.9,0,DP,DA,1988,NC,,,NC,,,FD,0.35,NP,YR,1996,NC,,,OV,,,ST,0.2,PB,DT,1973,FD,2016,,,,ND,,,1.0
10000,Kansas City Power & Light Co,2080.0,Montrose,MO,2,OP,N,N,, , ,ST,3.9,0,DP,DA,1988,NC,,,NC,,,FD,0.35,NP,YR,1996,OV,,,NC,,,ST,0.2,PB,DT,1973,FD,2016,ACI,,,ACI,,,1.0
10000,Kansas City Power & Light Co,2080.0,Montrose,MO,3,OP,N,N,, , ,ST,3.9,0,DP,DA,1988,NC,,,NC,,,FD,0.35,NP,YR,1996,OV,,,NC,,,ST,0.2,PB,DT,1973,FD,2016,ACI,,,ACI,,,1.0
56211,KCP&L Greater Missouri Operations Co,2094.0,Sibley,MO,1,OP,N,N,, , ,ST,9,0,DP,TH,1978,SS,SU,,SS,SU,,ST,0.68,NP,YR,2005,LA,OV,SN,SN,,,ST,0.12,PB,NV,1973,FD,2016,EK,OT,,EK,OT,,1.0
56211,KCP&L Greater Missouri Operations Co,2094.0,Sibley,MO,2,OP,N,N,, , ,ST,9,0,DP,TH,1978,SS,SU,,SS,SU,,ST,0.68,NP,YR,2005,OV,LA,SN,SN,,,ST,0.12,PB,NV,1972,FD,2016,EK,OT,,EK,OT,,1.0
56211,KCP&L Greater Missouri Operations Co,2094.0,Sibley,MO,3,OP,N,N,, , ,ST,9,0,DP,TH,1978,SS,SU,,SS,,,FD,0.68,NP,FT,2000,LA,OV,SR,AA,,,ST,0.12,PB,NV,1969,FD,2016,,,,ACI,,,1.0
56211,KCP&L Greater Missouri Operations Co,2098.0,Lake Road (MO),MO,1,OP,N,N,, , ,ST,0.0524,0,DP,DA,2000,SS,,,SS,,,, ,,, ,,,,,,,ST,0.14,PB,OH,1975,, ,,,,,,,1.0
56211,KCP&L Greater Missouri Operations Co,2098.0,Lake Road (MO),MO,2,OP,N,N,, , ,ST,0.0524,0,DP,DA,2000,SS,,,SS,,,, ,,, ,,,,,,,ST,0.14,PB,OH,1975,, ,,,,,,,1.0
56211,KCP&L Greater Missouri Operations Co,2098.0,Lake Road (MO),MO,3,OP,N,N,, , ,ST,0.0006,0,DP,DA,1978,NC,,,NC,,,, ,,, ,,,,,,,ST,0.14,PB,OH,1975,, ,,,,,,,1.0
56211,KCP&L Greater Missouri Operations Co,2098.0,Lake Road (MO),MO,4,OP,N,N,, , ,ST,0.0524,0,DP,DA,2000,SS,,,SS,,,, ,,, ,,,,,,,ST,0.14,PB,OH,1975,,2016,,,,,,,1.0
56211,KCP&L Greater Missouri Operations Co,2098.0,Lake Road (MO),MO,5,OP,N,N,, , ,ST,1.349,0,DP,DA,2000,SS,,,SS,,,, ,,, ,,,,,,,ST,0.14,PB,OH,1975,, ,,,,,,,1.0
56211,KCP&L Greater Missouri Operations Co,2098.0,Lake Road (MO),MO,6,OP,N,N,, , ,ST,1.4,0,DH,DA,2000,SS,,,SS,,,FD,0.677,NP,YR,2000,OV,,,,,,ST,0.14,PB,OH,1975,, ,,,,,,,1.0
56211,KCP&L Greater Missouri Operations Co,2098.0,Lake Road (MO),MO,8,OP,Db,N,, , ,ST,0.05,0,SU,NV,2006,NC,,,NC,,,ST,40,OT,YR,2006,FR,LN,,NC,,,, ,,, ,, ,,,,,,,1.0
19436,Union Electric Co - (MO),2103.0,Labadie,MO,1,OP,N,N,, , ,ST,4.8, ,DP,DA,1979,SS,,,NC,,,FD,0.45,NP,YR,1996,LN,OV,OT,MS,,,ST,0.12,PB,NS,1984,FD,2016,ACI,OT,,ACI,OT,,1.0
19436,Union Electric Co - (MO),2103.0,Labadie,MO,2,OP,N,N,, , ,ST,4.8, ,DP,DA,1979,SS,,,NC,,,FD,0.45,NP,YR,1996,LN,OV,OT,MS,,,ST,0.12,PB,NS,1983,FD,2016,ACI,OT,,ACI,OT,,1.0
19436,Union Electric Co - (MO),2103.0,Labadie,MO,3,OP,N,N,, , ,ST,4.8, ,DP,DA,1979,SS,,,NC,,,FD,0.45,NP,YR,1996,LN,OV,OT,MS,,,ST,0.12,PB,NS,1983,FD,2016,ACI,OT,,ACI,OT,,1.0
19436,Union Electric Co - (MO),2103.0,Labadie,MO,4,OP,N,N,, , ,ST,4.8, ,DP,DA,1979,SS,,,NC,,,FD,0.45,NP,YR,1996,LN,OV,OT,MS,,,ST,0.12,PB,NS,1983,FD,2016,ACI,OT,,ACI,OT,,1.0
19436,Union Electric Co - (MO),2104.0,Meramec,MO,1,OP,N,N,, , ,ST,2.3, ,DP,TH,1979,SS,,,NC,,,FD,0.45,NP,YR,1996,LN,OV,,MS,,,ST,0.12,PB,NS,1982,FD,2016,OT,,,OT,,,1.0
