Utility ID,Utility Name,Plant Code,Plant Name,State,Boiler ID,Boiler Status,Type of Boiler,New Source Review,New Source Review Permit,New Source Review Month,New Source Review Year,Regulation Sulfur,Standard Sulfur Rate,Standard Sulfur Percent Scrubbed,Unit Sulfur,Period Sulfur,Compliance Year Sulfur,Sulfur Dioxide Control Existing Strategy 1,Sulfur Dioxide Control Existing Strategy 2,Sulfur Dioxide Control Existing Strategy 3,Sulfur Dioxide Control Proposed Strategy 1,Sulfur Dioxide Control Proposed Strategy 2,Sulfur Dioxide Control Proposed Strategy 3,Regulation Nitrogen,Standard Nitrogen Rate,Unit Nitrogen,Period Nitrogen,Compliance Year Nitrogen,Nitrogen Oxide Control Existing Strategy 1,Nitrogen Oxide Control Existing Strategy 2,Nitrogen Oxide Control Existing Strategy 3,Nitrogen Oxide Control Proposed Strategy 1,Nitrogen Oxide Control Proposed Strategy 2,Nitrogen Oxide Control Proposed Strategy 3,Regulation Particulate,Standard Particulate Rate,Unit Particulate,Period Particulate,Compliance Year Particulate,Regulation Mercury,Compliance Year Mercury,Mercury Control Existing Strategy 1,Mercury Control Existing Strategy 2,Mercury Control Existing Strategy 3,Mercury Control Proposed Strategy 1,Mercury Control Proposed Strategy 2,Mercury Control Proposed Strategy 3
56505,National Grid Generation LLC,2517,Port Jefferson,NY,1,RE,N,N,, , ,ST,1.1,0,SU,NV,1971,NC,,,SS,,,ST,0.15,NP,OH,1995,OV,,,NC,,,ST,0.1,PB,NV,1971,, ,,,,,,
56505,National Grid Generation LLC,2517,Port Jefferson,NY,2,RE,N,,, , ,ST, , ,SU,NV,1971,,,,,,,ST, ,NP,OH,1995,,,,,,,ST,0.1,PB,NV,1971,, ,,,,,,
56505,National Grid Generation LLC,2517,Port Jefferson,NY,3,OP,N,N,, , ,ST,0.045,1,SU,NV,1976,NC,,,SS,,,ST,0.15,NP,OH,1995,OV,,,NC,,,ST,0.1,PB,NV,1971,, ,,,,,,
56505,National Grid Generation LLC,2517,Port Jefferson,NY,4,OP,N,N,, , ,ST,1.1,0,SU,NV,1976,NC,,,SS,,,ST,0.15,NP,OH,1995,OV,,,NC,,,ST,0.1,PB,NV,1971,, ,,,,,,
56516,"Morris Energy Operations Company, LLC",10751,Camden Plant Holding LLC,NJ,HRSG1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56516,"Morris Energy Operations Company, LLC",52026,Dartmouth Power Associates LP,MA,HRSG,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56516,"Morris Energy Operations Company, LLC",54693,York Generation Company LLC,PA,HRSG 1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56516,"Morris Energy Operations Company, LLC",54693,York Generation Company LLC,PA,HRSG 2,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56516,"Morris Energy Operations Company, LLC",54693,York Generation Company LLC,PA,HRSG 3,RE,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56516,"Morris Energy Operations Company, LLC",54693,York Generation Company LLC,PA,HRSG 4,RE,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56516,"Morris Energy Operations Company, LLC",54693,York Generation Company LLC,PA,HRSG 5,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56516,"Morris Energy Operations Company, LLC",54693,York Generation Company LLC,PA,HRSG 6,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56534,Cricket Valley Energy Center LLC,57185,Cricket Valley Energy,NY,U1HRSG,PL,N,N,, , ,FD, , ,DP,NV,2015,,,,SS,,,ST, ,NP,NV,2015,,,,ND,,,FD,0.007,PB,NV,2015,, ,,,,,,
56534,Cricket Valley Energy Center LLC,57185,Cricket Valley Energy,NY,U2HRSG,PL,N,N,, , ,FD, , ,DP,NV,2015,,,,SS,,,ST, ,NP,NV,2015,,,,ND,,,FD,0.007,PB,NV,2015,, ,,,,,,
56534,Cricket Valley Energy Center LLC,57185,Cricket Valley Energy,NY,U3HRSG,PL,N,N,, , ,FD, , ,DP,NV,2015,,,,SS,,,ST, ,NP,NV,2015,,,,ND,,,FD,0.007,PB,NV,2015,, ,,,,,,
56559,High Desert Power Project LLC,55518,High Desert Power Plant,CA,1,OP,Db,N,, , ,LO,1.2, ,DH,OH,2003,SS,,,NC,,,LO,18,NH,OH,2003,SR,,,NC,,,LO,18.14,PH,OH,2003,, ,,,,,,
56559,High Desert Power Project LLC,55518,High Desert Power Plant,CA,2,OP,Db,N,, , ,LO,1.2, ,DH,OH,2003,SS,,,NC,,,LO,18,NH,OH,2003,SR,,,NC,,,LO,18.14,PH,OH,2003,, ,,,,,,
56559,High Desert Power Project LLC,55518,High Desert Power Plant,CA,3,OP,Db,N,, , ,LO,1.2, ,DH,OH,2003,SS,,,NC,,,LO,18,NH,OH,2003,SR,,,NC,,,LO,18.14,PH,OH,2003,, ,,,,,,
56570,Coleto Creek Power LP,6178,Coleto Creek,TX,1,OP,D,Y,3687,10,2007,ST,7597, ,DH,OH,1982,NC,,,NC,,,ST,1151,NH,OH,1982,OV,,,NC,,,ST,211,PH,OH,1982,ST,2016,,,,BP,ACI,
56598,"Major Oak Power, LLC",7030,Twin Oaks Power One,TX,U1,OP,Da,N,, , ,FD,0.58,1,DP,YR,1990,CF,,,CF,,,ST,0.165,NH,YR,1990,NH3,SN,,NH3,SN,,FD,0.03,PB,SM,1990,FD,2016,,,,ACI,,
56598,"Major Oak Power, LLC",7030,Twin Oaks Power One,TX,U2,OP,Da,N,, , ,FD,0.58,1,DP,YR,1991,CF,,,CF,,,ST,0.165,NP,YR,1991,NH3,SN,,NH3,SN,,FD,0.03,PB,SM,1991,FD,2016,,,,ACI,,
56600,Ascend Performance Materials LLC,10416,Pensacola Florida Plant,FL,BO4,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56600,Ascend Performance Materials LLC,10416,Pensacola Florida Plant,FL,BO5,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56600,Ascend Performance Materials LLC,10416,Pensacola Florida Plant,FL,BO6,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56600,Ascend Performance Materials LLC,10416,Pensacola Florida Plant,FL,BO7,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56600,Ascend Performance Materials LLC,10416,Pensacola Florida Plant,FL,BO8,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56600,Ascend Performance Materials LLC,10416,Pensacola Florida Plant,FL,BO9,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56601,Covanta MacArthur Renewable Energy,51038,MacArthur Waste to Energy Facility,NY,B1,OP,D,,, , ,, , ,,, ,,,,,,,ST,170,NM,DA,1990,OV,LA,OT,OV,LA,OT,, ,,, ,ST,1990,BR,SP,,BR,SP,
56601,Covanta MacArthur Renewable Energy,51038,MacArthur Waste to Energy Facility,NY,B2,OP,,,, , ,ST, , ,,, ,,,,,,,ST,170,NM,DA,1990,OV,LA,,OV,LA,,, ,,, ,ST,1990,BR,SP,,BR,SP,
56605,Delaware City Refining Company LLC,52193,Delaware City Plant,DE,BLR1,OS,N,N,, , ,ST, , ,SU,NV,1993,NC,,,NC,,,ST,0.4,NP,DA,2000,MS,,,MS,,,ST,20,OP,YR,1993,ST,1975,,,,,,
56605,Delaware City Refining Company LLC,52193,Delaware City Plant,DE,BLR2,OP,N,N,, , ,ST, , ,SU,NV,2004,NC,,,NC,,,ST, ,NP,DA,2004,STM,,,STM,,,ST,20,OP,YR,2004,ST,1970,,,,,,
56605,Delaware City Refining Company LLC,52193,Delaware City Plant,DE,BLR3,OP,N,N,, , ,ST, , ,SU,NV,1993,NC,,,NC,,,ST, ,NP,DA,2000,STM,,,STM,,,ST,20,PB,YR,1993,ST,1970,,,,,,
56605,Delaware City Refining Company LLC,52193,Delaware City Plant,DE,BLR4,OP,N,N,, , ,ST, , ,SU,NV,1993,NC,,,NC,,,ST, ,NP,DA,1999,STM,,,STM,,,ST,20,OP,YR,1993,ST,1970,,,,,,
56605,Delaware City Refining Company LLC,52193,Delaware City Plant,DE,HRSG 1,OP,Db,N,, , ,ST, , ,SU,NV,2001,NC,,,NC,,,ST, ,NM,DA,2001,MS,,,MS,,,ST,0.009,PB,YR,2001,ST,2000,,,,,,
56605,Delaware City Refining Company LLC,52193,Delaware City Plant,DE,HRSG 2,OP,Db,N,, , ,ST, , ,SU,NV,2001,NC,,,NC,,,ST, ,NM,DA,2001,MS,,,MS,,,ST,0.009,PB,YR,2001,ST,2000,,,,,,
56606,Calpine New Jersey Generation LLC,2384,Deepwater,NJ,1,OP,N,N,, , ,ST, , ,DH,NV,1979,NC,,,NC,,,ST, ,NP,MO,1995,NC,,,NC,,,ST,30.8,PH,NV,1972,ST,2007,,,,,,
56606,Calpine New Jersey Generation LLC,2384,Deepwater,NJ,8,OP,N,N,, , ,ST, , ,DH,NV,1968,NC,,,NC,,,ST, ,NP,NV,1995,NC,,,NC,,,ST,12.1,PH,NV,1972,ST,2007,,,,,,
56607,Calpine Bethlehem LLC,55690,Bethlehem Power Plant,PA,HRSG1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56607,Calpine Bethlehem LLC,55690,Bethlehem Power Plant,PA,HRSG2,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56607,Calpine Bethlehem LLC,55690,Bethlehem Power Plant,PA,HRSG3,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56607,Calpine Bethlehem LLC,55690,Bethlehem Power Plant,PA,HRSG5,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56607,Calpine Bethlehem LLC,55690,Bethlehem Power Plant,PA,HRSG6,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56607,Calpine Bethlehem LLC,55690,Bethlehem Power Plant,PA,HRSG7,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56608,Calpine Mid-Merit LLC,55524,York Energy Center,PA,HRSG1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56608,Calpine Mid-Merit LLC,55524,York Energy Center,PA,HRSG2,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56608,Calpine Mid-Merit LLC,55524,York Energy Center,PA,HRSG3,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56609,Calpine Mid-Atlantic Generation LLC,593,Edge Moor,DE,3,OP,N,N,, , ,ST, , ,DP,NV,2009,NC,,,NC,,,ST, ,NP,DA,2009,NC,,,NC,,,ST,59.59,PH,OH,1983,, ,,,,,,
56609,Calpine Mid-Atlantic Generation LLC,593,Edge Moor,DE,4,OP,N,N,, , ,ST, , ,DP,NV,2009,NC,,,NC,,,ST, ,NP,DA,2009,NC,,,NC,,,ST,118.37,PH,OH,1982,, ,,,,,,
56609,Calpine Mid-Atlantic Generation LLC,593,Edge Moor,DE,5,OP,N,N,, , ,ST, , ,SU,NV,1973,NC,,,NC,,,, ,NP,DA,2009,NC,,,,,,ST,349.58,PH,OH,1973,, ,,,,,,
56609,Calpine Mid-Atlantic Generation LLC,7153,Hay Road,DE,HRSG1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56609,Calpine Mid-Atlantic Generation LLC,7153,Hay Road,DE,HRSG2,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56609,Calpine Mid-Atlantic Generation LLC,7153,Hay Road,DE,HRSG3,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56609,Calpine Mid-Atlantic Generation LLC,7153,Hay Road,DE,HRSG5,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56609,Calpine Mid-Atlantic Generation LLC,7153,Hay Road,DE,HRSG6,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56609,Calpine Mid-Atlantic Generation LLC,7153,Hay Road,DE,HRSG7,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56611,Gainesville Renewable Energy Center LLC,57241,Gainesville Renewable Energy Center,FL,BLR1,OP,Da,N,, , ,ST,0.029, ,DP,DA,2013,NC,,,NC,,,ST,0.07,NP,DA,2013,CF,SR,,CF,SR,,ST,0.0098,PB,PS,2013,ST,2013,DSI,,,DSI,,
56613,Frederickson Power LP,55818,Frederickson Power LP,WA,HRSG-1,OP,Da,Y,PSCAA AOP#10645,11,2001,LO,1.8, ,DM,OH,2002,NC,,,NC,,,LO,3,NM,EH,2002,LN,SR,,LN,SR,,LO,0.0028,PC,OH,2002,, ,,,,,,
56616,ArcelorMittal Warren Inc,54207,ArcelorMittal Warren,OH,1,OP,N,,, , ,ST, , ,,, ,,,,,,,FD,0.2,NP,FT,2013,LA,,,MS,,,, ,,, ,FD,2013,ND,,,ND,,
56616,ArcelorMittal Warren Inc,54207,ArcelorMittal Warren,OH,2,OP,N,,, , ,, , ,,, ,,,,,,,FD,0.2,NP,FT,2013,LA,,,MS,,,, ,,, ,FD,2013,ND,,,ND,,
56616,ArcelorMittal Warren Inc,54207,ArcelorMittal Warren,OH,3,OP,N,,, , ,ST, , ,,, ,,,,,,,FD,0.2,NP,FT,2013,LA,,,MS,,,, ,,, ,FD,2013,ND,,,ND,,
56641,Tonopah Solar Energy LLC,57275,Crescent Dunes Solar Energy,NV,TSE-B1,CO,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56641,Tonopah Solar Energy LLC,57275,Crescent Dunes Solar Energy,NV,TSE-B2,CO,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56646,Covanta Plymouth Renewable Energy L P,54625,Covanta Plymouth Renewable Energy,PA,1,OP,N,,, , ,ST, , ,,, ,,,,,,,ST, ,,, ,SN,,,SN,,,ST, ,,, ,ST, ,ACI,,,,,
56646,Covanta Plymouth Renewable Energy L P,54625,Covanta Plymouth Renewable Energy,PA,2,OP,N,,, , ,ST, , ,,, ,,,,,,,ST, ,,, ,SN,,,SN,,,ST, ,,, ,ST, ,ACI,,,ACI,,
56652,DTE Stockton LLC,54238,Stockton Biomass,CA,BIOMS1,TS,Db,,, , ,LO, , ,,, ,,,,,,,LO,0.065,NP,DA,2014,SR,,,SR,,,FD, ,,, ,,2014,,,,,,
56652,DTE Stockton LLC,54238,Stockton Biomass,CA,N64514,RE,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56652,DTE Stockton LLC,54238,Stockton Biomass,CA,N64516,RE,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56660,Mojave Solar LLC,57331,Mojave Solar Project,CA,MSP1,CN,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56660,Mojave Solar LLC,57331,Mojave Solar Project,CA,MSP2,CN,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56691,Garrison Energy Center LLC,57349,Garrison Energy Center LLC,DE,HRSG1,CO,Db,Y,APC-2012/0098,1,2013,LO, , ,DH,OH,2015,,,,,,,ST, ,NM,OH,2015,,,,,,,ST,32.1,PH,OH,2015,, ,,,,,,
56723,Genesis Solar LLC,57394,Genesis Solar Energy Project,CA,SOLAR,PL,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56730,Cedar Bay Operating Services LLC,10672,Cedar Bay Generating Company LP,FL,CBA,OP,Da,Y,PSD-FL-137F,3,2002,ST,0.3,1,DP,TH,1994,CF,NC,,CF,NC,,ST,0.17,NP,MO,1994,CF,SN,,CF,SN,,ST,0.02,PB,PS,1994,FD,2015,DSI,BP,,DSI,BP,
56730,Cedar Bay Operating Services LLC,10672,Cedar Bay Generating Company LP,FL,CBB,OP,Da,Y,PSD-FL-137F,3,2002,ST,0.3,1,DP,TH,1994,CF,NC,,CF,NC,,ST,0.17,NP,MO,1994,CF,SN,,CF,SN,,ST,0.02,PB,PS,1994,FD,2015,BP,DSI,,BP,DSI,
56730,Cedar Bay Operating Services LLC,10672,Cedar Bay Generating Company LP,FL,CBC,OP,Da,Y,PSD-FL-137F,3,2002,ST,0.3,1,DP,TH,1994,CF,NC,,CF,NC,,ST,0.17,NP,MO,1994,CF,SN,,CF,SN,,ST,0.02,PB,PS,1994,FD,2015,BP,DSI,,BP,DSI,
56765,CER Colorado Bend Energy Partners LP,56350,Colorado Bend Energy Center,TX,HRSG1,OP,Db,N,, , ,ST, , ,DP,OH,2007,NC,,,NC,,,ST, ,NM,DA,2007,LN,NH3,,NC,,,ST, ,PB,OH,2007,, ,,,,,,
56765,CER Colorado Bend Energy Partners LP,56350,Colorado Bend Energy Center,TX,HRSG2,OP,Db,N,, , ,ST, , ,DP,OH,2007,NC,,,NC,,,ST, ,NM,DA,2007,LN,NH3,,NC,,,ST, ,PB,OH,2007,, ,,,,,,
56765,CER Colorado Bend Energy Partners LP,56350,Colorado Bend Energy Center,TX,HRSG3,OP,Db,N,, , ,ST, , ,DP,OH,2008,NC,,,NC,,,LO, ,NM,DA,2008,LN,NH3,,NC,,,ST, ,PB,OH,2008,, ,,,,,,
56765,CER Colorado Bend Energy Partners LP,56350,Colorado Bend Energy Center,TX,HRSG4,OP,Db,N,, , ,ST, , ,DP,OH,2008,NC,,,NC,,,LO, ,NM,DA,2008,LN,NH3,,NC,,,ST, ,PB,OH,2008,, ,,,,,,
56766,CER Quail Run Energy Partners LP,56349,Quail Run Energy Center,TX,HRSG1,OP,Db,Y,0-2886,10,2006,ST, , ,DH,OH,2007,NC,,,NC,,,ST, ,NH,TH,2007,LN,NH3,,NC,,,ST,10.4,PH,OH,2007,, ,,,,,,
56766,CER Quail Run Energy Partners LP,56349,Quail Run Energy Center,TX,HRSG2,OP,Db,Y,0-2886,10,2006,ST, , ,DH,OH,2007,NC,,,NC,,,ST, ,NH,TH,2007,LN,NH3,,NC,,,ST,10.4,PH,OH,2007,, ,,,,,,
56766,CER Quail Run Energy Partners LP,56349,Quail Run Energy Center,TX,HRSG3,OP,Db,Y,0-2886,10,2006,ST, , ,DH,OH,2008,NC,,,NC,,,ST, ,NH,TH,2008,LN,NH3,,NC,,,ST,10.4,PH,OH,2008,, ,,,,,,
56766,CER Quail Run Energy Partners LP,56349,Quail Run Energy Center,TX,HRSG4,OP,Db,Y,0-2886,10,2006,ST, , ,DH,OH,2008,NC,,,NC,,,ST, ,NH,TH,2008,LN,NH3,,NC,,,ST,10.4,PH,OH,2008,, ,,,,,,
56776,Seneca Sustainable Energy LLC,57457,Seneca Sustainable Energy LLC,OR,1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56788,Domtar Paper Company Bennettsville,57470,Marlboro Mill,SC,RF-P1,OP,,,, , ,, , ,,, ,,,,,,,ST,100,NM,YR,1990,,,,,,,, ,,, ,ST,1990,,,,,,
56788,Domtar Paper Company Bennettsville,57470,Marlboro Mill,SC,UA-P2,OP,,,, , ,, , ,,, ,,,,,,,ST,0.3,NP,PS,1994,,,,,,,, ,,, ,ST,1994,,,,,,
56812,Arlington Valley LLC,55282,Arlington Valley Energy Facility,AZ,HRSG1,OP,Da,N,, , ,FD,5.25, ,DH,OH,2002,NC,,,NC,,,FD,2.5,NM,TH,2002,NC,SR,,NC,SR,,FD,27,PH,OH,2002,, ,,,,,,
56812,Arlington Valley LLC,55282,Arlington Valley Energy Facility,AZ,HRSG2,OP,Da,N,, , ,FD,5.25, ,DH,OH,2002,NC,,,NC,,,FD,2.5,NM,TH,2002,NC,SR,,NC,SR,,FD,27,PH,OH,2002,, ,,,,,,
56866,HL Power Company,10777,HL Power,CA,ZURN1,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56872,Contra Costa Generating Station LLC,57552,Oakley Generating Station,CA,HRSG1,PL,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56872,Contra Costa Generating Station LLC,57552,Oakley Generating Station,CA,HRSG2,PL,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56881,Valley NG Power Company LLC,3508,Valley (TX),TX,1,SB,N,N,, , ,ST,440, ,DM,TH,1992,OT,,,OT,,,ST, ,OT,YR,2004,LN,OV,,MS,,,ST,15,OP,SM,1993,, ,,,,,,
56881,Valley NG Power Company LLC,3508,Valley (TX),TX,2,SB,N,N,, , ,ST,440, ,DM,TH,1992,OT,,,OT,,,ST, ,OT,YR,2004,BF,,,MS,,,ST,0.1,PB,WO,1989,, ,,,,,,
56881,Valley NG Power Company LLC,3508,Valley (TX),TX,3,SB,N,N,, , ,, , ,,, ,,,,,,,ST, ,OT,YR,2004,NC,,,MS,,,ST,0.1,PB,WO,1989,, ,,,,,,
56884,Big Brown Power Company LLC,3497,Big Brown,TX,1,OP,N,N,, , ,ST,3, ,DP,TH,1997,OT,,,OT,,,FD,0.4,NP,YR,2008,LN,OV,SN,MS,,,ST,0.3,PB,WO,1989,ST,2008,BP,EC,,,,
56884,Big Brown Power Company LLC,3497,Big Brown,TX,2,OP,N,N,, , ,ST,3, ,DP,TH,1997,OT,,,OT,,,FD,0.4,NP,YR,2008,LN,OV,SN,MS,,,ST,0.3,PB,WO,1989,ST,2008,BP,EC,,,,
56963,"Beaver Wood Energy Fair Haven, LLC",57634,"Beaver Wood Energy Fair Haven, LLC",VT,BLR1,PL,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
56964,Sundevil Power Holdings LLC,59338,Sundevil Power Holdings - Gila River,AZ,1 A,OP,Da,Y,V99-018,7,2008,LO,2.8, ,DH,TH,2003,NC,,,NC,,,LO,2.5,NM,TH,2003,LN,NH3,SR,LN,NH3,SR,LO,9.5,PH,OH,2003,, ,,,,,,
56964,Sundevil Power Holdings LLC,59338,Sundevil Power Holdings - Gila River,AZ,1 B,OP,Da,Y,V99-018,7,2008,LO,2.8, ,DH,TH,2003,NC,,,NC,,,LO,2.5,NM,TH,2003,LN,NH3,SR,LN,NH3,SR,LO,9.5,PH,OH,2003,, ,,,,,,
56964,Sundevil Power Holdings LLC,59338,Sundevil Power Holdings - Gila River,AZ,2 A,OP,Da,Y,V99-018,7,2008,LO,2.8, ,DH,TH,2003,NC,,,NC,,,LO,2.5,NM,TH,2003,LN,NH3,SR,LN,NH3,SR,LO,9.5,PH,OH,2003,, ,,,,,,
56964,Sundevil Power Holdings LLC,59338,Sundevil Power Holdings - Gila River,AZ,2 B,OP,Da,Y,V99-018,7,2008,LO,2.8, ,DH,TH,2003,NC,,,NC,,,LO,2.5,NM,TH,2003,LN,NH3,SR,LN,NH3,SR,LO,9.5,PH,OH,2003,, ,,,,,,
56991,Astoria Energy II LLC,57664,Astoria Energy II,NY,HRSG3,OP,Db,Y,2-6301-00072/00014,12,2001,ST, ,0,DP,PS,2011,NC,,,NC,,,ST,2,NM,PS,2011,NC,SR,,NC,,,FD,0.01,PB,PS,2011,, ,,,,,,
56991,Astoria Energy II LLC,57664,Astoria Energy II,NY,HRSG4,OP,Db,Y,2-6301-00072/00014,12,2001,ST, ,0,DP,PS,2011,NC,,,NC,,,FD, ,NM,PS,201,NC,SR,,NC,,,FD,0.01,PB,OH,2011,, ,,,,,,
57045,Guadalupe Power Partners LP,55153,Guadalupe Generating Station,TX,HRSG1,OP,Db,Y,38659,2,2012,ST,2.8, ,DH,OH,2000,NC,,,NC,,,ST,79,NH,OH,2000,LN,,,LN,,,ST,20,PH,OH,2000,, ,,,,,,
57045,Guadalupe Power Partners LP,55153,Guadalupe Generating Station,TX,HRSG2,OP,Db,Y,38659,2,2012,ST,2.8, ,DH,OH,2000,NC,,,NC,,,ST,79,NH,OH,2000,LN,,,LN,,,ST,20,PH,OH,2000,, ,,,,,,
57045,Guadalupe Power Partners LP,55153,Guadalupe Generating Station,TX,HRSG3,OP,Db,Y,38659,2,2012,ST,2.8, ,DH,OH,2000,NC,,,NC,,,ST,79,NH,OH,2000,LN,,,LN,,,ST,20,PH,OH,2000,, ,,,,,,
57045,Guadalupe Power Partners LP,55153,Guadalupe Generating Station,TX,HRSG4,OP,Db,Y,38659,2,2012,ST,2.8, ,DH,OH,2000,NC,,,NC,,,ST,79,NH,OH,2000,LN,,,LN,,,ST,20,PH,OH,2000,, ,,,,,,
57097,Oak Grove Management Co LLC,6180,Oak Grove (TX),TX,1,OP,Da,Y,76474 PSD-TX-1056,6,2007,FD,1.4, ,OT,OT,2009,OT,,,OT,,,ST,0.08,NP,OT,2009,LN,OV,SR,MS,,,ST,0.04,PB,YR,2009,ST,2009,BP,SP,ACI,,,
57097,Oak Grove Management Co LLC,6180,Oak Grove (TX),TX,2,OP,Da,Y,76474 PSD-TX-1056,6,2007,FD,1.4, ,OT,OT,2010,OT,,,OT,,,ST,0.08,NP,OT,2010,LN,OV,SR,MS,,,ST,0.04,PB,YR,2010,ST,2010,BP,SP,ACI,,,
57098,Sandow Power Co LLC,52071,Sandow No 5,TX,5A,OP,Da,Y,48437,9,2003,FD,1.4, ,OT,OT,2009,OT,,,OT,,,FD,0.08,NP,OT,2011,CF,SN,,MS,,,FD,0.015,PB,TH,2009,ST,2009,BP,,,,,
57098,Sandow Power Co LLC,52071,Sandow No 5,TX,5B,OP,Da,Y,48437,9,2003,FD,1.4, ,OT,OT,2009,OT,,,OT,,,FD,0.08,NP,OT,2011,CF,SN,,MS,,,FD,0.015,PB,TH,2009,ST,2009,BP,,,,,
57098,Sandow Power Co LLC,52071,Sandow No 5,TX,SANDW1,RE,N,,, , ,ST, , ,DP,PS,1995,,,,,,,ST, ,NH,PS,2001,,,,,,,ST,0.1,PB,PS,1989,, ,,,,,,
57098,Sandow Power Co LLC,52071,Sandow No 5,TX,SANDW2,RE,N,,, , ,ST, , ,DP,PS,1995,,,,,,,ST, ,NH,PS,2000,,,,,,,ST,0.1,PB,PS,1989,, ,,,,,,
57098,Sandow Power Co LLC,52071,Sandow No 5,TX,SANDW3,RE,N,,, , ,ST, , ,DP,PS,1995,,,,,,,ST, ,NH,PS,2002,,,,,,,ST,0.1,PB,PS,1989,, ,,,,,,
57141,Dynegy Kendall Energy LLC,55131,Kendall County Generation Facility,IL,B1,OP,Db,N,, , ,ST,13.4,0,DH,OH,2002,SS,,,SS,,,ST,36,NM,OH,2002,LN,NH3,,LN,NH3,,ST,36.7,PH,OH,2002,, ,,,,,,
