Utility ID,Utility Name,Plant Code,Plant Name,State,Boiler ID,Boiler Status,Type of Boiler,New Source Review,New Source Review Permit,New Source Review Month,New Source Review Year,Regulation Sulfur,Standard Sulfur Rate,Standard Sulfur Percent Scrubbed,Unit Sulfur,Period Sulfur,Compliance Year Sulfur,Sulfur Dioxide Control Existing Strategy 1,Sulfur Dioxide Control Existing Strategy 2,Sulfur Dioxide Control Existing Strategy 3,Sulfur Dioxide Control Proposed Strategy 1,Sulfur Dioxide Control Proposed Strategy 2,Sulfur Dioxide Control Proposed Strategy 3,Regulation Nitrogen,Standard Nitrogen Rate,Unit Nitrogen,Period Nitrogen,Compliance Year Nitrogen,Nitrogen Oxide Control Existing Strategy 1,Nitrogen Oxide Control Existing Strategy 2,Nitrogen Oxide Control Existing Strategy 3,Nitrogen Oxide Control Proposed Strategy 1,Nitrogen Oxide Control Proposed Strategy 2,Nitrogen Oxide Control Proposed Strategy 3,Regulation Particulate,Standard Particulate Rate,Unit Particulate,Period Particulate,Compliance Year Particulate,Regulation Mercury,Compliance Year Mercury,Mercury Control Existing Strategy 1,Mercury Control Existing Strategy 2,Mercury Control Existing Strategy 3,Mercury Control Proposed Strategy 1,Mercury Control Proposed Strategy 2,Mercury Control Proposed Strategy 3
7375,Goodyear Tire & Rubber Co,54321,Goodyear Beaumont Chemical Plant,TX,3B107,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,FR,,,,,,, ,,, ,, ,,,,,,
7375,Goodyear Tire & Rubber Co,54321,Goodyear Beaumont Chemical Plant,TX,3B108,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,FR,,,,,,, ,,, ,, ,,,,,,
7475,Graphic Packaging Corp,10698,Graphic Packaging,MI,8,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
7475,Graphic Packaging Corp,10698,Graphic Packaging,MI,9,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
7483,City of Grand Haven - (MI),1825,J B Sims,MI,3,OP,Da,,, , ,, , ,,, ,,,,,,,FD,0.6,NP,MO, ,SN,OV,,SN,OV,,, ,,, ,, ,,,,,,
7490,Grand River Dam Authority,165,GREC,OK,1,OP,D,N,, , ,FD,1.2, ,DP,TH,1981,NC,,,NC,,,FD,0.7,NP,TH,1981,NC,,,NC,,,FD,20,OP,SM,1981,, ,ND,,,ND,,
7490,Grand River Dam Authority,165,GREC,OK,2,OP,Da,N,, , ,FD,0.6,1,DP,MO,1986,NC,,,NC,,,FD,0.5,NP,MO,1986,NC,,,NC,,,FD,20,OP,SM,1986,FD,2015,,,,ACI,BP,
7564,Grays Ferry Cogen Partnership,54785,Grays Ferry Cogeneration,PA,1CT,OP,Db,Y,95240,10,1995,LO, , ,,, ,,,,,,,LO,10,NM,OH,1997,,,,,,,LO,0.01,PB,NV,1997,, ,,,,,,
7564,Grays Ferry Cogen Partnership,54785,Grays Ferry Cogeneration,PA,B25,OP,Db,Y,95240,10,1995,LO, , ,,, ,,,,,,,LO, ,NP,NV,1997,,,,,,,LO,0.032,PB,NV,1997,, ,,,,,,
7570,Great River Energy,2039,Elk River,MN,1,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
7570,Great River Energy,2039,Elk River,MN,2,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
7570,Great River Energy,2039,Elk River,MN,3,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
7570,Great River Energy,2824,Stanton,ND,1,OP,N,N,, , ,ST,3, ,DP,TH,1967,NC,,,NC,,,FD,0.46,NP,YR,2000,LN,OV,,NC,,,ST,0.1,PB,OH,1967,FD,2015,,,,ACI,,
7570,Great River Energy,2824,Stanton,ND,10,OP,Da,N,, , ,FD,0.6,1,DP,MO,1982,IF,SS,,NC,,,FD,0.4,NP,YR,2008,LN,OV,,NC,,,FD,0.03,PB,OH,1982,FD,2015,BR,,,ACI,,
7570,Great River Energy,6030,Coal Creek,ND,1,OP,D,Y,T5-F82006,6,2006,FD,6336, ,DH,TH,1980,IF,,,NC,,,FD,5104,NH,YR,2000,LN,OV,,NC,,,FD,528,PH,TH,1980,FD,2015,,,,OT,,
7570,Great River Energy,6030,Coal Creek,ND,2,OP,D,Y,T5-F82006,6,2006,FD,6336, ,DH,TH,1981,IF,,,NC,,,FD,5104,NH,YR,2000,LN,AA,,NC,,,FD,528,PH,TH,1981,FD,2015,,,,OT,,
7570,Great River Energy,56786,Spiritwood Station,ND,1,CO,Da,,7026,9,2007,FD,0.06, ,DP,MO,2013,OT,CF,,CF,IF,,FD, ,NP,MO,2013,OT,,,CF,SN,,FD,0.03,PB,TH,2013,, ,,,,,,
7597,Green Country OP Services LLC,55146,Green Country Energy LLC,OK,1,OP,Db,N,, , ,ST,0.0013, ,DP,OH,2002,NC,,,NC,,,ST,0.031,NP,OH,2002,LN,NH3,SR,LN,NH3,SR,ST,0.009,PB,OH,2002,ST,2002,,,,,,
7597,Green Country OP Services LLC,55146,Green Country Energy LLC,OK,2,OP,Db,N,, , ,ST,0.0013, ,DP,OH,2002,NC,,,NC,,,ST,0.031,NP,OH,2002,LN,NH3,SR,LN,NH3,SR,ST,0.009,PB,OH,2002,ST,2002,,,,,,
7597,Green Country OP Services LLC,55146,Green Country Energy LLC,OK,3,OP,Db,N,, , ,ST,0.0013, ,DP,OH,2002,NC,,,NC,,,ST,0.031,NM,OH,2002,LN,NH3,SR,LN,NH3,SR,ST,0.009,PH,OH,2002,ST,2002,,,,,,
7634,City of Greenville - (TX),4195,Powerlane Plant,TX,1,OP,N,,, , ,FD, , ,,, ,,,,,,,FD, ,,, ,,,,,,,, ,,, ,, ,,,,,,
7634,City of Greenville - (TX),4195,Powerlane Plant,TX,2,OP,N,,, , ,FD, , ,,, ,,,,,,,FD, ,,, ,,,,,,,, ,,, ,, ,,,,,,
7634,City of Greenville - (TX),4195,Powerlane Plant,TX,3,OP,N,,, , ,FD, , ,,, ,,,,,,,FD,98.6,NH,, ,,,,,,,, ,,, ,, ,,,,,,
7651,Greenwood Utilities Comm,2062,Henderson,MS,H1,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
7651,Greenwood Utilities Comm,2062,Henderson,MS,H3,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
7651,Greenwood Utilities Comm,2062,Henderson,MS,HRSG,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
7651,Greenwood Utilities Comm,2063,Wright,MS,W1,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
7651,Greenwood Utilities Comm,2063,Wright,MS,W3,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
7662,"Gallop Power Greenville, LLC",54852,Greenville Steam,ME,1,OS,Db,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
7667,Gregory Power Partners LP,55086,Gregory Power Facility,TX,HRSG1A,OP,Db,Y,87153,3,2010,ST, , ,DH,OH,2000,ND,,,ND,,,ST, ,NM,TH,2000,LN,,,ND,,,ST,22,PH,OH,2000,, ,ND,,,ND,,
7667,Gregory Power Partners LP,55086,Gregory Power Facility,TX,HRSG1B,OP,Db,Y,87153,3,2010,ST, , ,DH,OH,2000,ND,,,ND,,,ST, ,NM,TH,2000,LN,,,ND,,,ST,22,PH,OH,2000,, ,ND,,,ND,,
7724,GWF Energy LLC,55933,Tracy Combined Cycle Power Plant,CA,3H0301,OP,Db,N,, , ,LO,2.03,0,DH,TH,2012,NC,,,NC,,,LO,8.1,NH,OH,2012,NH3,LN,SR,NC,,,LO,4.4,PH,TH,2012,, ,,,,,,
7724,GWF Energy LLC,55933,Tracy Combined Cycle Power Plant,CA,4H0401,OP,Db,,, , ,LO,2.03,0,DH,TH,2012,NC,,,NC,,,LO,8.1,NH,OH,2012,NH3,LN,SR,NC,,,LO,4.4,PH,TH,2012,, ,,,,,,
7801,Gulf Power Co,641,Crist,FL,2,RE,N,N,, , ,ST, , ,DP,NS,1972,,,,,,,, ,,, ,,,,,,,ST,0.1,PB,PS,1972,, ,,,,,,
7801,Gulf Power Co,641,Crist,FL,3,RE,N,N,, , ,ST, , ,DP,NS,1972,,,,,,,, ,,, ,,,,,,,ST,0.1,PB,PS,1972,, ,,,,,,
7801,Gulf Power Co,641,Crist,FL,4,OP,N,N,, , ,ST,2.1,0,DP,TH,2010,IF,,,OT,,,ST,0.2,NP,MO,2012,SN,,,OT,,,ST,0.1,PB,TH,1972,FD,2015,,,,JB,OT,
7801,Gulf Power Co,641,Crist,FL,5,OP,N,N,, , ,ST,2.1,0,DP,TH,2010,IF,,,OT,,,FD, ,NP,YR,2000,SN,,,OT,,,ST,0.1,PB,PS,1972,FD,2015,,,,JB,OT,
7801,Gulf Power Co,641,Crist,FL,6,OP,N,N,, , ,ST,2.1,0,DP,TH,2010,IF,,,OT,,,ST,0.2,NP,MO,2012,SR,,,OT,,,ST,0.1,PB,TH,1972,FD,2015,,,,JB,OT,
7801,Gulf Power Co,641,Crist,FL,7,OP,N,N,, , ,ST,2.1,0,DP,TH,2010,IF,,,OT,,,ST,0.2,NP,MO,2012,SR,,,OT,,,ST,0.1,PB,TH,1973,FD,2015,,,,JB,OT,
7801,Gulf Power Co,642,Scholz,FL,1,OP,N,,, , ,FD, , ,,, ,,,,,,,FD, ,,YR,2009,,,,,,,, ,,, ,FD,2015,,,,,,
7801,Gulf Power Co,642,Scholz,FL,2,OP,N,,, , ,FD, , ,,, ,,,,,,,FD, ,,YR,2009,,,,,,,, ,,, ,FD,2015,,,,,,
7801,Gulf Power Co,643,Lansing Smith,FL,1,OP,N,N,, , ,ST,2.1, ,DP,DA,1972,SS,WA,,ND,,,ST,4700,OT,YR,2009,LN,OV,SN,,,,ST,0.1,PB,TH,1977,FD,2015,,,,ND,,
7801,Gulf Power Co,643,Lansing Smith,FL,2,OP,N,N,, , ,ST,2.1, ,DP,DA,1972,SS,WA,,ND,,,ST,4700,OT,YR,2009,LN,OV,SN,,,,ST,0.1,PB,TH,1977,FD,2015,,,,ND,,
7801,Gulf Power Co,643,Lansing Smith,FL,4,OP,Da,N,, , ,ST,2.1, ,DP,DA,2002,NC,,,NC,,,ST,4700,OT,YR,2009,NC,,,NC,,,ST,0.1,PB,TH,2002,FD,2002,,,,,,
7801,Gulf Power Co,643,Lansing Smith,FL,5,OP,Da,N,, , ,ST,2.1, ,DP,DA,2002,NC,,,NC,,,ST,4700,OT,YR,2009,NC,,,NC,,,ST,0.1,PB,TH,2002,FD,2002,,,,,,
7860,NRG Energy Center Dover LLC,10030,NRG Energy Center Dover,DE,COGEN1,RE,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
7860,NRG Energy Center Dover LLC,10030,NRG Energy Center Dover,DE,DOVCC1,OP,Da,,, , ,ST, , ,,, ,,,,,,,ST,2.5,NM,OH,2013,SR,,,MS,,,ST,4.53,PH,, ,, ,,,,,,
7869,Hermiston Power Partnership,55328,Hermiston Power Partnership,OR,HRSG 1,OP,Da,Y,30-0118,8,1995,ST,0.2, ,DP,NV,2002,NC,,,NC,,,FD,0.43,OT,MO,2002,SR,LN,,SR,LN,,FD, ,,,2002,, ,,,,,,
7869,Hermiston Power Partnership,55328,Hermiston Power Partnership,OR,HRSG 2,OP,Da,Y,30-0118,8,1995,ST,0.2, ,DP,NV,2002,NC,,,NC,,,FD,0.43,OT,MO,2002,SR,LN,,SR,LN,,FD, ,,,2002,, ,,,,,,
7977,City of Hamilton - (OH),2917,Hamilton (OH),OH,1,OP,N,N,, , ,ST,0, ,DP,DA,1972,NC,,,NC,,,, ,,, ,,,,,,,ST,0.02,PB,OH,1972,, ,,,,,,
7977,City of Hamilton - (OH),2917,Hamilton (OH),OH,7,OP,N,N,, , ,ST,0, ,DP,DA,1972,NC,,,NC,,,, ,,, ,,,,,,,ST,0.02,PB,OH,1972,, ,,,,,,
7977,City of Hamilton - (OH),2917,Hamilton (OH),OH,8,OP,N,N,, , ,ST,1.45, ,DP,DA,1979,RP,,,RP,,,, ,,, ,LN,,,,,,,0.02,PB,PS,2013,, ,,,,,,
7977,City of Hamilton - (OH),2917,Hamilton (OH),OH,9,OP,D,N,, , ,FD,1.2, ,DP,NV,1982,NC,,,NC,,,FD,0.2,NP,YR,2013,LN,,,NC,,,FD,0.1,PB,PS,2013,, ,,,,,,
7977,City of Hamilton - (OH),2917,Hamilton (OH),OH,HRB,SB,Dc,N,, , ,ST,0, ,DP,DA,1993,NC,,,NC,,,ST, ,NP,DA,1997,LN,,,NC,,,ST,0.02,PB,PS,1993,, ,,,,,,
8009,International Paper Co,52140,International Paper Prattville Mill,AL,PB1,OP,N,,, , ,ST, , ,,, ,,,,,,,, ,,, ,,,,,,,ST, ,,, ,,2017,,,,OT,,
8009,International Paper Co,52140,International Paper Prattville Mill,AL,PB2,OP,N,,, , ,ST, , ,,, ,,,,,,,ST, ,,,1980,OV,OT,,OV,OT,,, ,,, ,,2017,,,,EK,OT,
8009,International Paper Co,52140,International Paper Prattville Mill,AL,RF1,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
8009,International Paper Co,52140,International Paper Prattville Mill,AL,RF2,OP,N,,, , ,ST, , ,,, ,,,,,,,, ,,, ,,,,,,,ST, ,,, ,,2017,,,,,,
8181,Harrisburg Authority,10118,Harrisburg Facility,PA,1,OP,Db,,, , ,ST, , ,,, ,,,,,,,ST,135,NM,DA,2005,FR,OV,NH3,FR,OV,NH3,ST, ,,, ,ST,2005,BP,ACI,SD,BP,ACI,SD
8181,Harrisburg Authority,10118,Harrisburg Facility,PA,2,OP,,,, , ,, , ,,, ,,,,,,,ST,135,NM,DA,2005,FR,OV,NH3,FR,OV,NH3,, ,,, ,ST,2005,BP,SD,ACI,BP,SD,ACI
8181,Harrisburg Authority,10118,Harrisburg Facility,PA,3,OP,,,, , ,, , ,,, ,,,,,,,ST,135,NM,DA,2005,FR,OV,NH3,FR,OV,NH3,, ,,, ,ST,2005,BP,SD,ACI,BP,SD,ACI
8245,City of Hastings - (NE),60,Whelan Energy Center,NE,1,OP,N,N,, , ,ST,1.1, ,DP,OH,1981,ND,,,ND,,,ST,0.4,NP,YR,1981,LN,OV,,,,,ST,41.8,PH,TH,1981,FD,2016,,,,ACI,,
8245,City of Hastings - (NE),60,Whelan Energy Center,NE,2,OP,Db,N,, , ,ST,0.12,1,DP,MO,2011,CF,,,NC,,,ST,0.08,NP,MO,2011,OV,LN,NH3,,,,FD,0.018,PB,TH,2011,FD,2015,,,,ACI,,
8245,City of Hastings - (NE),2244,North Denver,NE,4,SB,N,,, , ,ST, , ,,, ,,,,,,,ST, ,,, ,,,,,,,ST,63.41,PH,, ,, ,,,,,,
8245,City of Hastings - (NE),2244,North Denver,NE,5,SB,N,,, , ,ST, , ,,, ,,,,,,,ST, ,,, ,,,,,,,ST,87.22,PH,, ,, ,,,,,,
8286,Hawaiian Commercial and Sugar Company,10604,Hawaiian Comm & Sugar Puunene Mill,HI,BLR1,OP,N,,, , ,, , ,,, ,,,,,,,ST,0.58,NP,TH, ,,,,,,,, ,,, ,FD,2016,VE,,,VE,,
8286,Hawaiian Commercial and Sugar Company,10604,Hawaiian Comm & Sugar Puunene Mill,HI,BLR2,OP,N,,, , ,, , ,,, ,,,,,,,ST,0.58,NP,TH, ,,,,,,,, ,,, ,FD,2016,VE,,,VE,,
8286,Hawaiian Commercial and Sugar Company,10604,Hawaiian Comm & Sugar Puunene Mill,HI,BLR3,OP,N,,, , ,, , ,,, ,,,,,,,FD,0.3,NP,TH, ,,,,,,,, ,,, ,FD,2016,VE,,,VE,,
8287,Hawaii Electric Light Co Inc,772,W H Hill,HI,5,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
8287,Hawaii Electric Light Co Inc,772,W H Hill,HI,6,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
8287,Hawaii Electric Light Co Inc,6478,Shipman,HI,3,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
8287,Hawaii Electric Light Co Inc,6478,Shipman,HI,4,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
8287,Hawaii Electric Light Co Inc,7130,Puna,HI,1,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
8503,Hermiston Generating Co LP,54761,Hermiston Generating Plant,OR,HRSG1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
8503,Hermiston Generating Co LP,54761,Hermiston Generating Plant,OR,HRSG3,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
8543,Hibbing Public Utilities Comm,1979,Hibbing,MN,1,OP,N,,, , ,ST, , ,,, ,,,,,,,, ,,, ,,,,,,,ST,0.6,PB,, ,, ,,,,,,
8543,Hibbing Public Utilities Comm,1979,Hibbing,MN,2,OP,N,,, , ,ST, , ,,, ,,,,,,,, ,,, ,,,,,,,ST,0.6,PB,, ,, ,,,,,,
8543,Hibbing Public Utilities Comm,1979,Hibbing,MN,3,OP,N,,, , ,ST, , ,,, ,,,,,,,, ,,, ,,,,,,,ST,0.6,PB,, ,, ,,,,,,
8543,Hibbing Public Utilities Comm,1979,Hibbing,MN,4,OP,N,,, , ,, , ,,, ,,,,,,,ST,0.15,NP,MO,2007,SN,,,NC,,,ST,0.025,PB,, ,, ,,,,,,
8633,Hillsborough County,50858,Hillsborough County Resource Recovery,FL,MWC1B,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
8633,Hillsborough County,50858,Hillsborough County Resource Recovery,FL,MWC2C,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
8633,Hillsborough County,50858,Hillsborough County Resource Recovery,FL,MWC3D,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
8633,Hillsborough County,50858,Hillsborough County Resource Recovery,FL,MWC4E,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
8641,Hillman Power Co,10346,Hillman Power LLC,MI,BOIL01,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
8723,City of Holland,1830,James De Young,MI,3,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
8723,City of Holland,1830,James De Young,MI,4,OP,,,, , ,, , ,,, ,,,,,,,ST,1,NP,OT,2004,NC,MS,,NC,MS,,, ,,, ,, ,,,,,,
8723,City of Holland,1830,James De Young,MI,5,OP,,,, , ,, , ,,, ,,,,,,,FD,0.46,NP,YR,1999,LN,NC,MS,LN,NC,MS,, ,,, ,, ,,,,,,
8776,City of Holyoke Gas and Electric Dept.,9864,Cabot Holyoke,MA,5,RE,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
8776,City of Holyoke Gas and Electric Dept.,9864,Cabot Holyoke,MA,6,RE,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
8776,City of Holyoke Gas and Electric Dept.,9864,Cabot Holyoke,MA,7,RE,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
8776,City of Holyoke Gas and Electric Dept.,9864,Cabot Holyoke,MA,8,RE,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
8884,Terrebonne Parish Consol Gov't,1439,Houma,LA,14,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
8884,Terrebonne Parish Consol Gov't,1439,Houma,LA,15,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
8884,Terrebonne Parish Consol Gov't,1439,Houma,LA,16,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
9097,Huntington Resource Recovery,50656,Huntington Resource Recovery Facility,NY,UNIT1,OP,N,,, , ,, , ,,, ,,,,,,,ST,185,NM,TH,1991,SN,,,SN,,,, ,,, ,ST,1991,ACI,,,ACI,,
9097,Huntington Resource Recovery,50656,Huntington Resource Recovery Facility,NY,UNIT2,OP,N,,, , ,, , ,,, ,,,,,,,ST,185,NM,TH,1991,SN,,,SN,,,, ,,, ,ST,1991,ACI,,,ACI,,
9097,Huntington Resource Recovery,50656,Huntington Resource Recovery Facility,NY,UNIT3,OP,N,,, , ,, , ,,, ,,,,,,,ST,185,NM,TH,1991,SN,,,SN,,,, ,,, ,ST,1991,ACI,,,ACI,,
9155,Inland Empire Energy Ctr LLC,55853,Inland Empire Energy Center,CA,1,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,SR,NH3,,NC,,,, ,,, ,, ,,,,,,
9155,Inland Empire Energy Ctr LLC,55853,Inland Empire Energy Center,CA,2,OP,,,, , ,, , ,,, ,,,,,,,, ,,, ,SR,NH3,,NC,,,, ,,, ,, ,,,,,,
9191,Idaho Power Co,57028,Langley Gulch Power Plant,ID,1,OP,Db,Y,P-2009.0092,6,2010,ST, , ,DH,OH,2012,CF,,,NC,,,ST, ,NH,OH,2012,LN,NH3,SR,NC,,,ST,12.4,PH,OH,2012,FD,2012,,,,,,
9210,International Paper Co-Riegelwood,54656,International Paper Riegelwood Mill,NC,PB1,OP,N,,, , ,ST, , ,,, ,,,,,,,ST,0.8,NP,NS, ,NC,,,NC,,,ST,0.16,OT,, ,, ,,,,,,
9210,International Paper Co-Riegelwood,54656,International Paper Riegelwood Mill,NC,PB2,OP,N,,, , ,ST, , ,,, ,,,,,,,ST,0.8,OT,NS, ,NC,,,NC,,,ST,0.16,OT,, ,, ,,,,,,
9210,International Paper Co-Riegelwood,54656,International Paper Riegelwood Mill,NC,PB3,RE,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
9210,International Paper Co-Riegelwood,54656,International Paper Riegelwood Mill,NC,PB4,RE,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
9210,International Paper Co-Riegelwood,54656,International Paper Riegelwood Mill,NC,PB5,OP,N,,, , ,ST, , ,,, ,,,,,,,ST,0.35,OT,PS, ,NC,,,NC,,,ST,0.0562,OT,, ,, ,,,,,,
9210,International Paper Co-Riegelwood,54656,International Paper Riegelwood Mill,NC,RB3,RE,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
9210,International Paper Co-Riegelwood,54656,International Paper Riegelwood Mill,NC,RB4,OP,N,,, , ,FD, , ,,, ,,,,,,,FD, ,,, ,,,,NC,,,FD,3,OT,, ,, ,,,,,,
9210,International Paper Co-Riegelwood,54656,International Paper Riegelwood Mill,NC,RB5,OP,N,,, , ,FD, , ,,, ,,,,,,,FD,100,NM,PS, ,NC,,,NC,,,FD,0.044,PC,, ,, ,,,,,,
9216,Imperial Irrigation District,389,El Centro,CA,3,RE,N,N,, , ,LO, , ,DH,OH,1977,,,,,,,LO, ,NH,OH,1977,,,,,,,LO,10,PH,OH,1977,, ,,,,,,
9216,Imperial Irrigation District,389,El Centro,CA,4,OP,N,N,, , ,LO,200, ,DH,OH,1977,NC,,,NC,,,LO,140,NH,OH,2000,SR,,,NC,,,LO,10,PH,OH,1977,, ,,,,,,
9216,Imperial Irrigation District,389,El Centro,CA,HRSG31,OP,N,N,, , ,LO, , ,DH,OH,2012,NC,,,NC,,,LO,2,NM,OH,2012,SR,,,NC,,,LO,2.53,PH,OH,2012,, ,,,,,,
9216,Imperial Irrigation District,389,El Centro,CA,HRSG32,OP,N,N,, , ,LO, , ,DH,OH,2012,NC,,,NC,,,LO,2,NM,OH,2012,SR,,,NC,,,LO,2.53,PH,OH,2012,, ,,,,,,
9216,Imperial Irrigation District,389,El Centro,CA,UNIT 2,OP,N,N,, , ,, , ,,,1993,,,,,,,, ,,,1993,,,,,,,, ,,,1993,, ,,,,,,
9231,City of Independence - (MO),2132,Blue Valley,MO,1,OP,N,N,, , ,ST,6.3, ,SU,TH,1979,OT,,,CF,,,, ,,, ,,,,,,,ST,0.18,PB,EH,1979,, ,,,,,,
9231,City of Independence - (MO),2132,Blue Valley,MO,2,OP,N,N,, , ,ST,6.3, ,SB,TH,1979,OT,,,SS,,,, ,,, ,,,,,,,ST,0.18,PB,EH,1979,, ,,,,,,
9231,City of Independence - (MO),2132,Blue Valley,MO,3,OP,N,N,, , ,ST,6.3, ,SB,TH,1979,OT,,,NC,,,ST,0.4,NP,YR,2009,LN,OV,,NC,,,ST,0.18,PB,EH,1979,, ,,,,,,
9231,City of Independence - (MO),2171,Missouri City,MO,1,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
9231,City of Independence - (MO),2171,Missouri City,MO,2,OP,N,,, , ,, , ,,, ,,,,,,,, ,,, ,,,,,,,, ,,, ,, ,,,,,,
9243,Indeck-Yerkes Ltd Partnership,50451,Indeck Yerkes Energy Center,NY,HRSG1,OP,N,,, , ,, , ,,, ,,,,,,,FD,42,NM,OH,1989,STM,,,,,,, ,,, ,FD,1989,,,,,,
9244,Indeck-Oswego Ltd Partnership,50450,Indeck Oswego Energy Center,NY,HRSG1,OP,N,,, , ,, , ,,, ,,,,,,,FD,42,NM,OH,1990,STM,,,,,,, ,,, ,FD,1990,,,,,,
9245,Indeck-Energy Serv Silver Spg,50449,Indeck Silver Springs Energy Center,NY,HRSG1,OP,N,,, , ,, , ,,, ,,,,,,,FD,32,NM,OH,1991,STM,,,,,,, ,,, ,FD,1991,,,,,,
9261,Indeck-Olean Ltd Partnership,54076,Indeck Olean Energy Center,NY,HRSG1,OP,N,,, , ,FD, , ,,, ,,,,,,,ST,9,NM,OH,1994,SR,STM,,SR,STM,,ST,0.004,PB,, ,,1994,,,,,,
9263,Indeck-Corinth Ltd Partnership,50458,Indeck Corinth Energy Center,NY,HRSG1,OP,N,,, , ,, , ,,, ,,,,,,,ST,9,NM,OH,1995,LN,SR,H20,MS,,,, ,,, ,FD,1995,,,,,,
9267,"Hoosier Energy R E C, Inc",1043,Frank E Ratts,IN,1SG1,OP,N,N,, , ,FD, , ,DP,MO,2012,OT,SS,,OT,SS,,FD, ,NP,MO,2012,LN,OV,SN,LN,OV,SN,ST,0.35,PB,NV,1976,, ,,,,,,
9267,"Hoosier Energy R E C, Inc",1043,Frank E Ratts,IN,2SG1,OP,N,N,, , ,FD, , ,DP,MO,2012,OT,SS,,OT,SS,,FD, ,NP,MO,2012,OV,LN,SN,LN,OV,,ST,0.35,PB,NV,1976,, ,,,,,,
9267,"Hoosier Energy R E C, Inc",6213,Merom,IN,1SG1,OP,D,N,, , ,FD,0.15,1,SR,MO,2012,NC,,,NC,,,FD, ,NP,MO,2013,SR,,,SR,,,FD,0.03,PB,PS,2013,,2016,,,,ACI,,
