Utility ID,Utility Name,Plant Code,Plant Name,Boiler ID,Generator ID
19173,Colorado Energy Nations Company LLLP,10003,Colorado Energy Nations Company,BLR3,VBPT
19173,Colorado Energy Nations Company LLLP,10003,Colorado Energy Nations Company,BLR2,VBPT
19173,Colorado Energy Nations Company LLLP,10003,Colorado Energy Nations Company,BLR1,VBPT
19194,Syracuse Energy Corp,50651,Syracuse Energy,4,GEN1
19194,Syracuse Energy Corp,50651,Syracuse Energy,2,GEN1
19194,Syracuse Energy Corp,50651,Syracuse Energy,5,GEN1
19194,Syracuse Energy Corp,50651,Syracuse Energy,1,GEN1
19194,Syracuse Energy Corp,50651,Syracuse Energy,3,GEN1
19194,Syracuse Energy Corp,50651,Syracuse Energy,4,GEN2
19194,Syracuse Energy Corp,50651,Syracuse Energy,2,GEN2
19194,Syracuse Energy Corp,50651,Syracuse Energy,5,GEN2
19194,Syracuse Energy Corp,50651,Syracuse Energy,3,GEN2
19194,Syracuse Energy Corp,50651,Syracuse Energy,1,GEN2
19281,Turlock Irrigation District,56078,Walnut Energy Center,301,3
19316,Two Elk Generation Partners LP,55360,Two Elk Generating Station,1,GEN1
19365,United States Sugar Corp,50482,Clewiston Sugar House,B7,TG2
19365,United States Sugar Corp,50482,Clewiston Sugar House,B8,TG2
19365,United States Sugar Corp,50482,Clewiston Sugar House,B4,TG2
19365,United States Sugar Corp,50482,Clewiston Sugar House,B1,TG2
19365,United States Sugar Corp,50482,Clewiston Sugar House,B2,TG2
19365,United States Sugar Corp,50482,Clewiston Sugar House,B3,TG2
19365,United States Sugar Corp,50482,Clewiston Sugar House,B2,TG3
19365,United States Sugar Corp,50482,Clewiston Sugar House,B4,TG3
19365,United States Sugar Corp,50482,Clewiston Sugar House,B8,TG3
19365,United States Sugar Corp,50482,Clewiston Sugar House,B3,TG3
19365,United States Sugar Corp,50482,Clewiston Sugar House,B1,TG3
19365,United States Sugar Corp,50482,Clewiston Sugar House,B7,TG3
19365,United States Sugar Corp,50482,Clewiston Sugar House,B7,TG4
19365,United States Sugar Corp,50482,Clewiston Sugar House,B2,TG4
19365,United States Sugar Corp,50482,Clewiston Sugar House,B3,TG4
19365,United States Sugar Corp,50482,Clewiston Sugar House,B4,TG4
19365,United States Sugar Corp,50482,Clewiston Sugar House,B8,TG4
19365,United States Sugar Corp,50482,Clewiston Sugar House,B1,TG4
19365,United States Sugar Corp,50482,Clewiston Sugar House,B1,TG5
19365,United States Sugar Corp,50482,Clewiston Sugar House,B2,TG5
19365,United States Sugar Corp,50482,Clewiston Sugar House,B8,TG5
19365,United States Sugar Corp,50482,Clewiston Sugar House,B4,TG5
19365,United States Sugar Corp,50482,Clewiston Sugar House,B3,TG5
19365,United States Sugar Corp,50482,Clewiston Sugar House,B7,TG5
19365,United States Sugar Corp,50482,Clewiston Sugar House,B2,TG6
19365,United States Sugar Corp,50482,Clewiston Sugar House,B8,TG6
19365,United States Sugar Corp,50482,Clewiston Sugar House,B4,TG6
19365,United States Sugar Corp,50482,Clewiston Sugar House,B3,TG6
19365,United States Sugar Corp,50482,Clewiston Sugar House,B1,TG6
19365,United States Sugar Corp,50482,Clewiston Sugar House,B7,TG6
19365,United States Sugar Corp,50482,Clewiston Sugar House,B1,TG7
19365,United States Sugar Corp,50482,Clewiston Sugar House,B3,TG7
19365,United States Sugar Corp,50482,Clewiston Sugar House,B8,TG7
19365,United States Sugar Corp,50482,Clewiston Sugar House,B2,TG7
19365,United States Sugar Corp,50482,Clewiston Sugar House,B7,TG7
19365,United States Sugar Corp,50482,Clewiston Sugar House,B4,TG7
19365,United States Sugar Corp,50482,Clewiston Sugar House,B3,TG8
19365,United States Sugar Corp,50482,Clewiston Sugar House,B2,TG8
19365,United States Sugar Corp,50482,Clewiston Sugar House,B1,TG8
19365,United States Sugar Corp,50482,Clewiston Sugar House,B8,TG8
19365,United States Sugar Corp,50482,Clewiston Sugar House,B4,TG8
19365,United States Sugar Corp,50482,Clewiston Sugar House,B7,TG8
19370,United States Steel Corporation,50730,Fairfield Works,5,GEN1
19370,United States Steel Corporation,50730,Fairfield Works,8,GEN2
19370,United States Steel Corporation,50730,Fairfield Works,10,GEN3
19370,United States Steel Corporation,50730,Fairfield Works,9,GEN4
19391,UGI Development Co,3176,Hunlock Power Station,6,3
19391,UGI Development Co,3176,Hunlock Power Station,HRSG 5,3
19391,UGI Development Co,3176,Hunlock Power Station,HRSG 6,3
19436,Union Electric Co - (MO),2103,Labadie,1,1
19436,Union Electric Co - (MO),2103,Labadie,2,2
19436,Union Electric Co - (MO),2103,Labadie,3,3
19436,Union Electric Co - (MO),2103,Labadie,4,4
19436,Union Electric Co - (MO),2104,Meramec,1,1
19436,Union Electric Co - (MO),2104,Meramec,2,2
19436,Union Electric Co - (MO),2104,Meramec,3,3
19436,Union Electric Co - (MO),2104,Meramec,4,4
19436,Union Electric Co - (MO),2107,Sioux,1,1
19436,Union Electric Co - (MO),2107,Sioux,2,2
19436,Union Electric Co - (MO),6153,Callaway,NSS1,1
19436,Union Electric Co - (MO),6155,Rush Island,1,1
19436,Union Electric Co - (MO),6155,Rush Island,2,2
19450,Union Carbide Corp-Seadrift,50150,Union Carbide Seadrift Cogen,11HRSG,GE10
19450,Union Carbide Corp-Seadrift,50150,Union Carbide Seadrift Cogen,6 HRSG,GE10
19450,Union Carbide Corp-Seadrift,50150,Union Carbide Seadrift Cogen,8 HRSG,GE10
19450,Union Carbide Corp-Seadrift,50150,Union Carbide Seadrift Cogen,6 HRSG,GEN5
19450,Union Carbide Corp-Seadrift,50150,Union Carbide Seadrift Cogen,8 HRSG,GEN5
19450,Union Carbide Corp-Seadrift,50150,Union Carbide Seadrift Cogen,11HRSG,GEN5
19450,Union Carbide Corp-Seadrift,50150,Union Carbide Seadrift Cogen,6 HRSG,GEN7
19450,Union Carbide Corp-Seadrift,50150,Union Carbide Seadrift Cogen,8 HRSG,GEN7
19450,Union Carbide Corp-Seadrift,50150,Union Carbide Seadrift Cogen,11HRSG,GEN9
19450,Union Carbide Corp-Seadrift,50150,Union Carbide Seadrift Cogen,8 HRSG,GEN9
19450,Union Carbide Corp-Seadrift,50150,Union Carbide Seadrift Cogen,6 HRSG,GEN9
19511,University of Alaska,50711,University of Alaska Fairbanks,BLR1,GEN1
19511,University of Alaska,50711,University of Alaska Fairbanks,BLR2,GEN1
19511,University of Alaska,50711,University of Alaska Fairbanks,BLR3,GEN1
19511,University of Alaska,50711,University of Alaska Fairbanks,BLR4,GEN1
19511,University of Alaska,50711,University of Alaska Fairbanks,BLR2,GEN2
19511,University of Alaska,50711,University of Alaska Fairbanks,BLR3,GEN2
19511,University of Alaska,50711,University of Alaska Fairbanks,BLR4,GEN2
19511,University of Alaska,50711,University of Alaska Fairbanks,BLR1,GEN2
19511,University of Alaska,50711,University of Alaska Fairbanks,BLR1,GEN3
19511,University of Alaska,50711,University of Alaska Fairbanks,BLR4,GEN3
19511,University of Alaska,50711,University of Alaska Fairbanks,BLR2,GEN3
19511,University of Alaska,50711,University of Alaska Fairbanks,BLR3,GEN3
19517,United States Steel- Clairton,50729,Clairton Works,1BLR,GEN1
19517,United States Steel- Clairton,50729,Clairton Works,2BLR,GEN1
19517,United States Steel- Clairton,50729,Clairton Works,R1BLR,GEN3
19517,United States Steel- Clairton,50729,Clairton Works,T1BLR,GEN3
19517,United States Steel- Clairton,50729,Clairton Works,R2BLR,GEN3
19517,United States Steel- Clairton,50729,Clairton Works,T2BLR,GEN3
19517,United States Steel- Clairton,50729,Clairton Works,2BLR,GEN3
19517,United States Steel- Clairton,50729,Clairton Works,1BLR,GEN3
19519,United States Steel-Mon Valley,50732,Mon Valley Works,ETBLR3,GEN1
19519,United States Steel-Mon Valley,50732,Mon Valley Works,ETBLR1,GEN1
19519,United States Steel-Mon Valley,50732,Mon Valley Works,ETBLR2,GEN1
19519,United States Steel-Mon Valley,50732,Mon Valley Works,ETBLR2,GEN2
19519,United States Steel-Mon Valley,50732,Mon Valley Works,ETBLR1,GEN2
19519,United States Steel-Mon Valley,50732,Mon Valley Works,ETBLR3,GEN2
19519,United States Steel-Mon Valley,50732,Mon Valley Works,ETBLR2,GEN3
19519,United States Steel-Mon Valley,50732,Mon Valley Works,ETBLR3,GEN3
19519,United States Steel-Mon Valley,50732,Mon Valley Works,ETBLR1,GEN3
19524,University of California-LA,52073,UCLA So Campus Cogen Project,HRSG B,GEN3
19524,University of California-LA,52073,UCLA So Campus Cogen Project,HRSG A,GEN3
19526,United States Steel-Gary,50733,Gary Works,4BH3,STG1
19526,United States Steel-Gary,50733,Gary Works,TBB4A,STG1
19526,United States Steel-Gary,50733,Gary Works,TBB2,STG1
19526,United States Steel-Gary,50733,Gary Works,TBB3,STG1
19526,United States Steel-Gary,50733,Gary Works,4BH2,STG1
19526,United States Steel-Gary,50733,Gary Works,TBB6,STG1
19526,United States Steel-Gary,50733,Gary Works,TBB5,STG1
19526,United States Steel-Gary,50733,Gary Works,TBB1,STG1
19526,United States Steel-Gary,50733,Gary Works,4BH1,STG1
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,DB1,T1
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B7,T1
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,DB2,T1
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B4,T1
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B3,T1
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,CR,T1
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B5,T1
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B6,T1
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B2,T1
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B7,T10
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,DB1,T10
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B6,T10
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B5,T10
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,CR,T10
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,DB2,T10
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B5,T11
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B7,T11
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B6,T11
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,CR,T11
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,DB1,T11
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,DB2,T11
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B6,T12
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,DB1,T12
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B5,T12
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,DB2,T12
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B7,T12
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,CR,T12
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B5,T2
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B2,T2
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,CR,T2
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,DB1,T2
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B3,T2
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,DB2,T2
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B6,T2
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B4,T2
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B7,T2
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B4,T3
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,CR,T3
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B5,T3
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B2,T3
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B3,T3
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B6,T3
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B7,T3
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,DB1,T3
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,DB2,T3
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,DB2,T4
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B4,T4
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B3,T4
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B5,T4
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B6,T4
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,CR,T4
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,DB1,T4
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B7,T4
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B2,T4
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B7,T6
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B6,T6
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,CR,T6
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B5,T6
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,DB1,T6
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,DB2,T6
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B6,T7
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B7,T7
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,DB2,T7
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,B5,T7
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,DB1,T7
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,CR,T7
19533,University of Oklahoma,50307,University of Oklahoma,B1,GEN1
19533,University of Oklahoma,50307,University of Oklahoma,B2,GEN2
19533,University of Oklahoma,50307,University of Oklahoma,B3,GEN3
19533,University of Oklahoma,50307,University of Oklahoma,B4,GEN4
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,B3,GEN4
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,B1,GEN4
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,B7,GEN4
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,HRSG10,GEN4
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,HRSG8,GEN4
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,B2,GEN4
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,B2,GEN5
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,B1,GEN5
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,B3,GEN5
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,B7,GEN5
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,HRSG8,GEN5
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,HRSG10,GEN5
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,HRSG8,GEN7
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,B7,GEN7
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,B3,GEN7
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,B1,GEN7
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,HRSG10,GEN7
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,B2,GEN7
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,B2,GEN9
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,B7,GEN9
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,B3,GEN9
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,HRSG8,GEN9
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,B1,GEN9
19537,University of Texas at Austin,50118,Hal C Weaver Power Plant,HRSG10,GEN9
19539,University of Iowa,54775,University of Iowa Main Power Plant,BLR9,GEN1
19539,University of Iowa,54775,University of Iowa Main Power Plant,BLR11,GEN1
19539,University of Iowa,54775,University of Iowa Main Power Plant,BLR8,GEN1
19539,University of Iowa,54775,University of Iowa Main Power Plant,BLR7,GEN1
19539,University of Iowa,54775,University of Iowa Main Power Plant,BLR10,GEN1
19539,University of Iowa,54775,University of Iowa Main Power Plant,BLR8,GEN2
19539,University of Iowa,54775,University of Iowa Main Power Plant,BLR11,GEN2
19539,University of Iowa,54775,University of Iowa Main Power Plant,BLR10,GEN2
19539,University of Iowa,54775,University of Iowa Main Power Plant,BLR9,GEN2
19539,University of Iowa,54775,University of Iowa Main Power Plant,BLR7,GEN2
19539,University of Iowa,54775,University of Iowa Main Power Plant,BLR7,GEN6
19539,University of Iowa,54775,University of Iowa Main Power Plant,BLR9,GEN6
19539,University of Iowa,54775,University of Iowa Main Power Plant,BLR8,GEN6
19539,University of Iowa,54775,University of Iowa Main Power Plant,BLR10,GEN6
19539,University of Iowa,54775,University of Iowa Main Power Plant,BLR11,GEN6
19541,University of North Carolina,54276,Univ of NC Chapel Hill Cogen Facility,7,TG3
19541,University of North Carolina,54276,Univ of NC Chapel Hill Cogen Facility,6,TG3
19545,Black Hills Power Inc,3325,Ben French,1,ST1
19545,Black Hills Power Inc,4150,Neil Simpson,5,5
19545,Black Hills Power Inc,4151,Osage (WY),1,1
19545,Black Hills Power Inc,4151,Osage (WY),2,2
19545,Black Hills Power Inc,4151,Osage (WY),3,3
19545,Black Hills Power Inc,7504,Neil Simpson II,2,2
19545,Black Hills Power Inc,55479,Wygen 1,3,0001
19545,Black Hills Power Inc,56319,Wygen 2,1,0001
19545,Black Hills Power Inc,56596,Wygen III,1,5
19547,Hawaiian Electric Co Inc,764,Honolulu,16,H8
19547,Hawaiian Electric Co Inc,764,Honolulu,17,H9
19547,Hawaiian Electric Co Inc,765,Kahe,1,K1
19547,Hawaiian Electric Co Inc,765,Kahe,2,K2
19547,Hawaiian Electric Co Inc,765,Kahe,3,K3
19547,Hawaiian Electric Co Inc,765,Kahe,4,K4
19547,Hawaiian Electric Co Inc,765,Kahe,5,K5
19547,Hawaiian Electric Co Inc,765,Kahe,6,K6
19547,Hawaiian Electric Co Inc,766,Waiau,3,W3
19547,Hawaiian Electric Co Inc,766,Waiau,4,W4
19547,Hawaiian Electric Co Inc,766,Waiau,5,W5
19547,Hawaiian Electric Co Inc,766,Waiau,6,W6
19547,Hawaiian Electric Co Inc,766,Waiau,7,W7
19547,Hawaiian Electric Co Inc,766,Waiau,8,W8
19558,Homer Electric Assn Inc,55966,Nikiski Co-Generation,HRSG,ST1
19564,University of Notre Dame,50366,University of Notre Dame,BLR1,GEN1
19564,University of Notre Dame,50366,University of Notre Dame,BLR5,GEN1
19564,University of Notre Dame,50366,University of Notre Dame,BLR6,GEN1
19564,University of Notre Dame,50366,University of Notre Dame,BLR4,GEN1
19564,University of Notre Dame,50366,University of Notre Dame,BLR3,GEN1
19564,University of Notre Dame,50366,University of Notre Dame,BLR2,GEN1
19564,University of Notre Dame,50366,University of Notre Dame,BLR4,GEN2
19564,University of Notre Dame,50366,University of Notre Dame,BLR1,GEN2
19564,University of Notre Dame,50366,University of Notre Dame,BLR2,GEN2
19564,University of Notre Dame,50366,University of Notre Dame,BLR6,GEN2
19564,University of Notre Dame,50366,University of Notre Dame,BLR3,GEN2
19564,University of Notre Dame,50366,University of Notre Dame,BLR5,GEN2
19564,University of Notre Dame,50366,University of Notre Dame,BLR1,GEN5
19564,University of Notre Dame,50366,University of Notre Dame,BLR6,GEN5
19564,University of Notre Dame,50366,University of Notre Dame,BLR2,GEN5
19564,University of Notre Dame,50366,University of Notre Dame,BLR5,GEN5
19564,University of Notre Dame,50366,University of Notre Dame,BLR4,GEN5
19564,University of Notre Dame,50366,University of Notre Dame,BLR3,GEN5
19564,University of Notre Dame,50366,University of Notre Dame,BLR2,GEN6
19564,University of Notre Dame,50366,University of Notre Dame,BLR1,GEN6
19564,University of Notre Dame,50366,University of Notre Dame,BLR3,GEN6
19564,University of Notre Dame,50366,University of Notre Dame,BLR6,GEN6
19564,University of Notre Dame,50366,University of Notre Dame,BLR5,GEN6
19564,University of Notre Dame,50366,University of Notre Dame,BLR4,GEN6
19564,University of Notre Dame,50366,University of Notre Dame,BLR5,GEN7
19564,University of Notre Dame,50366,University of Notre Dame,BLR6,GEN7
19564,University of Notre Dame,50366,University of Notre Dame,BLR4,GEN7
19564,University of Notre Dame,50366,University of Notre Dame,BLR3,GEN7
19564,University of Notre Dame,50366,University of Notre Dame,BLR1,GEN7
19564,University of Notre Dame,50366,University of Notre Dame,BLR2,GEN7
19588,University of Michigan,50431,University of Michigan,2,TG1
19588,University of Michigan,50431,University of Michigan,6,TG1
19588,University of Michigan,50431,University of Michigan,4,TG1
19588,University of Michigan,50431,University of Michigan,5,TG1
19588,University of Michigan,50431,University of Michigan,7,TG1
19588,University of Michigan,50431,University of Michigan,8,TG1
19588,University of Michigan,50431,University of Michigan,1,TG1
19588,University of Michigan,50431,University of Michigan,3,TG1
19588,University of Michigan,50431,University of Michigan,3,TG7
19588,University of Michigan,50431,University of Michigan,6,TG7
19588,University of Michigan,50431,University of Michigan,1,TG7
19588,University of Michigan,50431,University of Michigan,7,TG7
19588,University of Michigan,50431,University of Michigan,4,TG7
19588,University of Michigan,50431,University of Michigan,2,TG7
19588,University of Michigan,50431,University of Michigan,8,TG7
19588,University of Michigan,50431,University of Michigan,5,TG7
19588,University of Michigan,50431,University of Michigan,5,TG8
19588,University of Michigan,50431,University of Michigan,7,TG8
19588,University of Michigan,50431,University of Michigan,6,TG8
19588,University of Michigan,50431,University of Michigan,1,TG8
19588,University of Michigan,50431,University of Michigan,2,TG8
19588,University of Michigan,50431,University of Michigan,8,TG8
19588,University of Michigan,50431,University of Michigan,4,TG8
19588,University of Michigan,50431,University of Michigan,3,TG8
19685,Valero Refining Co,50121,Valero Refinery Corpus Christi West,WHS,PRU
19685,Valero Refining Co,50121,Valero Refinery Corpus Christi West,HOC,TG1
19685,Valero Refining Co,50121,Valero Refinery Corpus Christi West,HOC,TG2
19685,Valero Refining Co,50121,Valero Refinery Corpus Christi West,B&W,TG3
19691,Paulsboro Refining Company - LLC,50628,Paulsboro Refinery,2B,GEN2
19691,Paulsboro Refining Company - LLC,50628,Paulsboro Refinery,HRSG,GEN2
19691,Paulsboro Refining Company - LLC,50628,Paulsboro Refinery,2C,GEN2
19691,Paulsboro Refining Company - LLC,50628,Paulsboro Refinery,2A,GEN2
19691,Paulsboro Refining Company - LLC,50628,Paulsboro Refinery,2C,GEN3
19691,Paulsboro Refining Company - LLC,50628,Paulsboro Refinery,2A,GEN3
19691,Paulsboro Refining Company - LLC,50628,Paulsboro Refinery,2B,GEN3
19691,Paulsboro Refining Company - LLC,50628,Paulsboro Refinery,HRSG,GEN3
19724,Vanderbilt University,52048,Vanderbilt University Power Plant,8,GEN1
19724,Vanderbilt University,52048,Vanderbilt University Power Plant,HRSG2,GEN1
19724,Vanderbilt University,52048,Vanderbilt University Power Plant,HRSG1,GEN1
19724,Vanderbilt University,52048,Vanderbilt University Power Plant,9,GEN1
19724,Vanderbilt University,52048,Vanderbilt University Power Plant,7,GEN1
19724,Vanderbilt University,52048,Vanderbilt University Power Plant,HRSG1,GEN2
19724,Vanderbilt University,52048,Vanderbilt University Power Plant,8,GEN2
19724,Vanderbilt University,52048,Vanderbilt University Power Plant,7,GEN2
19724,Vanderbilt University,52048,Vanderbilt University Power Plant,HRSG2,GEN2
19724,Vanderbilt University,52048,Vanderbilt University Power Plant,9,GEN2
19781,Viking Energy Corp,50770,Viking Energy of McBain,B1,GEN1
19781,Viking Energy Corp,50772,Viking Energy of Lincoln,B1,GEN1
19804,City of Vero Beach - (FL),693,Vero Beach Municipal Power Plant,1,1
19804,City of Vero Beach - (FL),693,Vero Beach Municipal Power Plant,CA,2
19804,City of Vero Beach - (FL),693,Vero Beach Municipal Power Plant,3,3
19804,City of Vero Beach - (FL),693,Vero Beach Municipal Power Plant,4,4
19830,NRG Vienna Operations Inc,1564,Vienna Operations,8,8
19876,Virginia Electric & Power Co,3796,Bremo Bluff,3,3
19876,Virginia Electric & Power Co,3796,Bremo Bluff,4,4
19876,Virginia Electric & Power Co,3797,Chesterfield,3,3
19876,Virginia Electric & Power Co,3797,Chesterfield,4,4
19876,Virginia Electric & Power Co,3797,Chesterfield,5,5
19876,Virginia Electric & Power Co,3797,Chesterfield,6,6
19876,Virginia Electric & Power Co,3797,Chesterfield,CT7,CW7
19876,Virginia Electric & Power Co,3797,Chesterfield,CT8,CW8
19876,Virginia Electric & Power Co,3803,Chesapeake,3,3
19876,Virginia Electric & Power Co,3803,Chesapeake,1,ST1
19876,Virginia Electric & Power Co,3803,Chesapeake,2,ST2
19876,Virginia Electric & Power Co,3803,Chesapeake,4,ST4
19876,Virginia Electric & Power Co,3804,Possum Point,3,3
19876,Virginia Electric & Power Co,3804,Possum Point,4,4
19876,Virginia Electric & Power Co,3804,Possum Point,5,5
19876,Virginia Electric & Power Co,3804,Possum Point,6B,6ST
19876,Virginia Electric & Power Co,3804,Possum Point,6A,6ST
19876,Virginia Electric & Power Co,3806,Surry,NSS1,1
19876,Virginia Electric & Power Co,3806,Surry,NSS2,2
19876,Virginia Electric & Power Co,3809,Yorktown,1,1
19876,Virginia Electric & Power Co,3809,Yorktown,2,2
19876,Virginia Electric & Power Co,3809,Yorktown,3,3
19876,Virginia Electric & Power Co,3954,Mt Storm,1,1
19876,Virginia Electric & Power Co,3954,Mt Storm,2,2
19876,Virginia Electric & Power Co,3954,Mt Storm,3,3
19876,Virginia Electric & Power Co,6168,North Anna,NSS1,1
19876,Virginia Electric & Power Co,6168,North Anna,NSS2,2
19876,Virginia Electric & Power Co,7213,Clover,1,1
19876,Virginia Electric & Power Co,7213,Clover,2,2
19876,Virginia Electric & Power Co,10771,Hopewell Power Station,1,1
19876,Virginia Electric & Power Co,10771,Hopewell Power Station,2,1
19876,Virginia Electric & Power Co,10773,Altavista Power Station,1,1
19876,Virginia Electric & Power Co,10773,Altavista Power Station,2,1
19876,Virginia Electric & Power Co,10774,Southampton Power Station,1,1
19876,Virginia Electric & Power Co,10774,Southampton Power Station,2,1
19876,Virginia Electric & Power Co,50966,Bellmeade Power Station,2,3
19876,Virginia Electric & Power Co,50966,Bellmeade Power Station,1,3
19876,Virginia Electric & Power Co,52007,Mecklenburg Power Station,BLR1,GEN1
19876,Virginia Electric & Power Co,52007,Mecklenburg Power Station,BLR2,GEN2
19876,Virginia Electric & Power Co,52118,Multitrade of Pittsylvania LP,102,GEN1
19876,Virginia Electric & Power Co,52118,Multitrade of Pittsylvania LP,103,GEN1
19876,Virginia Electric & Power Co,52118,Multitrade of Pittsylvania LP,101,GEN1
19876,Virginia Electric & Power Co,52118,Multitrade of Pittsylvania LP,101,GEN2
19876,Virginia Electric & Power Co,52118,Multitrade of Pittsylvania LP,103,GEN2
19876,Virginia Electric & Power Co,52118,Multitrade of Pittsylvania LP,102,GEN2
19876,Virginia Electric & Power Co,54844,Gordonsville Energy LP,1,GOR3
19876,Virginia Electric & Power Co,54844,Gordonsville Energy LP,2,GOR4
19876,Virginia Electric & Power Co,55939,Warren County,CT03,ST01
19876,Virginia Electric & Power Co,55939,Warren County,CT02,ST01
19876,Virginia Electric & Power Co,55939,Warren County,CT01,ST01
19876,Virginia Electric & Power Co,56807,Bear Garden,1A,1C
19876,Virginia Electric & Power Co,56807,Bear Garden,1B,1C
19876,Virginia Electric & Power Co,56808,Virginia City Hybrid Energy Center,2,1
19876,Virginia Electric & Power Co,56808,Virginia City Hybrid Energy Center,1,1
19876,Virginia Electric & Power Co,58260,Brunswick County Power Station,HRSG1B,ST01
19876,Virginia Electric & Power Co,58260,Brunswick County Power Station,HRSG1C,ST01
19876,Virginia Electric & Power Co,58260,Brunswick County Power Station,HRSG1A,ST01
