Utility ID,Utility Name,Plant Code,Plant Name,Boiler ID,Generator ID
9348,International Paper,52152,International Paper Franklin Mill,4RB,GEN7
9348,International Paper,52152,International Paper Franklin Mill,7PB,GEN7
9348,International Paper,52152,International Paper Franklin Mill,6RB,GEN8
9348,International Paper,52152,International Paper Franklin Mill,7PB,GEN8
9348,International Paper,52152,International Paper Franklin Mill,5PB,GEN8
9348,International Paper,52152,International Paper Franklin Mill,6PB,GEN8
9348,International Paper,52152,International Paper Franklin Mill,4RB,GEN8
9348,International Paper,52152,International Paper Franklin Mill,5RB,GEN8
9348,International Paper,52152,International Paper Franklin Mill,5PB,GEN9
9348,International Paper,52152,International Paper Franklin Mill,5RB,GEN9
9348,International Paper,52152,International Paper Franklin Mill,9PB,GEN9
9348,International Paper,52152,International Paper Franklin Mill,4RB,GEN9
9348,International Paper,52152,International Paper Franklin Mill,6PB,GEN9
9348,International Paper,52152,International Paper Franklin Mill,7PB,GEN9
9348,International Paper,52152,International Paper Franklin Mill,6RB,GEN9
9350,IPC-Ticonderoga,54099,Ticonderoga Mill,PB1,GEN1
9350,IPC-Ticonderoga,54099,Ticonderoga Mill,RB1,GEN1
9353,International Paper Co-Augusta,54358,International Paper Augusta Mill,RB3,1
9353,International Paper Co-Augusta,54358,International Paper Augusta Mill,PB2,1
9353,International Paper Co-Augusta,54358,International Paper Augusta Mill,PB3,1
9353,International Paper Co-Augusta,54358,International Paper Augusta Mill,PB1,1
9353,International Paper Co-Augusta,54358,International Paper Augusta Mill,RB2,1
9353,International Paper Co-Augusta,54358,International Paper Augusta Mill,PB2,2
9353,International Paper Co-Augusta,54358,International Paper Augusta Mill,RB2,2
9353,International Paper Co-Augusta,54358,International Paper Augusta Mill,PB1,2
9353,International Paper Co-Augusta,54358,International Paper Augusta Mill,PB3,2
9353,International Paper Co-Augusta,54358,International Paper Augusta Mill,RB3,2
9353,International Paper Co-Augusta,54358,International Paper Augusta Mill,RB3,3
9353,International Paper Co-Augusta,54358,International Paper Augusta Mill,PB2,3
9353,International Paper Co-Augusta,54358,International Paper Augusta Mill,RB2,3
9353,International Paper Co-Augusta,54358,International Paper Augusta Mill,PB1,3
9353,International Paper Co-Augusta,54358,International Paper Augusta Mill,PB3,3
9379,"Inter-Power/AhlCon Partners, L.P.",10143,Colver Power Project,ABB01,COLV
9382,International Paper Co-Vicksbg,54100,International Paper Vicksburg Mill,N1BABO,GEN1
9382,International Paper Co-Vicksbg,54100,International Paper Vicksburg Mill,N1REBO,GEN1
9382,International Paper Co-Vicksbg,54100,International Paper Vicksburg Mill,N1REBO,GEN2
9382,International Paper Co-Vicksbg,54100,International Paper Vicksburg Mill,N1BABO,GEN2
9384,International Paper Co-Courtld,50245,International Paper Courtland Mill,PB3,ABB
9384,International Paper Co-Courtld,50245,International Paper Courtland Mill,RB3,ABB
9384,International Paper Co-Courtld,50245,International Paper Courtland Mill,HRSG,ABB
9384,International Paper Co-Courtld,50245,International Paper Courtland Mill,HRSG,GE
9384,International Paper Co-Courtld,50245,International Paper Courtland Mill,RB3,GE
9384,International Paper Co-Courtld,50245,International Paper Courtland Mill,PB3,GE
9385,International Paper Co,54097,International Paper Texarkana Mill,RB1,GEN1
9385,International Paper Co,54097,International Paper Texarkana Mill,PB1,GEN1
9385,International Paper Co,54097,International Paper Texarkana Mill,RB2,GEN2
9385,International Paper Co,54097,International Paper Texarkana Mill,PB2,GEN2
9390,International Paper Co-GT Mill,54087,International Paper Georgetown Mill,PB01,GEN1
9390,International Paper Co-GT Mill,54087,International Paper Georgetown Mill,RB01,GEN1
9390,International Paper Co-GT Mill,54087,International Paper Georgetown Mill,RB02,GEN1
9390,International Paper Co-GT Mill,54087,International Paper Georgetown Mill,PB02,GEN1
9390,International Paper Co-GT Mill,54087,International Paper Georgetown Mill,PB01,GEN2
9390,International Paper Co-GT Mill,54087,International Paper Georgetown Mill,PB02,GEN2
9390,International Paper Co-GT Mill,54087,International Paper Georgetown Mill,PB01,GEN3
9390,International Paper Co-GT Mill,54087,International Paper Georgetown Mill,PB02,GEN3
9393,International Paper Co-Riverdl,54096,International Paper Riverdale Mill,BLRR2,GEN1
9393,International Paper Co-Riverdl,54096,International Paper Riverdale Mill,BLRB1,GEN1
9393,International Paper Co-Riverdl,54096,International Paper Riverdale Mill,HRSG4,GEN1
9393,International Paper Co-Riverdl,54096,International Paper Riverdale Mill,BLRR1,GEN1
9393,International Paper Co-Riverdl,54096,International Paper Riverdale Mill,BLRP1,GEN1
9393,International Paper Co-Riverdl,54096,International Paper Riverdale Mill,BLRB2,GEN1
9393,International Paper Co-Riverdl,54096,International Paper Riverdale Mill,BLRR2,GEN2
9393,International Paper Co-Riverdl,54096,International Paper Riverdale Mill,BLRB2,GEN2
9393,International Paper Co-Riverdl,54096,International Paper Riverdale Mill,BLRP1,GEN3
9393,International Paper Co-Riverdl,54096,International Paper Riverdale Mill,HRSG4,GEN3
9393,International Paper Co-Riverdl,54096,International Paper Riverdale Mill,BLRR2,GEN3
9393,International Paper Co-Riverdl,54096,International Paper Riverdale Mill,BLRB1,GEN3
9393,International Paper Co-Riverdl,54096,International Paper Riverdale Mill,BLRB2,GEN3
9393,International Paper Co-Riverdl,54096,International Paper Riverdale Mill,BLRR1,GEN3
9394,Interstate Paper LLC,54281,Interstate Paper LLC Riceboro,MFB,577A
9394,Interstate Paper LLC,54281,Interstate Paper LLC Riceboro,POW,577A
9394,Interstate Paper LLC,54281,Interstate Paper LLC Riceboro,REC,577A
9401,International Paper Co-Pensacola,50250,International Paper Pensacola,1RB,GEN1
9401,International Paper Co-Pensacola,50250,International Paper Pensacola,4PB,GEN1
9401,International Paper Co-Pensacola,50250,International Paper Pensacola,2RB,GEN1
9401,International Paper Co-Pensacola,50250,International Paper Pensacola,3PB,GEN1
9401,International Paper Co-Pensacola,50250,International Paper Pensacola,6PB,GEN1
9401,International Paper Co-Pensacola,50250,International Paper Pensacola,1RB,GEN2
9401,International Paper Co-Pensacola,50250,International Paper Pensacola,6PB,GEN2
9401,International Paper Co-Pensacola,50250,International Paper Pensacola,4PB,GEN2
9401,International Paper Co-Pensacola,50250,International Paper Pensacola,3PB,GEN2
9401,International Paper Co-Pensacola,50250,International Paper Pensacola,2RB,GEN2
9417,Interstate Power and Light Co,1046,Dubuque,1,3
9417,Interstate Power and Light Co,1046,Dubuque,5,3
9417,Interstate Power and Light Co,1046,Dubuque,6,3
9417,Interstate Power and Light Co,1046,Dubuque,1,4
9417,Interstate Power and Light Co,1047,Lansing,2,1
9417,Interstate Power and Light Co,1047,Lansing,1,1
9417,Interstate Power and Light Co,1047,Lansing,3,1
9417,Interstate Power and Light Co,1047,Lansing,1,2
9417,Interstate Power and Light Co,1047,Lansing,2,2
9417,Interstate Power and Light Co,1047,Lansing,3,2
9417,Interstate Power and Light Co,1047,Lansing,2,3
9417,Interstate Power and Light Co,1047,Lansing,3,3
9417,Interstate Power and Light Co,1047,Lansing,1,3
9417,Interstate Power and Light Co,1047,Lansing,4,4
9417,Interstate Power and Light Co,1048,Milton L Kapp,1,1
9417,Interstate Power and Light Co,1048,Milton L Kapp,2,2
9417,Interstate Power and Light Co,1073,Prairie Creek,2,1
9417,Interstate Power and Light Co,1073,Prairie Creek,1,1
9417,Interstate Power and Light Co,1073,Prairie Creek,1,2
9417,Interstate Power and Light Co,1073,Prairie Creek,2,2
9417,Interstate Power and Light Co,1073,Prairie Creek,3,3
9417,Interstate Power and Light Co,1073,Prairie Creek,4,4
9417,Interstate Power and Light Co,1077,Sutherland,1,1
9417,Interstate Power and Light Co,1077,Sutherland,2,2
9417,Interstate Power and Light Co,1077,Sutherland,3,3
9417,Interstate Power and Light Co,1104,Burlington (IA),1,1
9417,Interstate Power and Light Co,1888,Fox Lake,1,1
9417,Interstate Power and Light Co,1888,Fox Lake,2,1
9417,Interstate Power and Light Co,1888,Fox Lake,1,2
9417,Interstate Power and Light Co,1888,Fox Lake,2,2
9417,Interstate Power and Light Co,1888,Fox Lake,3,3
9417,Interstate Power and Light Co,6254,Ottumwa,1,1
9417,Interstate Power and Light Co,8031,Emery Station,2,ST1
9417,Interstate Power and Light Co,8031,Emery Station,1,ST1
9424,International Paper Co-Eastovr,52151,International Paper Eastover Facility,PB1,GEN1
9424,International Paper Co-Eastovr,52151,International Paper Eastover Facility,RF1,GEN1
9424,International Paper Co-Eastovr,52151,International Paper Eastover Facility,PB2,GEN2
9424,International Paper Co-Eastovr,52151,International Paper Eastover Facility,RF2,GEN2
9434,Iowa State University,54201,Iowa State University,BLR4,GEN3
9434,Iowa State University,54201,Iowa State University,BLR5,GEN3
9434,Iowa State University,54201,Iowa State University,BLR3,GEN3
9434,Iowa State University,54201,Iowa State University,BLR2,GEN3
9434,Iowa State University,54201,Iowa State University,BLR1,GEN3
9434,Iowa State University,54201,Iowa State University,BLR5,GEN4
9434,Iowa State University,54201,Iowa State University,BLR2,GEN4
9434,Iowa State University,54201,Iowa State University,BLR4,GEN4
9434,Iowa State University,54201,Iowa State University,BLR3,GEN4
9434,Iowa State University,54201,Iowa State University,BLR7,GEN4
9434,Iowa State University,54201,Iowa State University,BLR6,GEN4
9434,Iowa State University,54201,Iowa State University,BLR1,GEN4
9434,Iowa State University,54201,Iowa State University,BLR4,GEN5
9434,Iowa State University,54201,Iowa State University,BLR5,GEN5
9434,Iowa State University,54201,Iowa State University,BLR3,GEN5
9434,Iowa State University,54201,Iowa State University,BLR2,GEN5
9434,Iowa State University,54201,Iowa State University,BLR1,GEN5
9434,Iowa State University,54201,Iowa State University,BLR4,GEN6
9434,Iowa State University,54201,Iowa State University,BLR5,GEN6
9434,Iowa State University,54201,Iowa State University,BLR2,GEN6
9434,Iowa State University,54201,Iowa State University,BLR3,GEN6
9434,Iowa State University,54201,Iowa State University,BLR1,GEN6
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,C,GEN3
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,B,GEN3
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,A,GEN3
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,D,GEN3
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,D,GEN5
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,B,GEN5
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,A,GEN5
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,C,GEN5
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,C,GENA
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,D,GENA
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,A,GENA
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,B,GENA
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,D,GENB
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,B,GENB
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,C,GENB
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,A,GENB
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,B,GENC
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,D,GENC
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,C,GENC
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,A,GENC
9617,JEA,207,St Johns River Power Park,1,1
9617,JEA,207,St Johns River Power Park,2,2
9617,JEA,667,Northside Generating Station,1,1
9617,JEA,667,Northside Generating Station,2,2
9617,JEA,667,Northside Generating Station,3,ST3
9617,JEA,7846,Brandy Branch,HRSG3,004
9617,JEA,7846,Brandy Branch,HRSG2,004
9628,Hopewell Operating Services LLC,10377,James River Genco LLC,1C,GEN1
9628,Hopewell Operating Services LLC,10377,James River Genco LLC,1B,GEN1
9628,Hopewell Operating Services LLC,10377,James River Genco LLC,1A,GEN1
9628,Hopewell Operating Services LLC,10377,James River Genco LLC,2B,GEN2
9628,Hopewell Operating Services LLC,10377,James River Genco LLC,2A,GEN2
9628,Hopewell Operating Services LLC,10377,James River Genco LLC,2C,GEN2
9645,Jamestown Board of Public Util,2682,S A Carlson,9,5
9645,Jamestown Board of Public Util,2682,S A Carlson,11,5
9645,Jamestown Board of Public Util,2682,S A Carlson,HRSG,5
9645,Jamestown Board of Public Util,2682,S A Carlson,10,5
9645,Jamestown Board of Public Util,2682,S A Carlson,12,5
9645,Jamestown Board of Public Util,2682,S A Carlson,10,6
9645,Jamestown Board of Public Util,2682,S A Carlson,HRSG,6
9645,Jamestown Board of Public Util,2682,S A Carlson,12,6
9645,Jamestown Board of Public Util,2682,S A Carlson,11,6
9645,Jamestown Board of Public Util,2682,S A Carlson,9,6
9667,City of Jasper - (IN),6225,Jasper 2,1,1
9686,RockTenn-Jackson Fenandina,10202,Fernandina Beach Mill,7PWR,GEN4
9686,RockTenn-Jackson Fenandina,10202,Fernandina Beach Mill,5REC,GEN4
9686,RockTenn-Jackson Fenandina,10202,Fernandina Beach Mill,5PWR,GEN4
9686,RockTenn-Jackson Fenandina,10202,Fernandina Beach Mill,4REC,GEN4
9686,RockTenn-Jackson Fenandina,10202,Fernandina Beach Mill,5PWR,GEN5
9686,RockTenn-Jackson Fenandina,10202,Fernandina Beach Mill,4REC,GEN5
9686,RockTenn-Jackson Fenandina,10202,Fernandina Beach Mill,7PWR,GEN5
9686,RockTenn-Jackson Fenandina,10202,Fernandina Beach Mill,5REC,GEN5
9686,RockTenn-Jackson Fenandina,10202,Fernandina Beach Mill,7PWR,GEN6
9686,RockTenn-Jackson Fenandina,10202,Fernandina Beach Mill,4REC,GEN6
9686,RockTenn-Jackson Fenandina,10202,Fernandina Beach Mill,5PWR,GEN6
9686,RockTenn-Jackson Fenandina,10202,Fernandina Beach Mill,5REC,GEN6
9788,John Deere Harvester Works Co,10039,John Deere Harvester Works,7,GEN2
9788,John Deere Harvester Works Co,10039,John Deere Harvester Works,8,GEN4
9788,John Deere Harvester Works Co,10039,John Deere Harvester Works,10,GEN5
9788,John Deere Harvester Works Co,10039,John Deere Harvester Works,9,GEN6
9788,John Deere Harvester Works Co,10039,John Deere Harvester Works,10,GEN7
9996,City of Kansas City - (KS),1294,Kaw,1,1
9996,City of Kansas City - (KS),1294,Kaw,2,2
9996,City of Kansas City - (KS),1294,Kaw,3,3
9996,City of Kansas City - (KS),1295,Quindaro,1,ST1
9996,City of Kansas City - (KS),1295,Quindaro,2,ST2
9996,City of Kansas City - (KS),6064,Nearman Creek,N1,1
10000,Kansas City Power & Light Co,1241,La Cygne,1,1
10000,Kansas City Power & Light Co,1241,La Cygne,2,2
10000,Kansas City Power & Light Co,2079,Hawthorn,5A,5
10000,Kansas City Power & Light Co,2079,Hawthorn,9,9
10000,Kansas City Power & Light Co,2080,Montrose,1,1
10000,Kansas City Power & Light Co,2080,Montrose,2,2
10000,Kansas City Power & Light Co,2080,Montrose,3,3
10000,Kansas City Power & Light Co,6065,Iatan,1,1
10000,Kansas City Power & Light Co,6065,Iatan,2,2
10005,Kansas Gas & Electric Co,1240,Gordon Evans Energy Center,1,1
10005,Kansas Gas & Electric Co,1240,Gordon Evans Energy Center,2,2
10005,Kansas Gas & Electric Co,1242,Murray Gill,1,1
10005,Kansas Gas & Electric Co,1242,Murray Gill,2,2
10005,Kansas Gas & Electric Co,1242,Murray Gill,3,3
10005,Kansas Gas & Electric Co,1242,Murray Gill,4,4
10023,TC Ravenswood LLC,2500,Ravenswood,10,1
10023,TC Ravenswood LLC,2500,Ravenswood,20,2
10023,TC Ravenswood LLC,2500,Ravenswood,30,3
10023,TC Ravenswood LLC,2500,Ravenswood,40,4S
10162,Kent County,50860,Kent County Waste to Energy Facility,BLR1,GEN1
10162,Kent County,50860,Kent County Waste to Energy Facility,BLR2,GEN1
10171,Kentucky Utilities Co,1355,E W Brown,1,1
10171,Kentucky Utilities Co,1355,E W Brown,2,2
10171,Kentucky Utilities Co,1355,E W Brown,3,3
10171,Kentucky Utilities Co,1356,Ghent,1,1
10171,Kentucky Utilities Co,1356,Ghent,2,2
10171,Kentucky Utilities Co,1356,Ghent,3,3
10171,Kentucky Utilities Co,1356,Ghent,4,4
10171,Kentucky Utilities Co,1357,Green River,4,3
10171,Kentucky Utilities Co,1357,Green River,5,4
10171,Kentucky Utilities Co,1361,Tyrone,3,1
10171,Kentucky Utilities Co,1361,Tyrone,1,1
10171,Kentucky Utilities Co,1361,Tyrone,4,1
10171,Kentucky Utilities Co,1361,Tyrone,2,1
10171,Kentucky Utilities Co,1361,Tyrone,2,2
10171,Kentucky Utilities Co,1361,Tyrone,1,2
10171,Kentucky Utilities Co,1361,Tyrone,4,2
10171,Kentucky Utilities Co,1361,Tyrone,3,2
10171,Kentucky Utilities Co,1361,Tyrone,5,3
10273,Kimberly-Clark Corp,50410,Chester Operations,10,5
10337,KES Kingsburg LP,10405,Kingsburg Cogen,HRSG1,GEN2
10362,Kiowa Power Partners LLC,55501,Kiamichi Energy Facility,HRSG2,STG1
10362,Kiowa Power Partners LLC,55501,Kiamichi Energy Facility,HRSG1,STG1
10362,Kiowa Power Partners LLC,55501,Kiamichi Energy Facility,HRSG3,STG2
10362,Kiowa Power Partners LLC,55501,Kiamichi Energy Facility,HRSG4,STG2
10376,Kissimmee Utility Authority,7238,Cane Island,MS2B,2A
10376,Kissimmee Utility Authority,7238,Cane Island,MS3B,3A
10376,Kissimmee Utility Authority,7238,Cane Island,MS4,4A
10456,Koppers Inc - Susquehanna,10731,Koppers Susquehanna Plant,1,GEN1
10576,Lake Road Generating Co LP,55149,Lake Road Generating Plant,1HA,U1
10576,Lake Road Generating Co LP,55149,Lake Road Generating Plant,2HA,U2
10576,Lake Road Generating Co LP,55149,Lake Road Generating Plant,3HA,U3
10620,City of Lake Worth - (FL),673,Tom G Smith,S-3,S3
10620,City of Lake Worth - (FL),673,Tom G Smith,S-5,S5
10623,City of Lakeland - (FL),676,C D McIntosh Jr,3,3
10623,City of Lakeland - (FL),676,C D McIntosh Jr,HRSG,5ST
10623,City of Lakeland - (FL),676,C D McIntosh Jr,1,ST1
10623,City of Lakeland - (FL),676,C D McIntosh Jr,2,ST2
10633,City of Lamar - (CO),508,Lamar Plant,4,2
10633,City of Lamar - (CO),508,Lamar Plant,4,3
10633,City of Lamar - (CO),508,Lamar Plant,4,4
10633,City of Lamar - (CO),508,Lamar Plant,4,6
10755,Lamar Power Partners LP,55097,Lamar Power Project,HRSG2,STG1
10755,Lamar Power Partners LP,55097,Lamar Power Project,HRSG1,STG1
10755,Lamar Power Partners LP,55097,Lamar Power Project,HRSG4,STG2
10755,Lamar Power Partners LP,55097,Lamar Power Project,HRSG3,STG2
10875,Lee County Board-Commissioners,52010,Lee County Solid Waste Energy,BLR1,GEN1
10875,Lee County Board-Commissioners,52010,Lee County Solid Waste Energy,BLR2,GEN1
10875,Lee County Board-Commissioners,52010,Lee County Solid Waste Energy,BLR3,GEN2
11059,Pasadena Cogeneration LP,55047,Pasadena Cogeneration,HRSG1,CTG1
11059,Pasadena Cogeneration LP,55047,Pasadena Cogeneration,HRSG2,CTG2
11059,Pasadena Cogeneration LP,55047,Pasadena Cogeneration,HRSG3,CTG3
11059,Pasadena Cogeneration LP,55047,Pasadena Cogeneration,HRSG1,STG1
11059,Pasadena Cogeneration LP,55047,Pasadena Cogeneration,HRSG2,STG2
11059,Pasadena Cogeneration LP,55047,Pasadena Cogeneration,HRSG3,STG2
11142,City of Logansport - (IN),1032,Logansport,5,4
11142,City of Logansport - (IN),1032,Logansport,6,5
11169,Longview Fibre Co,54562,Longview Fibre,PB20,2
11169,Longview Fibre Co,54562,Longview Fibre,PB16,2
11169,Longview Fibre Co,54562,Longview Fibre,PB12,2
11169,Longview Fibre Co,54562,Longview Fibre,RF22,2
11169,Longview Fibre Co,54562,Longview Fibre,RF19,2
11169,Longview Fibre Co,54562,Longview Fibre,RF18,2
11169,Longview Fibre Co,54562,Longview Fibre,RF15,2
11169,Longview Fibre Co,54562,Longview Fibre,PB13,2
11169,Longview Fibre Co,54562,Longview Fibre,RF18,3
11169,Longview Fibre Co,54562,Longview Fibre,PB13,3
11169,Longview Fibre Co,54562,Longview Fibre,PB12,3
11169,Longview Fibre Co,54562,Longview Fibre,RF15,3
11169,Longview Fibre Co,54562,Longview Fibre,RF22,3
11169,Longview Fibre Co,54562,Longview Fibre,PB16,3
11169,Longview Fibre Co,54562,Longview Fibre,RF19,3
11169,Longview Fibre Co,54562,Longview Fibre,PB20,3
11169,Longview Fibre Co,54562,Longview Fibre,PB12,4
11169,Longview Fibre Co,54562,Longview Fibre,PB20,4
11169,Longview Fibre Co,54562,Longview Fibre,RF18,4
11169,Longview Fibre Co,54562,Longview Fibre,PB13,4
11169,Longview Fibre Co,54562,Longview Fibre,PB16,4
11169,Longview Fibre Co,54562,Longview Fibre,RF22,4
11169,Longview Fibre Co,54562,Longview Fibre,RF19,4
11169,Longview Fibre Co,54562,Longview Fibre,RF15,4
11169,Longview Fibre Co,54562,Longview Fibre,RF15,5
11169,Longview Fibre Co,54562,Longview Fibre,PB12,5
11169,Longview Fibre Co,54562,Longview Fibre,RF22,5
11169,Longview Fibre Co,54562,Longview Fibre,PB16,5
11169,Longview Fibre Co,54562,Longview Fibre,PB13,5
11169,Longview Fibre Co,54562,Longview Fibre,RF18,5
11169,Longview Fibre Co,54562,Longview Fibre,PB20,5
11169,Longview Fibre Co,54562,Longview Fibre,RF19,5
11169,Longview Fibre Co,54562,Longview Fibre,RF15,6
11169,Longview Fibre Co,54562,Longview Fibre,RF18,6
11169,Longview Fibre Co,54562,Longview Fibre,PB16,6
11169,Longview Fibre Co,54562,Longview Fibre,PB12,6
11169,Longview Fibre Co,54562,Longview Fibre,RF22,6
11169,Longview Fibre Co,54562,Longview Fibre,PB13,6
11169,Longview Fibre Co,54562,Longview Fibre,PB20,6
11169,Longview Fibre Co,54562,Longview Fibre,RF19,6
11169,Longview Fibre Co,54562,Longview Fibre,PB16,7
11169,Longview Fibre Co,54562,Longview Fibre,PB13,7
11169,Longview Fibre Co,54562,Longview Fibre,RF22,7
11169,Longview Fibre Co,54562,Longview Fibre,RF19,7
11169,Longview Fibre Co,54562,Longview Fibre,PB12,7
11169,Longview Fibre Co,54562,Longview Fibre,RF15,7
11169,Longview Fibre Co,54562,Longview Fibre,RF18,7
11169,Longview Fibre Co,54562,Longview Fibre,PB20,7
11208,Los Angeles Department of Water & Power,400,Haynes,1,1
11208,Los Angeles Department of Water & Power,400,Haynes,2,2
11208,Los Angeles Department of Water & Power,400,Haynes,5,5
11208,Los Angeles Department of Water & Power,400,Haynes,6,6
11208,Los Angeles Department of Water & Power,400,Haynes,HRSG9,8
11208,Los Angeles Department of Water & Power,400,Haynes,HRSG10,8
11208,Los Angeles Department of Water & Power,404,Scattergood,1,1
11208,Los Angeles Department of Water & Power,404,Scattergood,2,2
11208,Los Angeles Department of Water & Power,404,Scattergood,3,3
11208,Los Angeles Department of Water & Power,408,Valley (CA),6,8
11208,Los Angeles Department of Water & Power,408,Valley (CA),7,8
11208,Los Angeles Department of Water & Power,6481,Intermountain Power Project,1SGA,1
11208,Los Angeles Department of Water & Power,6481,Intermountain Power Project,2SGA,2
11217,Los Angeles County Sanitation,10090,Commerce Refuse To Energy,SMB001,GEN1
11217,Los Angeles County Sanitation,10471,Spadra Landfill Gas to Energy,SMB001,GEN1
11217,Los Angeles County Sanitation,10472,Puente Hills Energy Recovery,B400,GEN1
11217,Los Angeles County Sanitation,10472,Puente Hills Energy Recovery,B300,GEN1
11241,Entergy Louisiana LLC,1402,Little Gypsy,1,1
11241,Entergy Louisiana LLC,1402,Little Gypsy,2,2
11241,Entergy Louisiana LLC,1402,Little Gypsy,3,3
11241,Entergy Louisiana LLC,1403,Nine Mile Point,1,1
11241,Entergy Louisiana LLC,1403,Nine Mile Point,2,2
11241,Entergy Louisiana LLC,1403,Nine Mile Point,3,3
11241,Entergy Louisiana LLC,1403,Nine Mile Point,4,5
11241,Entergy Louisiana LLC,1403,Nine Mile Point,5,5
11241,Entergy Louisiana LLC,1403,Nine Mile Point,1,5
11241,Entergy Louisiana LLC,1403,Nine Mile Point,5,6(4)
11241,Entergy Louisiana LLC,1403,Nine Mile Point,1,6(4)
11241,Entergy Louisiana LLC,1403,Nine Mile Point,4,6(4)
11241,Entergy Louisiana LLC,1404,Sterlington,10,6
11241,Entergy Louisiana LLC,1404,Sterlington,7AB,7C
11241,Entergy Louisiana LLC,4270,Waterford 3,NSS3,3
11241,Entergy Louisiana LLC,8056,Waterford 1 & 2,1,1
11241,Entergy Louisiana LLC,8056,Waterford 1 & 2,2,2
11241,Entergy Louisiana LLC,55467,Ouachita,1,STG1
11241,Entergy Louisiana LLC,55467,Ouachita,2,STG2
11241,Entergy Louisiana LLC,55467,Ouachita,3,STG3
11241,Entergy Louisiana LLC,55620,Perryville Power Station,1-1,ST-1
11241,Entergy Louisiana LLC,55620,Perryville Power Station,1-2,ST-1
11249,Louisville Gas & Electric Co,1363,Cane Run,4,4
11249,Louisville Gas & Electric Co,1363,Cane Run,5,5
11249,Louisville Gas & Electric Co,1363,Cane Run,6,6
11249,Louisville Gas & Electric Co,1363,Cane Run,7,7
11249,Louisville Gas & Electric Co,1364,Mill Creek (KY),1,1
11249,Louisville Gas & Electric Co,1364,Mill Creek (KY),2,2
11249,Louisville Gas & Electric Co,1364,Mill Creek (KY),3,3
11249,Louisville Gas & Electric Co,1364,Mill Creek (KY),4,4
11249,Louisville Gas & Electric Co,6071,Trimble County,1,1
11249,Louisville Gas & Electric Co,6071,Trimble County,2,2
11252,Louisiana Generating LLC,1464,Big Cajun 1,1B1,1
11252,Louisiana Generating LLC,1464,Big Cajun 1,1B2,2
11252,Louisiana Generating LLC,6055,Big Cajun 2,2B1,1
11252,Louisiana Generating LLC,6055,Big Cajun 2,2B2,2
11252,Louisiana Generating LLC,6055,Big Cajun 2,2B3,3
11269,Lower Colorado River Authority,3601,Sim Gideon,1,1
11269,Lower Colorado River Authority,3601,Sim Gideon,2,2
11269,Lower Colorado River Authority,3601,Sim Gideon,3,3
11269,Lower Colorado River Authority,4937,Thomas C Ferguson,1,1
11269,Lower Colorado River Authority,4937,Thomas C Ferguson,CT-1,STG
11269,Lower Colorado River Authority,4937,Thomas C Ferguson,CT-2,STG
11269,Lower Colorado River Authority,6179,Fayette Power Project,1,1
11269,Lower Colorado River Authority,6179,Fayette Power Project,2,2
11269,Lower Colorado River Authority,6179,Fayette Power Project,3,3
11269,Lower Colorado River Authority,55154,Lost Pines 1 Power Project,2,ST
11269,Lower Colorado River Authority,55154,Lost Pines 1 Power Project,1,ST
11275,Lower Mount Bethel Energy LLC,55667,Lower Mount Bethel Energy,HRSG 2,G3
11275,Lower Mount Bethel Energy LLC,55667,Lower Mount Bethel Energy,HRSG 1,G3
11292,City of Lubbock - (TX),3602,Ty Cooke,1,1
11292,City of Lubbock - (TX),3602,Ty Cooke,2,2
11292,City of Lubbock - (TX),3604,J Robert Massengale,4,4
11292,City of Lubbock - (TX),3604,J Robert Massengale,5,5
11292,City of Lubbock - (TX),3604,J Robert Massengale,8,6A
11292,City of Lubbock - (TX),3604,J Robert Massengale,6A,6A
11292,City of Lubbock - (TX),3604,J Robert Massengale,8,7
11292,City of Lubbock - (TX),3604,J Robert Massengale,7,7
11427,Massachusetts Wtr RAuth-Deer I,10823,Deer Island Treatment Plant,B101,S101
