Utility ID,Utility Name,Plant Code,Plant Name,State,Generator ID,Status,Owner Name,Owner Street Address,Owner City,Owner State,Owner Zip,Ownership ID,Percent Owned
23693,AES Huntington Beach LLC,335,AES Huntington Beach LLC,CA,4,RE,Edison Mission Energy,2244 WALNUT GROVE AVE,Rosemead,CA,91770,34505,1.0
13584,NRG El Segundo Operations Inc,341,Long Beach Generation LLC,CA,CT1,OP,"NRG Energy, Inc",211 Carnegie Center,Princenton,NJ,8540,13377,1.0
13584,NRG El Segundo Operations Inc,341,Long Beach Generation LLC,CA,CT2,OP,"NRG Energy, Inc",211 Carnegie Center,Princenton,NJ,8540,13377,1.0
13584,NRG El Segundo Operations Inc,341,Long Beach Generation LLC,CA,CT3,OP,"NRG Energy, Inc",211 Carnegie Center,Princenton,NJ,8540,13377,1.0
13584,NRG El Segundo Operations Inc,341,Long Beach Generation LLC,CA,CT4,OP,"NRG Energy, Inc",211 Carnegie Center,Princenton,NJ,8540,13377,1.0
13584,NRG El Segundo Operations Inc,341,Long Beach Generation LLC,CA,CT5,RE,Dynegy Inc,Suite 58001000 Louisiana,Houston,TX,77002,5504,0.5
13584,NRG El Segundo Operations Inc,341,Long Beach Generation LLC,CA,CT5,RE,"NRG Energy, Inc",211 Carnegie Center,Princenton,NJ,8540,13377,0.5
13584,NRG El Segundo Operations Inc,341,Long Beach Generation LLC,CA,CT6,RE,Dynegy Inc,Suite 58001000 Louisiana,Houston,TX,77002,5504,0.5
13584,NRG El Segundo Operations Inc,341,Long Beach Generation LLC,CA,CT6,RE,"NRG Energy, Inc",211 Carnegie Center,Princenton,NJ,8540,13377,0.5
13584,NRG El Segundo Operations Inc,341,Long Beach Generation LLC,CA,CT7,RE,Dynegy Inc,Suite 58001000 Louisiana,Houston,TX,77002,5504,0.5
13584,NRG El Segundo Operations Inc,341,Long Beach Generation LLC,CA,CT7,RE,"NRG Energy, Inc",211 Carnegie Center,Princenton,NJ,8540,13377,0.5
13584,NRG El Segundo Operations Inc,341,Long Beach Generation LLC,CA,ST8,RE,Dynegy Inc,Suite 58001000 Louisiana,Houston,TX,77002,5504,0.5
13584,NRG El Segundo Operations Inc,341,Long Beach Generation LLC,CA,ST8,RE,"NRG Energy, Inc",211 Carnegie Center,Princenton,NJ,8540,13377,0.5
13584,NRG El Segundo Operations Inc,341,Long Beach Generation LLC,CA,ST9,RE,Dynegy Inc,Suite 58001000 Louisiana,Houston,TX,77002,5504,0.5
13584,NRG El Segundo Operations Inc,341,Long Beach Generation LLC,CA,ST9,RE,"NRG Energy, Inc",211 Carnegie Center,Princenton,NJ,8540,13377,0.5
17609,Southern California Edison Co,360,San Onofre Nuclear Generating Station,CA,2,RE,City of Riverside - (CA),3750 University Ave,Riverside,CA,92501,16088,0.0179
17609,Southern California Edison Co,360,San Onofre Nuclear Generating Station,CA,2,RE,San Diego Gas & Electric Co,P O Box 1831,San Diego,CA,92112,16609,0.2
17609,Southern California Edison Co,360,San Onofre Nuclear Generating Station,CA,2,RE,Southern California Edison Co,2244 Walnut Grove Avenue,Rosemead,CA,91770,17609,0.7821
17609,Southern California Edison Co,360,San Onofre Nuclear Generating Station,CA,3,RE,City of Riverside - (CA),3750 University Ave,Riverside,CA,92501,16088,0.0179
17609,Southern California Edison Co,360,San Onofre Nuclear Generating Station,CA,3,RE,San Diego Gas & Electric Co,P O Box 1831,San Diego,CA,92112,16609,0.2
17609,Southern California Edison Co,360,San Onofre Nuclear Generating Station,CA,3,RE,Southern California Edison Co,2244 Walnut Grove Avenue,Rosemead,CA,91770,17609,0.7821
19281,Turlock Irrigation District,439,Don Pedro,CA,1,OP,Modesto Irrigation District,P.O. Box 4060,Modesto,CA,95352,12745,0.3154
19281,Turlock Irrigation District,439,Don Pedro,CA,1,OP,Turlock Irrigation District,333 East Canal Drive,Turlock,CA,95380,19281,0.6846
19281,Turlock Irrigation District,439,Don Pedro,CA,2,OP,Modesto Irrigation District,P.O. Box 4060,Modesto,CA,95352,12745,0.3154
19281,Turlock Irrigation District,439,Don Pedro,CA,2,OP,Turlock Irrigation District,333 East Canal Drive,Turlock,CA,95380,19281,0.6846
19281,Turlock Irrigation District,439,Don Pedro,CA,3,OP,Modesto Irrigation District,P.O. Box 4060,Modesto,CA,95352,12745,0.3154
19281,Turlock Irrigation District,439,Don Pedro,CA,3,OP,Turlock Irrigation District,333 East Canal Drive,Turlock,CA,95380,19281,0.6846
19281,Turlock Irrigation District,439,Don Pedro,CA,4,OP,Modesto Irrigation District,P.O. Box 4060,Modesto,CA,95352,12745,0.3154
19281,Turlock Irrigation District,439,Don Pedro,CA,4,OP,Turlock Irrigation District,333 East Canal Drive,Turlock,CA,95380,19281,0.6846
3255,California Dept. of  Water Resources,448,W R Gianelli,CA,1,OP,U S Bureau of Reclamation,P O Box 25007Code D-5400,Denver,CO,80225,2518,0.45
3255,California Dept. of  Water Resources,448,W R Gianelli,CA,1,OP,California Dept. of  Water Resources,3310 El Camino Avenue,Sacramento,CA,95821,3255,0.55
3255,California Dept. of  Water Resources,448,W R Gianelli,CA,2,OP,U S Bureau of Reclamation,P O Box 25007Code D-5400,Denver,CO,80225,2518,0.45
3255,California Dept. of  Water Resources,448,W R Gianelli,CA,2,OP,California Dept. of  Water Resources,3310 El Camino Avenue,Sacramento,CA,95821,3255,0.55
3255,California Dept. of  Water Resources,448,W R Gianelli,CA,3,OP,U S Bureau of Reclamation,P O Box 25007Code D-5400,Denver,CO,80225,2518,0.45
3255,California Dept. of  Water Resources,448,W R Gianelli,CA,3,OP,California Dept. of  Water Resources,3310 El Camino Avenue,Sacramento,CA,95821,3255,0.55
3255,California Dept. of  Water Resources,448,W R Gianelli,CA,4,OP,U S Bureau of Reclamation,P O Box 25007Code D-5400,Denver,CO,80225,2518,0.45
3255,California Dept. of  Water Resources,448,W R Gianelli,CA,4,OP,California Dept. of  Water Resources,3310 El Camino Avenue,Sacramento,CA,95821,3255,0.55
3255,California Dept. of  Water Resources,448,W R Gianelli,CA,5,OP,U S Bureau of Reclamation,P O Box 25007Code D-5400,Denver,CO,80225,2518,0.45
3255,California Dept. of  Water Resources,448,W R Gianelli,CA,5,OP,California Dept. of  Water Resources,3310 El Camino Avenue,Sacramento,CA,95821,3255,0.55
3255,California Dept. of  Water Resources,448,W R Gianelli,CA,6,OP,U S Bureau of Reclamation,P O Box 25007Code D-5400,Denver,CO,80225,2518,0.45
3255,California Dept. of  Water Resources,448,W R Gianelli,CA,6,OP,California Dept. of  Water Resources,3310 El Camino Avenue,Sacramento,CA,95821,3255,0.55
3255,California Dept. of  Water Resources,448,W R Gianelli,CA,7,OP,U S Bureau of Reclamation,P O Box 25007Code D-5400,Denver,CO,80225,2518,0.45
3255,California Dept. of  Water Resources,448,W R Gianelli,CA,7,OP,California Dept. of  Water Resources,3310 El Camino Avenue,Sacramento,CA,95821,3255,0.55
3255,California Dept. of  Water Resources,448,W R Gianelli,CA,8,OP,U S Bureau of Reclamation,P O Box 25007Code D-5400,Denver,CO,80225,2518,0.45
3255,California Dept. of  Water Resources,448,W R Gianelli,CA,8,OP,California Dept. of  Water Resources,3310 El Camino Avenue,Sacramento,CA,95821,3255,0.55
15466,Public Service Co of Colorado,470,Comanche (CO),CO,3,OP,"Holy Cross Electric Assn, Inc",3799 Highway 82,Glenwood Springs,CO,81601,8773,0.08
15466,Public Service Co of Colorado,470,Comanche (CO),CO,3,OP,Intermountain Rural Elec Assn,P O Drawer A5496 N. US Hwy 85,Sedalia,CO,80135,9336,0.2533
15466,Public Service Co of Colorado,470,Comanche (CO),CO,3,OP,Public Service Co of Colorado,1800 Larimer Street,Denver,CO,80202,15466,0.6667
57301,Orchard Mesa Irrigation District,473,Grand Valley Project Power Plant,CO,1,OP,U S Bureau of Reclamation,P O Box 25007Code D-5400,Denver,CO,80225,2518,1.0
57301,Orchard Mesa Irrigation District,473,Grand Valley Project Power Plant,CO,2,OP,U S Bureau of Reclamation,P O Box 25007Code D-5400,Denver,CO,80225,2518,1.0
8751,Town of Holly - (CO),502,Holly,CO,5,SB,Town of Holly - (CO),P O Box 458,Holly,CO,81047,8751,1.0
8751,Town of Holly - (CO),502,Holly,CO,ARPA,RE,Arkansas River Power Authority,P O Box 703409 South Main Street,Lamar,CO,81052,712,1.0
8751,Town of Holly - (CO),502,Holly,CO,CAT,SB,Arkansas River Power Authority,P O Box 703409 South Main Street,Lamar,CO,81052,712,0.87
8751,Town of Holly - (CO),502,Holly,CO,CAT,SB,Town of Holly - (CO),P O Box 458,Holly,CO,81047,8751,0.13
10633,City of Lamar - (CO),508,Lamar Plant,CO,5,OS,Arkansas River Power Authority,P O Box 703409 South Main Street,Lamar,CO,81052,712,1.0
10633,City of Lamar - (CO),508,Lamar Plant,CO,6,OS,Arkansas River Power Authority,P O Box 703409 South Main Street,Lamar,CO,81052,712,1.0
10633,City of Lamar - (CO),508,Lamar Plant,CO,T4,OP,Arkansas River Power Authority,P O Box 703409 South Main Street,Lamar,CO,81052,712,1.0
19204,City of Trinidad - (CO),511,Trinidad (CO),CO,5,OP,Arkansas River Power Authority,P O Box 703409 South Main Street,Lamar,CO,81052,712,1.0
19204,City of Trinidad - (CO),511,Trinidad (CO),CO,6,OP,Arkansas River Power Authority,P O Box 703409 South Main Street,Lamar,CO,81052,712,1.0
19204,City of Trinidad - (CO),511,Trinidad (CO),CO,7,OP,Arkansas River Power Authority,P O Box 703409 South Main Street,Lamar,CO,81052,712,1.0
15466,Public Service Co of Colorado,525,Hayden,CO,1,OP,PacifiCorp,825 NE MultnomahSuite 600,Portland,OR,97232,14354,0.245
15466,Public Service Co of Colorado,525,Hayden,CO,1,OP,Public Service Co of Colorado,1800 Larimer Street,Denver,CO,80202,15466,0.755
15466,Public Service Co of Colorado,525,Hayden,CO,2,OP,PacifiCorp,825 NE MultnomahSuite 600,Portland,OR,97232,14354,0.126
15466,Public Service Co of Colorado,525,Hayden,CO,2,OP,Public Service Co of Colorado,1800 Larimer Street,Denver,CO,80202,15466,0.374
15466,Public Service Co of Colorado,525,Hayden,CO,2,OP,Salt River Project,P O Box 52025,Phoenix,AZ,85072,16572,0.5
16534,Sacramento Municipal Util Dist,531,Camp Far West,CA,1,OP,South Sutter Water District,,,,,42741,1.0
16534,Sacramento Municipal Util Dist,535,McClellan (CA),CA,1,OP,Sacramenta Power Authority,,,,,21478,1.0
54895,FirstLight Power Resources Services LLC,539,Rocky River (CT),CT,1,SB,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,539,Rocky River (CT),CT,2,OA,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,539,Rocky River (CT),CT,3,OP,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,541,Bulls Bridge,CT,1,OA,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,541,Bulls Bridge,CT,2,OA,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,541,Bulls Bridge,CT,3,OA,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,541,Bulls Bridge,CT,4,OA,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,541,Bulls Bridge,CT,5,OA,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,541,Bulls Bridge,CT,6,OA,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
58185,"FirstLight Power Resources, Inc. - MA",547,Northfield Mountain,MA,1,OP,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
58185,"FirstLight Power Resources, Inc. - MA",547,Northfield Mountain,MA,2,OP,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
58185,"FirstLight Power Resources, Inc. - MA",547,Northfield Mountain,MA,3,OP,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
58185,"FirstLight Power Resources, Inc. - MA",547,Northfield Mountain,MA,4,OP,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,551,Scotland Dam,CT,1,OP,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,552,Shepaug,CT,1,OP,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,552,Shepaug,CT,2,IP,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,553,Stevenson,CT,1,OP,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,553,Stevenson,CT,2,OA,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,553,Stevenson,CT,3,OP,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,553,Stevenson,CT,4,OP,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,554,Taftville,CT,1,OP,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,554,Taftville,CT,2,OP,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,554,Taftville,CT,3,OP,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,554,Taftville,CT,4,OP,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,554,Taftville,CT,5,OP,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,557,Tunnel,CT,1,OP,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,557,Tunnel,CT,10,SB,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,557,Tunnel,CT,2,OP,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,560,Falls Village,CT,1,OP,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,560,Falls Village,CT,2,OP,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
54895,FirstLight Power Resources Services LLC,560,Falls Village,CT,3,OP,FirstLight Hydro Generating Company,143 West Street Ext. Suite E,New Milford,CT,6776,54897,1.0
4426,NAES Corp,563,South Meadow,CT,11,SB,Materials Innovation Recycling Authority,200 Corporate Place,Rocky Hill,CT,6067,60166,1.0
4426,NAES Corp,563,South Meadow,CT,12,SB,Materials Innovation Recycling Authority,200 Corporate Place,Rocky Hill,CT,6067,60166,1.0
4426,NAES Corp,563,South Meadow,CT,13,SB,Materials Innovation Recycling Authority,200 Corporate Place,Rocky Hill,CT,6067,60166,1.0
4426,NAES Corp,563,South Meadow,CT,14,SB,Materials Innovation Recycling Authority,200 Corporate Place,Rocky Hill,CT,6067,60166,1.0
14610,Orlando Utilities Comm,564,Stanton Energy Center,FL,1,OP,Florida Municipal Power Agency,8553 Commodity Circle,Orlando,FL,32819,6567,0.2663
14610,Orlando Utilities Comm,564,Stanton Energy Center,FL,1,OP,Kissimmee Utility Authority,P O Box 423219,Kissimmee,FL,34742,10376,0.0482
14610,Orlando Utilities Comm,564,Stanton Energy Center,FL,1,OP,Orlando Utilities Comm,P O Box 3193,Orlando,FL,32802,14610,0.6855
14610,Orlando Utilities Comm,564,Stanton Energy Center,FL,2,OP,Florida Municipal Power Agency,8553 Commodity Circle,Orlando,FL,32819,6567,0.2841
14610,Orlando Utilities Comm,564,Stanton Energy Center,FL,2,OP,Orlando Utilities Comm,P O Box 3193,Orlando,FL,32802,14610,0.7159
5221,Dominion Nuclear Conn Inc,566,Millstone,CT,3,OP,Dominion Nuclear Conn Inc,Rope Ferry Rd,Waterford,CT,6385,5221,0.9347
