Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Number of Turbines,Predominant Turbine Manufacturer,Predominant Turbine Model Number,Design Wind Speed (mph),Wind Quality Class,Turbine Hub Height (Feet),FAA Obstacle Number
13642,Nome Joint Utility Systems,90,Snake River,AK,Nome,ENT,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.8,0.8,0.8,1,2015,15,Entegrity Wind Systems,EW50,20,2,102.0,02-020062
13642,Nome Joint Utility Systems,90,Snake River,AK,Nome,EWT 1,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.9,0.9,0.9,7,2013,1,EWT,DW54-900,20,2,164.0,02-020068
13642,Nome Joint Utility Systems,90,Snake River,AK,Nome,EWT 2,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.9,0.9,0.9,7,2013,1,EWT,DW54-900,20,2,164.0,02-020069
10633,City of Lamar - (CO),508,Lamar Plant,CO,Prowers,T1-T3,OP,Onshore Wind Turbine,WT,Electric Utility,1,4.5,4.0,4.0,2,2004,3,GE,1.5 XLE,19,2,262.4,Unknown
10633,City of Lamar - (CO),508,Lamar Plant,CO,Prowers,T4,OP,Onshore Wind Turbine,WT,Electric Utility,1,1.5,1.5,1.5,2,2004,1,GE,1.5 XLE,19,2,262.4,Unknown
59632,Medicine Bow Wind LLC,692,Medicine Bow,WY,Carbon,10,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.7,0.7,0.7,7,2000,1,Vestas,V47-660,15,2,164.0,
59632,Medicine Bow Wind LLC,692,Medicine Bow,WY,Carbon,11,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.7,0.7,0.7,7,2000,1,Vestas,V47-660,15,2,164.0,
59632,Medicine Bow Wind LLC,692,Medicine Bow,WY,Carbon,1A,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.6,0.6,0.6,4,1998,1,Vestas,V47-660,15,2,164.0,
59632,Medicine Bow Wind LLC,692,Medicine Bow,WY,Carbon,2A,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.6,0.6,0.6,4,1998,1,Vestas,V47-660,15,2,164.0,
59632,Medicine Bow Wind LLC,692,Medicine Bow,WY,Carbon,5,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.7,0.7,0.7,10,1999,1,Vestas,V47-660,15,2,164.0,
59632,Medicine Bow Wind LLC,692,Medicine Bow,WY,Carbon,6,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.7,0.7,0.7,10,1999,1,Vestas,V47-660,15,2,164.0,
59632,Medicine Bow Wind LLC,692,Medicine Bow,WY,Carbon,7,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.7,0.7,0.7,10,1999,1,Vestas,V47-660,15,2,164.0,
59632,Medicine Bow Wind LLC,692,Medicine Bow,WY,Carbon,8,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.7,0.7,0.7,10,1999,1,Vestas,V47-660,15,2,164.0,
59632,Medicine Bow Wind LLC,692,Medicine Bow,WY,Carbon,9,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.7,0.7,0.7,10,1999,1,Vestas,V47-660,15,2,164.0,
7095,City of Geneseo - (IL),944,Geneseo,IL,Henry,10,OP,Onshore Wind Turbine,WT,Electric Utility,1,1.5,1.5,1.5,9,2009,1,VENSYS,VENSYS77,18,1,200.0,2007-AGL-9522-OE
7095,City of Geneseo - (IL),944,Geneseo,IL,Henry,11,OP,Onshore Wind Turbine,WT,Electric Utility,1,1.5,1.5,1.5,10,2009,1,VENSYS,VENSYS77,18,1,200.0,2007-AGL9523-OE
14201,City of Osage - (IA),1172,Osage (IA),IA,MITCHELL,W1,OP,Onshore Wind Turbine,WT,Electric Utility,1,1.6,0.5,0.5,12,2009,1,GE,1.5 SLE,17.8,2,260.0,19-001142
13048,City of Mountain Lake - (MN),1998,Mountain Lake,MN,Cottonwood,8,OP,Onshore Wind Turbine,WT,Electric Utility,1,1.2,1.2,1.2,7,2007,1,Suzlon,S64-1250,15,3,246.0,27-002892
20737,Willmar Municipal Utilities,2022,Willmar,MN,Kandiyohi,WTG3,OP,Onshore Wind Turbine,WT,Electric Utility,1,2.0,2.0,2.0,8,2009,1,DeWind,D8.2,14.7,3,262.4,27-020731
20737,Willmar Municipal Utilities,2022,Willmar,MN,Kandiyohi,WTG4,OP,Onshore Wind Turbine,WT,Electric Utility,1,2.0,2.0,2.0,8,2009,1,DeWind,D8.2,14.7,2,262.4,27-021074
21013,City of Worthington - (MN),2024,Worthington,MN,Nobles,10,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.9,0.9,0.9,7,2002,1,NEG-Micon,NM52/900,19,2,240.0,27-002200
21013,City of Worthington - (MN),2024,Worthington,MN,Nobles,11,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.9,0.9,0.9,7,2002,1,NEG-Micon,NM52/900,19,2,240.0,27-002201
21013,City of Worthington - (MN),2024,Worthington,MN,Nobles,12,OP,Onshore Wind Turbine,WT,Electric Utility,1,1.0,1.0,1.0,12,2003,1,NEG-Micon,NM54/950,19,2,240.0,27-002312
21013,City of Worthington - (MN),2024,Worthington,MN,Nobles,13,OP,Onshore Wind Turbine,WT,Electric Utility,1,1.0,1.0,1.0,12,2003,1,NEG-Micon,NM54/950,19,2,240.0,27-002311
21013,City of Worthington - (MN),2024,Worthington,MN,Nobles,8,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.9,0.9,0.9,7,2002,1,NEG-Micon,NM52/900,19,2,240.0,27-002198
21013,City of Worthington - (MN),2024,Worthington,MN,Nobles,9,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.9,0.9,0.9,7,2002,1,NEG-Micon,NM52/900,19,2,240.0,27-002199
10451,Kotzebue Electric Assn Inc,6304,Kotzebue,AK,NORTHWEST ARCTIC,10wt,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.1,0.1,0.1,7,1999,1,AOC,AOC15/50,13,4,90.0,
10451,Kotzebue Electric Assn Inc,6304,Kotzebue,AK,NORTHWEST ARCTIC,11wt,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.1,0.1,0.1,5,2005,1,AOC,AOC15/50,13,4,90.0,
10451,Kotzebue Electric Assn Inc,6304,Kotzebue,AK,NORTHWEST ARCTIC,12wt,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.1,0.1,0.1,5,2005,1,AOC,AOC15/50,13,4,90.0,
10451,Kotzebue Electric Assn Inc,6304,Kotzebue,AK,NORTHWEST ARCTIC,13WT,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.1,0.1,0.1,5,2006,1,Vestas,V15,13,4,90.0,
10451,Kotzebue Electric Assn Inc,6304,Kotzebue,AK,NORTHWEST ARCTIC,14wt,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.1,0.1,0.1,5,2002,1,Northern Power,Northwind 100,13,4,90.0,
10451,Kotzebue Electric Assn Inc,6304,Kotzebue,AK,NORTHWEST ARCTIC,15WT,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.1,0.1,0.1,5,2006,1,AOC,AOC15/50,13,3,90.0,
10451,Kotzebue Electric Assn Inc,6304,Kotzebue,AK,NORTHWEST ARCTIC,16WT,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.1,0.1,0.1,5,2006,1,AOC,AOC15/50,13,4,90.0,
10451,Kotzebue Electric Assn Inc,6304,Kotzebue,AK,NORTHWEST ARCTIC,17WT,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.1,0.1,0.1,5,2006,1,AOC,AOC15/50,13,4,90.0,
10451,Kotzebue Electric Assn Inc,6304,Kotzebue,AK,NORTHWEST ARCTIC,18WT,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.9,0.9,0.9,5,2012,1,EWT,DW54-900,13,4,250.0,02-020252
10451,Kotzebue Electric Assn Inc,6304,Kotzebue,AK,NORTHWEST ARCTIC,19WT,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.9,0.9,0.9,5,2012,1,EWT,DW54-900,13,4,250.0,02-020311
10451,Kotzebue Electric Assn Inc,6304,Kotzebue,AK,NORTHWEST ARCTIC,1WT,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.6,0.6,0.6,5,1999,10,AOC,AOC15/50,13,4,90.0,
10451,Kotzebue Electric Assn Inc,6304,Kotzebue,AK,NORTHWEST ARCTIC,2WT,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.1,0.1,0.1,5,1999,1,AOC,AOC15/50,13,4,90.0,
10451,Kotzebue Electric Assn Inc,6304,Kotzebue,AK,NORTHWEST ARCTIC,3WT,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.2,0.2,0.2,1,1997,3,AOC,AOC15/50,13,3,90.0,
10451,Kotzebue Electric Assn Inc,6304,Kotzebue,AK,NORTHWEST ARCTIC,4WT,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.5,0.5,0.5,1,1999,7,AOC,AOC15/50,13,3,90.0,
10451,Kotzebue Electric Assn Inc,6304,Kotzebue,AK,NORTHWEST ARCTIC,5WT,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.1,0.1,0.1,1,2002,1,AOC,AOC15/50,13,3,90.0,
10451,Kotzebue Electric Assn Inc,6304,Kotzebue,AK,NORTHWEST ARCTIC,6WT,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.1,0.1,0.1,1,2005,2,AOC,AOC15/50,13,3,90.0,
10451,Kotzebue Electric Assn Inc,6304,Kotzebue,AK,NORTHWEST ARCTIC,7WT,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.1,0.1,0.1,2,2006,4,AOC,AOC15/50,13,3,90.0,
10451,Kotzebue Electric Assn Inc,6304,Kotzebue,AK,NORTHWEST ARCTIC,8WT,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.1,0.1,0.1,7,1999,1,AOC,AOC15/50,13,4,90.0,
10451,Kotzebue Electric Assn Inc,6304,Kotzebue,AK,NORTHWEST ARCTIC,9wt,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.1,0.1,0.1,7,1999,1,AOC,AOC15/50,13,4,90.0,
20860,Wisconsin Public Service Corp,7366,Lincoln Turbines,WI,Kewaunee,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,9.2,0.8,2.1,6,1999,14,Vestas,V47-660,15.4,3,213.0,55-001424
7601,Green Mountain Power Corp,7381,Searsburg Wind Turbine,VT,Bennington,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,6.0,5.2,5.0,6,1997,11,Zond,Z-40,18,1,132.0,na
15371,Town of Princeton - (MA),7501,Princeton Wind Farm,MA,Worcester,2,OP,Onshore Wind Turbine,WT,Electric Utility,1,3.0,3.0,3.0,1,2010,2,Fuhrlander,FL 1500-77,16,2,230.0,25-022350
16534,Sacramento Municipal Util Dist,7526,Solano Wind,CA,Solano,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,13.2,13.1,13.2,6,1994,23,Vestas,V47-660,16.8,2,180.0,06-002856
16534,Sacramento Municipal Util Dist,7526,Solano Wind,CA,Solano,2,OP,Onshore Wind Turbine,WT,Electric Utility,1,24.0,24.0,24.0,6,2006,8,Vestas,V90-3.0,16.8,2,262.4,06-003190
16534,Sacramento Municipal Util Dist,7526,Solano Wind,CA,Solano,2B,OP,Onshore Wind Turbine,WT,Electric Utility,1,63.0,63.0,63.0,12,2007,21,Vestas,V90-3.0,16.8,2,262.4,06-003257
16534,Sacramento Municipal Util Dist,7526,Solano Wind,CA,Solano,3,OP,Onshore Wind Turbine,WT,Electric Utility,1,128.0,128.0,128.0,4,2012,55,Vestas,V90-1.8,16.8,2,262.4,06-021875
58190,Bluestem LLC,7771,Springview,NE,Keya Paha,3,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.5,1.5,1.5,6,2011,1,VENSYS,VENSYS77,16,1,201.7,31-000989
58190,Bluestem LLC,7771,Springview,NE,Keya Paha,4,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.5,1.5,1.5,6,2011,1,VENSYS,VENSYS77,16,1,201.7,31-000989
12894,City of Moorhead - (MN),7855,Moorhead Wind Turbine,MN,Clay,8,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.7,0.7,0.7,5,1999,1,NEG-Micon,NM48/750,19,2,180.0,27-023516
12894,City of Moorhead - (MN),7855,Moorhead Wind Turbine,MN,Clay,9,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.7,0.7,0.7,9,2001,1,NEG-Micon,NM48/750,19,2,180.0,27-023517
11479,Madison Gas & Electric Co,7886,Wind Turbine,WI,Kewaunee,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,11.0,0.9,0.9,6,1999,17,Vestas,V47-660,18,2,213.0,55-001407
20847,Wisconsin Electric Power Co,7901,Byron,WI,Fond Du Lac,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.7,0.1,0.1,6,1999,1,Vestas,V47-660,19,2,213.2,
20847,Wisconsin Electric Power Co,7901,Byron,WI,Fond Du Lac,2,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.7,0.1,0.1,6,1999,1,Vestas,V47-660,19,2,213.2,
18642,Tennessee Valley Authority,7927,Buffalo Mountain,TN,Anderson,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.6,0.7,0.7,10,2000,1,Vestas,V47-660,15.2,2,213.0,2000-ASO-1039-OE
18642,Tennessee Valley Authority,7927,Buffalo Mountain,TN,Anderson,2,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.6,0.7,0.7,10,2000,1,Vestas,V47-660,15.2,2,213.0,2000-ASO-1039-OE
18642,Tennessee Valley Authority,7927,Buffalo Mountain,TN,Anderson,3,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.6,0.7,0.7,10,2000,1,Vestas,V47-660,15.2,2,213.0,2000-ASO-1039-OE
20160,Energy Northwest,7936,Nine Canyon,WA,Benton,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,95.9,95.0,95.0,9,2002,63,Siemens,SWT-1.3-62,14,4,200.0,53-020540
11018,Lincoln Electric System,7965,Salt Valley Wind Plant,NE,LANCASTER,G1,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.6,0.7,0.7,12,1998,1,Vestas,V47-660,17,3,213.0,31-000999
11018,Lincoln Electric System,7965,Salt Valley Wind Plant,NE,LANCASTER,G2,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.6,0.7,0.7,10,1999,1,Vestas,V47-660,17,3,213.0,31-001020
309,City of Algona - (IA),7966,Iowa Distributed Wind Generation Project,IA,Kossuth,IDWG,OP,Onshore Wind Turbine,WT,Electric Utility,1,2.3,2.3,2.3,6,2000,3,Zond,Z-50,15.7,2,165.0,19-001472
1307,Basin Electric Power Coop,7974,Chamberlain Wind Project,SD,Brule,WTC1,OP,Onshore Wind Turbine,WT,Electric Utility,1,1.3,1.3,1.3,11,2001,1,Nordex,N60/1300,18.8,1,196.9,2006-AGL-8458-OE
1307,Basin Electric Power Coop,7974,Chamberlain Wind Project,SD,Brule,WTC2,OP,Onshore Wind Turbine,WT,Electric Utility,1,1.3,1.3,1.3,11,2001,1,Nordex,N60/1300,18.8,1,196.9,46-000621
9397,International Turbine Res Inc,10005,Dinosaur Point,CA,MERCED,WTGS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,17.4,17.0,16.0,5,1988,161,Vestas,V17-90,15.4,2,80.0,MICON 900
6042,EUI Management PH Inc,10027,Windpark Unlimited 1,CA,Riverside,EXIS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,9.4,9.4,9.4,12,1985,91,Bonus,B19/120,25,1,80.0,
2719,CalWind Resources Inc,10191,Tehachapi Wind Resource I,CA,Kern,EXIS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,8.7,8.7,8.7,12,1984,134,Nordtank,NTK 65/13,17,1,80.0,
2770,Terra-Gen Operating Co LLC,10586,Cameron Ridge LLC,CA,Kern,EXIS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,59.6,59.6,59.6,12,1984,114,Micon,M700-225/40,22.4,1,180.0,0
2770,Terra-Gen Operating Co LLC,10597,Ridgetop Energy LLC,CA,Kern,WGN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,29.0,29.0,29.0,1,1984,239,Nordtank,NTK 75/15,22.4,1,85.0,0
16630,San Gorgonio Farms Inc,10718,Karen Avenue Wind Farm,CA,RIVERSIDE,WND,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,11.7,11.7,11.7,1,1985,12,GE,1.5 S,21,1,185.0,06-003040
11427,Massachusetts Wtr RAuth-Deer I,10823,Deer Island Treatment Plant,MA,Suffolk,WT101,OP,Onshore Wind Turbine,WT,Commercial CHP,5,0.6,0.6,0.6,11,2009,1,Vestas,PS-600,20.4,2,195.0,2005-ANE-991-OE
11427,Massachusetts Wtr RAuth-Deer I,10823,Deer Island Treatment Plant,MA,Suffolk,WT102,OP,Onshore Wind Turbine,WT,Commercial CHP,5,0.6,0.6,0.6,11,2009,1,Vestas,PS-600,20.4,2,195.0,2005-ANE-990-OE
59099,"New Dimension Energy Company, LLC",50001,Altamont Midway Ltd,CA,San Joaquin,WTGS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.9,10.9,10.9,12,1984,163,Micon,M66/13,15,2,75.4,
20707,Wintec Energy Ltd,50276,Wintec Energy Ltd,CA,Riverside,EXIS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,5.9,5.9,5.9,12,1986,94,Nordtank,NTK 65/13,17.5,2,80.0,
16630,San Gorgonio Farms Inc,50281,San Gorgonio Farms Wind Farm,CA,Riverside,WGEN,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,31.0,31.0,31.0,3,1983,147,Vestas,V42-600,22,1,131.0,06-021581
20791,Windland Inc,50386,Windland,CA,Kern,WING,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,15.3,15.5,15.5,12,1982,60,Vestas,V27-225,19,1,262.0,2008WTW3055OE
59099,"New Dimension Energy Company, LLC",50485,Altech III,CA,Riverside,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,21.7,21.7,21.7,12,1985,201,Micon,M110,12,1,80.0,97-AWP-3134-OE
59099,"New Dimension Energy Company, LLC",50485,Altech III,CA,Riverside,GEN2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,3.4,3.4,3.4,12,1984,53,Micon,M66/13,12,1,80.0,97-AWP-3134-O
56899,Wind Stream Operations LLC,50532,Victory Garden (Tehachapi),CA,Kern,15SLE,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.5,1.5,1.5,5,2000,1,GE,1.5 SLE,16.5,1,210.0,Unknown
56899,Wind Stream Operations LLC,50532,Victory Garden (Tehachapi),CA,Kern,WGNS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,19.6,19.6,19.6,12,1981,241,Vestas,V15,16.5,1,80.0,Unknown
55759,H H Management LLC,50533,Painted Hills,CA,Riverside,WGNS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,19.0,19.0,19.0,11,1985,228,Vestas,V17-75,22,1,80.0,
59099,"New Dimension Energy Company, LLC",50534,Santa Clara (85C),CA,Alameda,WGNS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,18.0,18.0,18.0,1,1986,194,Vestas,V17-90,15,2,80.0,
11556,Brookfield Energy Marketing LP,50535,Mesa Wind Power Corp,CA,Riverside,WGNS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,29.9,29.9,29.9,11,1984,460,Vestas,V15,15.7,1,80.0,Unknown
17288,Sky River LLC,50536,Sky River LLC,CA,Kern,WGNS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,76.9,76.9,76.9,2,1991,315,Vestas,V27-225,23,1,185.0,06-028493
49751,FPL Energy Cabazon Wind,50552,Cabazon Wind Farm,CA,Riverside,WGNS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,39.7,39.7,39.7,1,1999,53,Zond,Z-48,19,2,213.0,
55963,AE Power Services LLC,50553,Edom Hills Project 1 LLC,CA,Riverside,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,20.0,20.0,20.0,9,2008,8,Clipper,Liberty C93,19,2,262.4,06-021363
2770,Terra-Gen Operating Co LLC,50690,San Gorgonio Westwinds II LLC,CA,Riverside,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,43.4,43.4,43.4,6,1999,62,Micon,M700-225/40,22.4,1,180.0,0
13938,Oak Creek Energy System Inc II,50754,Oak Creek Energy Systems I,CA,Kern,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,3.5,3.5,3.5,6,1982,37,Nordtank,NTK 75/15,22.4,1,85.0,0
13938,Oak Creek Energy System Inc II,50754,Oak Creek Energy Systems I,CA,Kern,GEN2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,4.2,4.2,4.2,12,1993,7,Micon,M750-400/100,22.4,1,180.0,0
13938,Oak Creek Energy System Inc II,50754,Oak Creek Energy Systems I,CA,Kern,GEN3,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,23.1,23.1,23.1,6,1999,33,Micon,M750-400/100,22.4,1,180.0,0
13938,Oak Creek Energy System Inc II,50754,Oak Creek Energy Systems I,CA,Kern,GEN4,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,3.7,3.7,3.7,6,1999,4,Micon,M750-400/100,22.4,1,180.0,0
59099,"New Dimension Energy Company, LLC",50818,Dyer Road,CA,San Joaquin,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.5,10.5,10.5,12,1983,188,Enertech,E44-40,15,2,60.0,
59901,Yavi Energy LLC,50820,East Winds Project,CA,Riverside,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,3.0,3.0,3.0,1,1985,7,Micon,M1500-600/150,12,1,160.0,
2770,Terra-Gen Operating Co LLC,50821,Mojave 16,CA,Kern,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,30.0,30.0,30.0,12,1989,118,Mitsubishi,MWT-250,22.4,1,100.0,
2770,Terra-Gen Operating Co LLC,50822,Mojave 17,CA,Kern,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,25.0,25.0,25.0,11,1989,95,Mitsubishi,MWT-250,22.4,1,100.0,
2770,Terra-Gen Operating Co LLC,50823,Mojave 18,CA,Kern,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,30.0,30.0,30.0,12,1989,120,Mitsubishi,MWT-250,22.4,1,100.0,
2770,Terra-Gen Operating Co LLC,52142,Mojave 4,CA,Kern,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,29.0,29.0,29.0,12,1990,116,Mitsubishi,MWT-250,14,2,100.0,06-001330
2770,Terra-Gen Operating Co LLC,52143,Mojave 3,CA,Kern,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,23.5,23.5,23.5,12,1990,94,Mitsubishi,MWT-250,14,2,100.0,06-001330
2770,Terra-Gen Operating Co LLC,52144,Mojave 5,CA,Kern,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,22.5,22.5,22.5,12,1990,90,Mitsubishi,MWT-250,14,1,100.0,06-001330
2770,Terra-Gen Operating Co LLC,52160,Victory Garden Phase IV LLC,CA,Kern,WGNS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,22.0,22.0,22.0,5,1990,96,Vestas,V27-225,22.4,1,140.0,
2770,Terra-Gen Operating Co LLC,52161,Terra-Gen 251 Wind LLC,CA,Kern,WGNS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,18.4,18.4,18.4,1,1987,196,Vestas,V17-90,22.4,1,80.0,0
19740,AES Wind Generation Inc,52162,85 A,CA,Kern,WGNS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,14.1,14.1,14.1,1,1985,157,Vestas,V17-75,26.8,1,80.0,
19740,AES Wind Generation Inc,52163,85 B,CA,Kern,WTGN,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,21.2,21.2,21.2,1,1985,235,Vestas,V17-75,26.8,1,80.0,
19740,AES Wind Generation Inc,52165,Helzel & Schwarzhoff 88 Wind Farm,CA,KERN,WGNS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.8,1.8,1.8,12,1986,20,Vestas,V17-75,26.8,1,80.0,
59099,"New Dimension Energy Company, LLC",54258,Westwind Trust,CA,Riverside,WIN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,16.0,16.0,16.0,9,1986,140,Micon,M66/13,15,2,75.4,
11556,Brookfield Energy Marketing LP,54298,Coram Energy LLC (ECT),CA,Kern,GEWE,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,7.5,7.5,7.5,5,2005,5,GE,1.5-77,19.2,1,213.2,
11556,Brookfield Energy Marketing LP,54299,Coram Energy LLC,CA,Kern,GEWE,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,3.0,3.0,3.0,1,2005,2,GE,1.5-77,19.2,1,213.2,
11556,Brookfield Energy Marketing LP,54300,CTV Power Purchase Contract Trust,CA,Kern,GEWE,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,4.5,4.5,4.5,1,2004,3,GE,1.5-77,19.2,1,213.2,
11556,Brookfield Energy Marketing LP,54300,CTV Power Purchase Contract Trust,CA,Kern,SX1S,OS,Onshore Wind Turbine,WT,IPP Non-CHP,2,0.1,0.1,0.1,12,1985,3,GE,,19.2,1,213.0,na
57170,"EDF Renewable Asset Holdings, Inc.",54453,EDF Renewable Windfarm V Inc,CA,Solano,GEN2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,15.5,15.5,15.5,1,1990,71,GE,1.5 SLE,19,2,262.5,
49963,"FPL Energy Operating Services, Inc.",54454,San Gorgonio Windplant WPP1993,CA,Riverside,GEN11,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,49.5,49.5,49.5,12,2011,33,GE,1.5 SLE,19,2,213.3,44
2770,Terra-Gen Operating Co LLC,54647,TPC Windfarms LLC,CA,Kern,EXIS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,28.7,28.7,28.7,12,1986,100,Danwin,Danwin 23/160,21,2,80.0,
11664,Mark Technologies Corp,54650,Swanmill Windfarm I,CA,Riverside,EXI2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,9.1,9.1,9.1,12,1989,57,Danwin,Danwin 23/160,22,1,75.4,7460-2
11664,Mark Technologies Corp,54650,Swanmill Windfarm I,CA,Riverside,EXIS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,9.6,9.6,9.6,12,1988,60,Danwin,Danwin 23/160,22,1,75.4,
59099,"New Dimension Energy Company, LLC",54681,Difwind Farms Ltd I,CA,Riverside,EXIS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,7.3,7.3,7.3,1,1986,68,Micon,M100,15,2,75.4,
59099,"New Dimension Energy Company, LLC",54682,Difwind Farms Ltd II,CA,Riverside,EXIS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,5.5,5.4,5.4,1,1986,64,Micon,M66/13,15,2,75.4,
59099,"New Dimension Energy Company, LLC",54685,Difwind Farms Ltd V,CA,Riverside,EXIS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,11.7,11.6,11.6,1,1987,109,Micon,M100,15,2,75.4,
57170,"EDF Renewable Asset Holdings, Inc.",54686,Difwind Farms Ltd VI,CA,Kern,EXIS,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,27.1,25.3,25.3,1,1987,251,Micon,, , ,131.2,
