Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Number of Turbines,Predominant Turbine Manufacturer,Predominant Turbine Model Number,Design Wind Speed (mph),Wind Quality Class,Turbine Hub Height (Feet),FAA Obstacle Number
56803,Echo 2,56969,Four Corners Windfarm LLC,OR,Umatilla,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.0,10.0,10.0,6,2009,5,REpower,MM92,15.4,2,257.5,41-020388
56803,Echo 2,56970,Four Mile Canyon Windfarm LLC,OR,Morrow,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.0,10.0,10.0,6,2009,5,REpower,MM92,15.4,2,257.5,41-020383
56802,Echo 1,56971,Oregon Trail Windfarm LLC,OR,Umatilla,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,9.9,9.9,9.9,6,2009,6,Vestas,V82-1.65,15.4,2,262.4,41-020207
56802,Echo 1,56972,Pacific Canyon Windfarm LLC,OR,Morrow,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,8.3,8.3,8.3,6,2009,5,Vestas,V82-1.65,15.4,2,262.4,41-020361
56802,Echo 1,56973,Sand Ranch Windfarm LLC,OR,Morrow,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,9.9,9.9,9.9,6,2009,6,Vestas,V82-1.65,15.4,2,262.4,41-020300
56804,Echo 3,56974,Wagon Trail LLC,OR,Morrow,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,3.3,3.3,3.3,6,2009,2,Vestas,V82-1.65,15.4,2,262.4,41-020367
56802,Echo 1,56975,Ward Butte Windfarm LLC,OR,Umatilla,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,6.6,6.6,6.6,6,2009,4,Vestas,V82-1.65,15.4,2,262.4,41-020214
56215,E ON Climate Renewables N America LLC,56979,EC&R Panther Creek Wind Farm III,TX,Sterling,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,199.5,199.5,199.5,8,2009,133,GE,1.5 SLE,18.1,2,262.4,48-023086
56215,E ON Climate Renewables N America LLC,56980,Stony Creek Wind Farm LLC,PA,Somerset,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,52.5,52.5,52.5,11,2009,35,GE,1.5 SLE,17.4,2,262.4,42-020530
56215,E ON Climate Renewables N America LLC,56981,Pyron Wind Farm LLC,TX,Fisher,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,249.0,249.0,249.0,2,2009,166,GE,1.5 SLE,18.8,2,262.4,48-021551
56215,E ON Climate Renewables N America LLC,56983,EC&R Papalote Creek I LLC,TX,San Patricio,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,180.0,180.0,180.0,9,2009,109,Vestas,V82-1.65,17.4,2,262.4,48-023509
56215,E ON Climate Renewables N America LLC,56984,Inadale Wind Farm LLC,TX,Nolan,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,197.0,197.0,197.0,9,2009,197,Mitsubishi,MWT-1000A,18.1,2,226.4,48-023865
56285,Smoky Hills Wind Project II LLC,56985,Smoky Hills Wind Project Phase II,KS,Lincoln,SMKII,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,148.5,148.5,148.5,11,2008,99,GE,1.5 SE,24,2,264.0,
59155,"First Wind O&M, LLC",56989,Stetson Wind I,ME,Washington,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,57.0,57.0,57.0,1,2009,38,GE,1.5 SLE,19,2,262.4,23-020053
59155,"First Wind O&M, LLC",56990,Rollins Wind Project,ME,Penobscot,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,60.0,60.0,60.0,7,2011,40,GE,1.5 SLE,19,2,262.4,23-021682
59155,"First Wind O&M, LLC",56991,Stetson Wind II,ME,Washington,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,25.5,25.5,25.5,3,2010,17,GE,1.5 SLE,19,2,262.4,23-020086
13781,Northern States Power Co - Minnesota,56994,Grand Meadow,MN,Mower,WND67,OP,Onshore Wind Turbine,WT,Electric Utility,1,100.5,100.5,100.5,12,2008,67,GE,1.5 SLE,18,2,262.4,27-020220
59155,"First Wind O&M, LLC",57002,Oakfield Wind Project,ME,Aroostook,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,148.0,148.0,148.0,10,2015,48,Vestas,V112-3.0,29,1,275.6,
14232,Otter Tail Power Co,57031,Luverne Wind Farm,ND,Steele,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,49.5,4.0,4.0,9,2009,33,GE,1.5 XLE,16,1,260.0,38-001125
14232,Otter Tail Power Co,57032,Ashtabula Wind Energy Center,ND,Barnes,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,48.0,48.0,48.0,10,2008,32,GE,1.5 SLE,16,1,260.0,38-020314
14232,Otter Tail Power Co,57033,Langdon Wind Energy Center,ND,Cavalier,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,40.5,40.5,40.5,12,2007,27,GE,1.5 SLE,16,1,260.0,38-020189
12647,"ALLETE, Inc.",57038,Bison I Wind Energy Center,ND,Morton,PHS1,OP,Onshore Wind Turbine,WT,Electric Utility,1,36.8,36.8,36.8,12,2010,16,Siemens,SWT-2.3-101,19.9,2,262.4,38-020959
12647,"ALLETE, Inc.",57038,Bison I Wind Energy Center,ND,Morton,PHS2,OP,Onshore Wind Turbine,WT,Electric Utility,1,42.7,45.0,45.0,1,2012,15,Siemens,SWT-2.3-101,19.9,2,262.4,38-020952
14354,PacifiCorp,57039,McFadden Ridge,WY,Albany,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,29.7,28.5,28.5,10,2009,19,GE,1.5 SLE,19,2,262.0,56-020195
14354,PacifiCorp,57040,High Plains,WY,Albany,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,103.3,99.0,99.0,9,2009,66,GE,1.5 SLE,19,2,262.0,56-020177
59496,Allete Clean Energy,57044,Armenia Mountain Wind Farm,PA,Tioga,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100.5,100.5,100.5,12,2009,67,GE,1.5 SLE,19,2,262.0,2008-WTE-4518-OE
55963,AE Power Services LLC,57045,Rolling Thunder Wind Farm,SD,Hand,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,25.0,25.0,25.0,11,2009,10,Clipper,Liberty C89,22.4,1,262.4,46-020438
13781,Northern States Power Co - Minnesota,57047,Nobles Wind Project,MN,NOBLES,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,201.0,201.0,201.0,12,2010,134,GE,1.5 SLE,18,2,262.0,27-021344
56365,NaturEner Glacier Wind Energy 1 LLC,57049,NaturEner Glacier Wind Energy 1,MT,Toole,NGW1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,106.5,104.2,104.2,10,2008,71,Acciona,AW77/1500,17,2,262.0,30-020098
56366,NaturEner Glacier Wind Energy 2 LLC,57050,NaturEner Glacier Wind Energy 2,MT,Toole,NGW2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,103.5,101.4,101.4,11,2009,69,Acciona,AW77/1500,17,2,264.0,30-020176
59155,"First Wind O&M, LLC",57078,Steel Winds II,NY,Erie,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,15.0,15.0,15.0,1,2012,6,Clipper,Liberty C96,19,2,262.4,36-025561
59155,"First Wind O&M, LLC",57079,Milford Wind Corridor I LLC,UT,Beaver,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,203.5,203.5,203.5,9,2009,97,GE,1.5 XLE,19,3,262.4,49-020100
59155,"First Wind O&M, LLC",57080,Sheffield Wind,VT,Caledonia,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,40.0,40.0,40.0,10,2011,16,Clipper,Liberty C93,18,2,262.4,50-020147
59155,"First Wind O&M, LLC",57082,Kaheawa Wind Power II LLC,HI,Maui,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,21.0,21.0,21.0,6,2012,14,GE,1.5 SE,22,1,212.0,15-020106
59155,"First Wind O&M, LLC",57083,Bull Hill Wind Project,ME,Hancock,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,34.5,34.5,34.5,10,2012,19,Vestas,V100-1.8,17,3,312.0,23-021694
59155,"First Wind O&M, LLC",57087,Kahuku Wind Power LLC,HI,Honolulu,1,OA,Onshore Wind Turbine,WT,IPP Non-CHP,2,30.0,30.0,30.0,3,2011,12,Clipper,Liberty C96,19,2,262.4,15-020061
56378,Duke Energy DEGS Campbell Hill,57090,Campbell Hill Windpower,WY,Converse,CHWF,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,99.0,99.0,99.0,12,2009,66,GE,1.5 SLE,15,2,272.0,56-020426
56377,Duke Energy DEGS Silver Sage Wndpwr LLC,57091,Silver Sage Windpower,WY,Laramie,SSW01,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,42.0,42.0,42.0,10,2009,20,Suzlon,S88-2100,17.5,2,272.0,56-020233
56394,Chevron USA,57093,Casper Wind Farm,WY,Natrona,CWGT,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,17.0,17.0,17.0,12,2009,11,GE,1.5 SLE,20,2,262.5,
15399,Avangrid Renewables Inc,57094,Streator Cayuga Ridge South,IL,Livingston,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,300.0,300.0,300.0,3,2010,150,Gamesa,G87-2.0,15.5,4,255.0,
15399,Avangrid Renewables Inc,57095,Penascal II Wind Project LLC,TX,Kenedy,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,201.0,201.0,201.0,3,2010,84,Mitsubishi,MWT-92/2.4,17.4,3,269.0,
15399,Avangrid Renewables Inc,57096,Star Point Wind Project LLC,OR,Sherman,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,98.7,98.7,98.7,2,2010,47,Suzlon,S88-2100,15,4,259.0,
15399,Avangrid Renewables Inc,57097,Rugby Wind Power Project,ND,Pierce,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,149.0,149.0,149.0,12,2009,71,Suzlon,S88-2100,15.9,4,259.0,
15399,Avangrid Renewables Inc,57098,Dry Lake Wind LLC,AZ,Navajo,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,63.0,63.0,63.0,8,2009,31,Suzlon,S88-2100,13.7,4,259.0,
56410,Mesalands Community College,57106,Mesalands Comm College Wind Turbine,NM,QUAY,1,OP,Onshore Wind Turbine,WT,Commercial Non-CHP,4,1.5,1.5,1.5,12,2008,1,GE,1.5-77,15,3,262.0,35-020057
56409,Milford Wind Corridor Stage II LLC,57107,Milford Wind Corridor Stage II LLC,UT,Beaver,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,102.0,102.0,102.0,5,2011,68,GE,1.5 SLE,19,2,262.0,49-020234
56416,Blue Canyon Windpower V LLC,57108,Blue Canyon Windpower V LLC,OK,Caddo,GEN 1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,99.0,99.0,99.0,10,2009,66,GE,1.5 SLE,17.7,2,262.0,1742
56417,Meadow Lake Wind Farm LLC,57109,Meadow Lake Wind Farm LLC,IN,White,GEN 1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,199.7,199.7,199.7,10,2009,121,Vestas,V82-1.65,19,2,262.0,2009-WTE-808-0E
56418,Blackstone Wind Farm LLC,57110,Blackstone Wind Farm LLC,IL,Livingston,GEN 1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,102.0,102.0,102.0,10,2009,68,GE,1.5 SLE,19,2,262.0,2009-WTE-4321-OE
56419,Lost Lakes Wind Farm LLC,57111,Lost Lakes Wind Farm LLC,IA,Dickinson,GEN 1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100.0,100.0,100.0,12,2009,61,Vestas,V82-1.65,19,2,262.0,19-021589
56420,Meadow Lake Wind Farm II LLC,57112,Meadow Lake Wind Farm II LLC,IN,White,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,99.0,99.0,99.0,8,2010,66,Acciona,AW82/1500,17,3,262.4,18-020799
56421,Blackstone Wind Farm II LLC,57113,Blackstone Wind Farm II LLC,IL,Livingston,GEN 1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,200.0,200.0,200.0,8,2010,132,GE,1.5 SLE,19,2,262.0,17-021265
56423,Meadow Lake Wind Farm III LLC,57115,Meadow Lake Wind Farm III LLC,IN,White,GEN 1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,103.5,103.5,103.5,9,2010,69,GE,1.5 SLE,19,2,262.0,2009-WTE-13061-0E
56246,Greensburg,57118,Greensburg Wind Farm LLC,KS,Kiowa,GEN 1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,12.5,12.5,12.5,2,2010,10,Suzlon,S64-1250,18.9,2,244.4,20-020374
56415,Wilton Wind II LLC,57120,Wilton Wind II LLC,ND,Burleigh,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,49.5,49.5,49.5,11,2009,33,GE,1.5 XLE,16.8,3,262.5,38-000781
56414,Ashtabula Wind II LLC,57121,Ashtabula Wind II LLC,ND,Steele,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,120.0,120.0,120.0,10,2009,80,GE,1.5 XLE,16.8,3,262.5,38-020642
56592,Idaho Wind Partners 1 LLC,57124,Payne's Ferry,ID,Twin Falls,PFWP,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,21.0,21.0,21.0,12,2010,14,GE,1.5 XLE,14.6,2,262.4,16-98-111
56592,Idaho Wind Partners 1 LLC,57125,Camp Reed,ID,Elmore,CRWP,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,22.5,22.5,22.5,12,2010,15,GE,1.5 XLE,14.4,2,262.4,16-98-111
56592,Idaho Wind Partners 1 LLC,57126,Yahoo Creek,ID,Twin Falls,YCWP,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,21.0,21.0,21.0,12,2010,8,GE,1.5 XLE,14.5,2,262.4,16-98-111
56439,Beaver Ridge Wind LLC,57130,Beaver Ridge Wind,ME,Waldo,BR1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,4.5,4.5,4.5,11,2008,3,GE,1.5 SLE,19,2,262.0,2014WTE3457
56437,Heritage Stoney Corners Wind Farm I LLC,57131,Stoney Corners Wind Farm,MI,Missaukee,SCWF1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,60.0,59.0,59.0,12,2009,29,Senvion,MM92,15.2,2,320.0,26-020686
58672,Everpower Wind Holdings Inc,57135,Big Sky Wind LLC,IL,Bureau,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,240.0,240.0,240.0,2,2011,114,Suzlon,S88-2100,19,2,262.4,17-021440
56475,Tuana Springs Energy LLC,57136,Tuana Springs,ID,Gooding,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,16.8,16.8,16.8,5,2010,8,Suzlon,S88-2100,15.4,2,262.4,16-020079
56483,Eurus Combine Hills II LLC,57137,Eurus Combine Hills Turbine Ranch 2,OR,Umatilla,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,63.0,63.0,63.0,1,2010,63,Mitsubishi,MWT-62/1.0,19,2,226.0,41-020660
58672,Everpower Wind Holdings Inc,57139,Highland Wind Project (PA),PA,Cambria,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,62.5,62.5,62.5,8,2009,25,Nordex,N90/2500,22,1,262.4,42-020418
49893,Invenergy Services LLC,57151,Beech Ridge Energy LLC,WV,Greenbrier,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100.5,100.5,100.5,1,2010,67,GE,1.5 SLE,17,2,263.0,54-020105
56499,Harvest Wind Project TIC,57152,Harvest Wind Project,WA,Klickitat,HWP1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,98.9,98.9,98.9,12,2009,43,Siemens,SWT-2.3-93,17.6,2,260.0,53-020423
56506,Langford Wind Power LLC,57153,Langford Wind Power,TX,Tom Green,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150.0,150.0,150.0,12,2009,100,GE,1.5 SLE,18.2,2,262.0,2009-WTW-1491
15399,Avangrid Renewables Inc,57156,Barton Chapel Wind Farm,TX,Jack,BC,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,120.0,120.0,120.0,1,2009,60,Gamesa,G87-2.0,12.3,4,269.0,
56514,Windy Flats Partners LLC,57159,Windy Flats Wind Project,WA,Klickitat,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,262.2,262.2,262.2,10,2009,114,Siemens,SWT-2.3-93,15,4,262.4,53-020364
12199,Montana-Dakota Utilities Co,57171,Cedar Hills Wind Farm,ND,Bowman,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,19.5,19.5,19.5,6,2010,13,GE,1.5 SLE,12,2,262.5,38-020688
56523,Colorado Highlands Wind LLC,57174,Colorado Highlands Wind,CO,Logan,CHW1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,67.2,67.2,67.2,12,2012,42,GE,1.6-100,18.7,2,262.4,08-021325
56523,Colorado Highlands Wind LLC,57174,Colorado Highlands Wind,CO,Logan,CHW2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,23.8,23.8,23.8,9,2013,14,GE,1.7-100,18.7,2,262.4,08-024884
56518,First State Marine Wind,57176,University of Delaware Wind Turbine,DE,SUSSEX,FSMW,OP,Onshore Wind Turbine,WT,Commercial Non-CHP,4,2.0,2.0,2.0,7,2010,1,Gamesa,G90-2.0,15.5,2,256.0,10-020303
56520,Meadow Lake Wind Farm IV LLC,57177,Meadow Lake Wind Farm IV,IN,White,GEN 1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,98.7,98.7,98.7,10,2010,48,Suzlon,S88-2100,19,2,262.4,2009-WTE-8816-0E
57249,EPP Renewable Energy,57182,PPL Frey Farm Landfill Wind,PA,Lancaster,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,3.2,3.2,3.2,1,2011,2,GE,1.6 XLE,12,2,262.4,42-020641
10433,Kodiak Electric Assn Inc,57187,Pillar Mountain Wind Project,AK,KODIAK ISLAND,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,4.5,4.5,4.5,6,2009,3,GE,1.5 SLE,22,1,253.0,02-020088
10433,Kodiak Electric Assn Inc,57187,Pillar Mountain Wind Project,AK,KODIAK ISLAND,2,OP,Onshore Wind Turbine,WT,Electric Utility,1,4.5,4.5,4.5,9,2012,3,GE,1.5 SLE,22,1,253.0,02-020297
49893,Invenergy Services LLC,57188,Vantage Wind Energy LLC,WA,Kittitas,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,90.0,90.0,90.0,8,2010,60,GE,1.5 SLE,17.4,2,263.0,53-020868
56545,Pattern Operators LP,57189,Lost Creek Wind Energy Facility,MO,DeKalb,LCW,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150.0,150.0,150.0,5,2010,100,GE,1.5 XLE,15.6,2,262.4,29-020298
56545,Pattern Operators LP,57192,Spring Valley Wind Project,NV,WHITE PINE,WTG,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150.0,150.0,150.0,8,2012,66,Siemens,SWT-2.3-101,16.7,3,262.4,32-020263
56561,Day County Wind LLC,57194,Day County Wind LLC,SD,Day,GE15,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,99.0,99.0,99.0,4,2010,66,GE,1.5 XLE,16.8,3,262.5,46-020454
15500,Puget Sound Energy Inc,57195,Lower Snake River Wind Energy Project,WA,GARFIELD,LSR 1,OP,Onshore Wind Turbine,WT,Electric Utility,1,342.7,342.7,342.7,2,2012,149,Siemens,SWT-2.3-101,15.6,2,262.4,53-021176
20856,Wisconsin Power & Light Co,57198,Bent Tree Wind Farm Phase 1,MN,Freeborn,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,201.3,201.3,201.3,2,2011,122,Vestas,V82-1.65,16.3,2,262.0,2009-WTE-5888-OE
20847,Wisconsin Electric Power Co,57199,Glacier Hills,WI,Columbia,1,OP,Onshore Wind Turbine,WT,Electric Utility,1,162.0,28.0,61.0,12,2011,90,Vestas,V90-1.8,19,2,262.5,
56555,FPL Energy Montezuma Wind,57201,FPL Energy Montezuma Winds LLC,CA,Solano,S2.3,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,36.8,36.8,36.8,11,2010,16,Siemens,SWT-2.3-108,19,2,262.4,06-002884
55963,AE Power Services LLC,57210,Cedar Creek II,CO,Weld,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,250.8,250.8,250.8,3,2011,123,GE,1.5 SLE,19,2,262.4,08-020528
55963,AE Power Services LLC,57211,Goshen Phase II,ID,Bonneville,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,124.5,124.5,124.5,9,2010,83,GE,1.5-82.5,19,2,262.4,16-020137
56215,E ON Climate Renewables N America LLC,57212,EC&R Papalote Creek II LLC,TX,San Patricio,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,200.1,200.1,201.0,12,2010,109,Siemens,SWT-2.3-101,16.8,2,262.4,48-024354
20214,Waverly Municipal Elec Utility,57214,Waverly Community Wind Project,IA,Bremer,CAN1,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.9,0.9,0.9,3,2009,1,EWT,DW54-900,12.5,2,234.0,19-022568
20214,Waverly Municipal Elec Utility,57214,Waverly Community Wind Project,IA,Bremer,CAN2,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.9,0.9,0.9,9,2012,1,EWT,DW54-900,12.5,2,234.0,19-022568
20214,Waverly Municipal Elec Utility,57214,Waverly Community Wind Project,IA,Bremer,SK4,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.9,0.9,0.9,12,2001,1,NEG-Micon,NM52/900,12.5,2,234.0,19-002059
56603,Roth Rock Wind Farm LLC,57239,Roth Rock Wind Farm LLC,MD,Garrett,SRRW1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,40.0,40.0,40.0,8,2011,16,Nordex,N90/2500,19,2,262.0,2009-WTE-4157-OE
56603,Roth Rock Wind Farm LLC,57240,"Roth Rock North Wind Farm, LLC",MD,Garrett,SRRNW,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.0,10.0,10.0,8,2011,4,Nordex,N90/2500,19,2,262.0,2009-WTE-4157-OE
56612,Kit Carson Windpower LLC,57244,Kit Carson Windpower,CO,Kit Carson,KCW,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,51.0,51.0,51.0,11,2010,34,GE,1.5 SLE,16.8,2,272.0,08-020967
6258,Federated Rural Electric Assn,57248,Welcome Wind Turbine,MN,MARTIN,WIND1,OP,Onshore Wind Turbine,WT,Electric Utility,1,2.1,2.1,2.1,5,2008,1,Suzlon,S88-2100,19,2,259.0,27-AGL-7224
9425,Iowa Lakes Electric Coop,57251,Lakota Wind Wind Farm,IA,KOSSUTH,LAK1,OP,Onshore Wind Turbine,WT,Electric Utility,1,10.5,10.5,10.5,3,2009,7,GE,1.5 SLE,22,3,262.0,19-021239
9425,Iowa Lakes Electric Coop,57252,Iowa Lakes Superior Wind Farm,IA,DICKINSON,SUP1,OP,Onshore Wind Turbine,WT,Electric Utility,1,10.5,10.5,10.5,4,2009,7,GE,1.5 SLE,22,3,262.0,19-020739
56619,Air Force Civil Engineer Center,57253,MA Military Reservation Wind Project,MA,BARNSTABLE,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.5,1.5,1.5,12,2009,1,Fuhrlander,FL 1500-77,14.5,2,262.0,25-020032
56619,Air Force Civil Engineer Center,57253,MA Military Reservation Wind Project,MA,BARNSTABLE,2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.5,1.5,1.5,11,2011,1,GE,1.5 SLE,13.7,2,262.0,25-022039
56619,Air Force Civil Engineer Center,57253,MA Military Reservation Wind Project,MA,BARNSTABLE,3,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,1.5,1.5,1.5,11,2011,1,GE,1.5 SLE,13.7,2,262.0,25-022038
56617,Iowa Lakes Community College,57257,Iowa Lakes Community College Wind Farm,IA,EMMET,VMN82,OP,Onshore Wind Turbine,WT,Commercial Non-CHP,4,1.0,1.0,1.0,2,2005,1,Vestas,V82-1.65,18,2,229.6,151-350'
56630,Texico Wind LP,57258,Texico Wind Ranch LP,NM,Curry,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,0.7,0.7,0.7,12,2003,1,Vestas,V47-660,17.5,2,220.0,2003-ASW-1006-OE
56630,Texico Wind LP,57258,Texico Wind Ranch LP,NM,Curry,2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,0.6,0.6,0.6,12,1999,1,Vestas,V47-660,17.5,2,220.0,99-ASW-1165-OE
56630,Texico Wind LP,57258,Texico Wind Ranch LP,NM,Curry,3,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,0.6,0.6,0.6,12,2003,1,Vestas,V47-660,17.5,2,220.0,2002-ASW-5564-OE
56629,Lubbock Wind LLC,57259,Lubbock Wind Ranch,TX,Lubbock,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,2.5,2.5,2.5,2,2010,1,Samsung Heavy Industries,S2.5-90,15.9,2,262.0,2009-WTW-1436-OE
56629,Lubbock Wind LLC,57259,Lubbock Wind Ranch,TX,Lubbock,2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,2.5,2.5,2.5,12,2010,1,Samsung Heavy Industries,S2.5-90,15.9,2,262.0,2009-WTW-1437-OE
56629,Lubbock Wind LLC,57259,Lubbock Wind Ranch,TX,Lubbock,3,OA,Onshore Wind Turbine,WT,IPP Non-CHP,2,2.5,2.5,2.5,12,2010,1,Samsung Heavy Industries,S2.5-90,15.9,2,262.0,2009-WTW-1438-OE
59883,NRG Energy Gas & Wind Holdings Inc,57260,Cedro Hill Wind LLC,TX,Webb,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150.0,150.0,150.0,12,2010,150,GE,1.5 XLE,17,3,262.4,48-024150
59883,NRG Energy Gas & Wind Holdings Inc,57261,Taloga Wind LLC,OK,Dewey,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,130.0,130.0,130.0,7,2011,54,Mitsubishi,MWT-95/2.4,19,2,262.4,2009-WTW-459-OE
59883,NRG Energy Gas & Wind Holdings Inc,57262,Laredo Ridge Wind LLC,NE,Boone,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,79.9,79.9,79.9,2,2011,54,GE,1.5 XLE,17,3,262.4,2010-WTE-136-OE
56627,DeWind Co.,57263,Little Pringle I Wind Farm,TX,Hutchinson,LP1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.0,10.0,10.0,10,2010,5,DeWind,D8.2,19.7,2,262.5,48-024579
56627,DeWind Co.,57264,Little Pringle II Wind Farm,TX,Hutchinson,LP2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.0,10.0,10.0,10,2010,5,DeWind,D8.2,19.7,2,262.5,48-024580
57170,"EDF Renewable Asset Holdings, Inc.",57268,Chestnut Flats Wind Farm,PA,BLAIR,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,38.0,38.0,38.0,12,2011,19,Gamesa,G90-2.0,19,2,328.1,
56642,Grant County Wind LLC,57274,Grant County Wind LLC,MN,Grant,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,20.0,20.0,20.0,8,2010,10,Suzlon,S88-2100,19,2,262.4,27-020703 thru 12
