Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Predominant Turbine Manufacturer,Predominant Turbine Model Number,Design Wind Speed (mph),Wind Quality Class,Turbine Hub Height (Feet),FAA Obstacle Number
55918,Acciona Wind Energy USA LLC,56804,Red Hills Wind Project LLC,OK,Roger Mills,RH,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,123.0,123.0,123.0,12,2008,Acciona,"AW77/1500 IEC IIA T 80, 60 HZ",19,2,262.5,40-020180
55918,Acciona Wind Energy USA LLC,56805,EcoGrove Wind LLC,IL,Stephenson,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100.5,100.5,100.5,7,2009,Acciona,"AW82/1500 IEC IIIA T 80, 60 HZ LT",23.5,3,262.5,17-020241
55922,Whirlwind Energy LLC,56673,Whirlwind Energy Center,TX,Floyd,WEC,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,59.8,57.0,57.0,12,2007,Siemens,SWT-2.3-93,20.5,1,262,48-020866
55928,Coram Tehachapi  LP,54750,Coram Tehachapi,CA,Kern,VW1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,6.9,6.9,6.9,9,1992,Vestas,V27,17.6,1,140,
55931,Orion Energy Group LLC,56640,Camp Grove Wind Farm,IL,STARK,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150.0,150.0,150.0,12,2007,GE,sle,0,2,262,17-020036
55931,Orion Energy Group LLC,56679,Benton County Wind Farm,IN,Benton,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,130.5,130.5,130.5,5,2008,GE,sle,17.6,2,262,18-020309
55958,Capricorn Ridge Wind LLC,56763,Capricorn Ridge Wind LLC,TX,Sterling,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,149.5,149.5,149.5,11,2007,GE,GE 1.5 SLE,19,2,262.5,48-020370
55958,Capricorn Ridge Wind LLC,56763,Capricorn Ridge Wind LLC,TX,Sterling,2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,214.5,214.5,214.5,11,2007,Siemens,Siemens 2.3,19,2,262.5,48-023310
55958,Capricorn Ridge Wind LLC,56763,Capricorn Ridge Wind LLC,TX,Sterling,3,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,186.0,186.0,186.0,4,2008,GE,GE 1.5 SLE,19,2,262.5,48-023066
55958,Capricorn Ridge Wind LLC,56763,Capricorn Ridge Wind LLC,TX,Sterling,4,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,112.5,112.5,112.5,5,2008,GE,GE 1.5 SLE,19,2,262.5,48-016165
55963,AE Power Services LLC,50553,Edom Hills Project 1 LLC,CA,Riverside,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,20.0,20.0,20.0,9,2008,Clipper,C93,19,2,262,06-021363
55963,AE Power Services LLC,56771,Silver Star I Wind Power Project,TX,Erath,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,60.0,60.0,60.0,9,2008,Clipper,C96,19,2,262,48-021835
55963,AE Power Services LLC,56777,Fowler Ridge Wind Farm LLC,IN,Benton,FIA,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,201.3,201.3,201.3,3,2009,Vestas,V82,19,2,262,18-020161
55963,AE Power Services LLC,56777,Fowler Ridge Wind Farm LLC,IN,Benton,FIB,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100.0,100.0,100.0,3,2009,Clipper,C96,19,2,262,18-020161
55963,AE Power Services LLC,56777,Fowler Ridge Wind Farm LLC,IN,Benton,FII,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,200.0,200.0,200.0,12,2009,GE,1.5sle,19,2,262,18-020670
55963,AE Power Services LLC,56777,Fowler Ridge Wind Farm LLC,IN,Benton,FIII,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,99.0,99.0,99.0,2,2009,Vestas,V82,19,2,262,18-020149
55963,AE Power Services LLC,56779,Sherbino I Wind Farm,TX,Pecos,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150.0,150.0,150.0,10,2008,Vestas,V90,19,2,262,48-021297
55963,AE Power Services LLC,56879,Flat Ridge Wind Energy LLC,KS,Barber,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,50.0,50.0,50.0,3,2009,Clipper,C96,19,2,262,20-024493
55963,AE Power Services LLC,57045,Rolling Thunder Wind Farm,SD,Hand,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,25.0,25.0,25.0,11,2009,Clipper,C89,22.4,1,262,46-020438
55963,AE Power Services LLC,57210,Cedar Creek II,CO,Weld,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,250.8,250.8,250.8,3,2011,GE,1.6sle,19,2,262,08-020528
55963,AE Power Services LLC,57211,Goshen Phase II,ID,Bonneville,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,124.5,124.5,124.5,9,2010,GE,1.5-82.5,19,2,262,16-020137
55963,AE Power Services LLC,57415,Sherbino II,TX,Pecos,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,147.5,147.5,147.5,11,2011,Clipper,C96,19,2,262,48-025877
55963,AE Power Services LLC,57520,Trinity Hills,TX,Young,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,225.0,225.0,225.0,12,2011,Clipper,C96,19,2,262,48-025861
55963,AE Power Services LLC,57769,Mehoopany Wind Energy LLC,PA,Wyoming,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,141.0,142.6,142.6,12,2012,GE,1.6-82.5,19,2,328,42-025336
55963,AE Power Services LLC,57787,Flat Ridge 2 Wind Energy LLC,KS,Harper,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,470.2,470.4,470.4,10,2012,GE,1.6-100,16.8,3,262,20-024493
55981,Elbow Creek Wind Project LLC,56783,Elbow Creek Wind Project LLC,TX,Howard,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,121.9,121.9,121.9,12,2008,Siemens,SWT 2.3.93,28,1,240,2008-ASW-794-OE
55990,"Cloud County Windfarm, LLC",56784,Cloud County Wind Farm,KS,Cloud,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,105.0,105.0,105.0,12,2008,Vestas,V90 MK 8,18.3,2,262,20-020012
55990,"Cloud County Windfarm, LLC",56784,Cloud County Wind Farm,KS,Cloud,2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,96.0,96.0,96.0,12,2008,Vestas,V90 MK 8,17.6,2,262,20-020016
55992,"Pioneer Prairie Wind Farm I, LLC",56797,Pioneer Prairie Wind Farm,IA,Mitchell,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,300.0,300.0,300.0,10,2008,Vestas,V82,15.8,2,265,19-021198
56030,TransCanada Maine Wind Development Inc,56829,Kibby Wind Power Project,ME,Franklin,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,66.0,66.0,66.0,10,2009,Vestas,V90 3MW,22.4,1,262,
56030,TransCanada Maine Wind Development Inc,56829,Kibby Wind Power Project,ME,Franklin,2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,66.0,66.0,66.0,10,2010,Vestas,V90 3 MW,22.4,1,262,
56033,Hackberry Wind LLC,56823,Hackberry Wind Farm,TX,Shackelford,HWFG1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,165.6,162.3,162.3,12,2008,Siemens,SWT-2.3-93,19.6,1,262,48-023156
56041,EXC Wind 7,56839,EXC Wind 7 LLC,TX,Moore,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.0,10.0,10.0,4,2008,Suzlon,S-64,18.1,2,241.1,48-020302
56042,EXC Wind 8,56838,EXC Wind 8 LLC,TX,Moore,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.0,10.0,10.0,4,2008,Suzlon,S-64,18.1,2,241.1,48-020289
56043,EXC Wind 9,56837,EXC Wind 9 LLC,TX,Moore,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.0,10.0,10.0,4,2008,Suzlon,S-64,18.1,2,241.1,48-020294
56044,EXC Wind 10,56836,EXC Wind 10 LLC,TX,Moore,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.0,10.0,10.0,5,2008,Suzlon,S-64,18.1,2,241.1,48-020681
56045,EXC Wind 11,56835,EXC Wind 11 LLC,TX,Moore,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.0,10.0,10.0,5,2008,Suzlon,S-64,18.1,2,241.1,48-020675
56046,High Plains,56834,High Plains Wind Power LLC,TX,Carson,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.0,10.0,10.0,4,2008,Suzlon,S-64,19.7,2,241.1,48-020928
56071,"Sagebrush Power Partners, LLC",56858,Sagebrush Power Partners,WA,Kittitas,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100.7,100.7,100.7,11,2010,Suzlon,S-88,17,2,246,53-020996
56072,"Marble River, LLC",56857,Marble River Wind Farm,NY,Clinton,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,215.0,215.0,215.0,11,2012,Vestas,V112 3.0,19,2,308,36-025629
56073,Wheat Field Wind Power Project LLC,56854,Wheat Field Wind Power Project,OR,Gilliam,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,97.0,96.6,96.6,2,2009,Suzlon,S88,19,2,262.5,41-020268
56074,Arlington Wind Power Project LLC,56855,Arlington Wind Power Project,OR,Gilliam,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,103.0,102.9,102.9,12,2008,Suzlon,S88,19,2,262.5,41-020224
56075,Rail Splitter Wind Farm LLC,56856,Rail Splitter Wind Farm,IL,Tazewell,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100.5,100.5,100.5,8,2009,GE,GE 1.5 SLE,19,2,262,55
56119,FPL Energy Story Wind LLC,56924,FPL Energy Story Wind LLC,IA,Story,GE15,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150.0,150.0,150.0,12,2008,GE,GE1.5 SLE,19,2,262.5,19-021016
56121,Osceola Windpower II,56913,Osceola Windpower II,IA,Osceola,CL25,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,50.0,50.0,50.0,9,2008,Clipper,Liberty C96 2.5 MW,19,2,262.5,19-020683
56122,FPL Energy Ashtabula Wind LLC,56919,FPL Energy Ashtabula Wind LLC,ND,Barnes,GE15,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,148.5,148.5,148.5,12,2008,GE,GE 1.5 SLE,19,2,262.5,38-020657
56123,FPL Energy Crystal Lake Wind LLC,56923,FPL Energy Crystal Lake Wind LLC,IA,Hancock,GE15,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150.0,150.0,150.0,12,2008,GE,GE 1.5 SLE,19,2,262.5,19-021035
56124,FPL Energy Crystal Lake Wind II LLC,56925,FPL Energy Crystal Lake Wind II LLC,IA,Hancock,CL25,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,200.0,200.0,200.0,1,2009,Clipper,Clipper Liberty,19,2,262.5,19-020395
56146,Black Hills/Colorado Elec.Util,57980,Busch Ranch Wind Energy Farm,CO,Huerfano,WTG,OP,Onshore Wind Turbine,WT,Electric Utility,1,29.0,11.0,11.0,10,2012,Vestas,V100,22,2,263,08-021025
56157,Cassia Gulch,56935,Cassia Gulch Wind Park LLC,ID,Twin Falls,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,18.9,18.9,18.9,3,2009,Suzlon,S-88,15.4,2,259.2,16-020061
56158,Cassia Wind,56934,Cassia Wind Farm LLC,ID,Twin Falls,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,10.5,10.5,10.5,3,2009,Suzlon,S-88,15.4,2,259.2,16-020042
56159,Threemile Canyon Wind I,56933,Threemile Canyon Wind I LLC,OR,Morrow,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,9.9,9.9,9.9,7,2009,Vestas,V-82,15.1,2,262.5,41-020290
56215,E ON Climate Renewables N America LLC,56394,Forest Creek Wind Farm LLC,TX,Glasscock,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,124.2,124.2,124.2,12,2006,Siemens,MK II,18.6,2,262.5,48-016191
56215,E ON Climate Renewables N America LLC,56479,Sand Bluff Wind Farm,TX,Glasscock,2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,90.0,90.0,90.0,1,2007,Gamesa,G87,18.6,2,255.9,48-016267
56215,E ON Climate Renewables N America LLC,56592,Champion Wind Farm LLC,TX,Nolan,CH1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,126.5,126.5,126.5,2,2008,Siemens,SWT,18.6,2,262.5,48-017247
56215,E ON Climate Renewables N America LLC,56593,Roscoe Wind Farm LLC,TX,Nolan,RO1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,209.0,209.0,209.0,2,2008,Mitsubishi,1000A,18.3,2,226.4,48-017143
56215,E ON Climate Renewables N America LLC,56594,Munnsville Wind Farm LLC,NY,Madison,MU1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,34.5,34.5,34.5,10,2007,GE,1.5 SLE,15.9,2,262.5,36-002781
56215,E ON Climate Renewables N America LLC,56920,EC&R Panther Creek Wind Farm I,TX,Howard,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,142.5,142.5,142.5,7,2008,GE,1.5 SLE,18.8,2,262.5,48-020933
56215,E ON Climate Renewables N America LLC,56921,EC&R Panther Creek Wind Farm II,TX,Glasscock,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,115.5,115.5,115.5,12,2008,GE,1.5 SLE,18.1,2,262.5,48-023867
56215,E ON Climate Renewables N America LLC,56979,EC&R Panther Creek Wind Farm III,TX,Sterling,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,199.5,199.5,199.5,8,2009,GE,1.5 SLE,18.1,2,262.5,48-023086
56215,E ON Climate Renewables N America LLC,56980,Stony Creek Wind Farm LLC,PA,Somerset,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,52.5,52.5,52.5,11,2009,GE,1.5 ESS,17.4,2,262.5,42-020530
56215,E ON Climate Renewables N America LLC,56981,Pyron Wind Farm LLC,TX,Fisher,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,249.0,249.0,249.0,2,2009,GE,1.5 ESS,18.8,2,262.5,48-021551
56215,E ON Climate Renewables N America LLC,56983,EC&R Papalote Creek I LLC,TX,San Patricio,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,180.0,180.0,180.0,9,2009,Vestas,V82,17.4,2,262.5,48-023509
56215,E ON Climate Renewables N America LLC,56984,Inadale Wind Farm LLC,TX,Nolan,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,197.0,197.0,197.0,9,2009,Mitsubishi,1000 A,18.1,2,226.4,48-023865
56215,E ON Climate Renewables N America LLC,57212,EC&R Papalote Creek II LLC,TX,San Patricio,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,200.1,200.1,201.0,12,2010,Siemens,SWT-2.3-101,16.8,2,262.5,48-024354
56215,E ON Climate Renewables N America LLC,57493,Settlers Trail Wind Farm LLC,IL,Iroquois,STWF,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150.4,150.4,150.4,10,2011,GE,1.6 XLE,16.6,2,262.5,17-021646
56215,E ON Climate Renewables N America LLC,57675,"Pioneer Trail Wind Farm, LLC",IL,Iroquois,PTWF,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150.4,150.4,150.4,12,2011,GE,1.6 XLE,17.4,2,262.5,17-021855
56215,E ON Climate Renewables N America LLC,57802,Magic Valley Wind Farm I LLC,TX,Willacy,MV1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,203.0,203.0,203.0,9,2012,Vestas,V100 1.8 VCSS,16.6,3,262.5,48-026439
56215,E ON Climate Renewables N America LLC,57862,"Wildcat Wind Farm I, LLC",IN,Tipton,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,200.0,200.0,200.0,12,2012,GE,1.6 XLE,16.1,3,328,18-026611
56215,E ON Climate Renewables N America LLC,58000,"Anacacho Wind Farm, LLC",TX,Kinney,ANA,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,99.8,99.8,99.8,12,2012,Vestas,V100 1.8 VCSS,17,3,262.5,48-027069
56215,E ON Climate Renewables N America LLC,58596,"Grandview Wind Farm, LLC",TX,Carson,GRVWI,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,200.6,200.6,200.6,12,2014,GE,GE 1.7-100,20.3,1,262.5,2013-WTW-13255-OE
56222,Bull Creek Wind LLC,56956,Bull Creek Wind,TX,Borden,001,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,180.0,180.0,180.0,12,2008,Mitsubishi,MWT62/1.0,19,2,226,48-022607
56246,Greensburg,57118,Greensburg Wind Farm LLC,KS,Kiowa,GEN 1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,12.5,12.5,12.5,2,2010,Suzlon,S-64,18.9,2,239.5,20-020374
56271,Duke Energy DEGS Happy Jack,56960,Happy Jack Windpower Project,WY,Laramie,HJW01,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,29.4,29.4,29.4,8,2008,Suzlon,S88,8,2,272,56-020114
56272,Duke Energy DEGS Notrees,56961,Notrees Windpower,TX,Ector,GE,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,60.0,60.0,60.0,4,2009,GE,1.5 SLE,6.5,2,272,48-021460
56272,Duke Energy DEGS Notrees,56961,Notrees Windpower,TX,Ector,VESTA,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,92.5,92.5,92.5,4,2009,Vestas,V87,6.5,2,272,48-021460
56273,Duke Energy DEGS Ocotillo,56959,Ocotillo Windpower,TX,Howard,OWF,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,58.8,58.8,58.8,9,2008,Suzlon,S88,7.5,2,272,48-021105
56285,Smoky Hills Wind Project II LLC,56985,Smoky Hills Wind Project Phase II,KS,Lincoln,SMKII,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,148.5,148.5,148.5,11,2008,GE,1.5,24,2,328,
56344,Allete Clean Energy,57044,Armenia Mountain Wind Farm,PA,Tioga,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100.5,100.5,100.5,12,2009,GE,GE-1.5,22.3,1,201,2008-WTE-4518-OE
56365,NaturEner Glacier Wind Energy 1 LLC,57049,NaturEner Glacier Wind Energy 1,MT,Toole,NGW1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,106.5,104.2,104.2,10,2008,Acciona,Acciona 1.5 MW,17,2,262,30-020098
56366,NaturEner Glacier Wind Energy 2 LLC,57050,NaturEner Glacier Wind Energy 2,MT,Toole,NGW2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,103.5,100.0,100.0,11,2009,Acciona,AW 1.5,17,2,264,30-020176
56377,Duke Energy DEGS Silver Sage Wndpwr LLC,57091,Silver Sage Windpower,WY,Laramie,SSW01,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,42.0,42.0,42.0,10,2009,Suzlon,S88,12,2,272,56-020233
56378,Duke Energy DEGS Campbell Hill,57090,Campbell Hill Windpower,WY,Converse,CHWF,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,99.0,99.0,99.0,12,2009,GE,1.5 SLE/ESS,10,2,272,56-020426
56385,Duke Energy DEGS North Allegheny,56651,North Allegheny Windpower Project,PA,Blair,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,70.0,70.0,70.0,9,2009,Gamesa,G87-2.0,8,2,272,42-025301
56394,Chevron USA,57093,Casper Wind Farm,WY,Natrona,CWGT,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,17.0,17.0,17.0,12,2009,GE,1.5 SLE-ESS Wind Turbines,31,2,262.5,
56409,Milford Wind Corridor Stage II LLC,57107,Milford Wind Corridor Stage II LLC,UT,Beaver,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,102.0,102.0,102.0,5,2011,GE,GE 1.5 SLE,19,2,262,49-020234
56410,Mesalands Community College,57106,Mesalands Comm College Wind Turbine,NM,QUAY,1,OP,Onshore Wind Turbine,WT,Commercial Non-CHP,4,1.5,1.5,1.5,12,2008,GE,1.5 MW ESS,15,3,262,35-020057
56414,Ashtabula Wind II LLC,57121,Ashtabula Wind II LLC,ND,Steele,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,120.0,120.0,120.0,10,2009,GE,GE 1.5 XLE,16.8,3,262.5,38-020642
56415,Wilton Wind II LLC,57120,Wilton Wind II LLC,ND,Burleigh,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,49.5,49.5,49.5,11,2009,GE,GE 1.5 XLE,16.8,3,262.5,38-000781
56416,Blue Canyon Windpower V LLC,57108,Blue Canyon Windpower V LLC,OK,Caddo,GEN 1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,99.0,99.0,99.0,10,2009,GE,SLE 1.5 ESS,17.7,2,262,1742
56417,Meadow Lake Wind Farm LLC,57109,Meadow Lake Wind Farm LLC,IN,White,GEN 1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,199.7,199.7,199.7,10,2009,Vestas,V82 1.65 MW,19,2,262,2009-WTE-808-0E
56418,Blackstone Wind Farm LLC,57110,Blackstone Wind Farm LLC,IL,Livingston,GEN 1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,102.0,102.0,102.0,10,2009,GE,1.5 SLE,19,2,262,2009-WTE-4321-OE
56419,Lost Lakes Wind Farm LLC,57111,Lost Lakes Wind Farm LLC,IA,Dickinson,GEN 1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,100.0,100.0,100.0,12,2009,Vestas,V-82,19,2,262,19-021589
56420,Meadow Lake Wind Farm II LLC,57112,Meadow Lake Wind Farm II LLC,IN,White,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,99.0,99.0,99.0,8,2010,Acciona,AW82 1.5MW,17,3,262,18-020799
56421,Blackstone Wind Farm II LLC,57113,Blackstone Wind Farm II LLC,IL,Livingston,GEN 1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,200.0,200.0,200.0,8,2010,GE,1.5 SLE,19,2,262,17-021265
56423,Meadow Lake Wind Farm III LLC,57115,Meadow Lake Wind Farm III LLC,IN,White,GEN 1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,103.5,103.5,103.5,9,2010,GE,GE SLE 1.5,19,2,262,2009-WTE-13061-0E
56437,Heritage Stoney Corners Wind Farm I LLC,57131,Stoney Corners Wind Farm,MI,Missaukee,SCWF1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,60.0,59.0,59.0,12,2009,Senvion,MM92,15.2,2,320,26-020686
56439,Beaver Ridge Wind LLC,57130,Beaver Ridge Wind,ME,Waldo,BR1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,4.5,4.5,4.5,11,2008,GE,1.5sle,19,2,262,2014WTE3457
56475,Tuana Springs Energy LLC,57136,Tuana Springs,ID,Gooding,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,16.8,16.8,16.8,5,2010,Suzlon,S-88,15.4,2,259.2,16-020079
56482,Gamesa Wind US,692,Medicine Bow,WY,Carbon,10,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.7,0.7,0.7,7,2000,Vestas,V47,15,2,164,
56482,Gamesa Wind US,692,Medicine Bow,WY,Carbon,11,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.7,0.7,0.7,7,2000,Vestas,V47,15,2,164,
56482,Gamesa Wind US,692,Medicine Bow,WY,Carbon,1A,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.6,0.6,0.6,4,1998,Vestas,V47,15,2,164,
56482,Gamesa Wind US,692,Medicine Bow,WY,Carbon,2A,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.6,0.6,0.6,4,1998,Vestas,V47,15,2,164,
56482,Gamesa Wind US,692,Medicine Bow,WY,Carbon,5,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.7,0.7,0.7,10,1999,Vestas,V47,15,2,164,
56482,Gamesa Wind US,692,Medicine Bow,WY,Carbon,6,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.7,0.7,0.7,10,1999,Vestas,V47,15,2,164,
56482,Gamesa Wind US,692,Medicine Bow,WY,Carbon,7,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.7,0.7,0.7,10,1999,Vestas,V47,15,2,164,
56482,Gamesa Wind US,692,Medicine Bow,WY,Carbon,8,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.7,0.7,0.7,10,1999,Vestas,V47,15,2,164,
56482,Gamesa Wind US,692,Medicine Bow,WY,Carbon,9,OP,Onshore Wind Turbine,WT,Electric Utility,1,0.7,0.7,0.7,10,1999,Vestas,V47,15,2,164,
56482,Gamesa Wind US,57976,Pocahontas Prairie Wind Farm,IA,Pocahontas,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,80.0,80.0,80.0,2,2012,Gamesa,G97,20,2,328,19-000029
56483,Eurus Combine Hills II LLC,57137,Eurus Combine Hills Turbine Ranch 2,OR,Umatilla,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,63.0,63.0,63.0,1,2010,Mitsubishi,MWT 62/1.0,19,2,226,41-020660
56484,Butler Ridge Wind Energy Center,56647,Butler Ridge,WI,Dodge,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,54.0,54.0,54.0,2,2009,GE,GE 1.5 XLE,16.8,3,262.5,55-020165
56499,Harvest Wind Project TIC,57152,Harvest Wind Project,WA,Klickitat,HWP1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,98.9,98.9,98.9,12,2009,Siemens,2.3 MW Mk II 93 vs,17.6,2,260,53-020423
56506,Langford Wind Power LLC,57153,Langford Wind Power,TX,Tom Green,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,150.0,150.0,150.0,12,2009,GE,1.5 ESS,18.2,2,262,2009-WTW-1491
56514,Windy Flats Partners LLC,57159,Windy Flats Wind Project,WA,Klickitat,GEN1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,262.2,262.2,262.2,10,2009,Siemens,SWT 2.3 93,15,4,262,53-020364
56518,First State Marine Wind,57176,University of Delaware Wind Turbine,DE,SUSSEX,FSMW,OP,Onshore Wind Turbine,WT,Commercial Non-CHP,4,2.0,2.0,2.0,7,2010,Gamesa,G90,15.5,2,256,10-020303
56520,Meadow Lake Wind Farm IV LLC,57177,Meadow Lake Wind Farm IV,IN,White,GEN 1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,98.7,98.7,98.7,10,2010,Suzlon,S88 2.1MW,19,2,262,2009-WTE-8816-0E
56523,Colorado Highlands Wind LLC,57174,Colorado Highlands Wind,CO,Logan,CHW1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,67.2,67.2,67.2,12,2012,GE,1.6-100,18.7,2,262,08-021325
56523,Colorado Highlands Wind LLC,57174,Colorado Highlands Wind,CO,Logan,CHW2,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,23.8,23.8,23.8,9,2013,GE,1.7-100,18.7,2,262,08-024884
56545,Pattern Operators LP,56654,Hatchet Ridge Wind Project,CA,SHASTA,1,OP,Onshore Wind Turbine,WT,IPP Non-CHP,2,101.2,101.2,101.2,12,2010,Siemens,SWT 2.3-93,19,2,262.5,06-020915
